dataset_id,source_id,age_ka_bp,age_uncertainty_ka,proxy_name,proxy_value,proxy_unit,quality_flag,sha256_source
EPICA_temperature,Jouzel-et-al-2007,0.038374,,temperature_anomaly,0.88,degC,observed;age_uncertainty_unavailable:EDC3_maximum_age_uncertainty_published_but_no_point_distribution_in_source,b801fc2e422d427524619be25b50ee86fd63b36eb440eb5044d9bec12a4d1747
EPICA_temperature,Jouzel-et-al-2007,0.046812,,temperature_anomaly,1.84,degC,observed;age_uncertainty_unavailable:EDC3_maximum_age_uncertainty_published_but_no_point_distribution_in_source,b801fc2e422d427524619be25b50ee86fd63b36eb440eb5044d9bec12a4d1747
EPICA_temperature,Jouzel-et-al-2007,0.055056,,temperature_anomaly,3.04,degC,observed;age_uncertainty_unavailable:EDC3_maximum_age_uncertainty_published_but_no_point_distribution_in_source,b801fc2e422d427524619be25b50ee86fd63b36eb440eb5044d9bec12a4d1747
EPICA_temperature,Jouzel-et-al-2007,0.064415,,temperature_anomaly,0.35,degC,observed;age_uncertainty_unavailable:EDC3_maximum_age_uncertainty_published_but_no_point_distribution_in_source,b801fc2e422d427524619be25b50ee86fd63b36eb440eb5044d9bec12a4d1747
EPICA_temperature,Jouzel-et-al-2007,0.073151,,temperature_anomaly,-0.42,degC,observed;age_uncertainty_unavailable:EDC3_maximum_age_uncertainty_published_but_no_point_distribution_in_source,b801fc2e422d427524619be25b50ee86fd63b36eb440eb5044d9bec12a4d1747
EPICA_temperature,Jouzel-et-al-2007,0.081932,,temperature_anomaly,0.05,degC,observed;age_uncertainty_unavailable:EDC3_maximum_age_uncertainty_published_but_no_point_distribution_in_source,b801fc2e422d427524619be25b50ee86fd63b36eb440eb5044d9bec12a4d1747
EPICA_temperature,Jouzel-et-al-2007,0.090759,,temperature_anomaly,0.05,degC,observed;age_uncertainty_unavailable:EDC3_maximum_age_uncertainty_published_but_no_point_distribution_in_source,b801fc2e422d427524619be25b50ee86fd63b36eb440eb5044d9bec12a4d1747
EPICA_temperature,Jouzel-et-al-2007,0.099970,,temperature_anomaly,-0.52,degC,observed;age_uncertainty_unavailable:EDC3_maximum_age_uncertainty_published_but_no_point_distribution_in_source,b801fc2e422d427524619be25b50ee86fd63b36eb440eb5044d9bec12a4d1747
EPICA_temperature,Jouzel-et-al-2007,0.109889,,temperature_anomaly,0.79,degC,observed;age_uncertainty_unavailable:EDC3_maximum_age_uncertainty_published_but_no_point_distribution_in_source,b801fc2e422d427524619be25b50ee86fd63b36eb440eb5044d9bec12a4d1747
EPICA_temperature,Jouzel-et-al-2007,0.119259,,temperature_anomaly,-0.55,degC,observed;age_uncertainty_unavailable:EDC3_maximum_age_uncertainty_published_but_no_point_distribution_in_source,b801fc2e422d427524619be25b50ee86fd63b36eb440eb5044d9bec12a4d1747
EPICA_temperature,Jouzel-et-al-2007,0.129404,,temperature_anomaly,-1.11,degC,observed;age_uncertainty_unavailable:EDC3_maximum_age_uncertainty_published_but_no_point_distribution_in_source,b801fc2e422d427524619be25b50ee86fd63b36eb440eb5044d9bec12a4d1747
EPICA_temperature,Jouzel-et-al-2007,0.139939,,temperature_anomaly,0.38,degC,observed;age_uncertainty_unavailable:EDC3_maximum_age_uncertainty_published_but_no_point_distribution_in_source,b801fc2e422d427524619be25b50ee86fd63b36eb440eb5044d9bec12a4d1747
EPICA_temperature,Jouzel-et-al-2007,0.150102,,temperature_anomaly,-0.4,degC,observed;age_uncertainty_unavailable:EDC3_maximum_age_uncertainty_published_but_no_point_distribution_in_source,b801fc2e422d427524619be25b50ee86fd63b36eb440eb5044d9bec12a4d1747
EPICA_temperature,Jouzel-et-al-2007,0.160580,,temperature_anomaly,1.05,degC,observed;age_uncertainty_unavailable:EDC3_maximum_age_uncertainty_published_but_no_point_distribution_in_source,b801fc2e422d427524619be25b50ee86fd63b36eb440eb5044d9bec12a4d1747
EPICA_temperature,Jouzel-et-al-2007,0.171018,,temperature_anomaly,0.28,degC,observed;age_uncertainty_unavailable:EDC3_maximum_age_uncertainty_published_but_no_point_distribution_in_source,b801fc2e422d427524619be25b50ee86fd63b36eb440eb5044d9bec12a4d1747
EPICA_temperature,Jouzel-et-al-2007,0.181445,,temperature_anomaly,-0.72,degC,observed;age_uncertainty_unavailable:EDC3_maximum_age_uncertainty_published_but_no_point_distribution_in_source,b801fc2e422d427524619be25b50ee86fd63b36eb440eb5044d9bec12a4d1747
EPICA_temperature,Jouzel-et-al-2007,0.191483,,temperature_anomaly,-1.23,degC,observed;age_uncertainty_unavailable:EDC3_maximum_age_uncertainty_published_but_no_point_distribution_in_source,b801fc2e422d427524619be25b50ee86fd63b36eb440eb5044d9bec12a4d1747
EPICA_temperature,Jouzel-et-al-2007,0.201872,,temperature_anomaly,0.51,degC,observed;age_uncertainty_unavailable:EDC3_maximum_age_uncertainty_published_but_no_point_distribution_in_source,b801fc2e422d427524619be25b50ee86fd63b36eb440eb5044d9bec12a4d1747
EPICA_temperature,Jouzel-et-al-2007,0.212186,,temperature_anomaly,-2.44,degC,observed;age_uncertainty_unavailable:EDC3_maximum_age_uncertainty_published_but_no_point_distribution_in_source,b801fc2e422d427524619be25b50ee86fd63b36eb440eb5044d9bec12a4d1747
