dataset_id,source_id,age_ka_bp,age_uncertainty_ka,proxy_name,proxy_value,proxy_unit,quality_flag,sha256_source
Vostok,Petit-et-al-2001,0.000000,,temperature_anomaly,0,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.017000,,temperature_anomaly,0,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.035000,,temperature_anomaly,0,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.053000,,temperature_anomaly,0,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.072000,,temperature_anomaly,0,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.091000,,temperature_anomaly,0,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.110000,,temperature_anomaly,0,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.129000,,temperature_anomaly,0,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.149000,,temperature_anomaly,-0.81,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.170000,,temperature_anomaly,0.02,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.190000,,temperature_anomaly,0.36,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.211000,,temperature_anomaly,-0.95,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.234000,,temperature_anomaly,-1.84,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.258000,,temperature_anomaly,-1.09,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.281000,,temperature_anomaly,-0.75,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.304000,,temperature_anomaly,-0.22,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.327000,,temperature_anomaly,-0.48,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.351000,,temperature_anomaly,-0.75,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.375000,,temperature_anomaly,0.23,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.397000,,temperature_anomaly,1.33,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.420000,,temperature_anomaly,0.35,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.444000,,temperature_anomaly,0.18,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.469000,,temperature_anomaly,-0.08,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.495000,,temperature_anomaly,-1.08,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.523000,,temperature_anomaly,-1.39,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.552000,,temperature_anomaly,-1.61,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.581000,,temperature_anomaly,-0.9,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.609000,,temperature_anomaly,-0.6,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.637000,,temperature_anomaly,-0.02,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.665000,,temperature_anomaly,-0.18,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.695000,,temperature_anomaly,-1.23,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.726000,,temperature_anomaly,-1.54,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.757000,,temperature_anomaly,-0.85,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.788000,,temperature_anomaly,-0.1,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
Vostok,Petit-et-al-2001,0.817000,,temperature_anomaly,-0.17,degC,observed;age_uncertainty_unavailable:GT4_has_no_point_age_distribution_in_source,c69eca96499bece4b2f65d4e40240f52e0bfb4027383b3f2db68a1b3e36c75f6
