model,trajectory,time_myr,temperature_k,ice_fraction,co2_ppm,regolith_fraction,carbon_memory,productivity
classic,A,-9.000000000000021,1.9388439423593753,0.00046705255091420344,256.98764745184144,0.63406645185862,0.42692554204314437,0.863327465169828
classic,A,-8.980000000000022,1.935480822074001,0.000415157823045246,256.4421180274144,0.63406645185862,0.42692554204314437,0.8635059372220076
classic,A,-8.960000000000022,1.932181803702521,0.000369029176050617,255.91200661747328,0.63406645185862,0.42692554204314437,0.8636808302757801
classic,A,-8.940000000000023,1.92894814522057,0.00032802593427761335,255.39689437210467,0.63406645185862,0.42692554204314437,0.8638520094281857
classic,A,-8.920000000000023,1.9257807534099283,0.0002915786082571656,254.89637221635255,0.63406645185862,0.42692554204314437,0.8640193742104051
classic,A,-8.900000000000023,1.9226802273350185,0.00025918098512787855,254.41004079169798,0.63406645185862,0.42692554204314437,0.8641828539129184
classic,A,-8.880000000000024,1.9196468969482223,0.00023038309790184556,253.93751037626328,0.63406645185862,0.42692554204314437,0.8643424034753039
classic,A,-8.860000000000024,1.9166808573616874,0.0002047849759231495,253.4784007868006,0.63406645185862,0.42692554204314437,0.8644979998756608
classic,A,-8.840000000000025,1.9137819992639098,0.00018203108971986409,253.0323412651707,0.63406645185862,0.42692554204314437,0.8646496389617891
classic,A,-8.820000000000025,1.9109500359065923,0.0001618054130947214,252.59897035170306,0.63406645185862,0.42692554204314437,0.8647973326726801
classic,A,-8.800000000000026,1.9081845270403062,0.00014382703387237232,252.17793574754884,0.63406645185862,0.42692554204314437,0.8649411066046334
classic,A,-8.780000000000026,1.9054849001357326,0.00012784625234139532,251.76889416788933,0.63406645185862,0.42692554204314437,0.8650809978814713
classic,A,-8.760000000000026,1.902850469190104,0.00011364111320274906,251.3715111876426,0.63406645185862,0.42692554204314437,0.8652170532929279
classic,A,-8.740000000000027,1.9002804513854332,0.00010101432285728568,250.98546108111452,0.63406645185862,0.42692554204314437,0.8653493276694004
classic,A,-8.720000000000027,1.897773981835728,8.979050921687377e-05,250.61042665686622,0.63406645185862,0.42692554204314437,0.8654778824649009
classic,A,-8.700000000000028,1.8953301266342493,7.981378598095202e-05,250.24609908891532,0.63406645185862,0.42692554204314437,0.8656027845233085
classic,A,-8.680000000000028,1.892947894388622,7.094558754902157e-05,249.89217774525156,0.63406645185862,0.42692554204314437,0.8657241050059034
classic,A,-8.660000000000029,1.8906262464109205,6.306274449841669e-05,249.5483700145247,0.63406645185862,0.42692554204314437,0.8658419184607334
classic,A,-8.640000000000029,1.8883641057114542,5.605577289787901e-05,249.214391131655,0.63406645185862,0.42692554204314437,0.8659563020166383
classic,A,-8.62000000000003,1.8861603649286078,4.9827353697401055e-05,248.8899640030203,0.63406645185862,0.42692554204314437,0.866067334686766
classic,A,-8.60000000000003,1.884013893312533,4.429098107475397e-05,248.574819031789,0.63406645185862,0.42692554204314437,0.8661750967682069
classic,A,-8.58000000000003,1.8819235428675278,3.936976096573433e-05,248.2686939438916,0.63406645185862,0.42692554204314437,0.8662796693259462
classic,A,-8.56000000000003,1.8798881537464178,3.499534309105019e-05,247.9713336150587,0.63406645185862,0.42692554204314437,0.8663811337507279
classic,A,-8.540000000000031,1.8779065589799961,3.11069716468865e-05,247.68248989929128,0.63406645185862,0.42692554204314437,0.8664795713816672
classic,A,-8.520000000000032,1.8759775886154548,2.7650641474296544e-05,247.40192145907903,0.63406645185862,0.42692554204314437,0.8665750631855298
classic,A,-8.500000000000032,1.8741000733296198,2.457834798754991e-05,247.1293935976348,0.63406645185862,0.42692554204314437,0.8666676894855632
classic,A,-8.480000000000032,1.8722728475755748,2.1847420443775115e-05,246.86467809337213,0.63406645185862,0.42692554204314437,0.8667575297336174
classic,A,-8.460000000000033,1.8704947523148359,1.941992929375307e-05,246.60755303681722,0.63406645185862,0.42692554204314437,0.8668446623200421
classic,A,-8.440000000000033,1.8687646373815052,1.7262159382622353e-05,246.3578026701136,0.63406645185862,0.42692554204314437,0.866929164416509
classic,A,-8.420000000000034,1.8670813635197514,1.534414168383949e-05,246.1152172292507,0.63406645185862,0.42692554204314437,0.8670111118474916
classic,A,-8.400000000000034,1.8654438041314199,1.3639237062699164e-05,245.87959278912123,0.63406645185862,0.42692554204314437,0.8670905789866576
classic,A,-8.380000000000035,1.8638508467665522,1.2123766288352203e-05,245.65073111149147,0.63406645185862,0.42692554204314437,0.8671676386748725
classic,A,-8.360000000000035,1.8623013943859914,1.0776681155599345e-05,245.42843949594845,0.63406645185862,0.42692554204314437,0.867242362156924
classic,A,-8.340000000000035,1.8607943664220592,9.579272148707913e-06,245.21253063387155,0.63406645185862,0.42692554204314437,0.8673148190344241
classic,A,-8.320000000000036,1.859328699660444,8.514908587026637e-06,245.00282246546087,0.63406645185862,0.42692554204314437,0.8673850772326603
classic,A,-8.300000000000036,1.8579033489639,7.568807643309945e-06,244.79913803984172,0.63406645185862,0.42692554204314437,0.8674532029794398
classic,A,-8.280000000000037,1.8565172878561043,6.727829026672883e-06,244.60130537825358,0.63406645185862,0.42692554204314437,0.8675192607942132
classic,A,-8.260000000000037,1.8551695089820053,5.9802924785510485e-06,244.40915734032143,0.63406645185862,0.42692554204314437,0.8675833134859777
classic,A,-8.240000000000038,1.8538590244592126,5.315815546887194e-06,244.22253149339912,0.63406645185862,0.42692554204314437,0.867645422158648
classic,A,-8.220000000000038,1.852584866133374,4.72516938540821e-06,244.04126998496696,0.63406645185862,0.42692554204314437,0.8677056462227418
classic,A,-8.200000000000038,1.8513460857490758,4.200150575204668e-06,243.8652194180592,0.63406645185862,0.42692554204314437,0.8677640434123836
classic,A,-8.180000000000039,1.8501417550465293,3.7334671883570734e-06,243.69423072969147,0.63406645185862,0.42692554204314437,0.8678206698067454
classic,A,-8.16000000000004,1.8489709657931832,3.3186375111592105e-06,243.52815907225377,0.63406645185862,0.42692554204314437,0.8678755798551689
classic,A,-8.14000000000004,1.847832829758397,2.949900020316665e-06,243.36686369783052,0.63406645185862,0.42692554204314437,0.8679288264052958
classic,A,-8.12000000000004,1.8467264786384152,2.622133361789957e-06,243.21020784540553,0.63406645185862,0.42692554204314437,0.8679804607336397
classic,A,-8.10000000000004,1.8456510639380839,2.3307852208773266e-06,243.05805863090734,0.63406645185862,0.42692554204314437,0.8680305325780897
classic,A,-8.080000000000041,1.8446057568150422,2.0718090956216547e-06,242.9102869400477,0.63406645185862,0.42692554204314437,0.8680790901719193
classic,A,-8.060000000000041,1.8435897478914856,1.84160809539439e-06,242.76676732390447,0.63406645185862,0.42692554204314437,0.8681261802789219
classic,A,-8.040000000000042,1.8426022470380339,1.6369849840812655e-06,242.62737789719816,0.63406645185862,0.42692554204314437,0.8681718482293489
classic,A,-8.020000000000042,1.841642483133736,1.4550977740251544e-06,242.4920002392105,0.63406645185862,0.42692554204314437,0.8682161379563791
classic,A,-8.000000000000043,1.8407097038057867,1.2934202539752774e-06,242.36051929729288,0.63406645185862,0.42692554204314437,0.8682590920328714
classic,A,-7.980000000000043,1.839803175152141,1.1497069028198307e-06,242.23282329291072,0.63406645185862,0.42692554204314437,0.8683007517082081
classic,A,-7.9600000000000435,1.8389221814498455,1.0219617017927667e-06,242.10880363017117,0.63406645185862,0.42692554204314437,0.8683411569450462
classic,A,-7.940000000000044,1.8380660248515919,9.084104119909317e-07,241.98835480677945,0.63406645185862,0.42692554204314437,0.8683803464558387
classic,A,-7.920000000000044,1.8372340250727124,8.07475932167078e-07,241.8713743273709,0.63406645185862,0.42692554204314437,0.8684183577389964
classic,A,-7.900000000000045,1.8364255190705874,7.177563945458746e-07,241.7577626191642,0.63406645185862,0.42692554204314437,0.8684552271145931
classic,A,-7.880000000000045,1.835639860718199,6.380056944381379e-07,241.64742294988355,0.63406645185862,0.42692554204314437,0.8684909897595225
classic,A,-7.860000000000046,1.834876420473377,5.671161832312607e-07,241.5402613478955,0.63406645185862,0.42692554204314437,0.8685256797420442
classic,A,-7.840000000000046,1.83413458504509,5.04103284380703e-07,241.436186524509,0.63406645185862,0.42692554204314437,0.8685593300556571
classic,A,-7.8200000000000465,1.833413757057986,4.480918187357627e-07,241.33510979838616,0.63406645185862,0.42692554204314437,0.8685919726522578
classic,A,-7.800000000000047,1.8327133547162295,3.9830384927359344e-07,241.23694502201243,0.63406645185862,0.42692554204314437,0.868623638474549
classic,A,-7.780000000000047,1.8320328114675712,3.5404787641833173e-07,241.14160851017584,0.63406645185862,0.42692554204314437,0.8686543574876722
classic,A,-7.760000000000048,1.8313715756684554,3.1470923388032125e-07,241.0490189704052,0.63406645185862,0.42692554204314437,0.868684158710043
classic,A,-7.740000000000048,1.8307291102508818,2.7974155162431183e-07,240.95909743531817,0.63406645185862,0.42692554204314437,0.8687130702433832
classic,A,-7.720000000000049,1.8301048923916383,2.486591673967478e-07,240.87176719683117,0.63406645185862,0.42692554204314437,0.8687411193019363
classic,A,-7.700000000000049,1.8294984131844454,2.210303814166908e-07,240.7869537421834,0.63406645185862,0.42692554204314437,0.8687683322408685
classic,A,-7.6800000000000495,1.82890917731548,1.96471460545529e-07,240.70458469172877,0.63406645185862,0.42692554204314437,0.8687947345838557
classic,A,-7.66000000000005,1.8283367027426785,1.7464130866005176e-07,240.62458973844983,0.63406645185862,0.42692554204314437,0.8688203510498621
classic,A,-7.64000000000005,1.8277805203791666,1.5523672920629416e-07,240.54690058914923,0.63406645185862,0.42692554204314437,0.8688452055791198
classic,A,-7.620000000000051,1.8272401737811075,1.3798821413628735e-07,240.47145090727466,0.63406645185862,0.42692554204314437,0.8688693213583167
classic,A,-7.600000000000051,1.826715218840217,1.226562007407257e-07,240.39817625733457,0.63406645185862,0.42692554204314437,0.8688927208450097
classic,A,-7.580000000000052,1.8262052234811537,1.0902774438911533e-07,240.3270140508626,0.63406645185862,0.42692554204314437,0.8689154257912732
classic,A,-7.560000000000052,1.8257097673639535,9.691356096546162e-08,240.2579034938898,0.63406645185862,0.42692554204314437,0.8689374572666019
classic,A,-7.540000000000052,1.8252284415916487,8.614539792221386e-08,240.19078553588437,0.63406645185862,0.42692554204314437,0.8689588356800805
classic,A,-7.520000000000053,1.8247608484231796,7.657369743932693e-08,240.12560282011978,0.63406645185862,0.42692554204314437,0.8689795808018406
classic,A,-7.500000000000053,1.824306600991687,6.80655192323163e-08,240.06229963543308,0.63406645185862,0.42692554204314437,0.8689997117838218
classic,A,-7.480000000000054,1.8238653230282431,6.050269415941795e-08,240.00082186933582,0.63406645185862,0.42692554204314437,0.8690192471798545
classic,A,-7.460000000000054,1.8234366485910647,5.3780182983508286e-08,239.94111696244119,0.63406645185862,0.42692554204314437,0.8690382049650813
classic,A,-7.440000000000055,1.823020221800234,4.7804617493810796e-08,239.88313386417167,0.63406645185862,0.42692554204314437,0.8690566025547423
classic,A,-7.420000000000055,1.8226156965779339,4.2493003725190785e-08,239.82682298971267,0.63406645185862,0.42692554204314437,0.8690744568223321
classic,A,-7.400000000000055,1.8222227363941914,3.777156926419521e-08,239.77213617817782,0.63406645185862,0.42692554204314437,0.8690917841171579
classic,A,-7.380000000000056,1.8218410140181138,3.357473863219913e-08,239.71902665195324,0.63406645185862,0.42692554204314437,0.869108600281309
classic,A,-7.360000000000056,1.8214702112745875,2.984422251486927e-08,239.66744897718837,0.63406645185862,0.42692554204314437,0.8691249206660612
classic,A,-7.340000000000057,1.8211100188064018,2.6528208188353834e-08,239.61735902540195,0.63406645185862,0.42692554204314437,0.8691407601477307
classic,A,-7.320000000000057,1.8207601358417513,2.358063989811788e-08,239.56871393617257,0.63406645185862,0.42692554204314437,0.8691561331429973
classic,A,-7.3000000000000576,1.8204202699670653,2.0960579195685915e-08,239.52147208088383,0.63406645185862,0.42692554204314437,0.8691710536237118
classic,A,-7.280000000000058,1.8200901369051004,1.863163634907972e-08,239.4755930274952,0.63406645185862,0.42692554204314437,0.8691855351312081
classic,A,-7.260000000000058,1.8197694602982366,1.6561464929874203e-08,239.43103750631008,0.63406645185862,0.42692554204314437,0.8691995907901324
classic,A,-7.240000000000059,1.8194579714969037,1.4721312557247074e-08,239.38776737671358,0.63406645185862,0.42692554204314437,0.8692132333218089
classic,A,-7.220000000000059,1.8191554093530642,1.308562155935629e-08,239.34574559485316,0.63406645185862,0.42692554204314437,0.8692264750571556
classic,A,-7.20000000000006,1.818861520018678,1.1631674005675587e-08,239.3049361822357,0.63406645185862,0.42692554204314437,0.8692393279491667
classic,A,-7.18000000000006,1.8185760567490674,1.0339276180181626e-08,239.26530419521612,0.63406645185862,0.42692554204314437,0.8692518035849768
classic,A,-7.1600000000000605,1.8182987797111023,9.19047811307588e-09,239.22681569535195,0.63406645185862,0.42692554204314437,0.8692639131975186
classic,A,-7.140000000000061,1.8180294557961179,8.169324275648547e-09,239.18943772060035,0.63406645185862,0.42692554204314437,0.8692756676767909
classic,A,-7.120000000000061,1.8177678584374841,7.261631975713137e-09,239.1531382573339,0.63406645185862,0.42692554204314437,0.8692870775807507
classic,A,-7.100000000000062,1.8175137674327373,6.4547943757705485e-09,239.11788621315193,0.63406645185862,0.42692554204314437,0.8692981531458389
classic,A,-7.080000000000062,1.8172669687701875,5.737605398043801e-09,239.08365139046586,0.63406645185862,0.42692554204314437,0.8693089042971566
classic,A,-7.060000000000063,1.8170272544599138,5.100104084508913e-09,239.05040446083603,0.63406645185862,0.42692554204314437,0.8693193406583006
classic,A,-7.040000000000063,1.8167944223690604,4.533436250255678e-09,239.01811694003976,0.63406645185862,0.42692554204314437,0.8693294715608735
classic,A,-7.0200000000000635,1.8165682760613442,4.029731508697246e-09,238.9867611638494,0.63406645185862,0.42692554204314437,0.8693393060536762
classic,A,-7.000000000000064,1.8163486246406841,3.5819939606453045e-09,238.95631026450098,0.63406645185862,0.42692554204314437,0.8693488529115959
classic,A,-6.980000000000064,1.81613528259887,3.184005029043578e-09,238.92673814783393,0.63406645185862,0.42692554204314437,0.8693581206442015
classic,A,-6.960000000000065,1.8159280696671765,2.830237089842042e-09,238.89801947108253,0.63406645185862,0.42692554204314437,0.8693671175040515
classic,A,-6.940000000000065,1.8157268106718432,2.515776699440676e-09,238.87012962130154,0.63406645185862,0.42692554204314437,0.869375851494733
classic,A,-6.920000000000066,1.8155313353933273,2.236256352417239e-09,238.8430446944074,0.63406645185862,0.42692554204314437,0.8693843303786306
classic,A,-6.900000000000066,1.81534147842925,1.9877938217297383e-09,238.81674147481806,0.63406645185862,0.42692554204314437,0.8693925616844452
classic,A,-6.8800000000000665,1.8151570790609493,1.7669382388964043e-09,238.79119741567442,0.63406645185862,0.42692554204314437,0.869400552714463
classic,A,-6.860000000000067,1.814977981123556,1.5706221652667733e-09,238.7663906196269,0.63406645185862,0.42692554204314437,0.8694083105515887
classic,A,-6.840000000000067,1.814804032879513,1.396118988707101e-09,238.7422998201713,0.63406645185862,0.42692554204314437,0.869415842066147
classic,A,-6.820000000000068,1.8146350868954542,1.2410050539873918e-09,238.7189043635183,0.63406645185862,0.42692554204314437,0.8694231539224657
classic,A,-6.800000000000068,1.8144709999223656,1.1031260009032054e-09,238.69618419098148,0.63406645185862,0.42692554204314437,0.8694302525852426
classic,A,-6.780000000000069,1.814311632778949,9.805668426061506e-10,238.67411982186928,0.63406645185862,0.42692554204314437,0.8694371443257065
classic,A,-6.760000000000069,1.8141568502381107,8.716253685643238e-10,238.65269233686652,0.63406645185862,0.42692554204314437,0.8694438352275797
classic,A,-6.7400000000000695,1.8140065209164997,7.747885027493664e-10,238.63188336189174,0.63406645185862,0.42692554204314437,0.869450331192846
classic,A,-6.72000000000007,1.8138605171670212,6.887112886916262e-10,238.6116750524166,0.63406645185862,0.42692554204314437,0.8694566379473359
classic,A,-6.70000000000007,1.813718714974252,6.121982095291903e-10,238.59205007823448,0.63406645185862,0.42692554204314437,0.8694627610461286
classic,A,-6.680000000000071,1.8135809938526846,5.441865836070249e-10,238.5729916086655,0.63406645185862,0.42692554204314437,0.8694687058787851
classic,A,-6.660000000000071,1.8134472367477303,4.837318050095443e-10,238.55448329818526,0.63406645185862,0.42692554204314437,0.8694744776744089
classic,A,-6.640000000000072,1.8133173299394136,4.2999422403400595e-10,238.53650927246576,0.63406645185862,0.42692554204314437,0.8694800815065498
classic,A,-6.620000000000072,1.813191162948687,3.822274853890828e-10,238.51905411481627,0.63406645185862,0.42692554204314437,0.8694855222979476
classic,A,-6.6000000000000725,1.8130686284463018,3.3976816214915097e-10,238.502102853013,0.63406645185862,0.42692554204314437,0.8694908048251272
classic,A,-6.580000000000073,1.81294962216417,3.020265414914337e-10,238.48564094650672,0.63406645185862,0.42692554204314437,0.8694959337228471
classic,A,-6.560000000000073,1.8128340428091514,2.684784342401294e-10,238.46965427399704,0.63406645185862,0.42692554204314437,0.8695009134884066
classic,A,-6.540000000000074,1.8127217919792062,2.3865789446119214e-10,238.45412912136342,0.63406645185862,0.42692554204314437,0.8695057484858181
classic,A,-6.520000000000074,1.8126127740818512,2.121507479910256e-10,238.43905216994244,0.63406645185862,0.42692554204314437,0.8695104429498457
classic,A,-6.500000000000075,1.8125068962548574,1.885888400175442e-10,238.42441048514152,0.63406645185862,0.42692554204314437,0.8695150009899189
classic,A,-6.480000000000075,1.8124040682891356,1.6764492181889401e-10,238.41019150537952,0.63406645185862,0.42692554204314437,0.8695194265939221
classic,A,-6.4600000000000755,1.8123042025537484,1.4902810564231602e-10,238.3963830313449,0.63406645185862,0.42692554204314437,0.8695237236318648
classic,A,-6.440000000000076,1.812207213922994,1.3247982459646887e-10,238.3829732155624,0.63406645185862,0.42692554204314437,0.8695278958594385
classic,A,-6.420000000000076,1.8121130197055104,1.177702414446047e-10,238.36995055225927,0.63406645185862,0.42692554204314437,0.86953194692146
classic,A,-6.400000000000077,1.8120215395753407,1.0469505642072539e-10,238.3573038675227,0.63406645185862,0.42692554204314437,0.8695358803552099
classic,A,-6.380000000000077,1.8119326955049142,9.307266973283263e-11,238.34502230974,0.63406645185862,0.42692554204314437,0.8695396995936662
classic,A,-6.360000000000078,1.8118464116998878,8.27416593435946e-11,238.3330953403135,0.63406645185862,0.42692554204314437,0.8695434079686357
classic,A,-6.340000000000078,1.8117626145357997,7.355853899760523e-11,238.32151272464228,0.63406645185862,0.42692554204314437,0.8695470087137914
classic,A,-6.320000000000078,1.8116812324964873,6.539576535672576e-11,238.3102645233632,0.63406645185862,0.42692554204314437,0.869550504967613
classic,A,-6.300000000000079,1.8116021961142221,5.813996656483287e-11,238.2993410838436,0.63406645185862,0.42692554204314437,0.8695538997762381
classic,A,-6.280000000000079,1.8115254379115155,5.169036763870584e-11,238.2887330319186,0.63406645185862,0.42692554204314437,0.8695571960962251
classic,A,-6.26000000000008,1.8114508923445494,4.59573908154818e-11,238.27843126386625,0.63406645185862,0.42692554204314437,0.8695603967972302
classic,A,-6.24000000000008,1.8113784957481889,4.0861411417060415e-11,238.26842693861303,0.63406645185862,0.42692554204314437,0.8695635046646027
classic,A,-6.220000000000081,1.811308186282536,3.633165195179695e-11,238.25871147016395,0.63406645185862,0.42692554204314437,0.8695665224019015
classic,A,-6.200000000000081,1.8112399038809783,3.230519909378497e-11,238.2492765202501,0.63406645185862,0.42692554204314437,0.8695694526333309
classic,A,-6.180000000000081,1.8111735901996966,2.8726129886663205e-11,238.240113991188,0.63406645185862,0.42692554204314437,0.8695722979061072
classic,A,-6.160000000000082,1.8111091885685884,2.5544735035888294e-11,238.23121601894408,0.63406645185862,0.42692554204314437,0.8695750606927481
classic,A,-6.140000000000082,1.8110466439435715,2.2716828501866143e-11,238.22257496639907,0.63406645185862,0.42692554204314437,0.8695777433932942
classic,A,-6.120000000000083,1.8109859028602273,2.0203133804957557e-11,238.21418341680592,0.63406645185862,0.42692554204314437,0.8695803483374627
classic,A,-6.100000000000083,1.8109269133887498,1.7968738518816587e-11,238.20603416743631,0.63406645185862,0.42692554204314437,0.8695828777867359
classic,A,-6.080000000000084,1.8108696250901626,1.5982609375580165e-11,238.19812022340972,0.63406645185862,0.42692554204314437,0.869585333936385
classic,A,-6.060000000000084,1.8108139889737698,1.4217161248258895e-11,238.19043479170037,0.63406645185862,0.42692554204314437,0.8695877189174337
classic,A,-6.040000000000084,1.8107599574558073,1.2647874023973316e-11,238.1829712753167,0.63406645185862,0.42692554204314437,0.8695900347985607
classic,A,-6.020000000000085,1.8107074843192608,1.1252952046830576e-11,238.1757232676483,0.63406645185862,0.42692554204314437,0.8695922835879459
classic,A,-6.000000000000085,1.8106565246748192,1.0013021400481471e-11,238.16868454697564,0.63406645185862,0.42692554204314437,0.8695944672350616
classic,A,-5.980000000000086,1.8106070349229306,8.910860825948931e-12,238.16184907113808,0.63406645185862,0.42692554204314437,0.8695965876324053
classic,A,-5.960000000000086,1.810558972716932,7.931162537475559e-12,238.1552109723552,0.63406645185862,0.42692554204314437,0.8695986466171867
classic,A,-5.9400000000000865,1.8105122969272227,7.060319614388115e-12,238.14876455219746,0.63406645185862,0.42692554204314437,0.869600645972957
classic,A,-5.920000000000087,1.8104669676064507,6.286237016088162e-12,238.1425042767016,0.63406645185862,0.42692554204314437,0.8696025874311953
classic,A,-5.900000000000087,1.810422945955687,5.598163595377091e-12,238.13642477162688,0.63406645185862,0.42692554204314437,0.8696044726728418
