model,replicate,variable,absolute_delta_A_B
M2,31,productivity,0.0005346606107970997
M2,31,regolith_fraction,0.06162393064534741
M2,31,temperature_k,0.00358243969009564
M2,32,carbon_memory,0.0015136333267069535
M2,32,co2_ppm,0.37082070122875166
M2,32,ice_fraction,3.028877132826846e-05
M2,32,productivity,0.00019535507491147408
M2,32,regolith_fraction,0.046624171949526116
M2,32,temperature_k,0.0013175895170229879
M2,33,carbon_memory,0.003327074304522337
M2,33,co2_ppm,0.8109772277899765
M2,33,ice_fraction,3.7328305807826645e-05
M2,33,productivity,0.00044655988896663557
M2,33,regolith_fraction,0.05757188819395334
M2,33,temperature_k,0.00299406878403774
M2,34,carbon_memory,0.0015938636984483834
M2,34,co2_ppm,0.3903061998303201
M2,34,ice_fraction,3.06110999119813e-05
M2,34,productivity,0.00020646608764585128
M2,34,regolith_fraction,0.04712953093753941
M2,34,temperature_k,0.0013917248094115209
M2,35,carbon_memory,0.0014665703641553174
M2,35,co2_ppm,0.35939482434110914
M2,35,ice_fraction,3.0146313554357818e-05
M2,35,productivity,0.00018880930465448031
M2,35,regolith_fraction,0.04639272355293808
M2,35,temperature_k,0.0012739458077701826
M2,36,carbon_memory,0.00451156939356423
M2,36,co2_ppm,1.098225270337423
M2,36,ice_fraction,4.229316500536928e-05
M2,36,productivity,0.0006103234580814854
M2,36,regolith_fraction,0.06506768570778157
M2,36,temperature_k,0.004087854468762142
M2,37,carbon_memory,0.0021292780617086504
M2,37,co2_ppm,0.5203042440213608
M2,37,ice_fraction,3.264585370443829e-05
M2,37,productivity,0.0002806758850422697
M2,37,regolith_fraction,0.05032600424443148
M2,37,temperature_k,0.0018868512449787822
M2,38,carbon_memory,0.003202522051944323
M2,38,co2_ppm,0.7807657232818315
M2,38,ice_fraction,3.688753189534655e-05
M2,38,productivity,0.00042928606079783993
M2,38,regolith_fraction,0.05688668902567531
M2,38,temperature_k,0.0028787816172473057
M2,39,carbon_memory,0.0021326592272450373
M2,39,co2_ppm,0.5211188163117981
M2,39,ice_fraction,3.2591700646178445e-05
M2,39,productivity,0.00028118478806704594
M2,39,regolith_fraction,0.05025330128217945
M2,39,temperature_k,0.001890202317889944
ablated,0,carbon_memory,0.0
ablated,0,co2_ppm,8.662000254844315e-07
ablated,0,ice_fraction,5.637268429836695e-12
ablated,0,productivity,5.711391637408525e-10
ablated,0,regolith_fraction,0.0
ablated,0,temperature_k,3.980173524098518e-09
ablated,1,carbon_memory,0.0
ablated,1,co2_ppm,8.662000254844315e-07
ablated,1,ice_fraction,5.637268429836695e-12
ablated,1,productivity,5.711391637408525e-10
ablated,1,regolith_fraction,0.0
ablated,1,temperature_k,3.980173524098518e-09
ablated,2,carbon_memory,0.0
ablated,2,co2_ppm,8.662000254844315e-07
ablated,2,ice_fraction,5.637268429836695e-12
ablated,2,productivity,5.711391637408525e-10
ablated,2,regolith_fraction,0.0
ablated,2,temperature_k,3.980173524098518e-09
ablated,3,carbon_memory,0.0
ablated,3,co2_ppm,8.662000254844315e-07
ablated,3,ice_fraction,5.637268429836695e-12
ablated,3,productivity,5.711391637408525e-10
ablated,3,regolith_fraction,0.0
ablated,3,temperature_k,3.980173524098518e-09
ablated,4,carbon_memory,0.0
ablated,4,co2_ppm,8.662000254844315e-07
ablated,4,ice_fraction,5.637268429836695e-12
ablated,4,productivity,5.711391637408525e-10
ablated,4,regolith_fraction,0.0
ablated,4,temperature_k,3.980173524098518e-09
ablated,5,carbon_memory,0.0
ablated,5,co2_ppm,8.662000254844315e-07
ablated,5,ice_fraction,5.637268429836695e-12
ablated,5,productivity,5.711391637408525e-10
ablated,5,regolith_fraction,0.0
ablated,5,temperature_k,3.980173524098518e-09
ablated,6,carbon_memory,0.0
ablated,6,co2_ppm,8.662000254844315e-07
ablated,6,ice_fraction,5.637268429836695e-12
ablated,6,productivity,5.711391637408525e-10
ablated,6,regolith_fraction,0.0
ablated,6,temperature_k,3.980173524098518e-09
ablated,7,carbon_memory,0.0
ablated,7,co2_ppm,8.662000254844315e-07
ablated,7,ice_fraction,5.637268429836695e-12
ablated,7,productivity,5.711391637408525e-10
ablated,7,regolith_fraction,0.0
ablated,7,temperature_k,3.980173524098518e-09
ablated,8,carbon_memory,0.0
ablated,8,co2_ppm,8.662000254844315e-07
ablated,8,ice_fraction,5.637268429836695e-12
ablated,8,productivity,5.711391637408525e-10
ablated,8,regolith_fraction,0.0
ablated,8,temperature_k,3.980173524098518e-09
ablated,9,carbon_memory,0.0
ablated,9,co2_ppm,8.662000254844315e-07
ablated,9,ice_fraction,5.637268429836695e-12
ablated,9,productivity,5.711391637408525e-10
ablated,9,regolith_fraction,0.0
ablated,9,temperature_k,3.980173524098518e-09
ablated,10,carbon_memory,0.0
ablated,10,co2_ppm,8.662000254844315e-07
ablated,10,ice_fraction,5.637268429836695e-12
ablated,10,productivity,5.711391637408525e-10
ablated,10,regolith_fraction,0.0
ablated,10,temperature_k,3.980173524098518e-09
ablated,11,carbon_memory,0.0
ablated,11,co2_ppm,8.662000254844315e-07
ablated,11,ice_fraction,5.637268429836695e-12
ablated,11,productivity,5.711391637408525e-10
ablated,11,regolith_fraction,0.0
ablated,11,temperature_k,3.980173524098518e-09
ablated,12,carbon_memory,0.0
ablated,12,co2_ppm,8.662000254844315e-07
ablated,12,ice_fraction,5.637268429836695e-12
ablated,12,productivity,5.711391637408525e-10
ablated,12,regolith_fraction,0.0
ablated,12,temperature_k,3.980173524098518e-09
ablated,13,carbon_memory,0.0
ablated,13,co2_ppm,8.662000254844315e-07
ablated,13,ice_fraction,5.637268429836695e-12
ablated,13,productivity,5.711391637408525e-10
ablated,13,regolith_fraction,0.0
ablated,13,temperature_k,3.980173524098518e-09
ablated,14,carbon_memory,0.0
ablated,14,co2_ppm,8.662000254844315e-07
ablated,14,ice_fraction,5.637268429836695e-12
ablated,14,productivity,5.711391637408525e-10
ablated,14,regolith_fraction,0.0
ablated,14,temperature_k,3.980173524098518e-09
ablated,15,carbon_memory,0.0
ablated,15,co2_ppm,8.662000254844315e-07
ablated,15,ice_fraction,5.637268429836695e-12
ablated,15,productivity,5.711391637408525e-10
ablated,15,regolith_fraction,0.0
ablated,15,temperature_k,3.980173524098518e-09
ablated,16,carbon_memory,0.0
ablated,16,co2_ppm,8.662000254844315e-07
ablated,16,ice_fraction,5.637268429836695e-12
ablated,16,productivity,5.711391637408525e-10
ablated,16,regolith_fraction,0.0
ablated,16,temperature_k,3.980173524098518e-09
ablated,17,carbon_memory,0.0
ablated,17,co2_ppm,8.662000254844315e-07
ablated,17,ice_fraction,5.637268429836695e-12
ablated,17,productivity,5.711391637408525e-10
ablated,17,regolith_fraction,0.0
ablated,17,temperature_k,3.980173524098518e-09
ablated,18,carbon_memory,0.0
ablated,18,co2_ppm,8.662000254844315e-07
ablated,18,ice_fraction,5.637268429836695e-12
ablated,18,productivity,5.711391637408525e-10
ablated,18,regolith_fraction,0.0
ablated,18,temperature_k,3.980173524098518e-09
ablated,19,carbon_memory,0.0
ablated,19,co2_ppm,8.662000254844315e-07
ablated,19,ice_fraction,5.637268429836695e-12
ablated,19,productivity,5.711391637408525e-10
ablated,19,regolith_fraction,0.0
ablated,19,temperature_k,3.980173524098518e-09
ablated,20,carbon_memory,0.0
ablated,20,co2_ppm,8.662000254844315e-07
ablated,20,ice_fraction,5.637268429836695e-12
ablated,20,productivity,5.711391637408525e-10
ablated,20,regolith_fraction,0.0
ablated,20,temperature_k,3.980173524098518e-09
ablated,21,carbon_memory,0.0
ablated,21,co2_ppm,8.662000254844315e-07
ablated,21,ice_fraction,5.637268429836695e-12
ablated,21,productivity,5.711391637408525e-10
ablated,21,regolith_fraction,0.0
ablated,21,temperature_k,3.980173524098518e-09
ablated,22,carbon_memory,0.0
ablated,22,co2_ppm,8.662000254844315e-07
ablated,22,ice_fraction,5.637268429836695e-12
ablated,22,productivity,5.711391637408525e-10
ablated,22,regolith_fraction,0.0
ablated,22,temperature_k,3.980173524098518e-09
ablated,23,carbon_memory,0.0
ablated,23,co2_ppm,8.662000254844315e-07
ablated,23,ice_fraction,5.637268429836695e-12
ablated,23,productivity,5.711391637408525e-10
ablated,23,regolith_fraction,0.0
ablated,23,temperature_k,3.980173524098518e-09
ablated,24,carbon_memory,0.0
ablated,24,co2_ppm,8.662000254844315e-07
ablated,24,ice_fraction,5.637268429836695e-12
ablated,24,productivity,5.711391637408525e-10
ablated,24,regolith_fraction,0.0
ablated,24,temperature_k,3.980173524098518e-09
ablated,25,carbon_memory,0.0
ablated,25,co2_ppm,8.662000254844315e-07
ablated,25,ice_fraction,5.637268429836695e-12
ablated,25,productivity,5.711391637408525e-10
ablated,25,regolith_fraction,0.0
ablated,25,temperature_k,3.980173524098518e-09
ablated,26,carbon_memory,0.0
ablated,26,co2_ppm,8.662000254844315e-07
ablated,26,ice_fraction,5.637268429836695e-12
ablated,26,productivity,5.711391637408525e-10
ablated,26,regolith_fraction,0.0
ablated,26,temperature_k,3.980173524098518e-09
ablated,27,carbon_memory,0.0
ablated,27,co2_ppm,8.662000254844315e-07
ablated,27,ice_fraction,5.637268429836695e-12
ablated,27,productivity,5.711391637408525e-10
ablated,27,regolith_fraction,0.0
ablated,27,temperature_k,3.980173524098518e-09
ablated,28,carbon_memory,0.0
ablated,28,co2_ppm,8.662000254844315e-07
ablated,28,ice_fraction,5.637268429836695e-12
ablated,28,productivity,5.711391637408525e-10
ablated,28,regolith_fraction,0.0
ablated,28,temperature_k,3.980173524098518e-09
ablated,29,carbon_memory,0.0
ablated,29,co2_ppm,8.662000254844315e-07
ablated,29,ice_fraction,5.637268429836695e-12
ablated,29,productivity,5.711391637408525e-10
ablated,29,regolith_fraction,0.0
ablated,29,temperature_k,3.980173524098518e-09
ablated,30,carbon_memory,0.0
ablated,30,co2_ppm,8.662000254844315e-07
ablated,30,ice_fraction,5.637268429836695e-12
ablated,30,productivity,5.711391637408525e-10
ablated,30,regolith_fraction,0.0
ablated,30,temperature_k,3.980173524098518e-09
ablated,31,carbon_memory,0.0
ablated,31,co2_ppm,8.662000254844315e-07
ablated,31,ice_fraction,5.637268429836695e-12
ablated,31,productivity,5.711391637408525e-10
ablated,31,regolith_fraction,0.0
ablated,31,temperature_k,3.980173524098518e-09
ablated,32,carbon_memory,0.0
ablated,32,co2_ppm,8.662000254844315e-07
ablated,32,ice_fraction,5.637268429836695e-12
ablated,32,productivity,5.711391637408525e-10
ablated,32,regolith_fraction,0.0
ablated,32,temperature_k,3.980173524098518e-09
ablated,33,carbon_memory,0.0
ablated,33,co2_ppm,8.662000254844315e-07
ablated,33,ice_fraction,5.637268429836695e-12
ablated,33,productivity,5.711391637408525e-10
ablated,33,regolith_fraction,0.0
ablated,33,temperature_k,3.980173524098518e-09
ablated,34,carbon_memory,0.0
ablated,34,co2_ppm,8.662000254844315e-07
ablated,34,ice_fraction,5.637268429836695e-12
ablated,34,productivity,5.711391637408525e-10
ablated,34,regolith_fraction,0.0
ablated,34,temperature_k,3.980173524098518e-09
ablated,35,carbon_memory,0.0
ablated,35,co2_ppm,8.662000254844315e-07
ablated,35,ice_fraction,5.637268429836695e-12
ablated,35,productivity,5.711391637408525e-10
ablated,35,regolith_fraction,0.0
ablated,35,temperature_k,3.980173524098518e-09
ablated,36,carbon_memory,0.0
ablated,36,co2_ppm,8.662000254844315e-07
ablated,36,ice_fraction,5.637268429836695e-12
ablated,36,productivity,5.711391637408525e-10
ablated,36,regolith_fraction,0.0
ablated,36,temperature_k,3.980173524098518e-09
ablated,37,carbon_memory,0.0
ablated,37,co2_ppm,8.662000254844315e-07
ablated,37,ice_fraction,5.637268429836695e-12
ablated,37,productivity,5.711391637408525e-10
ablated,37,regolith_fraction,0.0
ablated,37,temperature_k,3.980173524098518e-09
ablated,38,carbon_memory,0.0
ablated,38,co2_ppm,8.662000254844315e-07
ablated,38,ice_fraction,5.637268429836695e-12
ablated,38,productivity,5.711391637408525e-10
ablated,38,regolith_fraction,0.0
ablated,38,temperature_k,3.980173524098518e-09
ablated,39,carbon_memory,0.0
ablated,39,co2_ppm,8.662000254844315e-07
ablated,39,ice_fraction,5.637268429836695e-12
ablated,39,productivity,5.711391637408525e-10
ablated,39,regolith_fraction,0.0
ablated,39,temperature_k,3.980173524098518e-09
classic,0,carbon_memory,0.0
classic,0,co2_ppm,2.1096302020851e-06
classic,0,ice_fraction,4.021283306343548e-11
classic,0,productivity,1.4123539560095821e-09
classic,0,regolith_fraction,0.0
classic,0,temperature_k,9.806941481116382e-09
classic,1,carbon_memory,0.0
classic,1,co2_ppm,2.1096302020851e-06
classic,1,ice_fraction,4.021283306343548e-11
classic,1,productivity,1.4123539560095821e-09
classic,1,regolith_fraction,0.0
classic,1,temperature_k,9.806941481116382e-09
classic,2,carbon_memory,0.0
classic,2,co2_ppm,2.1096302020851e-06
classic,2,ice_fraction,4.021283306343548e-11
classic,2,productivity,1.4123539560095821e-09
classic,2,regolith_fraction,0.0
classic,2,temperature_k,9.806941481116382e-09
classic,3,carbon_memory,0.0
classic,3,co2_ppm,2.1096302020851e-06
classic,3,ice_fraction,4.021283306343548e-11
classic,3,productivity,1.4123539560095821e-09
classic,3,regolith_fraction,0.0
classic,3,temperature_k,9.806941481116382e-09
classic,4,carbon_memory,0.0
classic,4,co2_ppm,2.1096302020851e-06
classic,4,ice_fraction,4.021283306343548e-11
classic,4,productivity,1.4123539560095821e-09
classic,4,regolith_fraction,0.0
classic,4,temperature_k,9.806941481116382e-09
classic,5,carbon_memory,0.0
classic,5,co2_ppm,2.1096302020851e-06
classic,5,ice_fraction,4.021283306343548e-11
classic,5,productivity,1.4123539560095821e-09
classic,5,regolith_fraction,0.0
classic,5,temperature_k,9.806941481116382e-09
classic,6,carbon_memory,0.0
classic,6,co2_ppm,2.1096302020851e-06
classic,6,ice_fraction,4.021283306343548e-11
classic,6,productivity,1.4123539560095821e-09
classic,6,regolith_fraction,0.0
classic,6,temperature_k,9.806941481116382e-09
classic,7,carbon_memory,0.0
classic,7,co2_ppm,2.1096302020851e-06
classic,7,ice_fraction,4.021283306343548e-11
classic,7,productivity,1.4123539560095821e-09
classic,7,regolith_fraction,0.0
classic,7,temperature_k,9.806941481116382e-09
classic,8,carbon_memory,0.0
classic,8,co2_ppm,2.1096302020851e-06
classic,8,ice_fraction,4.021283306343548e-11
classic,8,productivity,1.4123539560095821e-09
classic,8,regolith_fraction,0.0
classic,8,temperature_k,9.806941481116382e-09
classic,9,carbon_memory,0.0
classic,9,co2_ppm,2.1096302020851e-06
classic,9,ice_fraction,4.021283306343548e-11
classic,9,productivity,1.4123539560095821e-09
classic,9,regolith_fraction,0.0
classic,9,temperature_k,9.806941481116382e-09
classic,10,carbon_memory,0.0
classic,10,co2_ppm,2.1096302020851e-06
classic,10,ice_fraction,4.021283306343548e-11
classic,10,productivity,1.4123539560095821e-09
classic,10,regolith_fraction,0.0
classic,10,temperature_k,9.806941481116382e-09
classic,11,carbon_memory,0.0
classic,11,co2_ppm,2.1096302020851e-06
classic,11,ice_fraction,4.021283306343548e-11
classic,11,productivity,1.4123539560095821e-09
classic,11,regolith_fraction,0.0
classic,11,temperature_k,9.806941481116382e-09
classic,12,carbon_memory,0.0
classic,12,co2_ppm,2.1096302020851e-06
classic,12,ice_fraction,4.021283306343548e-11
classic,12,productivity,1.4123539560095821e-09
classic,12,regolith_fraction,0.0
classic,12,temperature_k,9.806941481116382e-09
classic,13,carbon_memory,0.0
classic,13,co2_ppm,2.1096302020851e-06
classic,13,ice_fraction,4.021283306343548e-11
classic,13,productivity,1.4123539560095821e-09
classic,13,regolith_fraction,0.0
classic,13,temperature_k,9.806941481116382e-09
classic,14,carbon_memory,0.0
classic,14,co2_ppm,2.1096302020851e-06
classic,14,ice_fraction,4.021283306343548e-11
classic,14,productivity,1.4123539560095821e-09
classic,14,regolith_fraction,0.0
classic,14,temperature_k,9.806941481116382e-09
classic,15,carbon_memory,0.0
classic,15,co2_ppm,2.1096302020851e-06
classic,15,ice_fraction,4.021283306343548e-11
classic,15,productivity,1.4123539560095821e-09
classic,15,regolith_fraction,0.0
classic,15,temperature_k,9.806941481116382e-09
classic,16,carbon_memory,0.0
classic,16,co2_ppm,2.1096302020851e-06
classic,16,ice_fraction,4.021283306343548e-11
classic,16,productivity,1.4123539560095821e-09
classic,16,regolith_fraction,0.0
classic,16,temperature_k,9.806941481116382e-09
classic,17,carbon_memory,0.0
classic,17,co2_ppm,2.1096302020851e-06
classic,17,ice_fraction,4.021283306343548e-11
classic,17,productivity,1.4123539560095821e-09
classic,17,regolith_fraction,0.0
classic,17,temperature_k,9.806941481116382e-09
classic,18,carbon_memory,0.0
classic,18,co2_ppm,2.1096302020851e-06
classic,18,ice_fraction,4.021283306343548e-11
classic,18,productivity,1.4123539560095821e-09
classic,18,regolith_fraction,0.0
classic,18,temperature_k,9.806941481116382e-09
classic,19,carbon_memory,0.0
classic,19,co2_ppm,2.1096302020851e-06
classic,19,ice_fraction,4.021283306343548e-11
classic,19,productivity,1.4123539560095821e-09
classic,19,regolith_fraction,0.0
classic,19,temperature_k,9.806941481116382e-09
classic,20,carbon_memory,0.0
classic,20,co2_ppm,2.1096302020851e-06
classic,20,ice_fraction,4.021283306343548e-11
classic,20,productivity,1.4123539560095821e-09
classic,20,regolith_fraction,0.0
classic,20,temperature_k,9.806941481116382e-09
classic,21,carbon_memory,0.0
classic,21,co2_ppm,2.1096302020851e-06
classic,21,ice_fraction,4.021283306343548e-11
classic,21,productivity,1.4123539560095821e-09
classic,21,regolith_fraction,0.0
classic,21,temperature_k,9.806941481116382e-09
classic,22,carbon_memory,0.0
classic,22,co2_ppm,2.1096302020851e-06
classic,22,ice_fraction,4.021283306343548e-11
classic,22,productivity,1.4123539560095821e-09
classic,22,regolith_fraction,0.0
classic,22,temperature_k,9.806941481116382e-09
classic,23,carbon_memory,0.0
classic,23,co2_ppm,2.1096302020851e-06
classic,23,ice_fraction,4.021283306343548e-11
classic,23,productivity,1.4123539560095821e-09
classic,23,regolith_fraction,0.0
classic,23,temperature_k,9.806941481116382e-09
classic,24,carbon_memory,0.0
classic,24,co2_ppm,2.1096302020851e-06
classic,24,ice_fraction,4.021283306343548e-11
classic,24,productivity,1.4123539560095821e-09
classic,24,regolith_fraction,0.0
classic,24,temperature_k,9.806941481116382e-09
classic,25,carbon_memory,0.0
classic,25,co2_ppm,2.1096302020851e-06
classic,25,ice_fraction,4.021283306343548e-11
classic,25,productivity,1.4123539560095821e-09
classic,25,regolith_fraction,0.0
classic,25,temperature_k,9.806941481116382e-09
classic,26,carbon_memory,0.0
classic,26,co2_ppm,2.1096302020851e-06
classic,26,ice_fraction,4.021283306343548e-11
classic,26,productivity,1.4123539560095821e-09
classic,26,regolith_fraction,0.0
classic,26,temperature_k,9.806941481116382e-09
classic,27,carbon_memory,0.0
classic,27,co2_ppm,2.1096302020851e-06
classic,27,ice_fraction,4.021283306343548e-11
classic,27,productivity,1.4123539560095821e-09
classic,27,regolith_fraction,0.0
classic,27,temperature_k,9.806941481116382e-09
classic,28,carbon_memory,0.0
classic,28,co2_ppm,2.1096302020851e-06
classic,28,ice_fraction,4.021283306343548e-11
classic,28,productivity,1.4123539560095821e-09
classic,28,regolith_fraction,0.0
classic,28,temperature_k,9.806941481116382e-09
classic,29,carbon_memory,0.0
classic,29,co2_ppm,2.1096302020851e-06
classic,29,ice_fraction,4.021283306343548e-11
classic,29,productivity,1.4123539560095821e-09
classic,29,regolith_fraction,0.0
classic,29,temperature_k,9.806941481116382e-09
classic,30,carbon_memory,0.0
classic,30,co2_ppm,2.1096302020851e-06
classic,30,ice_fraction,4.021283306343548e-11
classic,30,productivity,1.4123539560095821e-09
classic,30,regolith_fraction,0.0
classic,30,temperature_k,9.806941481116382e-09
