model,replicate,trajectory,variable,final_mean,final_window_std
classic,34,A,carbon_memory,0.27238147936416107,3.885780586188048e-16
classic,34,A,productivity,0.23528479791287207,3.8804884345853074e-11
classic,34,B,temperature_k,-3.3161294807877373,8.071999921690497e-09
classic,34,B,ice_fraction,0.9983295038349163,3.309896852903383e-11
classic,34,B,co2_ppm,377.375702566002,1.7364165411617034e-06
classic,34,B,regolith_fraction,0.6339285951972475,1.3322676295501878e-15
classic,34,B,carbon_memory,0.27238147936416107,3.885780586188048e-16
classic,34,B,productivity,0.23528479650051812,1.1624949990394273e-09
classic,35,A,temperature_k,-3.316129470980796,2.694489308694141e-10
classic,35,A,ice_fraction,0.9983295037947034,1.104844369688868e-12
classic,35,A,co2_ppm,377.3757046756322,5.796279734500525e-08
classic,35,A,regolith_fraction,0.6185800050075726,2.220446049250313e-16
classic,35,A,carbon_memory,0.19974300188808874,1.3877787807814457e-16
classic,35,A,productivity,0.23528479791287207,3.8804884345853074e-11
classic,35,B,temperature_k,-3.3161294807877373,8.071999921690497e-09
classic,35,B,ice_fraction,0.9983295038349163,3.309896852903383e-11
classic,35,B,co2_ppm,377.375702566002,1.7364165411617034e-06
classic,35,B,regolith_fraction,0.6185800050075726,2.220446049250313e-16
classic,35,B,carbon_memory,0.19974300188808874,1.3877787807814457e-16
classic,35,B,productivity,0.23528479650051812,1.1624949990394273e-09
classic,36,A,temperature_k,-3.316129470980796,2.694489308694141e-10
classic,36,A,ice_fraction,0.9983295037947034,1.104844369688868e-12
classic,36,A,co2_ppm,377.3757046756322,5.796279734500525e-08
classic,36,A,regolith_fraction,0.9833935745608109,7.771561172376096e-16
classic,36,A,carbon_memory,0.12433357928109944,1.8041124150158794e-16
classic,36,A,productivity,0.23528479791287207,3.8804884345853074e-11
classic,36,B,temperature_k,-3.3161294807877373,8.071999921690497e-09
classic,36,B,ice_fraction,0.9983295038349163,3.309896852903383e-11
classic,36,B,co2_ppm,377.375702566002,1.7364165411617034e-06
classic,36,B,regolith_fraction,0.9833935745608109,7.771561172376096e-16
classic,36,B,carbon_memory,0.12433357928109944,1.8041124150158794e-16
classic,36,B,productivity,0.23528479650051812,1.1624949990394273e-09
classic,37,A,temperature_k,-3.316129470980796,2.694489308694141e-10
classic,37,A,ice_fraction,0.9983295037947034,1.104844369688868e-12
classic,37,A,co2_ppm,377.3757046756322,5.796279734500525e-08
classic,37,A,regolith_fraction,0.6984947856341173,2.220446049250313e-16
classic,37,A,carbon_memory,0.4049722071771008,0.0
classic,37,A,productivity,0.23528479791287207,3.8804884345853074e-11
classic,37,B,temperature_k,-3.3161294807877373,8.071999921690497e-09
classic,37,B,ice_fraction,0.9983295038349163,3.309896852903383e-11
classic,37,B,co2_ppm,377.375702566002,1.7364165411617034e-06
classic,37,B,regolith_fraction,0.6984947856341173,2.220446049250313e-16
classic,37,B,carbon_memory,0.4049722071771008,0.0
classic,37,B,productivity,0.23528479650051812,1.1624949990394273e-09
classic,38,A,temperature_k,-3.316129470980796,2.694489308694141e-10
classic,38,A,ice_fraction,0.9983295037947034,1.104844369688868e-12
classic,38,A,co2_ppm,377.3757046756322,5.796279734500525e-08
classic,38,A,regolith_fraction,0.8282038375800392,7.771561172376096e-16
classic,38,A,carbon_memory,0.40972206146709966,6.661338147750939e-16
classic,38,A,productivity,0.23528479791287207,3.8804884345853074e-11
classic,38,B,temperature_k,-3.3161294807877373,8.071999921690497e-09
classic,38,B,ice_fraction,0.9983295038349163,3.309896852903383e-11
classic,38,B,co2_ppm,377.375702566002,1.7364165411617034e-06
classic,38,B,regolith_fraction,0.8282038375800392,7.771561172376096e-16
classic,38,B,carbon_memory,0.40972206146709966,6.661338147750939e-16
classic,38,B,productivity,0.23528479650051812,1.1624949990394273e-09
classic,39,A,temperature_k,-3.316129470980796,2.694489308694141e-10
classic,39,A,ice_fraction,0.9983295037947034,1.104844369688868e-12
classic,39,A,co2_ppm,377.3757046756322,5.796279734500525e-08
classic,39,A,regolith_fraction,0.696801826767305,7.771561172376096e-16
classic,39,A,carbon_memory,0.5775288226800304,9.992007221626409e-16
classic,39,A,productivity,0.23528479791287207,3.8804884345853074e-11
classic,39,B,temperature_k,-3.3161294807877373,8.071999921690497e-09
classic,39,B,ice_fraction,0.9983295038349163,3.309896852903383e-11
classic,39,B,co2_ppm,377.375702566002,1.7364165411617034e-06
classic,39,B,regolith_fraction,0.696801826767305,7.771561172376096e-16
classic,39,B,carbon_memory,0.5775288226800304,9.992007221626409e-16
classic,39,B,productivity,0.23528479650051812,1.1624949990394273e-09
ablated,0,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,0,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,0,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,0,A,regolith_fraction,0.5,0.0
ablated,0,A,carbon_memory,0.5,0.0
ablated,0,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,0,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,0,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,0,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,0,B,regolith_fraction,0.5,0.0
ablated,0,B,carbon_memory,0.5,0.0
ablated,0,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,1,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,1,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,1,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,1,A,regolith_fraction,0.5,0.0
ablated,1,A,carbon_memory,0.5,0.0
ablated,1,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,1,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,1,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,1,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,1,B,regolith_fraction,0.5,0.0
ablated,1,B,carbon_memory,0.5,0.0
ablated,1,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,2,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,2,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,2,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,2,A,regolith_fraction,0.5,0.0
ablated,2,A,carbon_memory,0.5,0.0
ablated,2,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,2,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,2,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,2,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,2,B,regolith_fraction,0.5,0.0
ablated,2,B,carbon_memory,0.5,0.0
ablated,2,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,3,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,3,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,3,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,3,A,regolith_fraction,0.5,0.0
ablated,3,A,carbon_memory,0.5,0.0
ablated,3,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,3,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,3,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,3,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,3,B,regolith_fraction,0.5,0.0
ablated,3,B,carbon_memory,0.5,0.0
ablated,3,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,4,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,4,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,4,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,4,A,regolith_fraction,0.5,0.0
ablated,4,A,carbon_memory,0.5,0.0
ablated,4,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,4,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,4,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,4,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,4,B,regolith_fraction,0.5,0.0
ablated,4,B,carbon_memory,0.5,0.0
ablated,4,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,5,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,5,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,5,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,5,A,regolith_fraction,0.5,0.0
ablated,5,A,carbon_memory,0.5,0.0
ablated,5,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,5,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,5,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,5,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,5,B,regolith_fraction,0.5,0.0
ablated,5,B,carbon_memory,0.5,0.0
ablated,5,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,6,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,6,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,6,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,6,A,regolith_fraction,0.5,0.0
ablated,6,A,carbon_memory,0.5,0.0
ablated,6,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,6,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,6,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,6,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,6,B,regolith_fraction,0.5,0.0
ablated,6,B,carbon_memory,0.5,0.0
ablated,6,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,7,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,7,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,7,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,7,A,regolith_fraction,0.5,0.0
ablated,7,A,carbon_memory,0.5,0.0
ablated,7,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,7,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,7,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,7,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,7,B,regolith_fraction,0.5,0.0
ablated,7,B,carbon_memory,0.5,0.0
ablated,7,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,8,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,8,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,8,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,8,A,regolith_fraction,0.5,0.0
ablated,8,A,carbon_memory,0.5,0.0
ablated,8,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,8,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,8,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,8,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,8,B,regolith_fraction,0.5,0.0
ablated,8,B,carbon_memory,0.5,0.0
ablated,8,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,9,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,9,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,9,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,9,A,regolith_fraction,0.5,0.0
ablated,9,A,carbon_memory,0.5,0.0
ablated,9,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,9,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,9,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,9,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,9,B,regolith_fraction,0.5,0.0
ablated,9,B,carbon_memory,0.5,0.0
ablated,9,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,10,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,10,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,10,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,10,A,regolith_fraction,0.5,0.0
ablated,10,A,carbon_memory,0.5,0.0
ablated,10,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,10,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,10,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,10,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,10,B,regolith_fraction,0.5,0.0
ablated,10,B,carbon_memory,0.5,0.0
ablated,10,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,11,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,11,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,11,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,11,A,regolith_fraction,0.5,0.0
ablated,11,A,carbon_memory,0.5,0.0
ablated,11,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,11,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,11,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,11,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,11,B,regolith_fraction,0.5,0.0
ablated,11,B,carbon_memory,0.5,0.0
ablated,11,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,12,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,12,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,12,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,12,A,regolith_fraction,0.5,0.0
ablated,12,A,carbon_memory,0.5,0.0
ablated,12,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,12,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,12,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,12,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,12,B,regolith_fraction,0.5,0.0
ablated,12,B,carbon_memory,0.5,0.0
ablated,12,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,13,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,13,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,13,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,13,A,regolith_fraction,0.5,0.0
ablated,13,A,carbon_memory,0.5,0.0
ablated,13,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,13,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,13,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,13,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,13,B,regolith_fraction,0.5,0.0
ablated,13,B,carbon_memory,0.5,0.0
ablated,13,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,14,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,14,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,14,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,14,A,regolith_fraction,0.5,0.0
ablated,14,A,carbon_memory,0.5,0.0
ablated,14,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,14,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,14,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,14,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,14,B,regolith_fraction,0.5,0.0
ablated,14,B,carbon_memory,0.5,0.0
ablated,14,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,15,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,15,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,15,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,15,A,regolith_fraction,0.5,0.0
ablated,15,A,carbon_memory,0.5,0.0
ablated,15,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,15,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,15,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,15,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,15,B,regolith_fraction,0.5,0.0
ablated,15,B,carbon_memory,0.5,0.0
ablated,15,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,16,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,16,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,16,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,16,A,regolith_fraction,0.5,0.0
ablated,16,A,carbon_memory,0.5,0.0
ablated,16,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,16,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,16,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,16,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,16,B,regolith_fraction,0.5,0.0
ablated,16,B,carbon_memory,0.5,0.0
ablated,16,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,17,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,17,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,17,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,17,A,regolith_fraction,0.5,0.0
ablated,17,A,carbon_memory,0.5,0.0
ablated,17,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,17,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,17,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,17,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,17,B,regolith_fraction,0.5,0.0
ablated,17,B,carbon_memory,0.5,0.0
ablated,17,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,18,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,18,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,18,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,18,A,regolith_fraction,0.5,0.0
ablated,18,A,carbon_memory,0.5,0.0
ablated,18,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,18,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,18,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,18,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,18,B,regolith_fraction,0.5,0.0
ablated,18,B,carbon_memory,0.5,0.0
ablated,18,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,19,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,19,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,19,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,19,A,regolith_fraction,0.5,0.0
ablated,19,A,carbon_memory,0.5,0.0
ablated,19,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,19,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,19,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,19,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,19,B,regolith_fraction,0.5,0.0
ablated,19,B,carbon_memory,0.5,0.0
ablated,19,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,20,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,20,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,20,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,20,A,regolith_fraction,0.5,0.0
ablated,20,A,carbon_memory,0.5,0.0
ablated,20,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,20,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,20,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,20,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,20,B,regolith_fraction,0.5,0.0
ablated,20,B,carbon_memory,0.5,0.0
ablated,20,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,21,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,21,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,21,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,21,A,regolith_fraction,0.5,0.0
ablated,21,A,carbon_memory,0.5,0.0
ablated,21,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,21,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,21,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,21,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,21,B,regolith_fraction,0.5,0.0
ablated,21,B,carbon_memory,0.5,0.0
ablated,21,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,22,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,22,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,22,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,22,A,regolith_fraction,0.5,0.0
ablated,22,A,carbon_memory,0.5,0.0
ablated,22,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,22,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,22,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,22,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,22,B,regolith_fraction,0.5,0.0
ablated,22,B,carbon_memory,0.5,0.0
ablated,22,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,23,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,23,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,23,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,23,A,regolith_fraction,0.5,0.0
ablated,23,A,carbon_memory,0.5,0.0
ablated,23,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,23,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,23,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,23,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,23,B,regolith_fraction,0.5,0.0
ablated,23,B,carbon_memory,0.5,0.0
ablated,23,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,24,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,24,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,24,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,24,A,regolith_fraction,0.5,0.0
ablated,24,A,carbon_memory,0.5,0.0
ablated,24,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,24,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,24,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,24,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,24,B,regolith_fraction,0.5,0.0
ablated,24,B,carbon_memory,0.5,0.0
ablated,24,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,25,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,25,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,25,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,25,A,regolith_fraction,0.5,0.0
ablated,25,A,carbon_memory,0.5,0.0
ablated,25,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,25,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,25,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,25,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,25,B,regolith_fraction,0.5,0.0
ablated,25,B,carbon_memory,0.5,0.0
ablated,25,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,26,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,26,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,26,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,26,A,regolith_fraction,0.5,0.0
ablated,26,A,carbon_memory,0.5,0.0
ablated,26,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,26,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,26,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,26,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,26,B,regolith_fraction,0.5,0.0
ablated,26,B,carbon_memory,0.5,0.0
ablated,26,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,27,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,27,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,27,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,27,A,regolith_fraction,0.5,0.0
ablated,27,A,carbon_memory,0.5,0.0
ablated,27,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,27,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,27,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,27,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,27,B,regolith_fraction,0.5,0.0
ablated,27,B,carbon_memory,0.5,0.0
ablated,27,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,28,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,28,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,28,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,28,A,regolith_fraction,0.5,0.0
ablated,28,A,carbon_memory,0.5,0.0
ablated,28,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,28,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,28,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,28,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,28,B,regolith_fraction,0.5,0.0
ablated,28,B,carbon_memory,0.5,0.0
ablated,28,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,29,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,29,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,29,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,29,A,regolith_fraction,0.5,0.0
ablated,29,A,carbon_memory,0.5,0.0
ablated,29,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,29,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,29,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,29,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,29,B,regolith_fraction,0.5,0.0
ablated,29,B,carbon_memory,0.5,0.0
ablated,29,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,30,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,30,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,30,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,30,A,regolith_fraction,0.5,0.0
ablated,30,A,carbon_memory,0.5,0.0
ablated,30,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,30,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,30,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,30,B,co2_ppm,377.5162969987842,7.339369485017191e-07
ablated,30,B,regolith_fraction,0.5,0.0
ablated,30,B,carbon_memory,0.5,0.0
ablated,30,B,productivity,0.23459891445784706,4.839298804606099e-10
ablated,31,A,temperature_k,-3.320268199071111,2.100859905406719e-10
ablated,31,A,ice_fraction,0.9995754787990215,2.9750592862148066e-13
ablated,31,A,co2_ppm,377.5162978649842,4.572080207403488e-08
ablated,31,A,regolith_fraction,0.5,0.0
ablated,31,A,carbon_memory,0.5,0.0
ablated,31,A,productivity,0.23459891502898622,3.014653438498772e-11
ablated,31,B,temperature_k,-3.3202682030512847,3.3724238194184617e-09
ablated,31,B,ice_fraction,0.9995754788046588,4.7760195277366865e-12
ablated,31,B,co2_ppm,377.5162969987842,7.339369485017191e-07
