model,replicate,trajectory,variable,final_mean,final_window_std
classic,8,B,carbon_memory,0.19347041076278196,3.885780586188048e-16
classic,8,B,productivity,0.23528479650051812,1.1624949990394273e-09
classic,9,A,temperature_k,-3.316129470980796,2.694489308694141e-10
classic,9,A,ice_fraction,0.9983295037947034,1.104844369688868e-12
classic,9,A,co2_ppm,377.3757046756322,5.796279734500525e-08
classic,9,A,regolith_fraction,0.6446485609157281,1.5543122344752192e-15
classic,9,A,carbon_memory,0.10891596521284849,1.1102230246251565e-16
classic,9,A,productivity,0.23528479791287207,3.8804884345853074e-11
classic,9,B,temperature_k,-3.3161294807877373,8.071999921690497e-09
classic,9,B,ice_fraction,0.9983295038349163,3.309896852903383e-11
classic,9,B,co2_ppm,377.375702566002,1.7364165411617034e-06
classic,9,B,regolith_fraction,0.6446485609157281,1.5543122344752192e-15
classic,9,B,carbon_memory,0.10891596521284849,1.1102230246251565e-16
classic,9,B,productivity,0.23528479650051812,1.1624949990394273e-09
classic,10,A,temperature_k,-3.316129470980796,2.694489308694141e-10
classic,10,A,ice_fraction,0.9983295037947034,1.104844369688868e-12
classic,10,A,co2_ppm,377.3757046756322,5.796279734500525e-08
classic,10,A,regolith_fraction,0.8151029477899057,2.220446049250313e-16
classic,10,A,carbon_memory,0.22841942941230667,4.996003610813204e-16
classic,10,A,productivity,0.23528479791287207,3.8804884345853074e-11
classic,10,B,temperature_k,-3.3161294807877373,8.071999921690497e-09
classic,10,B,ice_fraction,0.9983295038349163,3.309896852903383e-11
classic,10,B,co2_ppm,377.375702566002,1.7364165411617034e-06
classic,10,B,regolith_fraction,0.8151029477899057,2.220446049250313e-16
classic,10,B,carbon_memory,0.22841942941230667,4.996003610813204e-16
classic,10,B,productivity,0.23528479650051812,1.1624949990394273e-09
classic,11,A,temperature_k,-3.316129470980796,2.694489308694141e-10
classic,11,A,ice_fraction,0.9983295037947034,1.104844369688868e-12
classic,11,A,co2_ppm,377.3757046756322,5.796279734500525e-08
classic,11,A,regolith_fraction,0.7817359096102199,1.1102230246251565e-15
classic,11,A,carbon_memory,0.5231134620446203,9.992007221626409e-16
classic,11,A,productivity,0.23528479791287207,3.8804884345853074e-11
classic,11,B,temperature_k,-3.3161294807877373,8.071999921690497e-09
classic,11,B,ice_fraction,0.9983295038349163,3.309896852903383e-11
classic,11,B,co2_ppm,377.375702566002,1.7364165411617034e-06
classic,11,B,regolith_fraction,0.7817359096102199,1.1102230246251565e-15
classic,11,B,carbon_memory,0.5231134620446203,9.992007221626409e-16
classic,11,B,productivity,0.23528479650051812,1.1624949990394273e-09
classic,12,A,temperature_k,-3.316129470980796,2.694489308694141e-10
classic,12,A,ice_fraction,0.9983295037947034,1.104844369688868e-12
classic,12,A,co2_ppm,377.3757046756322,5.796279734500525e-08
classic,12,A,regolith_fraction,0.7225539909705909,6.661338147750939e-16
classic,12,A,carbon_memory,0.18753959127068495,5.551115123125783e-17
classic,12,A,productivity,0.23528479791287207,3.8804884345853074e-11
classic,12,B,temperature_k,-3.3161294807877373,8.071999921690497e-09
classic,12,B,ice_fraction,0.9983295038349163,3.309896852903383e-11
classic,12,B,co2_ppm,377.375702566002,1.7364165411617034e-06
classic,12,B,regolith_fraction,0.7225539909705909,6.661338147750939e-16
classic,12,B,carbon_memory,0.18753959127068495,5.551115123125783e-17
classic,12,B,productivity,0.23528479650051812,1.1624949990394273e-09
classic,13,A,temperature_k,-3.316129470980796,2.694489308694141e-10
classic,13,A,ice_fraction,0.9983295037947034,1.104844369688868e-12
classic,13,A,co2_ppm,377.3757046756322,5.796279734500525e-08
classic,13,A,regolith_fraction,0.6733454977467876,3.3306690738754696e-16
classic,13,A,carbon_memory,0.4148440985881329,8.326672684688674e-16
classic,13,A,productivity,0.23528479791287207,3.8804884345853074e-11
