time_myr,obliquity_A_deg,eccentricity_A,obliquity_B_deg,eccentricity_B
8.959999999999596,66.05546313318433,0.2787928125440018,18.940818202623632,0.054577610792958274
8.979999999999595,66.03903386924833,0.2787044831680018,18.95918142892763,0.05466355789311827
8.999999999999595,66.02257600000033,0.2786160000000018,18.977535999999628,0.05474943999999826
9.019999999999595,66.00608956115234,0.2785273632320018,18.99588190547163,0.05483525708287827
9.039999999999594,65.98957458841633,0.2784385730560018,19.01421913497563,0.05492100911103827
9.059999999999594,65.97303111750433,0.2783496296640018,19.03254767814363,0.05500669605375827
9.079999999999593,65.95645918412833,0.2782605332480018,19.05086752460763,0.055092317880318264
9.099999999999593,65.93985882400034,0.2781712840000018,19.06917866399963,0.055177874559998265
9.119999999999592,65.92323007283234,0.2780818821120018,19.087481085951627,0.05526336606207826
9.139999999999592,65.90657296633634,0.27799232777600186,19.105774780095626,0.05534879235583826
9.159999999999592,65.88988754022435,0.27790262118400183,19.12405973606363,0.05543415341055827
9.179999999999591,65.87317383020834,0.27781276252800186,19.142335943487627,0.05551944919551827
9.19999999999959,65.85643187200034,0.27772275200000185,19.160603391999626,0.055604679679998256
9.21999999999959,65.83966170131234,0.27763258979200184,19.178862071231627,0.05568984483327826
9.23999999999959,65.82286335385635,0.27754227609600185,19.197111970815627,0.055774944624638265
9.25999999999959,65.80603686534434,0.27745181110400186,19.215353080383625,0.05585997902335826
9.279999999999589,65.78918227148836,0.2773611950080019,19.233585389567622,0.055944947998718256
9.299999999999589,65.77229960800034,0.27727042800000185,19.251808887999626,0.056029851519998265
9.319999999999588,65.75538891059234,0.2771795102720019,19.270023565311625,0.05611468955647826
9.339999999999588,65.73845021497635,0.27708844201600186,19.288229411135625,0.05619946207743826
9.359999999999587,65.72148355686434,0.2769972234240019,19.306426415103623,0.05628416905215826
9.379999999999587,65.70448897196835,0.2769058546880019,19.324614566847625,0.056368810449918254
9.399999999999586,65.68746649600035,0.2768143360000019,19.342793855999624,0.05645338623999826
9.419999999999586,65.67041616467236,0.2767226675520019,19.360964272191623,0.056537896391678256
9.439999999999586,65.65333801369636,0.2766308495360019,19.379125805055622,0.05662234087423826
9.459999999999585,65.63623207878436,0.2765388821440019,19.397278444223623,0.056706719656958254
9.479999999999585,65.61909839564836,0.2764467655680019,19.41542217932762,0.056791032709118255
9.499999999999584,65.60193700000036,0.27635450000000195,19.433556999999624,0.05687527999999825
9.519999999999584,65.58474792755236,0.27626208563200194,19.451682895871624,0.056959461498878254
9.539999999999583,65.56753121401636,0.2761695226560019,19.469799856575623,0.05704357717503826
9.559999999999583,65.55028689510436,0.2760768112640019,19.487907871743623,0.05712762699775826
9.579999999999583,65.53301500652836,0.27598395164800194,19.506006931007622,0.057211610936318255
9.599999999999582,65.51571558400036,0.27589094400000197,19.524097023999623,0.05729552895999826
9.619999999999582,65.49838866323236,0.27579778851200193,19.542178140351623,0.057379381038078256
9.639999999999581,65.48103427993637,0.27570448537600195,19.560250269695622,0.05746316713983825
9.659999999999581,65.46365246982437,0.27561103478400195,19.57831340166362,0.05754688723455825
9.67999999999958,65.44624326860836,0.27551743692800196,19.596367525887622,0.057630541291518254
9.69999999999958,65.42880671200037,0.275423692000002,19.61441263199962,0.05771412927999824
9.71999999999958,65.41134283571236,0.275329800192002,19.63244870963162,0.05779765116927826
9.73999999999958,65.39385167545638,0.275235761696002,19.65047574841562,0.057881106928638244
9.759999999999579,65.37633326694437,0.27514157670400197,19.66849373798362,0.05796449652735825
9.779999999999578,65.35878764588837,0.275047245408002,19.68650266796762,0.05804781993471825
9.799999999999578,65.34121484800036,0.274952768000002,19.704502527999622,0.05813107711999826
9.819999999999578,65.32361490899237,0.274858144672002,19.722493307711623,0.05821426805247825
9.839999999999577,65.30598786457637,0.274763375616002,19.74047499673562,0.058297392701438244
9.859999999999577,65.28833375046437,0.274668461024002,19.75844758470362,0.05838045103615825
9.879999999999576,65.27065260236837,0.274573401088002,19.77641106124762,0.05846344302591825
9.899999999999576,65.25294445600038,0.274478196000002,19.79436541599962,0.05854636863999825
9.919999999999575,65.23520934707238,0.274382845952002,19.81231063859162,0.058629227847678246
9.939999999999575,65.21744731129638,0.274287351136002,19.830246718655623,0.05871202061823825
9.959999999999575,65.19965838438438,0.27419171174400203,19.84817364582362,0.05879474692095825
9.979999999999574,65.18184260204838,0.27409592796800203,19.866091409727616,0.05887740672511825
9.999999999999574,65.16400000000039,0.2740000000000021,19.883999999999617,0.05895999999999824
10.019999999999573,65.14613061395238,0.27390392803200203,19.901899406271617,0.059042526714878245
10.039999999999573,65.12823447961638,0.27380771225600203,19.91978961817562,0.059124986839038246
10.059999999999572,65.1103116327044,0.27371135286400206,19.93767062534362,0.059207380341758244
10.079999999999572,65.09236210892838,0.27361485004800207,19.955542417407617,0.05928970719231824
10.099999999999572,65.0743859440004,0.2735182040000021,19.973404983999618,0.059371967359998244
10.119999999999571,65.05638317363238,0.27342141491200206,19.99125831475162,0.05945416081407824
10.13999999999957,65.03835383353638,0.2733244829760021,20.009102399295617,0.05953628752383824
10.15999999999957,65.0202979594244,0.2732274083840021,20.026937227263616,0.05961834745855824
10.17999999999957,65.0022155870084,0.2731301913280021,20.044762788287617,0.05970034058751824
10.19999999999957,64.9841067520004,0.2730328320000021,20.062579071999615,0.05978226687999824
10.219999999999569,64.9659714901124,0.2729353305920021,20.080386068031615,0.059864126305278244
10.239999999999569,64.9478098370564,0.2728376872960021,20.098183766015616,0.05994591883263824
10.259999999999568,64.92962182854438,0.27273990230400214,20.115972155583616,0.06002764443135824
10.279999999999568,64.91140750028839,0.27264197580800215,20.133751226367615,0.06010930307071824
10.299999999999567,64.8931668880004,0.2725439080000021,20.151520967999616,0.06019089471999824
10.319999999999567,64.87490002739239,0.2724456990720021,20.169281370111616,0.06027241934847824
10.339999999999566,64.8566069541764,0.2723473492160021,20.187032422335616,0.06035387692543825
10.359999999999566,64.8382877040644,0.27224885862400217,20.204774114303618,0.060435267420158235
10.379999999999566,64.8199423127684,0.27215022748800216,20.222506435647617,0.06051659080191824
10.399999999999565,64.8015708160004,0.27205145600000213,20.240229375999615,0.06059784703999824
10.419999999999565,64.7831732494724,0.27195254435200217,20.257942924991614,0.06067903610367824
10.439999999999564,64.76474964889641,0.2718534927360022,20.275647072255616,0.06076015796223824
10.459999999999564,64.7463000499844,0.27175430134400214,20.293341807423616,0.06084121258495824
10.479999999999563,64.7278244884484,0.2716549703680022,20.311027120127612,0.06092219994111824
10.499999999999563,64.70932300000041,0.27155550000000217,20.328702999999614,0.06100311999999823
10.519999999999563,64.6907956203524,0.2714558904320022,20.346369436671615,0.06108397273087825
10.539999999999562,64.6722423852164,0.2713561418560022,20.364026419775612,0.06116475810303824
10.559999999999562,64.6536633303044,0.2712562544640022,20.381673938943614,0.06124547608575824
10.579999999999561,64.63505849132841,0.2711562284480022,20.399311983807614,0.061326126648318234
10.59999999999956,64.6164279040004,0.2710560640000022,20.416940543999615,0.06140670975999824
10.61999999999956,64.5977716040324,0.2709557613120022,20.434559609151613,0.06148722539007823
10.63999999999956,64.57908962713641,0.2708553205760022,20.452169168895615,0.06156767350783824
10.65999999999956,64.56038200902441,0.27075474198400223,20.469769212863614,0.06164805408255824
10.67999999999956,64.54164878540841,0.27065402572800223,20.487359730687615,0.06172836708351824
10.699999999999559,64.52288999200042,0.27055317200000223,20.50494071199961,0.061808612479998234
10.719999999999558,64.50410566451242,0.27045218099200224,20.522512146431612,0.06188879024127824
10.739999999999558,64.48529583865641,0.27035105289600225,20.54007402361561,0.06196890033663823
10.759999999999557,64.46646055014442,0.2702497879040022,20.557626333183613,0.062048942735358235
10.779999999999557,64.44759983468842,0.27014838620800224,20.575169064767614,0.062128917406718234
10.799999999999557,64.42871372800042,0.2700468480000022,20.592702207999615,0.06220882431999824
10.819999999999556,64.40980226579242,0.26994517347200225,20.61022575251161,0.06228866344447823
10.839999999999556,64.39086548377642,0.2698433628160023,20.62773968793561,0.062368434749438234
10.859999999999555,64.37190341766443,0.2697414162240023,20.64524400390361,0.062448138204158225
10.879999999999555,64.35291610316843,0.26963933388800226,20.66273869004761,0.06252777377791824
10.899999999999554,64.33390357600042,0.2695371160000023,20.68022373599961,0.06260734143999823
10.919999999999554,64.31486587187243,0.2694347627520023,20.69769913139161,0.06268684115967824
10.939999999999554,64.29580302649643,0.26933227433600226,20.715164865855613,0.06276627290623824
10.959999999999553,64.27671507558443,0.2692296509440023,20.73262092902361,0.06284563664895823
10.979999999999553,64.25760205484843,0.2691268927680023,20.750067310527612,0.06292493235711824
10.999999999999552,64.23846400000042,0.2690240000000023,20.76750399999961,0.06300415999999823
11.019999999999552,64.21930094675244,0.26892097283200234,20.784930987071608,0.06308331954687824
11.039999999999552,64.20011293081643,0.2688178114560023,20.802348261375606,0.06316241096703823
11.059999999999551,64.18089998790444,0.2687145160640023,20.819755812543608,0.06324143422975823
11.07999999999955,64.16166215372843,0.26861108684800233,20.83715363020761,0.06332038930431824
11.09999999999955,64.14239946400043,0.26850752400000233,20.854541703999608,0.06339927615999824
11.11999999999955,64.12311195443243,0.26840382771200233,20.87192002355161,0.06347809476607823
11.13999999999955,64.10379966073643,0.26829999817600236,20.88928857849561,0.06355684509183823
11.159999999999549,64.08446261862443,0.26819603558400235,20.90664735846361,0.06363552710655823
11.179999999999549,64.06510086380844,0.26809194012800236,20.92399635308761,0.06371414077951823
11.199999999999548,64.04571443200044,0.2679877120000024,20.941335551999607,0.06379268607999823
11.219999999999548,64.02630335891244,0.26788335139200237,20.958664944831607,0.06387116297727823
11.239999999999547,64.00686768025645,0.26777885849600236,20.975984521215608,0.06394957144063823
11.259999999999547,63.987407431744444,0.2676742335040024,20.993294270783608,0.06402791143935822
11.279999999999546,63.96792264908844,0.2675694766080024,21.01059418316761,0.06410618294271823
11.299999999999546,63.948413368000445,0.2674645880000024,21.02788424799961,0.06418438591999825
11.319999999999546,63.92887962419245,0.2673595678720024,21.045164454911607,0.06426252034047823
11.339999999999545,63.90932145337645,0.2672544164160024,21.06243479353561,0.06434058617343824
11.359999999999545,63.88973889126445,0.2671491338240024,21.07969525350361,0.06441858338815823
11.379999999999544,63.87013197356845,0.2670437202880024,21.09694582444761,0.06449651195391823
11.399999999999544,63.85050073600045,0.2669381760000024,21.114186495999608,0.06457437183999823
11.419999999999543,63.83084521427245,0.2668325011520024,21.131417257791604,0.06465216301567824
11.439999999999543,63.811165444096446,0.2667266959360024,21.148638099455606,0.06472988545023822
11.459999999999543,63.79146146118445,0.2666207605440024,21.165849010623607,0.06480753911295822
11.479999999999542,63.77173330124845,0.2665146951680024,21.183049980927606,0.06488512397311823
11.499999999999542,63.751981000000455,0.26640850000000244,21.200240999999608,0.06496263999999823
11.519999999999541,63.73220459315245,0.26630217523200245,21.21742205747161,0.06504008716287824
11.53999999999954,63.71240411641645,0.2661957210560024,21.234593142975605,0.06511746543103825
11.55999999999954,63.692579605504456,0.26608913766400244,21.251754246143605,0.06519477477375824
11.57999999999954,63.67273109612846,0.2659824252480025,21.268905356607604,0.06527201516031823
11.59999999999954,63.65285862400046,0.26587558400000244,21.286046463999604,0.06534918655999823
11.61999999999954,63.63296222483246,0.2657686141120025,21.303177557951607,0.06542628894207822
11.639999999999539,63.613041934336465,0.2656615157760025,21.320298628095603,0.06550332227583823
11.659999999999538,63.59309778822446,0.2655542891840025,21.337409664063607,0.06558028653055822
11.679999999999538,63.573129822208465,0.2654469345280025,21.35451065548761,0.06565718167551823
11.699999999999537,63.553138072000465,0.2653394520000025,21.371601591999603,0.06573400767999824
11.719999999999537,63.53312257331247,0.2652318417920025,21.388682463231603,0.06581076451327823
11.739999999999537,63.51308336185647,0.2651241040960025,21.405753258815604,0.06588745214463823
11.759999999999536,63.493020473344465,0.2650162391040025,21.422813968383608,0.06596407054335823
11.779999999999536,63.47293394348847,0.26490824700800253,21.439864581567605,0.06604061967871823
11.799999999999535,63.45282380800047,0.2648001280000025,21.45690508799961,0.06611709951999824
11.819999999999535,63.43269010259247,0.2646918822720025,21.473935477311606,0.06619351003647823
11.839999999999534,63.41253286297647,0.2645835100160025,21.490955739135604,0.06626985119743822
11.859999999999534,63.39235212486447,0.26447501142400254,21.507965863103603,0.06634612297215822
11.879999999999534,63.37214792396847,0.26436638668800255,21.524965838847603,0.06642232532991824
11.899999999999533,63.35192029600047,0.2642576360000025,21.5419556559996,0.06649845823999823
11.919999999999533,63.33166927667247,0.26414875955200257,21.558935304191603,0.06657452167167822
11.939999999999532,63.311394901696474,0.26403975753600256,21.575904773055605,0.06665051559423824
11.959999999999532,63.29109720678447,0.26393063014400253,21.592864052223604,0.06672643997695824
11.979999999999531,63.270776227648476,0.26382137756800256,21.609813131327606,0.06680229478911823
11.999999999999531,63.25043200000048,0.26371200000000256,21.626751999999602,0.06687807999999823
12.01999999999953,63.230064559552474,0.26360249763200255,21.643680647871605,0.06695379557887823
12.03999999999953,63.20967394201648,0.2634928706560026,21.6605990645756,0.06702944149503823
12.05999999999953,63.18926018310448,0.2633831192640026,21.677507239743605,0.06710501771775823
12.07999999999953,63.16882331852848,0.2632732436480026,21.694405163007602,0.06718052421631823
12.099999999999529,63.14836338400048,0.26316324400000257,21.711292823999603,0.06725596095999824
12.119999999999528,63.12788041523248,0.2630531205120026,21.7281702123516,0.06733132791807822
12.139999999999528,63.10737444793648,0.2629428733760026,21.7450373176956,0.06740662505983823
12.159999999999528,63.086845517824486,0.2628325027840026,21.761894129663602,0.06748185235455822
12.179999999999527,63.06629366060849,0.2627220089280026,21.7787406378876,0.06755700977151824
12.199999999999527,63.04571891200049,0.2626113920000026,21.7955768319996,0.06763209727999822
12.219999999999526,63.02512130771249,0.26250065219200264,21.8124027016316,0.06770711484927822
12.239999999999526,63.004500883456494,0.26238978969600263,21.8292182364156,0.06778206244863823
12.259999999999525,62.98385767494449,0.2622788047040026,21.846023425983603,0.06785694004735823
12.279999999999525,62.96319171788849,0.26216769740800266,21.8628182599676,0.06793174761471824
12.299999999999525,62.94250304800049,0.26205646800000265,21.879602727999604,0.06800648511999824
12.319999999999524,62.92179170099249,0.26194511667200265,21.8963768197116,0.06808115253247823
12.339999999999524,62.901057712576495,0.26183364361600264,21.913140524735603,0.06815574982143824
12.359999999999523,62.880301118464494,0.26172204902400265,21.9298938327036,0.06823027695615824
12.379999999999523,62.859521954368496,0.2616103330880027,21.9466367332476,0.06830473390591824
12.399999999999523,62.8387202560005,0.2614984960000027,21.9633692159996,0.06837912063999824
12.419999999999522,62.8178960590725,0.2613865379520027,21.9800912705916,0.06845343712767823
12.439999999999522,62.7970493992965,0.26127445913600267,21.9968028866556,0.06852768333823823
12.459999999999521,62.7761803123845,0.2611622597440027,22.013504053823603,0.06860185924095824
12.47999999999952,62.7552888340485,0.2610499399680027,22.0301947617276,0.06867596480511823
12.49999999999952,62.734375000000504,0.2609375000000027,22.046874999999595,0.06874999999999822
12.51999999999952,62.7134388459525,0.2608249400320027,22.0635447582716,0.06882396479487823
12.53999999999952,62.6924804076165,0.2607122602560027,22.0802040261756,0.06889785915903823
12.559999999999519,62.6714997207045,0.2605994608640027,22.0968527933436,0.06897168306175824
12.579999999999519,62.6504968209285,0.2604865420480027,22.1134910494076,0.06904543647231824
12.599999999999518,62.62947174400051,0.26037350400000275,22.1301187839996,0.06911911935999823
12.619999999999518,62.60842452563251,0.2602603469120027,22.146735986751597,0.06919273169407823
12.639999999999517,62.58735520153651,0.26014707097600276,22.1633426472956,0.06926627344383823
12.659999999999517,62.56626380742451,0.26003367638400277,22.1799387552636,0.06933974457855824
12.679999999999517,62.545150379008504,0.2599201633280027,22.1965243002876,0.06941314506751825
12.699999999999516,62.524014952000506,0.25980653200000275,22.2130992719996,0.06948647487999823
12.719999999999516,62.50285756211251,0.25969278259200274,22.229663660031598,0.06955973398527823
12.739999999999515,62.481678245056514,0.25957891529600274,22.2462174540156,0.06963292235263824
12.759999999999515,62.46047703654451,0.25946493030400275,22.262760643583597,0.06970603995135824
12.779999999999514,62.43925397228851,0.2593508278080028,22.2792932183676,0.06977908675071823
12.799999999999514,62.41800908800052,0.25923660800000276,22.2958151679996,0.06985206271999825
12.819999999999514,62.39674241939252,0.2591222710720028,22.3123264821116,0.06992496782847823
12.839999999999513,62.375454002176525,0.2590078172160028,22.3288271503356,0.06999780204543823
12.859999999999513,62.35414387206452,0.2588932466240028,22.345317162303594,0.07007056534015824
12.879999999999512,62.332812064768525,0.2587785594880028,22.361796507647597,0.07014325768191823
12.899999999999512,62.31145861600052,0.2586637560000028,22.378265175999598,0.07021587903999824
12.919999999999511,62.29008356147252,0.2585488363520028,22.3947231569916,0.07028842938367824
12.939999999999511,62.26868693689652,0.2584338007360028,22.411170440255596,0.07036090868223824
12.95999999999951,62.24726877798452,0.25831864934400284,22.427607015423597,0.07043331690495823
12.97999999999951,62.22582912044852,0.25820338236800283,22.4440328721276,0.07050565402111825
12.99999999999951,62.20436800000053,0.2580880000000028,22.460447999999598,0.07057791999999823
13.01999999999951,62.18288545235252,0.2579725024320028,22.4768523886716,0.07065011481087824
13.039999999999509,62.161381513216526,0.25785688985600286,22.493246027775598,0.07072223842303824
13.059999999999508,62.13985621830453,0.25774116246400286,22.509628906943597,0.07079429080575825
13.079999999999508,62.118309603328534,0.25762532044800285,22.526001015807594,0.07086627192831824
13.099999999999508,62.09674170400053,0.25750936400000285,22.5423623439996,0.07093818175999823
13.119999999999507,62.075152556032535,0.2573932933120029,22.558712881151592,0.07101002027007823
13.139999999999507,62.05354219513653,0.25727710857600283,22.575052616895597,0.07108178742783824
13.159999999999506,62.03191065702453,0.25716080998400287,22.591381540863594,0.07115348320255824
13.179999999999506,62.010257977408536,0.25704439772800286,22.6076996426876,0.07122510756351824
13.199999999999505,61.98858419200054,0.2569278720000029,22.624006911999597,0.07129666047999825
13.219999999999505,61.96688933651254,0.25681123299200287,22.640303338431597,0.07136814192127824
13.239999999999505,61.94517344665654,0.2566944808960029,22.656588911615597,0.07143955185663824
13.259999999999504,61.92343655814454,0.2565776159040029,22.672863621183595,0.07151089025535824
13.279999999999504,61.901678706688536,0.2564606382080029,22.689127456767597,0.07158215708671824
13.299999999999503,61.87989992800054,0.2563435480000029,22.7053804079996,0.07165335231999825
13.319999999999503,61.85810025779254,0.2562263454720029,22.721622464511597,0.07172447592447824
13.339999999999502,61.83627973177654,0.25610903081600295,22.737853615935595,0.07179552786943824
13.359999999999502,61.814438385664545,0.2559916042240029,22.754073851903595,0.07186650812415823
13.379999999999502,61.79257625516855,0.25587406588800293,22.770283162047594,0.07193741665791824
13.399999999999501,61.770693376000544,0.25575641600000293,22.7864815359996,0.07200825343999825
13.4199999999995,61.748789783872546,0.2556386547520029,22.802668963391596,0.07207901843967825
13.4399999999995,61.72686551449655,0.25552078233600295,22.818845433855593,0.07214971162623823
13.4599999999995,61.70492060358455,0.255402798944003,22.835010937023597,0.07222033296895825
13.4799999999995,61.68295508684855,0.25528470476800297,22.851165462527597,0.07229088243711823
13.499999999999499,61.660969000000556,0.25516650000000296,22.867308999999594,0.07236135999999824
13.519999999999499,61.63896237875255,0.255048184832003,22.883441539071598,0.07243176562687825
13.539999999999498,61.616935258816554,0.254929759456003,22.899563069375596,0.07250209928703824
13.559999999999498,61.59488767590455,0.254811224064003,22.915673580543597,0.07257236094975825
13.579999999999497,61.57281966572855,0.254692578848003,22.931773062207597,0.07264255058431825
13.599999999999497,61.55073126400056,0.254573824000003,22.947861503999594,0.07271266815999823
13.619999999999497,61.52862250643256,0.254454959712003,22.963938895551593,0.07278271364607823
13.639999999999496,61.506493428736555,0.254335986176003,22.980005226495596,0.07285268701183825
13.659999999999496,61.48434406662456,0.254216903584003,22.996060486463595,0.07292258822655825
13.679999999999495,61.46217445580856,0.25409771212800303,23.012104665087598,0.07299241725951826
13.699999999999495,61.43998463200056,0.253978412000003,23.028137751999594,0.07306217407999825
13.719999999999494,61.41777463091256,0.253859003392003,23.044159736831595,0.07313185865727824
13.739999999999494,61.39554448825657,0.25373948649600303,23.060170609215593,0.07320147096063824
13.759999999999494,61.37329423974456,0.253619861504003,23.076170358783596,0.07327101095935826
13.779999999999493,61.35102392108857,0.25350012860800303,23.092158975167592,0.07334047862271824
13.799999999999493,61.328733568000565,0.25338028800000306,23.108136447999595,0.07340987391999826
13.819999999999492,61.30642321619256,0.253260339872003,23.124102766911598,0.07347919682047825
13.839999999999492,61.28409290137657,0.25314028441600306,23.140057921535593,0.07354844729343823
13.859999999999491,61.26174265926457,0.2530201218240031,23.156001901503593,0.07361762530815824
13.879999999999491,61.23937252556857,0.25289985228800305,23.171934696447593,0.07368673083391825
13.89999999999949,61.21698253600057,0.25277947600000306,23.187856295999595,0.07375576383999825
13.91999999999949,61.194572726272575,0.2526589931520031,23.203766689791593,0.07382472429567825
13.93999999999949,61.17214313209657,0.2525384039360031,23.219665867455596,0.07389361217023825
13.95999999999949,61.149693789184575,0.2524177085440031,23.235553818623593,0.07396242743295825
13.979999999999489,61.127224733248575,0.25229690716800307,23.251430532927593,0.07403117005311825
13.999999999999488,61.10473600000058,0.2521760000000031,23.267295999999593,0.07409983999999825
14.019999999999488,61.082227625152576,0.2520549872320031,23.283150209471593,0.07416843724287825
14.039999999999488,61.059699644416575,0.2519338690560031,23.298993150975594,0.07423696175103825
14.059999999999487,61.03715209350458,0.25181264566400313,23.314824814143595,0.07430541349375824
14.079999999999487,61.01458500812858,0.2516913172480031,23.330645188607598,0.07437379244031826
14.099999999999486,60.991998424000585,0.25156988400000313,23.34645426399959,0.07444209855999825
14.119999999999486,60.96939237683258,0.2514483461120031,23.36225202995159,0.07451033182207825
14.139999999999485,60.94676690233658,0.25132670377600314,23.378038476095597,0.07457849219583826
14.159999999999485,60.92412203622458,0.25120495718400315,23.393813592063594,0.07464657965055826
14.179999999999485,60.901457814208584,0.25108310652800314,23.409577367487593,0.07471459415551826
14.199999999999484,60.878774272000584,0.25096115200000313,23.425329791999594,0.07478253567999826
14.219999999999484,60.85607144531259,0.25083909379200314,23.441070855231594,0.07485040419327825
14.239999999999483,60.83334936985659,0.25071693209600315,23.456800546815593,0.07491819966463825
14.259999999999483,60.81060808134458,0.25059466710400313,23.472518856383594,0.07498592206335827
14.279999999999482,60.78784761548859,0.25047229900800316,23.488225773567592,0.07505357135871825
14.299999999999482,60.76506800800059,0.25034982800000316,23.503921287999596,0.07512114751999827
14.319999999999482,60.742269294592596,0.2502272542720032,23.519605389311593,0.07518865051647826
14.339999999999481,60.7194515109766,0.2501045780160032,23.535278067135593,0.07525608031743826
14.35999999999948,60.69661469286459,0.24998179942400317,23.550939311103594,0.07532343689215826
14.37999999999948,60.673758875968595,0.2498589186880032,23.56658911084759,0.07539072020991824
14.39999999999948,60.650884096000595,0.2497359360000032,23.582227455999593,0.07545793023999826
14.41999999999948,60.62799038867259,0.2496128515520032,23.597854336191595,0.07552506695167827
14.439999999999479,60.6050777896966,0.2494896655360032,23.613469741055596,0.07559213031423827
14.459999999999479,60.582146334784596,0.2493663781440032,23.629073660223597,0.07565912029695826
14.479999999999478,60.5591960596486,0.24924298956800323,23.644666083327593,0.07572603686911826
14.499999999999478,60.5362270000006,0.2491195000000032,23.660246999999593,0.07579287999999826
14.519999999999477,60.5132391915526,0.24899590963200324,23.675816399871593,0.07585964965887826
14.539999999999477,60.4902326700166,0.24887221865600323,23.691374272575594,0.07592634581503827
14.559999999999476,60.4672074711046,0.24874842726400326,23.70692060774359,0.07599296843775827
14.579999999999476,60.44416363052861,0.24862453564800324,23.722455395007593,0.07605951749631826
14.599999999999476,60.42110118400061,0.24850054400000327,23.737978623999588,0.07612599295999825
14.619999999999475,60.3980201672326,0.24837645251200324,23.753490284351592,0.07619239479807827
14.639999999999475,60.37492061593661,0.24825226137600326,23.768990365695593,0.07625872297983827
14.659999999999474,60.351802565824606,0.24812797078400328,23.784478857663593,0.07632497747455827
14.679999999999474,60.32866605260861,0.2480035809280033,23.799955749887594,0.07639115825151828
14.699999999999473,60.3055111120006,0.24787909200000324,23.815421031999595,0.07645726527999827
14.719999999999473,60.28233777971261,0.2477545041920033,23.830874693631593,0.07652329852927826
14.739999999999473,60.259146091456614,0.24762981769600328,23.84631672441559,0.07658925796863826
14.759999999999472,60.235936082944605,0.24750503270400326,23.861747113983593,0.07665514356735828
14.779999999999472,60.21270778988861,0.2473801494080033,23.877165851967593,0.07672095529471826
14.799999999999471,60.18946124800062,0.2472551680000033,23.892572927999595,0.07678669311999828
14.819999999999471,60.16619649299262,0.2471300886720033,23.907968331711594,0.07685235701247826
14.83999999999947,60.142913560576616,0.2470049116160033,23.923352052735595,0.07691794694143828
14.85999999999947,60.11961248646462,0.24687963702400334,23.938724080703594,0.07698346287615827
14.87999999999947,60.09629330636862,0.24675426508800336,23.954084405247592,0.07704890478591826
14.89999999999947,60.07295605600062,0.24662879600000331,23.96943301599959,0.07711427263999829
14.919999999999469,60.04960077107262,0.2465032299520033,23.984769902591594,0.07717956640767829
14.939999999999468,60.02622748729662,0.24637756713600334,24.000095054655596,0.07724478605823827
14.959999999999468,60.002836240384624,0.24625180774400335,24.015408461823593,0.07730993156095828
14.979999999999468,59.97942706604862,0.24612595196800335,24.030710113727594,0.07737500288511828
14.999999999999467,59.95600000000063,0.24600000000000338,24.04599999999959,0.07743999999999826
15.019999999999467,59.93255507795263,0.24587395203200335,24.061278110271594,0.07750492287487828
15.039999999999466,59.90909233561663,0.2457478082560034,24.07654443417559,0.07756977147903828
15.059999999999466,59.885611808704624,0.24562156886400338,24.091798961343592,0.07763454578175828
15.079999999999465,59.862113532928625,0.24549523404800339,24.107041681407594,0.07769924575231829
15.099999999999465,59.83859754400063,0.24536880400000338,24.12227258399959,0.07776387135999828
15.119999999999465,59.81506387763263,0.2452422789120034,24.13749165875159,0.07782842257407827
15.139999999999464,59.79151256953663,0.2451156589760034,24.152698895295593,0.07789289936383828
15.159999999999464,59.76794365542463,0.24498894438400343,24.167894283263593,0.07795730169855829
15.179999999999463,59.74435717100863,0.24486213532800338,24.183077812287593,0.07802162954751829
15.199999999999463,59.72075315200063,0.2447352320000034,24.198249471999596,0.07808588287999829
15.219999999999462,59.69713163411264,0.24460823459200343,24.213409252031592,0.07815006166527828
15.239999999999462,59.673492653056634,0.2444811432960034,24.22855714201559,0.07821416587263828
15.259999999999462,59.64983624454464,0.24435395830400342,24.24369313158359,0.0782781954713583
15.279999999999461,59.62616244428864,0.24422667980800344,24.258817210367592,0.07834215043071828
15.29999999999946,59.60247128800064,0.24409930800000346,24.273929367999592,0.07840603071999828
15.31999999999946,59.578762811392636,0.24397184307200342,24.289029594111593,0.07846983630847829
15.33999999999946,59.555037050176644,0.24384428521600343,24.304117878335596,0.07853356716543829
15.35999999999946,59.531294040064644,0.24371663462400345,24.319194210303593,0.07859722326015828
15.379999999999459,59.50753381676864,0.24358889148800345,24.33425857964759,0.07866080456191828
15.399999999999459,59.483756416000645,0.24346105600000345,24.349310975999593,0.07872431103999829
15.419999999999458,59.45996187347264,0.24333312835200344,24.364351388991594,0.0787877426636783
15.439999999999458,59.43615022489664,0.24320510873600348,24.379379808255592,0.07885109940223829
15.459999999999457,59.41232150598464,0.24307699734400345,24.39439622342359,0.0789143812249583
15.479999999999457,59.38847575244864,0.24294879436800348,24.409400624127592,0.0789775881011183
15.499999999999456,59.36461300000065,0.2428205000000035,24.42439299999959,0.07904071999999829
15.519999999999456,59.34073328435265,0.2426921144320035,24.439373340671594,0.0791037768908783
15.539999999999456,59.31683664121665,0.2425636378560035,24.45434163577559,0.0791667587430383
15.559999999999455,59.29292310630465,0.24243507046400348,24.469297874943592,0.0792296655257583
15.579999999999455,59.26899271532865,0.2423064124480035,24.48424204780759,0.0792924972083183
