source,expedition,site,hole,physical_sample_id,nrm_intensite,inclinaison_nrm,declinaison_nrm,profondeur_m,n_etapes_ablation,dose_min,dose_max,intensite_finale,fraction_restante,rho_ablation,n_etapes_inscription,rho_inscription,data_kind
iodp_remanence_385_7708642,385,U1546,C,CUBE10487891,1.02486,-35.1,90.1,394.92,22,105,600,0.092827,0.0905755,-0.9876,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10487921,2.01983,-35.0,89.8,397.51,22,105,600,0.148574,0.0735577,-0.9345,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10488031,0.701307,-35.0,90.2,383.52,22,105,600,0.14205,0.20255,-0.9277,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10488451,1.27335,-35.4,89.8,400.67,23,105,600,0.040827,0.0320626,-0.9200,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10488461,0.573096,-35.1,90.2,407.18,22,105,600,0.092834,0.161987,-0.9673,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10488721,0.001339,-53.7,177.5,450.05,8,10,60,0.000195,0.145631,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10488731,0.002864,9.8,207.6,455.93,8,10,60,0.00026,0.0907821,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10489411,0.001733,-32.3,180.9,465.52,9,10,60,0.000125,0.0721293,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10489441,0.002322,-35.7,180.1,475.25,7,10,50,0.000199,0.085702,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10489531,0.00173,-41.5,210.2,484.94,9,5,60,0.000115,0.066474,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10489541,0.001238,-19.4,173.2,491.45,9,5,60,9.2e-05,0.0743134,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10490171,0.002399,-50.3,173.9,494.63,9,5,60,0.000161,0.0671113,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10491021,1.27585,-35.1,90.3,413.46,22,105,600,0.096537,0.0756648,-0.9413,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10491041,1.04907,-35.1,90.1,417.73,22,105,600,0.115919,0.110497,-0.8758,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10491051,1.00396,-34.9,90.1,422.05,22,105,600,0.103244,0.102836,-0.9469,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10491061,2.43132,-35.4,89.9,428.47,22,105,600,0.089377,0.0367607,-0.9752,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10491471,0.613708,-35.3,90.0,433.96,22,105,600,0.002502,0.00407686,-0.9469,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10491481,0.674612,-35.3,89.9,432.92,22,105,600,0.007387,0.01095,-0.9503,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10491491,0.683677,-35.3,89.9,434.93,22,105,600,0.007686,0.0112422,-0.9718,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10491501,0.002307,-46.2,134.8,446.82,9,5,60,0.000185,0.0801907,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10491531,0.047369,-35.4,90.0,435.68,22,105,600,0.001269,0.0267897,-0.9277,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10491651,0.002533,-53.3,166.7,505.58,9,5,60,0.000159,0.0627714,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10491661,0.002285,7.8,186.3,499.39,9,5,60,0.000151,0.0660832,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10491781,0.002448,-49.9,164.0,507.89,9,5,60,0.000205,0.0837418,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10491791,0.001484,-45.0,172.4,519.22,9,5,60,8.8e-05,0.0592992,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10491921,0.001245,-22.1,151.6,523.74,9,5,60,8.7e-05,0.0698795,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10491931,0.001923,-44.6,196.9,529.93,9,5,60,6.7e-05,0.0348414,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10491961,0.000636,-31.9,201.5,534.8,9,5,60,5.2e-05,0.081761,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1546,C,CUBE10491971,0.001521,-38.9,157.1,539.64,9,5,60,5.5e-05,0.0361604,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10497621,0.002113,-18.0,191.9,0.59,9,5,60,0.000126,0.0596309,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10497701,0.004223,-22.0,213.2,3.74,9,5,60,0.000216,0.0511485,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10499201,0.018049,33.9,169.9,8.44,9,5,60,0.000707,0.0391711,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10499211,0.006599,30.0,153.1,12.59,9,5,60,0.000241,0.0365207,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10499581,0.007671,-19.2,151.6,15.1,9,5,60,0.000192,0.0250293,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10499611,0.003017,-27.1,146.8,19.96,9,5,60,5.3e-05,0.0175671,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10500471,0.009006,-33.6,200.9,26.76,9,5,60,0.000282,0.0313125,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10500481,0.007477,-38.8,203.7,31.07,9,5,60,0.000352,0.0470777,-0.9500,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10500671,0.003546,26.7,216.9,36.04,9,5,60,0.000168,0.0473773,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10500691,0.001291,19.1,205.9,40.81,9,5,60,0.000112,0.0867545,-0.9500,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10501321,0.000645,23.1,180.9,45.26,9,5,60,5.4e-05,0.0837209,-0.9500,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10501331,0.000497,21.6,182.3,50.22,9,5,60,6.2e-05,0.124748,-0.9500,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10501871,0.000798,12.8,199.5,54.4,9,5,60,8.4e-05,0.105263,-0.9667,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10501881,0.000714,19.9,200.7,60.18,9,5,60,6.8e-05,0.0952381,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10502161,0.000885,5.5,163.2,64.29,9,5,60,6.5e-05,0.0734463,-0.9500,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10502171,0.002481,3.5,159.7,68.44,9,5,60,0.000191,0.0769851,-0.9667,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10502661,0.000812,-5.5,182.0,73.59,9,5,60,9.6e-05,0.118227,-0.8167,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10502671,0.001222,-13.2,179.4,78.87,9,5,60,0.000177,0.144845,-0.8167,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10502851,0.001826,-7.7,204.9,83.32,9,5,60,0.000248,0.135816,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10502861,0.001025,-3.6,205.5,88.07,9,5,60,0.000231,0.225366,-0.8833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10502991,0.00095,6.6,173.0,97.9,9,5,60,0.000161,0.169474,-0.5000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10503521,0.00601,-21.0,175.1,98.82,9,5,60,0.000202,0.0336106,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10503531,0.000601,-23.9,140.0,100.97,9,5,60,3.4e-05,0.0565724,-0.7500,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10503611,0.001497,-21.4,190.5,103.76,9,5,60,6.5e-05,0.0434202,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10503691,0.000522,-14.7,221.8,104.54,9,5,60,0.000167,0.319923,-0.9667,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10503861,0.004069,-16.6,167.5,107.17,9,5,60,0.000107,0.0262964,-0.9167,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10506051,0.001994,-11.9,204.5,109.65,9,5,60,0.00011,0.0551655,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10506061,0.005362,10.9,201.0,115.43,9,5,60,0.000492,0.0917568,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10507431,0.002442,-10.4,203.9,120.05,9,5,60,0.00013,0.0532351,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1547,A,CUBE10507441,0.002158,-1.7,158.7,126.67,9,5,60,0.000139,0.0644115,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,A,CUBE10533401,0.012583,-29.7,209.9,6.08,10,5,60,0.000382,0.0303584,-0.9879,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,A,CUBE10533411,0.008016,-18.9,220.8,9.95,9,5,60,0.000182,0.0227046,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,A,CUBE10534901,0.012914,2.8,134.3,14.69,9,5,60,0.000457,0.035388,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,A,CUBE10534911,0.013348,-33.9,156.9,20.67,9,5,60,0.000452,0.0338628,-0.9500,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,A,CUBE10536191,0.015457,-34.3,158.8,22.75,9,5,60,0.000158,0.0102219,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,A,CUBE10536201,0.009637,-30.7,199.5,28.52,9,5,60,7.1e-05,0.00736744,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,A,CUBE10536341,0.002321,-29.8,191.2,31.95,9,5,60,5.9e-05,0.0254201,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,A,CUBE10536351,0.001058,-14.1,188.3,37.83,9,5,60,4.2e-05,0.0396975,-0.8500,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,A,CUBE10536411,0.000732,3.8,163.1,48.07,9,5,60,5.9e-05,0.0806011,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,A,CUBE10536521,0.000861,0.4,170.5,42.09,9,5,60,3.2e-05,0.0371661,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,A,CUBE10537101,0.000867,9.9,158.3,52.48,9,5,60,7.2e-05,0.083045,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,A,CUBE10537111,0.000776,-1.9,170.9,58.44,9,5,60,6.4e-05,0.0824742,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,A,CUBE10539121,0.001033,-15.3,195.0,60.8,9,5,60,2.8e-05,0.0271055,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,A,CUBE10539131,0.00118,-19.8,187.3,65.52,9,5,60,3.3e-05,0.0279661,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,A,CUBE10541051,0.00167,7.8,189.6,70.8,9,5,60,7.8e-05,0.0467066,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,A,CUBE10541061,0.001508,12.4,175.2,74.89,9,5,60,6e-05,0.0397878,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,A,CUBE10542661,0.001163,-20.2,189.4,79.71,9,5,60,6.2e-05,0.0533104,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,A,CUBE10542671,0.001356,-2.1,210.3,84.72,9,5,60,7.2e-05,0.0530973,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,A,CUBE10544481,0.001717,8.1,187.6,89.22,9,5,60,0.000114,0.0663949,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,A,CUBE10544491,0.001045,16.7,195.6,94.71,9,5,60,0.000116,0.111005,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,A,CUBE10544871,0.000744,24.1,164.3,97.76,9,5,60,0.000125,0.168011,-0.8667,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,A,CUBE10544881,0.000672,17.6,170.9,102.36,9,5,60,6.8e-05,0.10119,-0.8667,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1549,A,CUBE10563591,0.028464,18.1,203.4,6.09,9,5,60,0.003325,0.116814,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1549,A,CUBE10564711,0.036214,12.6,195.7,14.95,9,5,60,0.003908,0.107914,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1549,A,CUBE10565771,0.010226,31.7,201.4,23.66,9,5,60,0.000491,0.0480149,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1549,A,CUBE10567881,0.006317,37.1,175.4,33.12,9,5,60,0.000699,0.110654,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1549,A,CUBE10567961,0.005674,36.2,170.2,38.37,9,5,60,0.000362,0.0637998,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1549,A,CUBE10568741,0.005049,-6.0,222.8,47.51,9,5,60,9.8e-05,0.0194098,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1549,A,CUBE10570271,0.00567,31.5,159.6,58.16,9,5,60,0.000189,0.0333333,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1549,A,CUBE10573111,0.004439,6.5,212.3,65.32,9,5,60,0.000245,0.0551926,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1549,A,CUBE10575231,0.00803,-0.8,214.7,75.96,9,5,60,0.001773,0.220797,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1549,A,CUBE10577261,0.002907,7.7,202.3,89.0,9,5,60,0.000196,0.0674235,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1549,A,CUBE10579851,0.00104,-16.5,203.6,98.59,9,5,60,6.9e-05,0.0663462,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1549,A,CUBE10580871,0.004795,5.8,152.6,107.01,9,5,60,0.000169,0.035245,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1549,A,CUBE10580891,0.004398,16.6,161.0,115.06,9,5,60,0.000166,0.0377444,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1549,A,CUBE10582621,0.002068,-11.2,158.1,125.29,9,5,60,0.00015,0.0725338,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1549,A,CUBE10584071,0.007201,8.1,146.9,133.72,9,5,60,0.000291,0.0404111,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1549,A,CUBE10585111,0.001775,11.7,160.3,141.11,9,5,60,9e-05,0.0507042,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1549,A,CUBE10585341,0.003114,16.0,181.0,149.79,9,5,60,0.000169,0.054271,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1549,A,CUBE10585701,0.003731,-21.9,160.4,159.41,9,5,60,6.6e-05,0.0176896,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10598281,0.025934,12.6,177.9,3.99,9,5,60,0.001759,0.067826,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10598881,0.00292,-32.8,193.9,7.34,9,5,60,0.000297,0.101712,-0.9500,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10598891,0.004444,36.4,218.7,14.61,9,5,60,0.00012,0.0270027,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10599091,0.004962,16.8,203.0,16.03,9,5,60,0.000109,0.0219669,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10599101,0.003811,14.1,197.6,20.38,9,5,60,0.000305,0.0800315,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10599731,0.003672,-46.0,214.5,26.45,9,5,60,5.7e-05,0.0155229,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10599741,0.00401,-27.4,191.9,32.53,9,5,60,8.6e-05,0.0214464,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10599941,0.006885,30.4,193.4,36.81,9,5,60,0.000547,0.0794481,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10599951,0.009584,41.0,179.2,41.84,9,5,60,0.001321,0.137834,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10600231,0.011498,28.0,162.1,45.34,9,5,60,0.001711,0.148808,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10600241,0.097691,10.3,165.9,50.32,9,5,60,0.004294,0.0439549,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10600381,0.008222,-45.5,152.2,56.64,9,5,60,0.000238,0.0289467,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10600391,0.05062,-27.4,171.6,61.91,9,5,60,0.003181,0.0628408,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10602581,0.007635,-15.4,222.7,64.35,9,5,60,0.000495,0.064833,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10602591,0.007705,2.6,226.2,68.86,9,5,60,0.00057,0.0739779,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10605601,0.015077,31.9,173.7,73.85,9,5,60,0.002512,0.166611,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10605611,0.020646,21.4,175.0,79.89,9,5,60,0.002506,0.121379,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10606981,0.013564,0.0,138.2,87.86,9,5,60,0.001531,0.112872,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10608521,0.010844,-10.7,216.0,92.86,9,5,60,0.002148,0.198082,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10608531,0.007855,-11.0,221.0,97.38,9,5,60,0.000862,0.109739,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10609571,0.007382,-18.5,206.0,102.45,9,5,60,0.000309,0.0418586,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10609591,0.007279,-15.9,199.9,106.94,9,5,60,0.000487,0.0669048,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10610611,0.005172,10.6,154.8,112.94,9,5,60,0.000227,0.0438902,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10611761,0.012488,-23.4,195.4,117.75,9,5,60,0.000282,0.0225817,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10611771,0.004597,-13.9,137.4,121.97,9,5,60,0.000102,0.0221884,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10613991,0.004483,-3.9,141.4,125.59,9,5,60,0.000301,0.0671425,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10614001,0.010764,15.4,155.5,129.49,9,5,60,0.000838,0.0778521,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10614011,0.009729,1.5,154.8,126.43,9,5,60,0.000982,0.100935,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10614021,0.006961,-1.0,157.2,126.67,9,5,60,0.000469,0.0673754,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10618101,0.011236,-43.5,175.3,145.52,9,5,60,0.001962,0.174617,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10618251,0.070294,20.9,185.3,153.47,9,5,60,0.007718,0.109796,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1550,A,CUBE10618271,0.013282,35.4,166.9,159.12,9,5,60,0.001424,0.107213,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1551,A,CUBE10668371,0.007175,1.2,154.7,1.75,9,5,60,0.000402,0.0560279,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1551,A,CUBE10668541,0.009882,10.3,142.0,5.65,9,5,60,0.000398,0.0402752,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1551,A,CUBE10669321,0.134302,13.4,182.8,16.27,9,5,60,0.015016,0.111808,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1551,A,CUBE10669391,0.036749,-8.4,193.1,27.71,9,5,60,0.001257,0.034205,-0.9500,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1551,A,CUBE10669481,0.067607,45.8,50.9,33.62,9,5,60,0.006768,0.100108,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1551,A,CUBE10669511,0.126468,14.7,182.5,38.2,9,5,60,0.004567,0.0361119,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1551,A,CUBE10670011,0.0654,7.3,155.4,56.79,9,5,60,0.004151,0.0634709,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1551,A,CUBE10670271,0.007054,-27.8,154.4,67.24,9,5,60,0.000101,0.0143181,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1551,A,CUBE10671231,0.003619,-31.8,167.7,75.09,9,5,60,6.1e-05,0.0168555,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1551,A,CUBE10671331,0.008692,-40.4,161.1,83.1,9,5,60,0.000204,0.0234699,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1551,A,CUBE10671551,0.010421,-5.0,147.9,92.88,9,5,60,0.001184,0.113617,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1551,A,CUBE10672491,0.009091,-8.7,165.5,112.34,9,5,60,0.000742,0.0816192,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1551,A,CUBE10672501,0.016498,9.7,161.1,118.64,9,5,60,0.001156,0.0700691,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,C,CUBE10685751,0.011294,-26.5,143.3,6.31,9,5,60,0.000154,0.0136356,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,C,CUBE10686961,0.010076,-43.0,201.0,13.47,9,5,60,7.6e-05,0.00754268,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,C,CUBE10687031,0.001011,-15.2,195.5,26.11,9,5,60,4.7e-05,0.0464886,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,C,CUBE10687101,0.000665,5.1,210.1,32.27,9,5,60,6.7e-05,0.100752,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,C,CUBE10687561,0.000775,26.6,113.6,42.65,9,5,60,4.5e-05,0.0580645,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,C,CUBE10687651,0.001104,-16.8,211.8,52.99,9,5,60,3.2e-05,0.0289855,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,C,CUBE10688921,0.000724,-7.4,164.8,62.64,9,5,60,2e-05,0.0276243,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,D,CUBE10696881,0.007259,-42.0,172.4,5.05,9,5,60,0.000442,0.0608899,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,D,CUBE10698381,0.006809,23.3,140.6,11.72,9,5,60,0.000311,0.0456748,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,D,CUBE10698431,0.004882,-19.1,222.6,20.5,9,5,60,0.000622,0.127407,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,D,CUBE10698971,0.008014,47.1,186.8,30.51,9,5,60,0.000183,0.022835,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,D,CUBE10700201,0.005191,41.7,182.2,39.67,9,5,60,0.000529,0.101907,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,D,CUBE10703421,0.004355,-21.9,217.4,48.96,9,5,60,0.00034,0.0780712,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,D,CUBE10706701,0.004854,15.0,142.6,58.4,9,5,60,0.000306,0.0630408,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,D,CUBE10707991,0.003559,-12.9,144.5,67.85,9,5,60,0.000149,0.0418657,-0.9833,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,D,CUBE10708601,0.001302,-2.5,215.0,77.37,9,5,60,4.8e-05,0.0368664,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,D,CUBE10708651,0.001038,38.2,188.0,86.83,9,5,60,8.7e-05,0.083815,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,D,CUBE10708881,0.000869,32.1,186.1,96.4,9,5,60,6.5e-05,0.0747986,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,D,CUBE10709411,0.00061,-0.7,210.6,101.5,9,5,60,4.5e-05,0.0737705,-0.9500,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,D,CUBE10709431,0.001017,-6.7,198.9,109.22,9,5,60,1.8e-05,0.0176991,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,E,CUBE10709481,0.012916,-35.8,212.0,5.23,9,5,60,0.000393,0.0304274,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,E,CUBE10709501,0.008796,39.8,189.6,11.41,9,5,60,0.000281,0.0319463,-1.0000,0,,mesure_experimentale
iodp_remanence_385_7708642,385,U1548,E,CUBE10710261,0.005694,-39.3,173.1,20.68,9,5,60,0.000168,0.0295047,-0.9833,0,,mesure_experimentale
