source,expedition,site,hole,physical_sample_id,nrm_intensite,inclinaison_nrm,declinaison_nrm,profondeur_m,n_etapes_ablation,dose_min,dose_max,intensite_finale,fraction_restante,rho_ablation,n_etapes_inscription,rho_inscription,data_kind
iodp_remanence_359_14015152,359,U1466,A,CUBE7120581,1.05e-05,-78.1,33.7,170.74,8,10,90,5.79e-05,5.51429,0.7619,13,0.9451,mesure_experimentale
iodp_remanence_359_14015152,359,U1466,A,CUBE7122411,1.71e-05,-10.4,223.6,190.25,10,10,90,3.38e-05,1.97661,0.6242,12,0.9720,mesure_experimentale
iodp_remanence_359_14015152,359,U1466,A,CUBE7122941,0.0004777,14.8,219.4,209.49,10,10,90,5.37e-05,0.112414,-0.7212,11,0.8455,mesure_experimentale
iodp_remanence_359_14015152,359,U1466,A,CUBE7123101,0.0005019,-11.4,210.3,213.92,9,10,90,4.42e-05,0.0880654,-0.3333,11,0.7364,mesure_experimentale
iodp_remanence_359_14015152,359,U1466,A,CUBE7123231,0.0005971,8.6,173.8,218.7,9,10,90,7.63e-05,0.127784,-0.2333,11,0.9636,mesure_experimentale
iodp_remanence_359_14015152,359,U1467,A,CUBE7151231,6.64e-05,-20.1,72.8,1.54,21,10,70,0.0001069,1.60994,-0.1922,0,,mesure_experimentale
iodp_remanence_359_14015152,359,U1467,B,CUBE7157131,3.35e-05,-9.3,157.0,17.7,28,10,70,1.39e-05,0.414925,-0.8216,0,,mesure_experimentale
iodp_remanence_359_14015152,359,U1467,B,CUBE7159491,8e-05,-45.9,126.0,38.84,28,10,70,7.53e-05,0.94125,-0.4362,0,,mesure_experimentale
iodp_remanence_359_14015152,359,U1467,B,CUBE7161001,2.06e-05,77.2,33.3,56.36,28,10,70,6.92e-05,3.35922,0.3344,0,,mesure_experimentale
iodp_remanence_359_14015152,359,U1467,B,CUBE7166251,4.46e-05,1.2,121.3,91.65,21,10,70,7.87e-05,1.76457,0.3338,0,,mesure_experimentale
iodp_remanence_359_14015152,359,U1467,B,CUBE7168521,8.73e-05,-37.8,120.3,103.13,21,10,70,7.9e-05,0.904926,-0.2623,0,,mesure_experimentale
iodp_remanence_359_14015152,359,U1465,A,CUBE7335151,0.0013439,-17.4,181.9,35.67,9,10,90,0.0001301,0.0968078,-0.4333,14,0.9165,mesure_experimentale
iodp_remanence_359_14015152,359,U1466,A,CYL7124491,6.04e-05,22.2,357.1,317.45,9,10,90,4.09e-05,0.677152,0.4333,0,,mesure_experimentale
iodp_remanence_359_14015152,359,U1466,B,CYL7125331,0.0001183,-76.3,354.9,316.53,10,10,90,0.0002914,2.46323,-0.1394,0,,mesure_experimentale
iodp_remanence_359_14015152,359,U1466,B,CYL7125481,3.73e-05,-59.1,35.0,333.99,9,10,90,7.45e-05,1.99732,0.0333,0,,mesure_experimentale
iodp_remanence_359_14015152,359,U1466,B,CYL7126801,2.2e-05,-19.4,184.4,391.82,9,10,90,8.32e-05,3.78182,0.7500,0,,mesure_experimentale
iodp_remanence_359_14015152,359,U1466,B,CYL7127841,0.0001138,-64.4,349.2,401.69,9,10,90,6.1e-05,0.536028,0.5167,0,,mesure_experimentale
iodp_remanence_359_14015152,359,U1466,B,CYL7129571,6.04e-05,-10.2,39.7,441.37,9,10,90,3.65e-05,0.604305,0.0167,0,,mesure_experimentale
iodp_remanence_359_14015152,359,U1466,B,CYL7141481,3.56e-05,57.3,234.7,754.91,8,10,80,5.3e-05,1.48876,0.1190,0,,mesure_experimentale
iodp_remanence_359_14015152,359,U1466,B,CYL7143541,8.04e-05,-52.4,4.8,790.62,8,10,80,6.57e-05,0.817164,0.3571,0,,mesure_experimentale
iodp_remanence_359_14015152,359,U1466,B,CYL7143551,5.28e-05,-51.5,142.8,791.19,8,10,80,6.32e-05,1.19697,-0.3810,0,,mesure_experimentale
iodp_remanence_359_14015152,359,U1466,B,CYL7143571,5.31e-05,-49.5,140.8,800.13,8,10,80,2.88e-05,0.542373,-0.0714,0,,mesure_experimentale
iodp_remanence_359_14015152,359,U1466,B,CYL7143591,3.65e-05,-42.2,324.2,802.95,8,10,80,5.12e-05,1.40274,-0.3571,0,,mesure_experimentale
iodp_remanence_359_14015152,359,U1466,B,CYL7143601,4.48e-05,75.4,221.0,803.46,8,10,80,5.63e-05,1.2567,0.4762,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7404681,0.521907,68.9,119.7,11.22,54,0,580,0.0039575,0.00758277,-0.9945,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7404691,0.622741,76.7,94.4,12.89,57,0,580,0.0121159,0.0194558,-0.9951,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7404701,0.398308,77.6,142.6,16.7,57,0,580,0.007623,0.0191385,-0.8778,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7404711,0.110503,76.2,219.8,23.13,54,0,580,0.0046746,0.0423028,-0.9945,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7404721,2.70888,43.5,130.8,26.05,54,0,580,0.29739,0.109783,-0.9945,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7404731,0.340701,86.3,15.9,30.43,57,0,580,0.0159189,0.046724,-0.9951,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7404741,14.3512,64.7,86.3,32.11,54,0,580,0.184388,0.0128482,-0.9863,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7410141,0.542678,77.6,95.9,43.495,54,0,580,0.0211407,0.0389562,-0.9945,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7410151,0.251653,77.8,315.8,52.57,57,0,580,0.0317618,0.126213,-0.9951,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7410161,0.301101,83.2,260.3,61.29,57,0,580,0.0139647,0.0463787,-0.9951,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7410171,2.26694,78.3,191.3,65.835,84,0,580,0.0132351,0.00583832,-0.3056,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7410181,0.292051,67.6,109.4,73.19,81,0,580,0.0080863,0.0276879,-0.8202,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7410191,2.74237,84.6,182.2,76.355,57,0,580,0.0295291,0.0107677,-0.8428,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7410201,0.718619,68.2,153.8,44.34,54,0,580,0.0572736,0.0796996,-0.9904,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7419861,3.71925,79.8,176.5,80.595,54,0,580,0.0478478,0.0128649,-0.9925,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7419871,0.093649,66.8,50.0,83.56,90,0,580,0.0079745,0.0851531,-0.7928,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7419881,1.91499,74.2,178.8,92.76,57,0,580,0.0484782,0.0253152,-0.9933,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7419891,0.052492,62.6,74.6,96.215,54,0,580,0.0097799,0.186312,-0.9863,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7419901,0.553876,69.6,266.1,100.42,87,0,580,0.0060238,0.0108757,-0.9164,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7419911,3.81538,75.3,232.5,103.87,54,0,580,0.163786,0.0429279,-0.9945,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7419921,2.66625,67.3,187.3,106.33,54,0,580,0.164826,0.0618194,-0.9945,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7427591,2.01579,85.7,238.4,109.52,57,0,580,0.0670475,0.0332612,-0.9942,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7427601,3.13133,67.8,151.7,113.22,57,0,580,0.0462954,0.0147846,-0.9942,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7427611,2.00263,69.4,198.7,119.615,57,0,580,0.0356916,0.0178224,-0.9942,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7427621,0.221651,69.1,280.2,122.6,57,0,580,0.0053432,0.0241064,-0.9726,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7427631,2.07728,72.9,195.1,123.23,54,0,580,0.0297296,0.0143118,-0.9945,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7427641,2.50002,74.6,201.2,123.25,57,0,580,0.0936211,0.0374481,-0.9916,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7427651,2.28534,86.1,140.2,125.485,57,0,580,0.0499031,0.0218361,-0.9936,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7427661,1.59453,81.7,232.6,132.18,57,0,580,0.0631248,0.0395883,-0.9942,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7427671,2.24399,80.0,205.9,135.54,54,0,580,0.0431367,0.0192232,-0.9945,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7427681,3.33739,80.3,195.5,135.56,57,0,580,0.129759,0.0388803,-0.9916,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7430421,2.49902,70.1,179.3,139.73,57,0,580,0.0280232,0.0112137,-0.9919,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7430431,1.67489,73.6,179.4,142.14,57,0,580,0.0339644,0.0202786,-0.9936,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7430441,2.5647,69.4,231.7,145.05,81,0,580,0.0855747,0.0333663,-0.2984,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7430451,2.30419,78.8,168.4,148.875,57,0,580,0.0451027,0.0195742,-0.9942,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7430461,2.92221,84.8,257.0,152.4,57,0,580,0.0503359,0.0172253,-0.9942,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7430471,2.73168,78.8,195.4,154.475,57,0,580,0.0646437,0.0236644,-0.9942,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7430481,1.5402,80.3,195.6,159.715,57,0,580,0.0557569,0.036201,-0.9936,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7430491,0.632508,74.3,221.0,162.62,81,0,580,0.0269275,0.0425726,-0.8874,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7430501,0.485448,75.5,302.9,169.4,60,0,580,0.0283087,0.0583146,-0.9891,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7430511,2.18094,78.9,72.0,179.665,57,0,580,0.0327306,0.0150076,-0.9936,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7440951,0.263327,69.1,207.9,182.63,57,0,580,0.094832,0.36013,-0.9936,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7440961,1.67881,80.5,216.7,188.675,57,0,580,0.02217,0.0132058,-0.9919,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7453551,0.135011,70.7,147.5,199.4,57,0,580,0.003915,0.0289976,-0.5153,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7453561,0.878009,81.3,252.4,201.54,57,0,580,0.0617107,0.0702848,-0.9936,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7453571,0.05958,63.5,222.0,209.2,57,0,580,0.0078838,0.132323,-0.9808,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7453581,0.0294927,-72.3,96.4,211.1,57,0,580,0.0088463,0.299949,-0.9621,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7457611,0.206326,56.2,133.8,217.37,51,0,200,0.466359,2.2603,-0.2405,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7457621,2.81574,80.9,169.7,217.98,57,0,580,0.464914,0.165112,-0.9942,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7457631,2.91414,73.2,225.5,228.35,48,0,200,0.0767438,0.026335,-0.9828,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7457641,1.20627,66.4,261.9,236.615,57,0,580,0.0197301,0.0163563,-0.9756,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7457651,2.48147,72.8,202.4,239.31,57,0,580,0.034478,0.0138942,-0.9808,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7457661,1.52493,71.2,184.0,241.545,57,0,580,0.0532573,0.0349244,-0.9942,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7457671,2.01504,81.7,52.7,246.37,57,0,580,0.0570209,0.0282977,-0.8414,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7457681,1.4476,88.3,21.0,249.2,57,0,580,0.0416718,0.0287868,-0.9942,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7457691,3.12287,77.6,177.4,251.07,57,0,580,0.0547333,0.0175266,-0.9942,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7467961,0.830707,76.6,82.0,256.39,57,0,580,0.0312962,0.0376742,-0.9933,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7467971,0.169152,75.7,49.1,256.41,54,105,580,0.006568,0.0388289,-0.9945,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7467981,0.447358,49.5,20.1,258.505,48,0,200,0.0290628,0.0649654,-0.9877,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7467991,2.34021,69.4,96.3,262.005,57,0,580,0.06799,0.0290529,-0.9933,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7468001,4.09957,80.2,77.6,266.25,57,0,580,0.157883,0.0385121,-0.9933,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7468011,0.512721,83.1,261.6,270.855,48,0,200,0.0129725,0.0253013,-0.9877,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7468021,0.248395,75.1,75.5,270.875,57,0,580,0.014515,0.0584352,-0.9933,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7468031,3.43012,80.2,186.9,277.12,57,0,580,0.123601,0.036034,-0.9933,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7472561,0.318198,68.5,213.8,284.47,54,0,140,0.0237775,0.0747255,-0.7017,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7472571,0.940956,70.3,226.3,284.49,57,0,580,0.0210332,0.022353,-0.9758,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7472581,4.89805,54.5,163.2,287.4,57,0,580,0.117759,0.024042,-0.9898,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7472591,0.368864,78.9,59.5,290.465,57,0,580,0.0278333,0.0754567,-0.9933,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7472601,1.67135,82.8,299.2,293.96,57,0,580,0.0284826,0.0170416,-0.9933,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7472611,1.20235,83.2,351.9,296.63,57,0,580,0.0229536,0.0190907,-0.9933,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7472621,0.517195,79.8,115.2,297.57,48,0,200,0.0625519,0.120944,-0.9789,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7472631,1.61286,73.2,96.8,304.56,57,0,580,0.0376501,0.0233436,-0.9933,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7472641,0.652098,65.2,84.1,307.045,57,0,580,0.0299007,0.0458531,-0.9933,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7472651,0.263441,70.9,91.3,313.58,48,0,200,0.0143894,0.054621,-0.9858,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7472661,0.193322,69.3,76.3,313.605,57,0,580,0.0108162,0.0559492,-0.9758,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7472671,3.70234,80.4,181.8,323.88,57,0,580,0.123176,0.0332697,-0.9933,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7472681,2.67673,77.2,225.0,326.09,57,0,580,0.065911,0.0246237,-0.9916,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7473411,1.56871,66.4,48.4,334.995,57,0,580,0.062948,0.0401272,-0.6748,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7473421,0.783319,67.2,77.8,337.02,57,0,580,0.0333425,0.0425657,-0.9443,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7473431,1.95152,72.0,97.4,343.655,57,0,580,0.0598824,0.030685,-0.8691,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7473441,2.01261,81.4,111.4,346.485,57,0,580,0.0471336,0.0234191,-0.9846,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7473451,2.87315,67.3,150.9,354.35,57,0,580,0.0840576,0.0292562,-0.9093,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7473461,1.75916,75.1,94.4,356.925,57,0,580,0.0869055,0.0494018,-0.9881,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7473471,2.00785,71.5,75.8,359.175,57,0,580,0.047308,0.0235615,-0.9338,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7473481,0.763624,78.4,210.1,372.795,57,0,580,0.0331042,0.0433514,-0.9566,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7473491,1.74982,68.4,207.0,374.7,57,0,580,0.149452,0.0854098,-0.9531,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7473501,0.914427,69.4,217.5,377.075,57,0,580,0.0263441,0.0288094,-0.9933,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7473511,2.83441,82.5,152.7,381.665,54,0,140,0.0797455,0.0281347,-0.2372,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7473521,2.54833,85.4,119.1,381.685,57,0,580,0.101855,0.0399694,-0.4981,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7473531,0.93036,73.3,203.8,384.73,57,0,580,0.0254399,0.0273441,-0.9636,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7473541,0.940922,75.0,269.5,391.585,57,0,580,0.025555,0.0271595,-0.9933,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7473551,0.311016,72.7,129.7,394.62,54,0,140,0.0188402,0.0605763,-0.7017,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7473561,0.336311,72.1,122.8,394.64,57,0,580,0.0196156,0.0583258,-0.9916,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7473571,1.972,81.4,103.2,396.5,57,0,580,0.0598946,0.0303725,-0.9933,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7473581,1.96696,80.3,107.6,398.85,57,0,580,0.0767128,0.0390006,-0.9881,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7473591,1.30781,77.3,125.6,400.77,57,0,580,0.0618338,0.0472806,-0.9531,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7473601,2.35603,77.5,66.9,403.955,57,0,580,0.0655857,0.0278373,-0.9461,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7473611,2.39685,72.8,47.3,406.84,54,0,580,0.0646201,0.0269604,-0.8772,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7485481,1.39448,71.6,235.9,323.91,54,0,580,0.0297891,0.0213622,-0.9925,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7497821,0.941069,66.8,46.5,411.26,54,0,580,0.0138461,0.0147132,-0.9925,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7497841,0.752937,57.2,56.5,411.2,48,0,200,0.0766611,0.101816,-0.9877,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7497861,0.451288,29.3,148.1,420.78,48,0,560,0.0336758,0.0746215,-0.9901,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7497881,1.14504,44.6,137.4,422.63,54,0,580,0.0379593,0.033151,-0.8834,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7497901,0.800765,35.9,162.8,424.64,54,0,580,0.0287068,0.0358492,-0.9904,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7498261,0.320428,59.5,74.7,440.89,54,0,580,0.0174392,0.0544247,-0.8257,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7498271,0.326028,45.9,269.2,450.51,54,0,580,0.0142685,0.0437647,-0.9472,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7498281,0.807061,62.5,127.4,453.28,54,0,580,0.0292358,0.036225,-0.8669,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7498301,0.406116,60.4,63.7,461.25,54,0,580,0.0112746,0.027762,-0.8854,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7498311,0.708742,65.5,265.9,465.615,54,0,580,0.0146957,0.0207349,-0.9657,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7507851,0.0962149,29.2,87.1,519.435,54,0,580,0.0171911,0.178674,-0.7784,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7507861,1.05855,46.4,251.3,520.2,48,0,200,0.168268,0.158961,-0.9848,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7507881,0.282315,65.6,318.1,521.88,54,0,580,0.0375205,0.132903,-0.9698,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7507891,0.0733627,-23.5,355.6,523.125,54,0,580,0.0735084,1.00199,0.0491,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7507911,0.158803,67.5,174.2,524.61,54,0,580,0.0175843,0.11073,-0.9842,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7507921,0.159756,5.4,29.4,525.71,54,0,580,0.0690533,0.432242,0.2940,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7507941,0.422992,57.1,227.3,528.035,54,0,580,0.0438599,0.10369,-0.8237,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7507971,0.243578,37.7,256.4,531.43,54,0,580,0.0128181,0.0526241,-0.7269,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7507991,0.130182,-35.0,349.8,533.83,54,0,580,0.0499738,0.383876,-0.5561,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7511011,0.106237,6.1,79.3,540.6,54,0,580,0.0415106,0.390736,-0.4079,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7511021,0.280995,53.2,75.6,542.55,48,0,560,0.0700772,0.24939,-0.9784,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7511051,0.612151,40.8,247.1,548.88,54,0,580,0.0323019,0.0527679,-0.9863,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7511071,0.323806,56.2,207.4,551.28,54,0,580,0.0210881,0.0651258,-0.8916,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7511081,0.302792,58.8,198.2,551.3,48,0,200,0.0928184,0.306542,-0.9828,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7511101,0.159614,63.3,229.5,552.11,54,0,580,0.0115752,0.07252,-0.9678,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7511131,1.07431,40.5,39.2,558.77,54,0,580,0.0260346,0.0242337,-0.8957,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7511151,1.68098,55.8,80.7,560.67,54,0,580,0.109959,0.0654134,-0.7722,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7511161,0.0092144,28.6,0.6,562.89,54,0,580,0.002088,0.226602,-0.8998,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7511171,0.0180984,-75.7,91.2,563.99,54,0,580,0.0076166,0.420844,-0.8010,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7511181,0.0389574,-76.0,287.3,564.56,54,0,580,0.0054042,0.138721,-0.7063,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7511191,0.0474048,-78.2,272.4,564.58,48,0,200,0.0101515,0.214145,-0.9672,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7511211,0.230782,15.8,14.4,568.61,54,0,580,0.0832044,0.360532,-0.5046,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7511221,0.247543,19.8,190.3,553.89,54,0,580,0.0973214,0.39315,-0.4326,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7515071,0.413548,60.0,270.8,578.21,51,0,580,0.009049,0.0218814,-0.9401,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7515091,0.409434,50.5,58.5,580.63,42,5,200,0.0839134,0.20495,-0.9909,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7515101,0.574416,59.9,122.1,582.39,51,0,580,0.018904,0.0329099,-0.9767,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7515111,0.0870318,-59.1,93.0,582.59,51,0,580,0.0289726,0.332897,-0.6982,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7515141,0.839746,56.1,330.6,585.5,51,0,580,0.0072268,0.00860594,-0.9621,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7515161,0.11498,62.7,18.7,587.75,51,0,580,0.0068933,0.059952,-0.9841,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7515171,0.376045,63.0,259.5,588.96,51,0,580,0.0100567,0.0267433,-0.9938,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7515191,0.139814,64.6,204.4,590.71,51,0,580,0.0066368,0.0474688,-0.9621,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7515201,0.0759898,63.7,197.3,593.93,51,0,580,0.0036696,0.0482907,-0.9865,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7515221,0.0642011,21.1,314.0,596.33,51,0,580,0.0098827,0.153933,-0.9474,0,,mesure_experimentale
iodp_remanence_360_11984456,360,U1473,A,CUBE7515231,0.0229058,41.5,266.9,597.64,51,0,580,0.0073741,0.321932,-0.2926,0,,mesure_experimentale
