age_ka_bp,temp_anomaly_C,sea_level_m,ice_volume_eurasia_sle,ice_volume_na_sle,ice_volume_total_sle,insolation_65N_jul_Wm2,eccentricity,obliquity_deg,precession,isotope_total
762.0,-11.031,-59.883,-23.371,-29.017,-52.388,433.33,0.014319,22.905,0.00785,0.9751
763.0,-10.305,-56.685,-21.829,-27.727,-49.556,437.05,0.01498,22.863,0.00368,0.9794
764.0,-10.79,-53.836,-20.577,-26.503,-47.08,440.83,0.015622,22.829,-0.00128,0.9846
765.0,-12.4,-50.259,-19.507,-24.549,-44.056,444.17,0.016241,22.805,-0.00648,0.9539
766.0,-12.544,-46.01,-18.408,-21.946,-40.354,446.61,0.016835,22.79,-0.01132,0.9015
767.0,-11.587,-42.294,-17.572,-19.506,-37.078,447.76,0.017402,22.785,-0.0152,0.8638
768.0,-11.426,-39.014,-16.873,-17.348,-34.221000000000004,447.42,0.01794,22.79,-0.01764,0.8331
769.0,-11.721,-35.864,-16.076,-15.388,-31.464,445.54,0.018448,22.805,-0.01827,0.7905
770.0,-11.47,-32.983,-15.281,-13.657,-28.938000000000002,442.3,0.018925,22.829,-0.01694,0.7395
771.0,-10.86,-30.362,-14.537,-12.085,-26.622,438.03,0.019368,22.863,-0.01372,0.6859
772.0,-10.232,-28.299,-13.971,-10.819,-24.79,433.22,0.019777,22.905,-0.0089,0.6288
773.0,-9.628,-26.502,-13.554,-9.6785,-23.2325,428.43,0.020151,22.956,-0.00295,0.5672
774.0,-8.6606,-24.622,-13.064,-8.5321,-21.5961,424.23,0.020489,23.013,0.00351,0.5097
775.0,-7.4079,-23.311,-12.746,-7.6237,-20.3697,421.15,0.02079,23.077,0.0098,0.4628
776.0,-6.6963,-22.347,-12.575,-6.9444,-19.519399999999997,419.6,0.021055,23.145,0.01523,0.414
777.0,-6.2806,-21.301,-12.421,-6.209,-18.63,419.85,0.021281,23.217,0.0192,0.3587
778.0,-5.1141,-20.297,-12.295,-5.427,-17.722,421.98,0.021469,23.292,0.02129,0.3159
779.0,-3.7159,-20.122,-12.282,-5.2002,-17.4822,425.88,0.021619,23.367,0.02124,0.2973
780.0,-3.3591,-20.431,-12.388,-5.3623,-17.7503,431.27,0.021731,23.442,0.01905,0.2881
781.0,-3.4482,-20.867,-12.486,-5.6279,-18.1139,437.71,0.021804,23.514,0.01492,0.2829
782.0,-2.9302,-21.713,-12.686,-6.0924,-18.778399999999998,444.62,0.02184,23.583,0.00928,0.2986
783.0,-2.4816,-23.417,-13.212,-6.9585,-20.1705,451.37,0.021838,23.647,0.00272,0.3347
784.0,-3.2949,-25.208,-13.831,-7.9229,-21.7539,457.31,0.021798,23.703,-0.0041,0.3652
785.0,-4.1092,-26.919,-14.538,-8.7029,-23.2409,461.88,0.021722,23.752,-0.01048,0.3916
786.0,-3.8996,-29.537,-15.483,-9.8944,-25.3774,464.64,0.021609,23.792,-0.01576,0.4334
787.0,-4.0234,-34.673,-17.145,-12.442,-29.587,465.35,0.021462,23.821,-0.01943,0.5055
788.0,-4.922,-43.903,-20.502,-16.823,-37.325,463.97,0.02128,23.84,-0.02112,0.6085
789.0,-5.7208,-53.78,-24.003,-21.926,-45.929,460.7,0.021066,23.847,-0.02068,0.7302
790.0,-5.9632,-64.98,-27.837,-27.636,-55.473,455.92,0.02082,23.842,-0.0182,0.8759
791.0,-7.1257,-76.304,-31.229,-34.247,-65.476,450.15,0.020543,23.825,-0.01396,1.0242
792.0,-8.9426,-85.577,-33.139,-40.587,-73.726,444.0,0.020238,23.797,-0.00842,1.1589
793.0,-9.5129,-93.71,-34.744,-46.107,-80.851,438.08,0.019906,23.757,-0.00218,1.293
794.0,-10.446,-100.69,-36.541,-50.523,-87.064,432.95,0.01955,23.708,0.00409,1.4119
795.0,-12.81,-103.53,-37.479,-52.467,-89.946,429.06,0.01917,23.649,0.00974,1.4634
796.0,-13.816,-103.45,-37.675,-52.353,-90.02799999999999,426.7,0.01877,23.583,0.01419,1.4547
797.0,-13.22,-103.23,-37.831,-51.955,-89.786,426.0,0.018353,23.511,0.017,1.4482
798.0,-12.812,-102.3,-38.053,-51.077,-89.13,426.92,0.01792,23.434,0.01789,1.4553
799.0,-13.176,-100.36,-38.169,-49.276,-87.445,429.22,0.017476,23.356,0.01683,1.462
800.0,-13.616,-98.412,-38.064,-47.713,-85.777,432.53,0.017023,23.277,0.01398,1.4736
801.0,-14.135,-95.891,-37.735,-45.834,-83.569,436.39,0.016565,23.2,0.00971,1.4731
802.0,-14.637,-93.295,-37.488,-43.846,-81.334,440.25,0.016107,23.128,0.00455,1.4473
803.0,-15.31,-90.468,-37.068,-41.849,-78.917,443.6,0.015652,23.062,-0.0009,1.3963
804.0,-14.787,-87.402,-36.463,-39.815,-76.27799999999999,445.98,0.015206,23.004,-0.00599,1.3459
805.0,-13.44,-85.062,-35.984,-38.153,-74.137,447.08,0.014774,22.956,-0.01013,1.3218
806.0,-13.512,-83.25,-35.612,-36.943,-72.555,446.74,0.01436,22.919,-0.01286,1.3044
807.0,-14.142,-80.82,-34.939,-35.585,-70.524,445.01,0.013971,22.894,-0.0139,1.2655
808.0,-13.601,-78.035,-34.178,-33.938,-68.116,442.12,0.013613,22.882,-0.01316,1.2155
809.0,-12.878,-75.175,-33.33,-32.324,-65.654,438.45,0.013293,22.883,-0.01078,1.1726
810.0,-12.659,-72.346,-32.224,-30.974,-63.19799999999999,434.48,0.013016,22.896,-0.0071,1.1409
811.0,-12.267,-68.86,-30.716,-29.507,-60.223,430.73,0.012789,22.922,-0.0026,1.1116
812.0,-12.031,-64.799,-28.775,-27.989,-56.763999999999996,427.7,0.012617,22.959,0.00212,1.074
813.0,-12.543,-59.745,-26.616,-25.821,-52.437,425.78,0.012506,23.005,0.00648,1.0114
814.0,-12.365,-54.087,-24.647,-22.876,-47.522999999999996,425.26,0.012458,23.06,0.00992,0.9333
815.0,-11.267,-49.314,-23.308,-19.934,-43.242000000000004,426.27,0.012476,23.122,0.01201,0.8676
816.0,-10.677,-46.084,-22.436,-17.883,-40.319,428.74,0.012563,23.188,0.0125,0.8107
817.0,-10.634,-43.653,-21.723,-16.422,-38.144999999999996,432.48,0.012716,23.256,0.01131,0.7542
818.0,-9.6983,-42.181,-21.16,-15.603,-36.763,437.11,0.012936,23.325,0.00857,0.7195
819.0,-8.4565,-41.382,-20.702,-15.326,-36.028000000000006,442.17,0.013217,23.392,0.00462,0.7124
820.0,-8.4935,-41.342,-20.647,-15.307,-35.954,447.13,0.013558,23.455,-8e-05,0.7094
821.0,-9.2718,-41.424,-20.681,-15.331,-36.012,451.45,0.013953,23.512,-0.00498,0.6904
822.0,-8.668,-42.194,-20.843,-15.776,-36.619,454.64,0.014397,23.563,-0.00949,0.6798
823.0,-7.6812,-43.988,-21.352,-16.686,-38.038,456.34,0.014885,23.606,-0.01306,0.7004
824.0,-7.8172,-46.049,-22.007,-17.905,-39.912000000000006,456.35,0.015413,23.639,-0.01523,0.7471
825.0,-8.3663,-47.268,-22.336,-18.673,-41.009,454.63,0.015974,23.663,-0.0157,0.7898
826.0,-8.98,-47.934,-22.456,-19.196,-41.652,451.38,0.016565,23.676,-0.01433,0.8063
827.0,-10.065,-48.125,-22.327,-19.551,-41.878,446.92,0.017181,23.678,-0.01122,0.792
828.0,-9.8808,-48.108,-21.865,-19.954,-41.819,441.73,0.017817,23.671,-0.00661,0.7716
829.0,-8.6312,-49.155,-21.489,-21.14,-42.629000000000005,436.37,0.018472,23.654,-0.00096,0.7825
830.0,-8.5124,-50.077,-21.347,-22.209,-43.556,431.41,0.01914,23.628,0.00517,0.816
831.0,-9.2572,-49.759,-21.014,-22.33,-43.343999999999994,427.39,0.019819,23.594,0.01114,0.8308
832.0,-9.839,-48.377,-20.382,-21.878,-42.260000000000005,424.74,0.020507,23.553,0.01629,0.8147
833.0,-10.094,-46.103,-19.399,-20.913,-40.312,423.77,0.0212,23.507,0.02003,0.7701
834.0,-9.67,-43.41,-18.424,-19.585,-38.009,424.63,0.021898,23.457,0.02189,0.707
835.0,-8.7723,-41.019,-17.588,-18.273,-35.861000000000004,427.27,0.022597,23.404,0.02159,0.6629
836.0,-7.8199,-39.031,-17.02,-17.076,-34.096000000000004,431.49,0.023296,23.349,0.01902,0.6656
837.0,-7.2106,-37.504,-16.641,-16.111,-32.751999999999995,436.88,0.023993,23.296,0.01436,0.711
838.0,-8.2926,-35.477,-16.222,-14.855,-31.077,442.92,0.024687,23.243,0.00797,0.764
839.0,-10.397,-32.288,-15.497,-12.872,-28.369,448.98,0.025376,23.194,0.00043,0.7764
840.0,-11.389,-28.819,-14.581,-10.803,-25.384,454.37,0.026059,23.149,-0.00756,0.7408
841.0,-11.85,-25.11,-13.495,-8.6186,-22.113599999999998,458.47,0.026735,23.109,-0.0152,0.6651
842.0,-11.274,-21.972,-12.721,-6.6044,-19.325400000000002,460.73,0.027403,23.075,-0.02171,0.5719
843.0,-9.6464,-20.053,-12.167,-5.3945,-17.5615,460.81,0.028061,23.048,-0.02639,0.4916
844.0,-7.9975,-19.293,-11.72,-5.1028,-16.8228,458.57,0.028709,23.028,-0.02869,0.4329
845.0,-6.8028,-19.054,-11.589,-5.0006,-16.5896,454.14,0.029345,23.014,-0.02829,0.3928
846.0,-5.9286,-18.952,-11.54,-4.9517,-16.491699999999998,447.89,0.029968,23.009,-0.02513,0.3757
847.0,-5.0441,-19.036,-11.545,-5.0164,-16.5614,440.38,0.030577,23.01,-0.01941,0.3735
848.0,-4.9791,-19.16,-11.547,-5.1155,-16.6625,432.32,0.031172,23.019,-0.01162,0.3574
849.0,-5.5953,-19.17,-11.516,-5.1762,-16.6922,424.49,0.031751,23.034,-0.00243,0.3294
850.0,-4.7245,-19.106,-11.47,-5.1619,-16.6319,417.63,0.032313,23.056,0.0073,0.3318
851.0,-3.2098,-19.203,-11.423,-5.2736,-16.6966,412.44,0.032857,23.083,0.01667,0.3776
852.0,-4.2075,-19.307,-11.34,-5.4709,-16.8109,409.43,0.033383,23.116,0.02476,0.4158
853.0,-6.536,-18.711,-11.172,-5.1937,-16.3657,408.96,0.033888,23.152,0.03077,0.3992
854.0,-6.5594,-17.457,-10.872,-4.421,-15.293,411.17,0.034373,23.193,0.03408,0.3526
855.0,-5.0907,-16.64,-10.708,-3.8187,-14.5267,415.98,0.034835,23.237,0.03433,0.3092
856.0,-4.4367,-16.143,-10.672,-3.4227,-14.0947,423.07,0.035274,23.283,0.03141,0.2561
857.0,-4.2514,-15.535,-10.713,-2.8,-13.512999999999998,431.94,0.035689,23.331,0.02556,0.1994
858.0,-2.4717,-16.042,-10.854,-2.9753,-13.8293,441.88,0.036078,23.379,0.01725,0.1919
859.0,-0.6974,-18.115,-11.547,-3.9274,-15.474400000000001,452.05,0.03644,23.428,0.00721,0.2406
860.0,-1.6457,-21.002,-12.613,-5.4208,-18.0338,461.57,0.036774,23.476,-0.00366,0.2998
861.0,-3.4058,-23.006,-13.338,-6.5107,-19.8487,469.55,0.03708,23.522,-0.01437,0.339
862.0,-3.4421,-25.286,-14.159,-7.58,-21.739,475.25,0.037355,23.567,-0.02394,0.3777
863.0,-3.4685,-29.35,-15.525,-9.5693,-25.0943,478.12,0.037598,23.608,-0.03149,0.4391
864.0,-4.5443,-34.602,-17.312,-12.284,-29.596000000000004,477.88,0.03781,23.645,-0.03633,0.5149
865.0,-5.1699,-43.562,-19.866,-17.025,-36.891,474.57,0.037987,23.678,-0.03798,0.6344
866.0,-5.2681,-59.47,-25.012,-25.353,-50.365,468.53,0.038129,23.706,-0.03629,0.8195
867.0,-7.2075,-72.555,-28.857,-33.311,-62.168,460.36,0.038236,23.727,-0.0314,0.9804
868.0,-8.628,-82.314,-31.36,-39.539,-70.899,450.85,0.038305,23.741,-0.02372,1.0991
869.0,-9.3312,-90.812,-33.155,-45.158,-78.313,440.89,0.038336,23.748,-0.01396,1.2026
870.0,-9.9499,-98.222,-34.639,-50.296,-84.935,431.37,0.038329,23.747,-0.00297,1.2982
871.0,-10.914,-102.9,-35.736,-53.503,-89.239,423.12,0.03828,23.737,0.00826,1.3685
872.0,-11.55,-105.26,-36.397,-55.056,-91.453,416.82,0.038191,23.718,0.01872,1.4201
873.0,-12.093,-106.15,-36.879,-55.411,-92.28999999999999,412.93,0.03806,23.691,0.02749,1.4543
874.0,-12.812,-106.22,-37.188,-55.247,-92.435,411.74,0.037887,23.654,0.0338,1.465
875.0,-13.529,-105.1,-37.266,-54.269,-91.535,413.27,0.03767,23.608,0.0371,1.4518
876.0,-13.313,-103.2,-36.971,-52.942,-89.913,417.31,0.037408,23.554,0.03713,1.4332
877.0,-12.825,-101.33,-36.698,-51.601,-88.299,423.45,0.037103,23.492,0.03393,1.4244
878.0,-13.274,-98.937,-36.105,-50.153,-86.258,431.09,0.036752,23.424,0.02782,1.4163
879.0,-13.512,-96.055,-35.312,-48.444,-83.756,439.46,0.036355,23.349,0.0194,1.399
880.0,-13.39,-93.481,-34.736,-46.739,-81.475,447.74,0.035913,23.271,0.00946,1.366
881.0,-14.032,-89.934,-34.4,-44.081,-78.481,455.1,0.035424,23.191,-0.00106,1.3092
882.0,-13.533,-86.767,-33.898,-41.78,-75.678,460.78,0.03489,23.109,-0.0112,1.2534
883.0,-12.157,-85.172,-33.533,-40.605,-74.138,464.2,0.03431,23.029,-0.02005,1.2321
884.0,-11.936,-85.191,-33.676,-40.329,-74.005,465.04,0.033683,22.953,-0.02683,1.2395
885.0,-12.342,-85.641,-33.901,-40.525,-74.426,463.22,0.033012,22.882,-0.03099,1.2451
886.0,-12.429,-85.837,-34.117,-40.521,-74.638,458.98,0.032295,22.819,-0.03225,1.2419
887.0,-12.297,-85.963,-34.327,-40.426,-74.753,452.8,0.031533,22.765,-0.0306,1.2324
888.0,-12.249,-85.762,-34.539,-40.108,-74.64699999999999,445.31,0.030728,22.723,-0.02633,1.2127
889.0,-12.003,-85.592,-34.636,-39.863,-74.499,437.3,0.029879,22.694,-0.01998,1.1855
890.0,-11.497,-85.164,-34.753,-39.395,-74.148,429.51,0.028989,22.68,-0.01224,1.154
891.0,-10.867,-84.683,-34.876,-38.841,-73.717,422.66,0.028059,22.681,-0.00392,1.1333
892.0,-10.388,-84.24,-35.09,-38.194,-73.284,417.3,0.027089,22.698,0.00416,1.1343
893.0,-10.024,-83.987,-35.457,-37.64,-73.09700000000001,413.81,0.026081,22.731,0.01127,1.1536
894.0,-10.447,-83.322,-35.696,-36.846,-72.542,412.39,0.025039,22.779,0.01685,1.1724
895.0,-11.266,-81.597,-35.676,-35.455,-71.131,413.02,0.023963,22.842,0.02051,1.1747
896.0,-11.499,-78.55,-35.411,-33.204,-68.61500000000001,415.52,0.022857,22.919,0.0221,1.1616
897.0,-11.662,-74.332,-34.834,-30.183,-65.017,419.56,0.021724,23.007,0.02172,1.14
898.0,-11.948,-69.931,-33.982,-27.194,-61.176,424.69,0.020568,23.104,0.01962,1.1142
899.0,-12.186,-65.999,-32.931,-24.735,-57.666,430.43,0.019393,23.208,0.01624,1.0825
900.0,-12.286,-62.713,-31.886,-22.914,-54.8,436.27,0.018204,23.317,0.01204,1.0428
901.0,-12.314,-59.68,-30.893,-21.24,-52.132999999999996,441.77,0.017009,23.428,0.00755,0.998
902.0,-11.806,-57.112,-29.915,-19.928,-49.843,446.6,0.015816,23.538,0.00321,0.9593
903.0,-11.187,-55.349,-29.191,-19.045,-48.236000000000004,450.52,0.014635,23.644,-0.00061,0.9329
904.0,-11.045,-54.329,-28.806,-18.512,-47.318,453.45,0.013481,23.743,-0.00368,0.9143
905.0,-10.971,-53.262,-28.405,-18.016,-46.421,455.42,0.012373,23.834,-0.00591,0.8909
906.0,-10.571,-52.03,-27.833,-17.52,-45.352999999999994,456.56,0.011334,23.914,-0.00733,0.8579
907.0,-10.331,-50.677,-27.083,-17.112,-44.19499999999999,457.06,0.010398,23.98,-0.00807,0.8152
908.0,-9.9034,-49.434,-26.313,-16.723,-43.036,457.14,0.009605,24.033,-0.00834,0.7745
909.0,-8.8028,-49.931,-26.684,-16.658,-43.342,456.99,0.009004,24.069,-0.00836,0.7646
910.0,-8.2335,-51.428,-27.625,-16.98,-44.605000000000004,456.74,0.008644,24.089,-0.00836,0.7876
911.0,-8.271,-53.055,-28.456,-17.544,-46.0,456.44,0.008564,24.092,-0.00847,0.8166
912.0,-8.8561,-54.572,-29.078,-18.259,-47.337,456.07,0.008778,24.078,-0.00877,0.8277
913.0,-9.3782,-55.482,-29.25,-18.936,-48.186,455.52,0.00927,24.048,-0.00923,0.8207
914.0,-8.8521,-56.51,-29.191,-19.84,-49.031,454.62,0.010002,24.001,-0.00973,0.8157
915.0,-8.1634,-59.423,-29.782,-21.583,-51.364999999999995,453.2,0.010927,23.94,-0.01005,0.8442
916.0,-8.1673,-65.081,-31.441,-24.624,-56.065,451.08,0.011999,23.866,-0.00995,0.9168
917.0,-8.4146,-72.595,-33.541,-28.913,-62.45399999999999,448.13,0.013183,23.78,-0.00917,1.0211
918.0,-9.0704,-79.816,-35.5,-33.444,-68.944,444.34,0.014448,23.685,-0.00748,1.138
919.0,-10.489,-84.759,-36.818,-36.596,-73.41399999999999,439.78,0.015771,23.582,-0.00477,1.2307
920.0,-11.591,-87.115,-37.389,-38.292,-75.68100000000001,434.68,0.017136,23.475,-0.00102,1.2865
921.0,-12.582,-86.905,-37.344,-38.34,-75.684,429.36,0.01853,23.366,0.00363,1.3024
922.0,-12.99,-85.796,-37.049,-37.728,-74.777,424.25,0.019943,23.256,0.00886,1.2891
923.0,-13.226,-83.752,-36.5,-36.562,-73.062,419.81,0.021365,23.15,0.01425,1.2523
924.0,-12.896,-80.674,-35.563,-34.903,-70.46600000000001,416.51,0.02279,23.049,0.01923,1.2094
925.0,-12.132,-77.484,-34.494,-33.173,-67.667,414.76,0.024214,22.956,0.02321,1.1744
926.0,-12.026,-73.472,-32.936,-31.378,-64.314,414.87,0.02563,22.872,0.02563,1.1362
927.0,-12.235,-68.257,-30.647,-29.202,-59.849000000000004,416.99,0.027036,22.799,0.026,1.0814
928.0,-11.91,-61.971,-27.759,-26.67,-54.429,421.11,0.028427,22.739,0.024,1.0166
929.0,-11.536,-55.952,-24.854,-24.263,-49.117000000000004,426.99,0.029801,22.692,0.01957,0.9545
930.0,-11.459,-50.677,-22.301,-22.18,-44.480999999999995,434.21,0.031154,22.661,0.01286,0.8995
931.0,-11.129,-46.127,-20.074,-20.396,-40.47,442.15,0.032484,22.643,0.00432,0.8572
932.0,-10.667,-42.206,-18.121,-18.881,-37.001999999999995,450.07,0.03379,22.641,-0.00537,0.8304
933.0,-10.793,-38.787,-16.523,-17.472,-33.995000000000005,457.15,0.035068,22.652,-0.01537,0.8071
934.0,-11.148,-35.645,-15.35,-15.899,-31.249,462.6,0.036318,22.678,-0.0247,0.7854
935.0,-10.98,-32.815,-14.458,-14.306,-28.764,465.74,0.037537,22.715,-0.03242,0.7683
936.0,-10.869,-30.184,-13.669,-12.809,-26.478,466.11,0.038724,22.764,-0.03767,0.7449
937.0,-11.446,-27.378,-12.797,-11.283,-24.08,463.54,0.039877,22.823,-0.0398,0.704
938.0,-11.294,-24.551,-11.699,-9.8892,-21.5882,458.18,0.040996,22.891,-0.03843,0.6654
939.0,-10.104,-22.286,-10.716,-8.854,-19.57,450.47,0.04208,22.965,-0.0335,0.6421
940.0,-10.049,-20.206,-9.6891,-8.0964,-17.7855,441.15,0.043127,23.044,-0.0253,0.6051
941.0,-10.739,-17.347,-8.502,-6.8746,-15.3766,431.11,0.044136,23.127,-0.01444,0.5305
942.0,-9.7218,-14.37,-7.3902,-5.3282,-12.718399999999999,421.33,0.045108,23.212,-0.00182,0.4474
943.0,-7.6257,-13.019,-6.8554,-4.568,-11.4234,412.78,0.04604,23.297,0.01149,0.3992
944.0,-6.7575,-12.214,-6.4688,-4.2406,-10.709399999999999,406.3,0.046934,23.381,0.0243,0.3786
945.0,-6.4017,-11.343,-6.0382,-3.9102,-9.9484,402.59,0.047787,23.462,0.03544,0.3656
946.0,-6.0943,-10.464,-5.657,-3.526,-9.183,402.11,0.048601,23.54,0.04388,0.3507
947.0,-6.1887,-9.4483,-5.3342,-2.9851,-8.3193,405.08,0.049375,23.613,0.04879,0.3194
948.0,-6.1106,-8.2422,-5.0471,-2.2401,-7.2872,411.44,0.050108,23.68,0.04964,0.2684
949.0,-5.1509,-7.1824,-4.8338,-1.5051,-6.338900000000001,420.86,0.050801,23.74,0.04626,0.2178
950.0,-4.0307,-6.0982,-4.6789,-0.6596,-5.3385,432.75,0.051453,23.792,0.03885,0.1731
951.0,-3.0591,-5.9926,-4.6456,-0.5695,-5.2151,446.25,0.052065,23.836,0.02796,0.1416
952.0,-2.5775,-6.1517,-4.7164,-0.6058,-5.3222000000000005,460.32,0.052636,23.871,0.01447,0.1212
953.0,-1.7782,-6.8167,-4.981,-0.8375,-5.8185,473.78,0.053168,23.897,-0.00052,0.1204
954.0,-1.1625,-8.9512,-5.7331,-1.8045,-7.5376,485.43,0.053659,23.912,-0.01574,0.1318
955.0,-1.7774,-12.32,-7.0826,-3.254,-10.3366,494.15,0.05411,23.918,-0.02991,0.1554
956.0,-1.5244,-17.72,-9.258,-5.4799,-14.7379,499.09,0.054522,23.913,-0.04179,0.2252
957.0,-0.8509,-27.746,-13.374,-9.7015,-23.075499999999998,499.7,0.054894,23.898,-0.05035,0.3688
958.0,-2.1069,-41.585,-18.66,-16.207,-34.867000000000004,495.86,0.055228,23.872,-0.05482,0.563
959.0,-4.6705,-56.108,-23.642,-23.852,-47.494,487.87,0.055522,23.836,-0.05476,0.7523
960.0,-6.1145,-70.734,-29.071,-31.329,-60.400000000000006,476.42,0.055778,23.791,-0.05013,0.9347
961.0,-7.6699,-82.298,-32.616,-38.149,-70.765,462.52,0.055996,23.736,-0.04127,1.0903
962.0,-9.2455,-90.509,-33.875,-44.412,-78.287,447.37,0.056177,23.673,-0.02888,1.2087
963.0,-10.409,-93.55,-33.812,-47.549,-81.36099999999999,432.24,0.056319,23.603,-0.01399,1.2682
964.0,-11.111,-92.464,-32.534,-48.195,-80.729,418.32,0.056424,23.526,0.00216,1.2592
965.0,-11.926,-87.752,-30.097,-46.793,-76.89,406.69,0.056492,23.444,0.01821,1.1916
966.0,-11.427,-80.898,-27.63,-43.43,-71.06,398.17,0.056523,23.359,0.03278,1.1014
967.0,-10.014,-73.509,-25.543,-39.056,-64.59899999999999,393.33,0.056517,23.272,0.04461,1.0303
968.0,-9.6874,-66.196,-23.91,-34.323,-58.233000000000004,392.47,0.056475,23.185,0.05266,0.9771
969.0,-10.106,-59.077,-22.357,-29.604,-51.961,395.58,0.056396,23.1,0.05623,0.9194
970.0,-10.118,-52.811,-20.779,-25.655,-46.434,402.38,0.056281,23.019,0.05498,0.8619
971.0,-9.9259,-47.367,-19.321,-22.259,-41.58,412.28,0.056129,22.943,0.04903,0.8063
972.0,-9.8006,-42.736,-18.099,-19.373,-37.472,424.45,0.055941,22.876,0.03888,0.7489
973.0,-9.6217,-38.979,-17.239,-16.923,-34.162,437.85,0.055716,22.819,0.02544,0.6887
974.0,-9.0259,-36.297,-16.612,-15.136,-31.747999999999998,451.25,0.055456,22.773,0.00991,0.633
975.0,-8.1287,-34.779,-16.293,-14.027,-30.32,463.43,0.055158,22.74,-0.00635,0.5861
976.0,-7.533,-33.962,-16.11,-13.446,-29.555999999999997,473.23,0.054824,22.721,-0.02187,0.5424
977.0,-6.8264,-34.033,-16.123,-13.406,-29.529000000000003,479.71,0.054454,22.718,-0.03531,0.5107
978.0,-5.769,-35.355,-16.448,-14.102,-30.55,482.28,0.054046,22.729,-0.04549,0.5053
979.0,-5.121,-38.31,-17.112,-15.882,-32.994,480.76,0.053602,22.756,-0.05158,0.5329
980.0,-5.0975,-43.537,-18.236,-19.096,-37.332,475.41,0.05312,22.798,-0.05311,0.5924
981.0,-5.4316,-50.586,-20.027,-23.346,-43.373000000000005,466.86,0.052602,22.853,-0.05005,0.6744
982.0,-5.9398,-57.874,-21.778,-27.988,-49.766,456.05,0.052046,22.922,-0.04279,0.7703
983.0,-6.6444,-63.866,-22.867,-32.287,-55.153999999999996,444.1,0.051452,23.001,-0.03206,0.8617
984.0,-7.6607,-66.892,-23.215,-34.828,-58.043000000000006,432.16,0.050821,23.088,-0.01891,0.9317
985.0,-8.7396,-67.714,-23.129,-35.778,-58.907,421.31,0.050152,23.182,-0.00455,0.9773
986.0,-9.5478,-67.059,-22.831,-35.658,-58.489000000000004,412.47,0.049445,23.28,0.00976,0.9999
987.0,-10.221,-64.341,-22.193,-34.093,-56.286,406.31,0.0487,23.379,0.02279,0.996
988.0,-10.676,-60.121,-21.422,-31.267,-52.689,403.26,0.047918,23.476,0.03351,0.9669
989.0,-10.861,-55.792,-20.613,-28.287,-48.9,403.49,0.047099,23.569,0.0411,0.9269
990.0,-10.853,-51.813,-19.843,-25.545,-45.388000000000005,406.9,0.046242,23.655,0.04508,0.887
991.0,-10.564,-48.324,-19.12,-23.169,-42.289,413.16,0.045349,23.732,0.04527,0.8498
992.0,-10.409,-45.324,-18.437,-21.229,-39.666,421.73,0.044419,23.797,0.04185,0.8093
993.0,-10.386,-42.637,-17.911,-19.366,-37.277,431.87,0.043453,23.85,0.03526,0.7574
994.0,-9.9004,-40.614,-17.59,-17.858,-35.448,442.75,0.042451,23.887,0.02622,0.699
995.0,-8.9576,-39.486,-17.514,-16.879,-34.393,453.46,0.041416,23.909,0.01557,0.6501
996.0,-8.0537,-39.169,-17.681,-16.351,-34.032,463.12,0.040347,23.915,0.00426,0.6188
997.0,-7.1419,-40.153,-18.185,-16.563,-34.748,470.95,0.039246,23.904,-0.00675,0.6128
998.0,-6.7131,-42.806,-19.437,-17.467,-36.903999999999996,476.36,0.038114,23.877,-0.0166,0.6309
999.0,-6.6526,-47.372,-21.609,-19.135,-40.744,478.97,0.036953,23.835,-0.02458,0.6747
1000.0,-6.6978,-53.389,-24.217,-21.637,-45.854,478.69,0.035765,23.778,-0.03018,0.746
1001.0,-6.8326,-59.945,-26.297,-25.315,-51.612,475.7,0.034552,23.709,-0.0331,0.8385
1002.0,-7.684,-66.088,-27.544,-29.485,-57.028999999999996,470.39,0.033316,23.629,-0.03331,0.9301
1003.0,-8.9112,-69.968,-27.878,-32.772,-60.65,463.34,0.032062,23.541,-0.03101,0.992
1004.0,-9.7284,-71.547,-27.404,-34.779,-62.18300000000001,455.21,0.030792,23.447,-0.02658,1.017
1005.0,-10.039,-71.715,-26.543,-35.892,-62.435,446.71,0.029511,23.35,-0.02056,1.02
1006.0,-10.173,-70.299,-25.378,-35.939,-61.317,438.48,0.028223,23.253,-0.01359,1.007
1007.0,-9.9992,-68.245,-24.032,-35.521,-59.553,431.06,0.026935,23.158,-0.0063,0.9887
1008.0,-9.9322,-65.569,-22.785,-34.534,-57.319,424.88,0.025652,23.069,0.0007,0.9661
1009.0,-9.9826,-62.105,-21.74,-32.631,-54.370999999999995,420.18,0.024384,22.989,0.00691,0.9413
1010.0,-9.9003,-58.051,-20.817,-30.053,-50.870000000000005,417.06,0.023139,22.919,0.01195,0.9223
1011.0,-9.8065,-53.675,-19.882,-27.183,-47.065,415.5,0.021929,22.862,0.01563,0.9068
1012.0,-10.451,-49.219,-18.802,-24.395,-43.197,415.32,0.020768,22.819,0.01788,0.8762
1013.0,-11.038,-44.83,-17.666,-21.722,-39.388000000000005,416.31,0.019672,22.792,0.01881,0.8144
1014.0,-10.772,-40.156,-16.45,-18.835,-35.285,418.21,0.018658,22.781,0.01862,0.7159
1015.0,-9.9742,-36.33,-15.58,-16.296,-31.875999999999998,420.73,0.017748,22.787,0.01754,0.6174
1016.0,-8.3407,-33.661,-14.959,-14.465,-29.424,423.66,0.016965,22.809,0.01585,0.5553
