age_ka_bp,temp_anomaly_C,sea_level_m,ice_volume_eurasia_sle,ice_volume_na_sle,ice_volume_total_sle,insolation_65N_jul_Wm2,eccentricity,obliquity_deg,precession,isotope_total
249.0,-10.608,-87.379,-32.518,-43.128,-75.646,430.73,0.033014,24.299,0.01051,1.2042
250.0,-10.507,-90.876,-33.125,-45.672,-78.797,427.89,0.032082,24.36,0.01783,1.2805
251.0,-11.256,-92.979,-33.768,-46.974,-80.74199999999999,426.71,0.031146,24.396,0.02345,1.334
252.0,-13.148,-93.461,-34.111,-47.221,-81.332,427.15,0.03021,24.406,0.02711,1.3444
253.0,-13.346,-92.039,-33.939,-46.263,-80.202,429.04,0.02928,24.391,0.02871,1.3077
254.0,-12.735,-90.108,-33.854,-44.633,-78.487,432.1,0.02836,24.351,0.02831,1.2587
255.0,-12.194,-89.064,-33.771,-43.775,-77.54599999999999,436.0,0.027455,24.29,0.0261,1.2433
256.0,-11.619,-88.257,-33.572,-43.224,-76.79599999999999,440.35,0.026572,24.208,0.02239,1.2427
257.0,-11.08,-88.229,-33.678,-43.05,-76.728,444.78,0.025716,24.108,0.01755,1.2735
258.0,-12.306,-87.583,-33.863,-42.363,-76.226,448.93,0.024895,23.994,0.01198,1.2869
259.0,-12.905,-86.682,-33.834,-41.599,-75.43299999999999,452.5,0.024115,23.867,0.00608,1.28
260.0,-12.75,-86.522,-33.751,-41.471,-75.222,455.26,0.023384,23.732,0.00024,1.2672
261.0,-12.792,-86.568,-33.712,-41.614,-75.326,457.05,0.022709,23.591,-0.00523,1.2485
262.0,-12.486,-85.814,-33.704,-40.97,-74.674,457.8,0.022098,23.449,-0.01007,1.233
263.0,-11.768,-85.352,-33.733,-40.465,-74.19800000000001,457.51,0.021559,23.309,-0.01408,1.2267
264.0,-11.93,-86.011,-33.963,-40.743,-74.706,456.25,0.021097,23.174,-0.01714,1.2273
265.0,-12.256,-86.561,-34.062,-41.227,-75.28899999999999,454.11,0.020719,23.046,-0.01919,1.2313
266.0,-11.642,-86.577,-34.097,-41.091,-75.188,451.23,0.020429,22.93,-0.02019,1.2277
267.0,-11.634,-87.795,-34.474,-41.821,-76.29499999999999,447.72,0.020232,22.826,-0.02016,1.2387
268.0,-12.292,-87.544,-34.636,-41.522,-76.158,443.75,0.020128,22.737,-0.01913,1.2349
269.0,-11.714,-87.507,-34.727,-41.327,-76.054,439.43,0.020117,22.665,-0.01714,1.2407
270.0,-11.369,-88.422,-35.02,-41.825,-76.845,434.92,0.020198,22.611,-0.01425,1.2667
271.0,-12.33,-88.141,-35.097,-41.618,-76.715,430.37,0.020366,22.574,-0.01056,1.2577
272.0,-12.736,-86.78,-34.86,-40.756,-75.616,425.93,0.020616,22.556,-0.00619,1.2176
273.0,-12.083,-84.98,-34.539,-39.539,-74.078,421.79,0.020942,22.555,-0.00131,1.1848
274.0,-10.912,-83.667,-34.419,-38.461,-72.88,418.16,0.021336,22.571,0.00388,1.1658
275.0,-11.093,-82.218,-34.222,-37.489,-71.711,415.25,0.021789,22.604,0.00911,1.155
276.0,-11.529,-79.212,-33.557,-35.645,-69.202,413.27,0.022294,22.651,0.01406,1.1325
277.0,-10.835,-75.683,-32.893,-33.282,-66.175,412.44,0.022843,22.711,0.0184,1.114
278.0,-10.921,-70.819,-32.164,-29.938,-62.102000000000004,412.94,0.023428,22.783,0.02177,1.081
279.0,-12.047,-64.272,-30.725,-25.796,-56.521,414.87,0.024041,22.865,0.02387,1.0161
280.0,-11.538,-57.154,-28.476,-21.767,-50.242999999999995,418.28,0.024675,22.954,0.02443,0.94
281.0,-10.665,-51.282,-26.243,-18.808,-45.051,423.12,0.025323,23.048,0.02327,0.8624
282.0,-10.908,-45.857,-23.898,-16.411,-40.309,429.22,0.02598,23.147,0.02035,0.7718
283.0,-10.432,-41.176,-22.112,-13.974,-36.086,436.31,0.026641,23.248,0.01576,0.6751
284.0,-8.1799,-39.636,-21.332,-13.152,-34.484,444.0,0.0273,23.348,0.00974,0.6288
285.0,-7.2745,-40.265,-21.85,-13.027,-34.877,451.81,0.027953,23.447,0.00265,0.6242
286.0,-7.1639,-42.254,-23.173,-13.312,-36.485,459.21,0.028596,23.542,-0.005,0.6504
287.0,-7.0557,-45.332,-24.891,-14.196,-39.086999999999996,465.63,0.029226,23.632,-0.01265,0.7059
288.0,-7.086,-49.133,-26.257,-16.133,-42.39,470.57,0.029839,23.714,-0.01969,0.7817
289.0,-8.6027,-52.467,-26.918,-18.4,-45.318,473.58,0.030434,23.789,-0.02551,0.837
290.0,-9.6988,-55.775,-27.747,-20.479,-48.226,474.38,0.031007,23.854,-0.0296,0.887
291.0,-9.6593,-58.672,-28.369,-22.336,-50.705,472.85,0.031557,23.907,-0.03155,0.9386
292.0,-10.021,-62.082,-29.282,-24.513,-53.795,469.08,0.032082,23.949,-0.0311,0.999
293.0,-11.157,-63.682,-29.724,-25.587,-55.311,463.34,0.032581,23.978,-0.02819,1.0445
294.0,-11.919,-64.046,-29.826,-25.862,-55.688,456.09,0.033052,23.993,-0.02298,1.0543
295.0,-11.885,-64.686,-30.09,-26.135,-56.225,447.91,0.033494,23.993,-0.01579,1.0671
296.0,-12.54,-64.309,-29.969,-26.016,-55.985,439.46,0.033907,23.979,-0.00715,1.0404
297.0,-12.366,-63.827,-29.9,-25.674,-55.574,431.42,0.034289,23.949,0.00229,1.0061
298.0,-11.43,-62.859,-29.683,-25.075,-54.757999999999996,424.41,0.034642,23.906,0.01178,0.9656
299.0,-10.84,-61.733,-29.395,-24.438,-53.833,418.99,0.034963,23.847,0.02053,0.9131
300.0,-10.388,-60.253,-28.966,-23.605,-52.571,415.56,0.035254,23.776,0.02782,0.8664
301.0,-9.4581,-58.026,-28.171,-22.475,-50.646,414.37,0.035514,23.692,0.033,0.821
302.0,-8.2045,-56.696,-27.26,-22.179,-49.439,415.5,0.035744,23.598,0.03558,0.821
303.0,-8.3338,-54.54,-25.783,-21.896,-47.679,418.83,0.035943,23.494,0.0353,0.833
304.0,-8.8985,-50.975,-23.448,-21.214,-44.662,424.08,0.036112,23.384,0.0321,0.8325
305.0,-9.5402,-46.575,-20.993,-19.913,-40.906,430.78,0.036252,23.27,0.02621,0.8292
306.0,-9.9377,-41.181,-18.533,-17.743,-36.275999999999996,438.32,0.036362,23.154,0.01807,0.7974
307.0,-10.682,-36.034,-16.211,-15.56,-31.771,445.98,0.036444,23.041,0.00833,0.7372
308.0,-10.881,-31.217,-13.882,-13.636,-27.518,453.03,0.036499,22.931,-0.00218,0.6631
309.0,-9.7387,-27.207,-11.775,-12.142,-23.917,458.73,0.036526,22.83,-0.01258,0.5939
310.0,-8.4817,-25.062,-10.239,-11.673,-21.912,462.48,0.036527,22.74,-0.02194,0.5673
311.0,-8.2938,-23.821,-9.2468,-11.533,-20.7798,463.84,0.036502,22.664,-0.02943,0.5349
312.0,-8.3953,-23.037,-8.5496,-11.561,-20.110599999999998,462.62,0.036452,22.605,-0.03438,0.5046
313.0,-7.5734,-22.258,-7.9352,-11.499,-19.4342,458.9,0.036379,22.565,-0.03634,0.489
314.0,-6.5533,-21.67,-7.6419,-11.272,-18.913899999999998,453.01,0.036281,22.546,-0.03514,0.4825
315.0,-7.2455,-20.647,-7.2606,-10.87,-18.1306,445.49,0.036162,22.549,-0.03088,0.497
316.0,-7.3252,-18.398,-6.3657,-9.8559,-16.221600000000002,437.08,0.03602,22.575,-0.02396,0.5165
317.0,-6.9302,-16.226,-5.369,-8.9616,-14.3306,428.55,0.035857,22.624,-0.01502,0.5285
318.0,-9.2489,-13.036,-3.9536,-7.7464,-11.7,420.7,0.035674,22.694,-0.00487,0.5019
319.0,-9.5576,-8.7451,-2.1851,-5.7735,-7.958600000000001,414.24,0.035471,22.784,0.00557,0.4273
320.0,-8.2214,-6.2098,-1.2444,-4.3534,-5.597799999999999,409.75,0.035248,22.891,0.01538,0.3614
321.0,-7.3171,-4.6649,-0.8677,-3.3244,-4.1921,407.64,0.035007,23.014,0.02372,0.323
322.0,-6.3071,-3.3199,-0.5994,-2.3756,-2.975,408.11,0.034748,23.148,0.02991,0.248
323.0,-6.0786,-2.2441,-0.4618,-1.6165,-2.0783,411.17,0.034471,23.289,0.03346,0.1568
324.0,-4.7383,-0.7219,-0.3427,-0.3877,-0.7303999999999999,416.64,0.034177,23.435,0.03414,0.0747
325.0,-1.4887,-0.3899,-0.3159,-0.0263,-0.3422,424.14,0.033865,23.579,0.03197,0.0337
326.0,-0.2859,-0.4634,-0.3881,-0.0264,-0.4145,433.14,0.033537,23.719,0.02722,0.0258
327.0,-0.9713,-0.5281,-0.4466,-0.0266,-0.4732,443.0,0.033193,23.851,0.02035,-0.0045001
328.0,-0.2894,-0.807,-0.6565,-0.0272,-0.6837,452.96,0.032832,23.97,0.01199,-0.0073001
329.0,0.8665,-1.9649,-1.6633,-0.0461,-1.7094,462.29,0.032454,24.074,0.00287,0.0265
330.0,0.7072,-4.8827,-3.7575,-0.2741,-4.0316,470.25,0.032061,24.159,-0.00626,0.0708
331.0,-0.9771,-7.4836,-5.4348,-0.8446,-6.2794,476.26,0.031652,24.223,-0.01465,0.0948
332.0,-1.2984,-10.734,-7.0605,-1.8974,-8.9579,479.85,0.031226,24.264,-0.02164,0.1357
333.0,-0.1905,-17.198,-9.9513,-4.306,-14.2573,480.79,0.030785,24.28,-0.02671,0.2503
334.0,-1.1753,-27.87,-13.837,-9.3886,-23.2256,479.05,0.030327,24.272,-0.02949,0.416
335.0,-3.6034,-41.148,-17.555,-16.955,-34.51,474.84,0.029853,24.238,-0.02982,0.6034
336.0,-5.4469,-55.816,-22.336,-24.883,-47.218999999999994,468.56,0.029362,24.18,-0.02772,0.7829
337.0,-6.5676,-70.5,-27.538,-32.764,-60.30200000000001,460.76,0.028855,24.099,-0.02342,0.9586
338.0,-8.5092,-80.697,-30.396,-38.975,-69.37100000000001,452.08,0.028331,23.996,-0.01734,1.0915
339.0,-9.0591,-91.114,-33.061,-45.267,-78.328,443.21,0.027791,23.874,-0.01002,1.2376
340.0,-9.7795,-102.27,-36.051,-52.024,-88.075,434.8,0.027233,23.735,-0.00211,1.4036
341.0,-11.709,-108.99,-38.229,-56.206,-94.435,427.44,0.026659,23.585,0.0057,1.522
342.0,-13.377,-111.08,-39.217,-57.346,-96.56299999999999,421.58,0.026068,23.425,0.01274,1.5739
343.0,-14.29,-111.06,-39.707,-56.932,-96.63900000000001,417.53,0.02546,23.261,0.01839,1.5775
344.0,-14.396,-109.9,-39.776,-55.968,-95.744,415.45,0.024835,23.096,0.02221,1.5479
345.0,-14.533,-107.38,-39.355,-54.262,-93.61699999999999,415.31,0.024193,22.937,0.02387,1.4799
346.0,-13.782,-104.93,-38.327,-53.082,-91.40899999999999,416.92,0.023534,22.787,0.0233,1.4036
347.0,-12.579,-102.6,-37.359,-52.011,-89.37,419.97,0.022859,22.65,0.02063,1.3545
348.0,-11.173,-100.79,-37.1,-50.709,-87.809,424.01,0.022168,22.531,0.01617,1.3526
349.0,-11.032,-98.923,-37.414,-48.747,-86.161,428.52,0.021461,22.433,0.01045,1.3816
350.0,-12.27,-96.54,-37.501,-46.672,-84.173,432.98,0.020738,22.359,0.00407,1.3881
351.0,-13.253,-93.263,-37.375,-44.01,-81.38499999999999,436.89,0.020001,22.312,-0.0023,1.3567
352.0,-13.524,-89.674,-36.728,-41.485,-78.213,439.85,0.01925,22.291,-0.00802,1.2891
353.0,-12.929,-88.296,-36.298,-40.535,-76.833,441.61,0.018485,22.298,-0.01254,1.2504
354.0,-11.465,-88.035,-36.154,-40.39,-76.54400000000001,442.09,0.017708,22.333,-0.01547,1.2529
355.0,-11.354,-88.359,-36.511,-40.276,-76.787,441.36,0.016919,22.393,-0.01661,1.2751
356.0,-12.078,-88.751,-37.043,-40.113,-77.156,439.68,0.01612,22.478,-0.01599,1.306
357.0,-12.73,-87.943,-37.192,-39.36,-76.55199999999999,437.4,0.015313,22.583,-0.0138,1.304
358.0,-12.622,-87.431,-37.409,-38.662,-76.071,434.92,0.014498,22.707,-0.0104,1.3112
359.0,-13.11,-86.203,-37.446,-37.615,-75.061,432.69,0.013678,22.844,-0.00628,1.3053
360.0,-13.205,-84.601,-37.394,-36.338,-73.732,431.06,0.012854,22.993,-0.00195,1.2863
361.0,-13.075,-82.96,-37.223,-35.07,-72.293,430.33,0.01203,23.147,0.0021,1.2843
362.0,-13.068,-80.54,-36.848,-33.39,-70.238,430.67,0.011209,23.304,0.00543,1.2634
363.0,-13.312,-78.182,-36.322,-31.901,-68.223,432.12,0.010393,23.459,0.00775,1.2414
364.0,-13.767,-74.699,-35.231,-29.983,-65.214,434.59,0.009588,23.608,0.00887,1.1985
365.0,-13.104,-72.09,-34.458,-28.366,-62.824,437.87,0.008799,23.749,0.00879,1.1651
366.0,-12.519,-70.668,-34.16,-27.382,-61.542,441.67,0.008034,23.878,0.00764,1.1637
367.0,-13.145,-68.952,-33.691,-26.402,-60.093,445.61,0.007302,23.994,0.00567,1.1511
368.0,-12.848,-67.907,-33.231,-25.873,-59.104,449.33,0.006615,24.092,0.00321,1.1519
369.0,-13.279,-66.738,-32.883,-25.207,-58.09,452.47,0.005991,24.173,0.00063,1.1363
370.0,-13.297,-66.188,-32.582,-25.025,-57.607,454.76,0.00545,24.235,-0.00171,1.1302
371.0,-13.147,-65.49,-32.328,-24.653,-56.981,456.0,0.00502,24.277,-0.00348,1.1166
372.0,-12.979,-65.164,-32.203,-24.49,-56.693,456.12,0.004727,24.299,-0.00447,1.1078
373.0,-12.929,-64.718,-31.925,-24.383,-56.308,455.19,0.004595,24.301,-0.00454,1.0904
374.0,-12.989,-63.679,-31.331,-24.14,-55.471000000000004,453.37,0.004632,24.284,-0.00372,1.0475
375.0,-12.403,-62.929,-30.861,-23.911,-54.772000000000006,450.94,0.00483,24.248,-0.00213,1.0092
376.0,-11.737,-62.179,-30.549,-23.579,-54.128,448.21,0.005163,24.194,0.0,0.9774
377.0,-10.622,-62.035,-30.487,-23.468,-53.955,445.51,0.005601,24.123,0.00235,0.9699
378.0,-10.774,-62.018,-30.441,-23.514,-53.955,443.15,0.006114,24.038,0.00456,0.9645
379.0,-10.795,-61.469,-30.221,-23.294,-53.515,441.39,0.006679,23.94,0.0063,0.9533
380.0,-10.564,-60.805,-29.923,-23.018,-52.941,440.36,0.007276,23.831,0.00727,0.9283
381.0,-10.368,-60.066,-29.644,-22.681,-52.325,440.1,0.007892,23.713,0.00726,0.9053
382.0,-10.095,-58.839,-29.116,-22.15,-51.266,440.55,0.008515,23.589,0.00619,0.8797
383.0,-9.3874,-57.658,-28.688,-21.57,-50.257999999999996,441.52,0.009137,23.461,0.00411,0.8742
384.0,-9.2599,-56.152,-28.006,-20.958,-48.964,442.73,0.009753,23.331,0.00121,0.8713
385.0,-9.7808,-54.679,-26.809,-20.896,-47.705,443.85,0.010357,23.201,-0.00219,0.8447
386.0,-9.9388,-52.172,-24.976,-20.663,-45.638999999999996,444.55,0.010945,23.075,-0.00569,0.7959
387.0,-9.2746,-48.416,-22.419,-19.944,-42.363,444.52,0.011515,22.954,-0.00887,0.7396
388.0,-7.9459,-46.162,-20.53,-19.768,-40.298,443.53,0.012063,22.841,-0.01128,0.7208
389.0,-8.086,-44.008,-18.808,-19.697,-38.504999999999995,441.5,0.012587,22.738,-0.01258,0.7186
390.0,-8.1247,-41.453,-17.047,-19.271,-36.318,438.44,0.013085,22.646,-0.01252,0.7299
391.0,-8.4928,-37.991,-15.095,-18.288,-33.383,434.55,0.013556,22.568,-0.01103,0.7344
392.0,-9.1898,-33.394,-12.938,-16.604,-29.542,430.14,0.013997,22.505,-0.00819,0.7276
393.0,-10.14,-27.383,-10.254,-14.106,-24.36,425.62,0.014409,22.459,-0.00426,0.6769
394.0,-10.463,-21.148,-7.6543,-11.313,-18.9673,421.42,0.014789,22.43,0.00036,0.6065
395.0,-9.8558,-14.883,-4.9563,-8.4815,-13.4378,418.01,0.015137,22.419,0.00516,0.5187
396.0,-9.4277,-9.619,-2.6819,-6.1217,-8.8036,415.75,0.015452,22.426,0.0096,0.4213
397.0,-8.4816,-5.6609,-1.1438,-4.0888,-5.2326,414.95,0.015733,22.452,0.01318,0.3367
398.0,-6.9114,-2.9953,-0.3456,-2.406,-2.7516000000000003,415.75,0.01598,22.496,0.01546,0.2525
399.0,-5.6137,-1.82,-0.114,-1.5589,-1.6729,418.15,0.016193,22.558,0.01616,0.1714
400.0,-4.7767,-0.668,-0.0001,-0.7016,-0.7017,422.02,0.016371,22.636,0.01517,0.0753
401.0,-2.5619,-0.0477,0.0,-0.0493,-0.0493,427.04,0.016514,22.728,0.01259,-0.0118
402.0,-0.4124,-0.0428,0.0,-0.0386,-0.0386,432.81,0.016622,22.834,0.00867,-0.0538
403.0,1.405,0.2889,0.0,-0.0384,-0.0384,438.85,0.016695,22.95,0.00383,-0.0622
404.0,1.6433,0.2782,0.0,-0.0383,-0.0383,444.65,0.016734,23.075,-0.00141,-0.0583
405.0,1.3671,0.1907,0.0,-0.0384,-0.0384,449.73,0.016739,23.206,-0.00652,-0.0488
406.0,1.156,0.2339,0.0,-0.0375,-0.0375,453.68,0.01671,23.341,-0.01094,-0.0497
407.0,1.2387,0.1481,0.0,-0.042,-0.042,456.24,0.016648,23.476,-0.01425,-0.0345
408.0,1.1249,0.1874,0.0,-0.0544,-0.0544,457.29,0.016553,23.608,-0.01611,-0.0289
409.0,0.7206,-0.375,-0.2928,-0.0633,-0.35609999999999997,456.89,0.016426,23.736,-0.01637,-0.0233
410.0,0.4987,-1.9144,-1.4649,-0.0816,-1.5465,455.22,0.016269,23.856,-0.01503,-0.0014
411.0,0.7035,-5.0851,-3.8728,-0.3193,-4.1921,452.62,0.016081,23.965,-0.01226,0.0459
412.0,0.7066,-10.149,-7.3025,-1.1711,-8.473600000000001,449.47,0.015864,24.061,-0.00838,0.114
413.0,-0.8785,-14.074,-9.8219,-2.0915,-11.9134,446.21,0.01562,24.142,-0.00381,0.1469
414.0,-1.3701,-17.722,-11.742,-3.3854,-15.127400000000002,443.23,0.015349,24.206,0.00099,0.1804
415.0,-0.9828,-22.103,-13.771,-4.9993,-18.7703,440.89,0.015053,24.251,0.00552,0.2354
416.0,-0.8388,-28.458,-16.462,-7.7776,-24.2396,439.42,0.014734,24.276,0.00935,0.3198
417.0,-2.2052,-33.027,-18.139,-10.319,-28.458,438.94,0.014392,24.281,0.01211,0.4046
418.0,-3.143,-35.996,-19.102,-11.948,-31.05,439.48,0.014031,24.265,0.01357,0.4828
419.0,-3.3216,-40.988,-19.922,-15.319,-35.241,440.89,0.013651,24.228,0.01363,0.568
420.0,-5.736,-45.337,-20.637,-18.464,-39.101,442.96,0.013255,24.17,0.01233,0.6039
421.0,-6.5891,-49.065,-21.185,-21.162,-42.346999999999994,445.37,0.012846,24.093,0.00986,0.6327
422.0,-4.8211,-54.371,-22.072,-24.53,-46.602000000000004,447.76,0.012425,23.998,0.00653,0.697
423.0,-5.017,-63.91,-24.331,-30.395,-54.726,449.76,0.011996,23.886,0.00271,0.7996
424.0,-6.9507,-72.558,-28.006,-34.453,-62.459,451.04,0.011561,23.762,-0.00118,0.9082
425.0,-6.6249,-80.062,-31.647,-37.1,-68.747,451.34,0.011125,23.626,-0.00469,1.0114
426.0,-6.268,-92.659,-36.228,-43.387,-79.61500000000001,450.5,0.01069,23.483,-0.00747,1.1903
427.0,-9.2524,-100.98,-38.876,-48.347,-87.223,448.5,0.010261,23.335,-0.00922,1.3438
428.0,-9.9937,-108.07,-40.673,-52.656,-93.32900000000001,445.46,0.009843,23.187,-0.00979,1.4802
429.0,-11.049,-117.32,-42.78,-58.463,-101.243,441.6,0.009441,23.043,-0.00915,1.6479
430.0,-13.738,-123.31,-43.848,-63.047,-106.895,437.26,0.009061,22.907,-0.00742,1.7556
431.0,-14.802,-126.07,-44.283,-65.228,-109.511,432.83,0.008709,22.781,-0.00485,1.8063
432.0,-15.416,-126.97,-44.568,-65.824,-110.392,428.72,0.008393,22.67,-0.00179,1.8349
433.0,-15.825,-126.89,-44.74,-65.666,-110.406,425.3,0.00812,22.578,0.00136,1.8379
434.0,-16.271,-126.32,-44.914,-65.035,-109.949,422.86,0.007898,22.506,0.00418,1.8342
435.0,-16.076,-124.69,-44.853,-63.73,-108.583,421.62,0.007733,22.456,0.0063,1.8091
436.0,-16.067,-122.08,-44.653,-61.774,-106.42699999999999,421.66,0.007632,22.431,0.00745,1.7451
437.0,-16.228,-118.73,-44.21,-59.392,-103.602,422.91,0.0076,22.43,0.00748,1.6802
438.0,-14.86,-115.29,-43.529,-56.965,-100.494,425.23,0.007638,22.454,0.00639,1.6254
439.0,-13.416,-114.08,-43.354,-55.866,-99.22,428.32,0.007748,22.502,0.00432,1.6282
440.0,-14.575,-113.17,-43.147,-55.373,-98.52,431.84,0.007928,22.571,0.00155,1.6501
441.0,-14.98,-111.97,-42.84,-54.57,-97.41,435.43,0.008175,22.66,-0.00157,1.6706
442.0,-14.526,-111.31,-42.733,-54.109,-96.842,438.7,0.008482,22.766,-0.00462,1.7011
443.0,-16.505,-110.28,-42.516,-53.537,-96.053,441.33,0.008845,22.885,-0.0072,1.6883
444.0,-17.236,-107.79,-41.901,-52.085,-93.986,443.11,0.009256,23.014,-0.00897,1.6429
445.0,-15.868,-104.86,-41.071,-50.306,-91.377,443.93,0.009711,23.149,-0.00965,1.5755
446.0,-15.127,-103.37,-40.701,-49.351,-90.05199999999999,443.78,0.010203,23.285,-0.00914,1.5369
447.0,-15.637,-101.0,-40.205,-47.812,-88.017,442.8,0.010727,23.42,-0.00742,1.4838
448.0,-13.91,-99.54,-39.967,-46.69,-86.657,441.24,0.011278,23.549,-0.00464,1.4658
449.0,-13.268,-99.253,-40.101,-46.245,-86.346,439.39,0.011853,23.669,-0.00107,1.4812
450.0,-14.328,-98.134,-40.205,-45.324,-85.529,437.59,0.012447,23.777,0.00294,1.4803
451.0,-14.675,-96.032,-40.083,-43.614,-83.697,436.19,0.013058,23.87,0.00696,1.4423
452.0,-14.464,-94.428,-39.972,-42.273,-82.245,435.46,0.013683,23.947,0.01056,1.4013
453.0,-13.632,-93.099,-39.781,-41.272,-81.053,435.63,0.01432,24.005,0.01334,1.3606
454.0,-13.547,-92.075,-39.541,-40.593,-80.134,436.83,0.014967,24.045,0.01494,1.3263
455.0,-12.584,-91.695,-39.54,-40.223,-79.763,439.06,0.015621,24.064,0.01513,1.3325
456.0,-12.182,-91.495,-39.684,-39.86,-79.544,442.22,0.016282,24.064,0.0138,1.3439
457.0,-12.765,-91.947,-39.994,-39.941,-79.935,446.07,0.016948,24.044,0.01098,1.3697
458.0,-13.881,-91.144,-40.027,-39.31,-79.337,450.29,0.017618,24.005,0.00685,1.3664
459.0,-13.069,-90.507,-39.859,-38.872,-78.731,454.46,0.018291,23.95,0.00174,1.3655
460.0,-13.557,-90.377,-39.915,-38.707,-78.622,458.13,0.018965,23.879,-0.00392,1.3685
461.0,-14.059,-89.66,-39.822,-38.206,-78.028,460.84,0.019639,23.796,-0.00961,1.3643
462.0,-13.434,-88.936,-39.676,-37.699,-77.375,462.21,0.020313,23.701,-0.01477,1.3516
463.0,-13.645,-88.777,-39.703,-37.549,-77.25200000000001,461.92,0.020985,23.599,-0.01886,1.3388
464.0,-14.137,-87.755,-39.506,-36.957,-76.463,459.81,0.021655,23.492,-0.02141,1.2983
465.0,-13.161,-86.294,-39.116,-36.046,-75.162,455.91,0.022321,23.383,-0.02207,1.2607
466.0,-12.085,-86.049,-39.191,-35.673,-74.864,450.4,0.022983,23.275,-0.02065,1.2455
467.0,-12.491,-85.697,-39.267,-35.343,-74.61000000000001,443.66,0.02364,23.17,-0.01717,1.226
468.0,-12.123,-85.138,-39.186,-34.899,-74.08500000000001,436.2,0.02429,23.072,-0.01184,1.1942
469.0,-11.399,-84.997,-39.044,-34.906,-73.94999999999999,428.62,0.024932,22.984,-0.00508,1.1534
470.0,-11.049,-85.116,-38.724,-35.339,-74.06299999999999,421.57,0.025565,22.906,0.00254,1.12
471.0,-10.354,-84.305,-37.427,-36.016,-73.443,415.65,0.026189,22.842,0.0103,1.0925
472.0,-8.864,-83.703,-35.526,-37.364,-72.89,411.41,0.026802,22.792,0.01745,1.1051
473.0,-9.309,-81.209,-32.986,-37.923,-70.90899999999999,409.24,0.027403,22.757,0.02326,1.1299
474.0,-9.994,-77.567,-30.636,-37.23,-67.866,409.4,0.02799,22.739,0.02711,1.1386
475.0,-10.996,-72.535,-28.376,-35.203,-63.57900000000001,411.94,0.028563,22.736,0.02852,1.1174
476.0,-11.828,-66.407,-26.104,-32.202,-58.306,416.71,0.029119,22.749,0.02728,1.0728
477.0,-11.514,-59.918,-23.964,-28.7,-52.664,423.36,0.029659,22.777,0.02341,1.0245
478.0,-11.548,-53.792,-22.326,-24.944,-47.269999999999996,431.39,0.03018,22.819,0.01719,0.9796
479.0,-11.998,-48.041,-20.825,-21.402,-42.227000000000004,440.1,0.030681,22.872,0.00915,0.9435
480.0,-12.141,-43.0,-19.297,-18.448,-37.745000000000005,448.75,0.031161,22.937,1e-05,0.8985
481.0,-12.031,-39.281,-18.438,-16.031,-34.468999999999994,456.55,0.031619,23.01,-0.00939,0.8582
482.0,-12.328,-35.509,-17.516,-13.602,-31.118,462.76,0.032052,23.089,-0.01816,0.7837
483.0,-11.988,-32.526,-16.919,-11.6,-28.519,466.81,0.032461,23.173,-0.02548,0.6877
484.0,-10.547,-30.425,-16.49,-10.108,-26.598,468.32,0.032842,23.26,-0.03064,0.6092
485.0,-8.6766,-29.3,-16.232,-9.3,-25.532,467.17,0.033196,23.348,-0.03312,0.5565
486.0,-7.3532,-29.041,-16.222,-9.0594,-25.2814,463.52,0.033521,23.434,-0.03265,0.5244
487.0,-7.4573,-28.725,-16.266,-8.7798,-25.0458,457.76,0.033815,23.516,-0.02925,0.4702
488.0,-6.5953,-28.575,-16.332,-8.5396,-24.8716,450.51,0.034077,23.594,-0.02319,0.4094
489.0,-4.995,-28.862,-16.463,-8.6134,-25.0764,442.52,0.034307,23.666,-0.015,0.3547
490.0,-3.7602,-29.795,-16.832,-8.9866,-25.8186,434.57,0.034502,23.73,-0.00539,0.3294
491.0,-2.8458,-31.43,-17.495,-9.6996,-27.1946,427.45,0.034662,23.785,0.00477,0.3488
492.0,-1.997,-34.678,-18.381,-11.436,-29.817,421.81,0.034785,23.83,0.01458,0.4241
493.0,-2.7482,-38.438,-19.123,-14.108,-33.231,418.18,0.034872,23.864,0.02317,0.5177
494.0,-4.789,-39.668,-19.416,-15.039,-34.455,416.9,0.03492,23.887,0.02976,0.575
495.0,-6.1249,-39.798,-19.45,-15.149,-34.599,418.09,0.034929,23.899,0.03378,0.5758
496.0,-6.8221,-39.448,-19.454,-14.936,-34.39,421.66,0.034898,23.898,0.03488,0.5579
497.0,-6.0841,-38.91,-19.349,-14.514,-33.863,427.31,0.034827,23.885,0.03295,0.5445
498.0,-5.4396,-39.038,-19.407,-14.534,-33.941,434.55,0.034715,23.861,0.0282,0.5488
499.0,-5.6113,-39.58,-19.593,-14.78,-34.373,442.73,0.034561,23.825,0.02105,0.5633
500.0,-6.0647,-39.762,-19.782,-14.755,-34.537,451.09,0.034366,23.777,0.01216,0.5583
501.0,-5.9353,-40.696,-20.112,-15.178,-35.29,458.83,0.034128,23.719,0.00233,0.5606
502.0,-5.7306,-42.151,-20.604,-15.867,-36.471000000000004,465.19,0.033847,23.651,-0.00756,0.5792
503.0,-5.5222,-44.603,-21.587,-16.91,-38.497,469.51,0.033524,23.575,-0.01663,0.6036
504.0,-5.8837,-48.184,-23.095,-18.476,-41.571,471.35,0.033159,23.492,-0.02408,0.649
