lineage_id,cycle,mic,lag_time,growth_rate,survival,persister_fraction,fitness
W_AMK25p0_N0p5_P11,14,,,,0.028,,
W_AMK25p0_N0p5_P12,14,,,,0.0145,,
W_AMK25p0_N0p5_P13,14,,,,0.143,,
W_AMK25p0_N0p5_P14,14,,,,0.429,,
W_AMK25p0_N0p5_P15,14,,,,0.087,,
W_AMK25p0_N0p5_P16,14,,,,0.9,,
W_AMK25p0_N0p5_P17,14,,,,0.0322,,
W_AMK25p0_N0p5_P18,14,,,,0.0153,,
W_AMK25p0_N0p5_P19,14,,,,0.0713,,
W_AMK25p0_N0p5_P20,14,,,,0.4,,
W_AMK25p0_N0p5_P21,14,,,,0.03,,
W_AMK25p0_N0p5_P22,14,,,,0.5,,
W_AMK25p0_N0p5_P23,14,,,,0.421,,
W_AMK25p0_N0p5_P24,14,,,,0.381,,
W_AMK25p0_N0p5_P01,16,,,,0.0343,,
W_AMK25p0_N0p5_P02,16,,,,0.571,,
W_AMK25p0_N0p5_P03,16,,,,0.25,,
W_AMK25p0_N0p5_P04,16,,,,0.0622,,
W_AMK25p0_N0p5_P05,16,,,,1.0,,
W_AMK25p0_N0p5_P06,16,,,,0.3,,
W_AMK25p0_N0p5_P07,16,,,,0.414,,
W_AMK25p0_N0p5_P08,16,,,,0.609,,
W_AMK25p0_N0p5_P09,16,,,,1.0,,
W_AMK25p0_N0p5_P10,16,,,,0.6,,
W_AMK25p0_N0p5_P11,16,,,,1.0,,
W_AMK25p0_N0p5_P12,16,,,,0.154,,
W_AMK25p0_N0p5_P13,16,,,,0.167,,
W_AMK25p0_N0p5_P14,16,,,,0.25,,
W_AMK25p0_N0p5_P15,16,,,,0.00947,,
W_AMK25p0_N0p5_P16,16,,,,0.75,,
W_AMK25p0_N0p5_P17,16,,,,0.2,,
W_AMK25p0_N0p5_P18,16,,,,0.148,,
W_AMK25p0_N0p5_P19,16,,,,0.375,,
W_AMK25p0_N0p5_P20,16,,,,0.833,,
W_AMK25p0_N0p5_P21,16,,,,0.37,,
W_AMK25p0_N0p5_P22,16,,,,1.0,,
W_AMK25p0_N0p5_P23,16,,,,0.0493,,
W_AMK25p0_N0p5_P24,16,,,,0.462,,
W_AMK25p0_N0p8_P01,2,,,,1.57e-06,,
W_AMK25p0_N0p8_P02,2,,,,4.84e-07,,
W_AMK25p0_N0p8_P03,2,,,,1.56e-06,,
W_AMK25p0_N0p8_P04,2,,,,8e-07,,
W_AMK25p0_N0p8_P01,5,,,,0.0641,,
W_AMK25p0_N0p8_P02,5,,,,0.189,,
W_AMK25p0_N0p8_P03,5,,,,0.75,,
W_AMK25p0_N0p8_P04,5,,,,1.05,,
W_AMK25p0_N0p8_P01,8,,,,0.35,,
W_AMK25p0_N0p8_P02,8,,,,0.92,,
W_AMK25p0_N0p8_P03,8,,,,0.85,,
W_AMK25p0_N0p8_P04,8,,,,5.42,,
W_AMK25p0_N0p8_P02,11,,,,0.92,,
W_AMK25p0_N0p8_P03,11,,,,0.96,,
W_AMK25p0_N0p8_P04,11,,,,1.0,,
W_AMK25p0_N0p8_P02,14,,,,0.75,,
W_AMK25p0_N0p8_P03,14,,,,0.96,,
W_AMK25p0_N0p8_P02,16,,,,0.94,,
W_AMK25p0_N0p8_P03,16,,,,0.75,,
W_AMK50p0_N0p25_P01,1,,,,0.000224,,
W_AMK50p0_N0p25_P02,1,,,,0.00028,,
W_AMK50p0_N0p25_P10,1,,,,0.000267,,
W_AMK50p0_N0p25_P01,2,,,,0.000335,,
W_AMK50p0_N0p25_P02,2,,,,0.000267,,
W_AMK50p0_N0p25_P03,2,,,,0.000145,,
W_AMK50p0_N0p25_P04,2,,,,0.00015,,
W_AMK50p0_N0p25_P05,2,,,,0.000158,,
W_AMK50p0_N0p25_P06,2,,,,0.000123,,
W_AMK50p0_N0p25_P07,2,,,,1.55e-05,,
W_AMK50p0_N0p25_P08,2,,,,0.000152,,
W_AMK50p0_N0p25_P09,2,,,,6.67e-05,,
W_AMK50p0_N0p25_P10,2,,,,0.000133,,
W_AMK50p0_N0p25_P11,2,,,,0.00015,,
W_AMK50p0_N0p25_P12,2,,,,9.23e-05,,
W_AMK50p0_N0p25_P13,2,,,,0.000175,,
W_AMK50p0_N0p25_P14,2,,,,0.000159,,
W_AMK50p0_N0p25_P15,2,,,,1e-05,,
W_AMK50p0_N0p25_P16,2,,,,5.56e-06,,
W_AMK50p0_N0p25_P17,2,,,,0.000196,,
W_AMK50p0_N0p25_P18,2,,,,0.000219,,
W_AMK50p0_N0p25_P19,2,,,,0.000107,,
W_AMK50p0_N0p25_P20,2,,,,0.000286,,
W_AMK50p0_N0p25_P21,2,,,,0.000224,,
W_AMK50p0_N0p25_P22,2,,,,3.23e-05,,
W_AMK50p0_N0p25_P23,2,,,,1.75e-05,,
W_AMK50p0_N0p25_P24,2,,,,2.47e-05,,
W_AMK50p0_N0p25_P01,5,,,,0.0175,,
W_AMK50p0_N0p25_P04,5,,,,0.023,,
W_AMK50p0_N0p25_P05,5,,,,0.00485,,
W_AMK50p0_N0p25_P07,5,,,,0.0452,,
W_AMK50p0_N0p25_P22,5,,,,0.0553,,
W_AMK50p0_N0p25_P01,8,,,,0.0143,,
W_AMK50p0_N0p25_P02,8,,,,0.551,,
W_AMK50p0_N0p25_P03,8,,,,0.04,,
W_AMK50p0_N0p25_P04,8,,,,0.344,,
W_AMK50p0_N0p25_P05,8,,,,1.33,,
W_AMK50p0_N0p25_P06,8,,,,0.912,,
W_AMK50p0_N0p25_P07,8,,,,0.0667,,
W_AMK50p0_N0p25_P08,8,,,,0.698,,
W_AMK50p0_N0p25_P09,8,,,,0.788,,
W_AMK50p0_N0p25_P10,8,,,,0.667,,
W_AMK50p0_N0p25_P11,8,,,,0.773,,
W_AMK50p0_N0p25_P12,8,,,,0.00314,,
W_AMK50p0_N0p25_P13,8,,,,0.00258,,
W_AMK50p0_N0p25_P14,8,,,,0.778,,
W_AMK50p0_N0p25_P15,8,,,,0.833,,
W_AMK50p0_N0p25_P16,8,,,,0.0358,,
W_AMK50p0_N0p25_P17,8,,,,0.978,,
W_AMK50p0_N0p25_P18,8,,,,0.758,,
W_AMK50p0_N0p25_P19,8,,,,0.652,,
W_AMK50p0_N0p25_P20,8,,,,0.937,,
W_AMK50p0_N0p25_P21,8,,,,0.215,,
W_AMK50p0_N0p25_P22,8,,,,0.938,,
W_AMK50p0_N0p25_P23,8,,,,0.812,,
W_AMK50p0_N0p25_P24,8,,,,0.556,,
W_AMK50p0_N0p25_P01,11,,,,0.111,,
W_AMK50p0_N0p25_P02,11,,,,0.596,,
W_AMK50p0_N0p25_P03,11,,,,0.373,,
W_AMK50p0_N0p25_P04,11,,,,0.571,,
W_AMK50p0_N0p25_P05,11,,,,1.0,,
W_AMK50p0_N0p25_P06,11,,,,0.208,,
W_AMK50p0_N0p25_P07,11,,,,0.267,,
W_AMK50p0_N0p25_P08,11,,,,0.389,,
W_AMK50p0_N0p25_P09,11,,,,0.444,,
W_AMK50p0_N0p25_P10,11,,,,0.583,,
W_AMK50p0_N0p25_P11,11,,,,0.667,,
W_AMK50p0_N0p25_P12,11,,,,0.444,,
W_AMK50p0_N0p25_P13,11,,,,0.0911,,
W_AMK50p0_N0p25_P14,11,,,,0.706,,
W_AMK50p0_N0p25_P15,11,,,,0.593,,
W_AMK50p0_N0p25_P16,11,,,,0.667,,
W_AMK50p0_N0p25_P17,11,,,,0.0444,,
W_AMK50p0_N0p25_P18,11,,,,0.724,,
W_AMK50p0_N0p25_P19,11,,,,0.682,,
W_AMK50p0_N0p25_P20,11,,,,0.267,,
W_AMK50p0_N0p25_P21,11,,,,0.103,,
W_AMK50p0_N0p25_P22,11,,,,0.833,,
W_AMK50p0_N0p25_P23,11,,,,0.346,,
W_AMK50p0_N0p25_P24,11,,,,0.667,,
W_AMK50p0_N0p25_P01,14,,,,0.762,,
W_AMK50p0_N0p25_P02,14,,,,0.0667,,
W_AMK50p0_N0p25_P03,14,,,,0.691,,
W_AMK50p0_N0p25_P04,14,,,,0.615,,
W_AMK50p0_N0p25_P05,14,,,,0.242,,
W_AMK50p0_N0p25_P06,14,,,,0.718,,
W_AMK50p0_N0p25_P07,14,,,,0.593,,
W_AMK50p0_N0p25_P08,14,,,,1.0,,
W_AMK50p0_N0p25_P09,14,,,,0.603,,
W_AMK50p0_N0p25_P10,14,,,,0.793,,
W_AMK50p0_N0p25_P11,14,,,,0.857,,
W_AMK50p0_N0p25_P12,14,,,,0.899,,
W_AMK50p0_N0p25_P13,14,,,,0.114,,
W_AMK50p0_N0p25_P14,14,,,,0.8,,
W_AMK50p0_N0p25_P15,14,,,,0.852,,
W_AMK50p0_N0p25_P16,14,,,,1.0,,
W_AMK50p0_N0p25_P17,14,,,,0.0229,,
W_AMK50p0_N0p25_P18,14,,,,0.889,,
W_AMK50p0_N0p25_P19,14,,,,0.639,,
W_AMK50p0_N0p25_P20,14,,,,0.889,,
W_AMK50p0_N0p25_P21,14,,,,0.508,,
W_AMK50p0_N0p25_P22,14,,,,1.0,,
W_AMK50p0_N0p25_P23,14,,,,0.863,,
W_AMK50p0_N0p25_P24,14,,,,0.865,,
W_AMK50p0_N0p25_P01,16,,,,0.444,,
W_AMK50p0_N0p25_P02,16,,,,0.8,,
W_AMK50p0_N0p25_P03,16,,,,0.167,,
W_AMK50p0_N0p25_P04,16,,,,0.392,,
W_AMK50p0_N0p25_P05,16,,,,0.163,,
W_AMK50p0_N0p25_P06,16,,,,0.0833,,
W_AMK50p0_N0p25_P07,16,,,,0.889,,
W_AMK50p0_N0p25_P08,16,,,,0.558,,
W_AMK50p0_N0p25_P09,16,,,,0.429,,
W_AMK50p0_N0p25_P10,16,,,,0.0533,,
W_AMK50p0_N0p25_P11,16,,,,2.11e-05,,
W_AMK50p0_N0p25_P12,16,,,,0.648,,
W_AMK50p0_N0p25_P13,16,,,,0.667,,
W_AMK50p0_N0p25_P14,16,,,,0.541,,
W_AMK50p0_N0p25_P15,16,,,,0.185,,
W_AMK50p0_N0p25_P16,16,,,,0.525,,
W_AMK50p0_N0p25_P17,16,,,,0.08,,
W_AMK50p0_N0p25_P18,16,,,,0.0952,,
W_AMK50p0_N0p25_P19,16,,,,0.0138,,
W_AMK50p0_N0p25_P20,16,,,,0.215,,
W_AMK50p0_N0p25_P21,16,,,,0.322,,
W_AMK50p0_N0p25_P22,16,,,,0.444,,
W_AMK50p0_N0p25_P23,16,,,,0.111,,
W_AMK50p0_N0p25_P24,16,,,,0.108,,
W_AMK50p0_N0p5_P01,1,,,,7.11e-05,,
W_AMK50p0_N0p5_P01,2,,,,4.14e-05,,
W_AMK50p0_N0p5_P02,2,,,,2.7e-05,,
W_AMK50p0_N0p5_P03,2,,,,6e-05,,
W_AMK50p0_N0p5_P04,2,,,,4.12e-05,,
W_AMK50p0_N0p5_P05,2,,,,2.79e-05,,
W_AMK50p0_N0p5_P06,2,,,,3.6e-05,,
W_AMK50p0_N0p5_P07,2,,,,3e-05,,
W_AMK50p0_N0p5_P08,2,,,,4.62e-05,,
W_AMK50p0_N0p5_P09,2,,,,3e-05,,
W_AMK50p0_N0p5_P10,2,,,,0.000195,,
W_AMK50p0_N0p5_P11,2,,,,5.5e-05,,
W_AMK50p0_N0p5_P12,2,,,,3.13e-05,,
W_AMK50p0_N0p5_P01,5,,,,0.00865,,
W_AMK50p0_N0p5_P02,5,,,,8e-05,,
W_AMK50p0_N0p5_P03,5,,,,0.0146,,
W_AMK50p0_N0p5_P04,5,,,,0.000219,,
W_AMK50p0_N0p5_P05,5,,,,0.0509,,
W_AMK50p0_N0p5_P06,5,,,,0.000103,,
W_AMK50p0_N0p5_P07,5,,,,0.0004,,
W_AMK50p0_N0p5_P08,5,,,,0.000236,,
W_AMK50p0_N0p5_P09,5,,,,0.000195,,
W_AMK50p0_N0p5_P10,5,,,,0.0182,,
W_AMK50p0_N0p5_P11,5,,,,0.000267,,
W_AMK50p0_N0p5_P12,5,,,,0.000304,,
W_AMK50p0_N0p5_P01,8,,,,0.0124,,
W_AMK50p0_N0p5_P02,8,,,,7.78e-05,,
W_AMK50p0_N0p5_P03,8,,,,0.00187,,
W_AMK50p0_N0p5_P04,8,,,,0.0235,,
W_AMK50p0_N0p5_P05,8,,,,0.000733,,
W_AMK50p0_N0p5_P06,8,,,,0.00108,,
W_AMK50p0_N0p5_P07,8,,,,0.0026,,
W_AMK50p0_N0p5_P08,8,,,,0.0269,,
W_AMK50p0_N0p5_P09,8,,,,0.00421,,
W_AMK50p0_N0p5_P10,8,,,,0.0152,,
W_AMK50p0_N0p5_P11,8,,,,0.00769,,
W_AMK50p0_N0p5_P12,8,,,,0.0004,,
W_AMK50p0_N0p5_P01,11,,,,0.00778,,
W_AMK50p0_N0p5_P02,11,,,,0.0407,,
W_AMK50p0_N0p5_P03,11,,,,6.67e-05,,
W_AMK50p0_N0p5_P04,11,,,,0.00056,,
W_AMK50p0_N0p5_P05,11,,,,0.0175,,
W_AMK50p0_N0p5_P06,11,,,,3.5e-05,,
W_AMK50p0_N0p5_P07,11,,,,0.1,,
W_AMK50p0_N0p5_P08,11,,,,0.0179,,
W_AMK50p0_N0p5_P09,11,,,,0.0268,,
W_AMK50p0_N0p5_P10,11,,,,0.00524,,
W_AMK50p0_N0p5_P11,11,,,,0.000167,,
W_AMK50p0_N0p5_P12,11,,,,0.113,,
W_AMK50p0_N0p5_P01,14,,,,0.0008,,
W_AMK50p0_N0p5_P02,14,,,,0.00686,,
W_AMK50p0_N0p5_P03,14,,,,0.00267,,
W_AMK50p0_N0p5_P04,14,,,,0.0111,,
W_AMK50p0_N0p5_P05,14,,,,0.0007,,
W_AMK50p0_N0p5_P06,14,,,,2.31e-05,,
W_AMK50p0_N0p5_P07,14,,,,0.32,,
W_AMK50p0_N0p5_P08,14,,,,0.0333,,
W_AMK50p0_N0p5_P09,14,,,,5e-05,,
W_AMK50p0_N0p5_P10,14,,,,0.00036,,
W_AMK50p0_N0p5_P11,14,,,,0.00153,,
W_AMK50p0_N0p5_P12,14,,,,0.0233,,
W_AMK50p0_N0p5_P01,16,,,,0.09,,
W_AMK50p0_N0p5_P03,16,,,,0.0767,,
W_AMK50p0_N0p5_P04,16,,,,0.247,,
W_AMK50p0_N0p5_P05,16,,,,0.0675,,
W_AMK50p0_N0p5_P06,16,,,,7.06e-05,,
W_AMK50p0_N0p5_P07,16,,,,0.0625,,
W_AMK50p0_N0p5_P08,16,,,,0.048,,
W_AMK50p0_N0p5_P09,16,,,,0.05,,
W_AMK50p0_N0p5_P10,16,,,,0.0234,,
W_AMK50p0_N0p5_P11,16,,,,0.00571,,
W_AMK50p0_N0p5_P12,16,,,,0.133,,
W_AMK100p0_N0p25_P01,1,,,,0.000137,,
W_AMK100p0_N0p25_P02,1,,,,0.000195,,
W_AMK100p0_N0p25_P07,1,,,,0.000183,,
W_AMK100p0_N0p25_P01,2,,,,6.67e-05,,
W_AMK100p0_N0p25_P02,2,,,,8.15e-05,,
W_AMK100p0_N0p25_P03,2,,,,5.75e-05,,
W_AMK100p0_N0p25_P04,2,,,,9.29e-05,,
W_AMK100p0_N0p25_P05,2,,,,8.65e-05,,
W_AMK100p0_N0p25_P06,2,,,,0.000137,,
W_AMK100p0_N0p25_P07,2,,,,0.000103,,
W_AMK100p0_N0p25_P08,2,,,,0.000106,,
W_AMK100p0_N0p25_P09,2,,,,0.000142,,
W_AMK100p0_N0p25_P10,2,,,,5.33e-05,,
W_AMK100p0_N0p25_P11,2,,,,8.52e-05,,
W_AMK100p0_N0p25_P12,2,,,,6.98e-05,,
W_AMK100p0_N0p25_P13,2,,,,0.00011,,
W_AMK100p0_N0p25_P14,2,,,,9.74e-05,,
W_AMK100p0_N0p25_P15,2,,,,0.000106,,
W_AMK100p0_N0p25_P16,2,,,,0.000107,,
W_AMK100p0_N0p25_P17,2,,,,0.000137,,
W_AMK100p0_N0p25_P18,2,,,,0.000105,,
W_AMK100p0_N0p25_P19,2,,,,5.41e-05,,
W_AMK100p0_N0p25_P01,5,,,,0.000116,,
W_AMK100p0_N0p25_P02,5,,,,0.000145,,
W_AMK100p0_N0p25_P03,5,,,,0.016,,
W_AMK100p0_N0p25_P04,5,,,,4.44e-06,,
W_AMK100p0_N0p25_P05,5,,,,1.0,,
W_AMK100p0_N0p25_P06,5,,,,0.0019,,
W_AMK100p0_N0p25_P07,5,,,,0.00163,,
W_AMK100p0_N0p25_P08,5,,,,0.0253,,
W_AMK100p0_N0p25_P09,5,,,,0.00018,,
W_AMK100p0_N0p25_P10,5,,,,0.000164,,
W_AMK100p0_N0p25_P11,5,,,,0.000178,,
W_AMK100p0_N0p25_P12,5,,,,0.0451,,
W_AMK100p0_N0p25_P13,5,,,,0.04,,
W_AMK100p0_N0p25_P14,5,,,,6.38e-05,,
W_AMK100p0_N0p25_P15,5,,,,0.00857,,
W_AMK100p0_N0p25_P16,5,,,,0.00353,,
W_AMK100p0_N0p25_P17,5,,,,6.67e-05,,
W_AMK100p0_N0p25_P18,5,,,,0.000123,,
W_AMK100p0_N0p25_P19,5,,,,0.0204,,
W_AMK100p0_N0p25_P01,8,,,,0.00092,,
W_AMK100p0_N0p25_P02,8,,,,0.0333,,
W_AMK100p0_N0p25_P03,8,,,,0.000103,,
W_AMK100p0_N0p25_P04,8,,,,0.000187,,
W_AMK100p0_N0p25_P05,8,,,,0.178,,
W_AMK100p0_N0p25_P06,8,,,,0.0167,,
W_AMK100p0_N0p25_P07,8,,,,0.00125,,
W_AMK100p0_N0p25_P08,8,,,,0.062,,
W_AMK100p0_N0p25_P09,8,,,,0.00485,,
W_AMK100p0_N0p25_P10,8,,,,0.00296,,
W_AMK100p0_N0p25_P11,8,,,,0.00602,,
W_AMK100p0_N0p25_P12,8,,,,0.000238,,
W_AMK100p0_N0p25_P13,8,,,,0.0762,,
W_AMK100p0_N0p25_P14,8,,,,0.0002,,
W_AMK100p0_N0p25_P15,8,,,,0.468,,
W_AMK100p0_N0p25_P16,8,,,,0.00772,,
W_AMK100p0_N0p25_P17,8,,,,0.000222,,
W_AMK100p0_N0p25_P18,8,,,,2.81e-05,,
W_AMK100p0_N0p25_P19,8,,,,0.00213,,
W_AMK100p0_N0p25_P02,11,,,,0.12,,
W_AMK100p0_N0p25_P03,11,,,,0.00933,,
W_AMK100p0_N0p25_P04,11,,,,0.0444,,
W_AMK100p0_N0p25_P05,11,,,,1.0,,
W_AMK100p0_N0p25_P06,11,,,,0.0824,,
W_AMK100p0_N0p25_P07,11,,,,0.0151,,
W_AMK100p0_N0p25_P08,11,,,,0.0342,,
W_AMK100p0_N0p25_P09,11,,,,0.00255,,
W_AMK100p0_N0p25_P10,11,,,,0.000889,,
W_AMK100p0_N0p25_P11,11,,,,0.013,,
W_AMK100p0_N0p25_P12,11,,,,0.00148,,
W_AMK100p0_N0p25_P13,11,,,,0.375,,
W_AMK100p0_N0p25_P14,11,,,,0.000174,,
W_AMK100p0_N0p25_P15,11,,,,0.086,,
W_AMK100p0_N0p25_P16,11,,,,0.205,,
W_AMK100p0_N0p25_P17,11,,,,0.0173,,
W_AMK100p0_N0p25_P18,11,,,,0.000386,,
W_AMK100p0_N0p25_P19,11,,,,0.000533,,
W_AMK100p0_N0p25_P01,14,,,,8.33e-06,,
W_AMK100p0_N0p25_P02,14,,,,0.0667,,
W_AMK100p0_N0p25_P03,14,,,,0.0589,,
W_AMK100p0_N0p25_P04,14,,,,0.09,,
W_AMK100p0_N0p25_P05,14,,,,0.243,,
W_AMK100p0_N0p25_P06,14,,,,0.02,,
W_AMK100p0_N0p25_P07,14,,,,3.33e-06,,
W_AMK100p0_N0p25_P08,14,,,,0.0343,,
W_AMK100p0_N0p25_P09,14,,,,0.00058,,
W_AMK100p0_N0p25_P10,14,,,,0.0133,,
W_AMK100p0_N0p25_P11,14,,,,1.02e-05,,
W_AMK100p0_N0p25_P12,14,,,,0.08,,
W_AMK100p0_N0p25_P13,14,,,,0.162,,
W_AMK100p0_N0p25_P14,14,,,,0.0187,,
W_AMK100p0_N0p25_P15,14,,,,0.172,,
W_AMK100p0_N0p25_P16,14,,,,0.0111,,
W_AMK100p0_N0p25_P17,14,,,,0.0263,,
W_AMK100p0_N0p25_P18,14,,,,0.000291,,
W_AMK100p0_N0p25_P19,14,,,,0.00107,,
W_AMK100p0_N0p25_P01,16,,,,5.71e-05,,
W_AMK100p0_N0p25_P02,16,,,,0.204,,
W_AMK100p0_N0p25_P03,16,,,,0.0889,,
W_AMK100p0_N0p25_P04,16,,,,0.0933,,
W_AMK100p0_N0p25_P05,16,,,,0.2,,
W_AMK100p0_N0p25_P06,16,,,,0.242,,
W_AMK100p0_N0p25_P08,16,,,,0.00175,,
W_AMK100p0_N0p25_P09,16,,,,8e-05,,
W_AMK100p0_N0p25_P10,16,,,,0.00262,,
W_AMK100p0_N0p25_P11,16,,,,2.33e-05,,
W_AMK100p0_N0p25_P12,16,,,,0.176,,
W_AMK100p0_N0p25_P13,16,,,,0.513,,
W_AMK100p0_N0p25_P14,16,,,,0.093,,
W_AMK100p0_N0p25_P15,16,,,,0.368,,
W_AMK100p0_N0p25_P16,16,,,,0.97,,
W_AMK100p0_N0p25_P17,16,,,,0.233,,
W_AMK100p0_N0p25_P18,16,,,,0.000733,,
W_AMK100p0_N0p25_P19,16,,,,0.0018,,
W_AMK100p0_N0p5_P01,1,,,,0.000133,,
W_AMK100p0_N0p5_P02,1,,,,0.00012,,
W_AMK100p0_N0p5_P03,1,,,,0.000144,,
W_AMK100p0_N0p5_P07,1,,,,0.00015,,
W_AMK100p0_N0p5_P08,1,,,,0.000118,,
W_AMK100p0_N0p5_P09,1,,,,0.000119,,
W_AMK100p0_N0p5_P01,2,,,,4.32e-05,,
W_AMK100p0_N0p5_P02,2,,,,2.29e-05,,
W_AMK100p0_N0p5_P03,2,,,,1.08e-05,,
W_AMK100p0_N0p5_P04,2,,,,2.29e-05,,
W_AMK100p0_N0p5_P05,2,,,,6.25e-06,,
W_AMK100p0_N0p5_P06,2,,,,8.28e-05,,
W_AMK100p0_N0p5_P07,2,,,,8.33e-05,,
W_AMK100p0_N0p5_P08,2,,,,0.000171,,
W_AMK100p0_N0p5_P09,2,,,,8.48e-05,,
W_AMK100p0_N0p5_P10,2,,,,7.18e-05,,
W_AMK100p0_N0p5_P11,2,,,,0.000129,,
W_AMK100p0_N0p5_P12,2,,,,6.51e-05,,
W_AMK100p0_N0p5_P13,2,,,,5.71e-05,,
W_AMK100p0_N0p5_P14,2,,,,0.0001,,
W_AMK100p0_N0p5_P15,2,,,,0.000118,,
W_AMK100p0_N0p5_P16,2,,,,0.000118,,
W_AMK100p0_N0p5_P17,2,,,,0.000118,,
W_AMK100p0_N0p5_P18,2,,,,7.69e-05,,
W_AMK100p0_N0p5_P19,2,,,,7.37e-05,,
W_AMK100p0_N0p5_P20,2,,,,6.84e-05,,
W_AMK100p0_N0p5_P21,2,,,,4.39e-05,,
W_AMK100p0_N0p5_P22,2,,,,9.38e-05,,
W_AMK100p0_N0p5_P23,2,,,,7.27e-05,,
W_AMK100p0_N0p5_P24,2,,,,5.2e-05,,
W_AMK100p0_N0p5_P25,2,,,,8.42e-05,,
W_AMK100p0_N0p5_P26,2,,,,0.000121,,
W_AMK100p0_N0p5_P27,2,,,,6.67e-05,,
W_AMK100p0_N0p5_P28,2,,,,8.42e-05,,
W_AMK100p0_N0p5_P29,2,,,,0.00011,,
W_AMK100p0_N0p5_P30,2,,,,0.000141,,
W_AMK100p0_N0p5_P31,2,,,,0.000124,,
W_AMK100p0_N0p5_P32,2,,,,9.66e-05,,
W_AMK100p0_N0p5_P33,2,,,,2.86e-05,,
W_AMK100p0_N0p5_P01,5,,,,6.51e-05,,
W_AMK100p0_N0p5_P03,5,,,,6.15e-05,,
W_AMK100p0_N0p5_P04,5,,,,5e-05,,
W_AMK100p0_N0p5_P05,5,,,,6.15e-05,,
W_AMK100p0_N0p5_P06,5,,,,0.000145,,
W_AMK100p0_N0p5_P07,5,,,,0.000139,,
W_AMK100p0_N0p5_P09,5,,,,0.000168,,
W_AMK100p0_N0p5_P10,5,,,,0.000126,,
W_AMK100p0_N0p5_P11,5,,,,9.3e-05,,
W_AMK100p0_N0p5_P12,5,,,,9.6e-05,,
W_AMK100p0_N0p5_P13,5,,,,0.0002,,
W_AMK100p0_N0p5_P14,5,,,,2.11e-05,,
W_AMK100p0_N0p5_P15,5,,,,0.000185,,
W_AMK100p0_N0p5_P16,5,,,,0.000169,,
W_AMK100p0_N0p5_P17,5,,,,0.000116,,
W_AMK100p0_N0p5_P18,5,,,,8.21e-05,,
W_AMK100p0_N0p5_P19,5,,,,0.000131,,
W_AMK100p0_N0p5_P20,5,,,,3.64e-05,,
W_AMK100p0_N0p5_P21,5,,,,6.67e-05,,
W_AMK100p0_N0p5_P22,5,,,,0.000119,,
W_AMK100p0_N0p5_P23,5,,,,0.000135,,
W_AMK100p0_N0p5_P24,5,,,,0.000139,,
W_AMK100p0_N0p5_P25,5,,,,0.00017,,
W_AMK100p0_N0p5_P26,5,,,,1.54e-05,,
W_AMK100p0_N0p5_P27,5,,,,7.43e-05,,
W_AMK100p0_N0p5_P28,5,,,,4.32e-05,,
W_AMK100p0_N0p5_P29,5,,,,9.09e-05,,
W_AMK100p0_N0p5_P30,5,,,,0.000133,,
W_AMK100p0_N0p5_P31,5,,,,6.96e-05,,
W_AMK100p0_N0p5_P32,5,,,,8.98e-05,,
W_AMK100p0_N0p5_P33,5,,,,8.21e-05,,
W_AMK100p0_N0p5_P03,8,,,,3.16e-05,,
W_AMK100p0_N0p5_P09,8,,,,1e-05,,
W_AMK100p0_N0p5_P16,8,,,,8.89e-05,,
W_AMK100p0_N0p5_P17,8,,,,0.00011,,
W_AMK100p0_N0p5_P19,8,,,,7.88e-05,,
W_AMK100p0_N0p5_P24,8,,,,5.56e-05,,
W_AMK100p0_N0p5_P25,8,,,,3.45e-05,,
W_AMK100p0_N0p5_P28,8,,,,2.22e-05,,
W_AMK100p0_N0p5_P29,8,,,,5.37e-05,,
W_AMK100p0_N0p5_P30,8,,,,2.93e-05,,
W_AMK100p0_N0p5_P32,8,,,,3.16e-05,,
W_AMK100p0_N0p5_P03,11,,,,3.33e-05,,
W_AMK100p0_N0p5_P03,14,,,,1.67e-05,,
W_ENDPOINT_AMK12p5_N0p25_R01,,4.0,,,,0.0035928,
W_ENDPOINT_AMK12p5_N0p25_R02,,4.0,,,,0.024260333,
W_ENDPOINT_AMK12p5_N0p25_R03,,8.0,,,,0.002538667,
W_ENDPOINT_AMK12p5_N0p25_R04,,4.0,,,,0.000406333,
W_ENDPOINT_AMK12p5_N0p25_R05,,2.0,,,,0.094935667,
W_ENDPOINT_AMK12p5_N0p25_R06,,2.0,,,,0.023094333,
W_ENDPOINT_AMK12p5_N0p25_R07,,2.0,,,,0.001078667,
W_ENDPOINT_AMK12p5_N0p25_R08,,2.0,,,,0.100845333,
W_ENDPOINT_AMK12p5_N0p25_R09,,1.0,,,,0.000302333,
W_ENDPOINT_AMK12p5_N0p25_R10,,8.0,,,,0.026236333,
W_ENDPOINT_AMK12p5_N0p25_R11,,2.0,,,,0.001034667,
W_ENDPOINT_AMK12p5_N0p25_R12,,4.0,,,,0.053265333,
W_ENDPOINT_AMK12p5_N0p25_R13,,2.0,,,,0.001293,
W_ENDPOINT_AMK12p5_N0p25_R14,,2.0,,,,0.003948667,
W_ENDPOINT_AMK12p5_N0p25_R15,,1.0,,,,0.004986,
W_ENDPOINT_AMK12p5_N0p25_R16,,4.0,,,,0.000812,
W_ENDPOINT_AMK12p5_N0p25_R17,,4.0,,,,0.00034,
W_ENDPOINT_AMK12p5_N0p25_R18,,2.0,,,,0.000524667,
