planet_name,host_name,discovery_method,discovery_year,orbital_period_days,radius_earth,mass_earth,density_g_cm3,equilibrium_temperature_k,stellar_teff_k,stellar_radius_solar,stellar_mass_solar,system_planet_count,parameter_reference,discovery_reference,archive_row_update
GJ 1002 b,GJ 1002,Radial Velocity,2022,10.3465,,1.08,,230.9,3024.0,0.137,0.12,2,<a refstr=SUAREZ_MASCARENO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...670A...5S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2023</a>,<a refstr=SUAREZ_MASCARENO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...670A...5S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2023</a>,2022-12-17
GJ 1002 c,GJ 1002,Radial Velocity,2022,21.202,,1.36,,181.7,3024.0,0.137,0.12,2,<a refstr=SUAREZ_MASCARENO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...670A...5S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2023</a>,<a refstr=SUAREZ_MASCARENO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...670A...5S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2023</a>,2022-12-17
KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,Microlensing,2022,,,66.74396547,,,,,0.56,1,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...664A.114H/abstract target=ref>Han et al. 2022</a>,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...664A.114H/abstract target=ref>Han et al. 2022</a>,2022-12-17
TOI-6016 b,TOI-6016,Transit,2024,4.023687,13.67495645,371.85923619,0.81,1890.0,6110.0,1.51,1.31,1,<a refstr=EHRHARDT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...692A.220E/abstract target=ref>Ehrhardt et al. 2024</a>,<a refstr=EHRHARDT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...692A.220E/abstract target=ref>Ehrhardt et al. 2024</a>,2025-01-22
TOI-6019 b,TOI-6019,Transit,2026,14.547952,12.3,149.0,0.44,1095.0,5561.0,2.02,1.13,1,<a refstr=THOMAS_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260620224T/abstract target=ref>Thomas et al. 2026</a>,<a refstr=THOMAS_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260620224T/abstract target=ref>Thomas et al. 2026</a>,2026-07-09
OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,Microlensing,2020,,,144.0,,,,,0.35,1,<a refstr=BENNETT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...72B/abstract target=ref>Bennett et al. 2020</a>,<a refstr=BENNETT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...72B/abstract target=ref>Bennett et al. 2020</a>,2023-01-04
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,Microlensing,2022,,,69.92224954,,,,,0.14,2,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...662A..70H/abstract target=ref>Han et al. 2022</a>,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...662A..70H/abstract target=ref>Han et al. 2022</a>,2023-01-04
KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,Microlensing,2022,,,79.45710175,,,,,0.14,2,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...662A..70H/abstract target=ref>Han et al. 2022</a>,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...662A..70H/abstract target=ref>Han et al. 2022</a>,2023-01-04
MOA-2020-BLG-135L b,MOA-2020-BLG-135L,Microlensing,2022,,,11.3,,,,,0.23,1,<a refstr=ISHITANI_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..118I/abstract target=ref>Ishitani Silva et al. 2022</a>,<a refstr=ISHITANI_SILVA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..118I/abstract target=ref>Ishitani Silva et al. 2022</a>,2023-01-04
Kepler-138 e,Kepler-138,Transit Timing Variations,2022,38.23,,0.43,,292.0,3841.0,0.535,0.535,4,<a refstr=PIAULET_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023NatAs...7..206P/abstract target=ref>Piaulet et al. 2023</a>,<a refstr=PIAULET_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023NatAs...7..206P/abstract target=ref>Piaulet et al. 2023</a>,2023-01-04
TOI-1288 c,TOI-1288,Radial Velocity,2022,416.0,,85.7,,,5388.0,0.9583,0.9552,2,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,<a refstr=KNUDSTRUP_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.5637K/abstract target=ref>Knudstrup et al. 2023</a>,2024-07-22
nu Oct A b,nu Oct A,Radial Velocity,2016,402.4,,696.04421133,,,4910.0,5.04,1.57,1,<a refstr=CHENG_ET_AL__2025 href=https://www.nature.com/articles/s41586-025-09006-x target=ref>Cheng et al. 2025</a>,<a refstr=RAMM_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.460.3706R/abstract target=ref>Ramm et al. 2016</a>,2025-06-02
GJ 1151 c,GJ 1151,Radial Velocity,2023,389.7,,10.62,,,3280.0,0.1781,0.1639,1,<a refstr=BLANCO_POZO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...671A..50B/abstract target=ref>Blanco-Pozo et al. 2023</a>,<a refstr=BLANCO_POZO_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...671A..50B/abstract target=ref>Blanco-Pozo et al. 2023</a>,2023-01-23
Proxima Cen d,Proxima Cen,Radial Velocity,2025,5.12338,,0.26,,282.0,2900.0,0.141,0.1221,2,<a refstr=SU_AMP_AACUTE_REZ_MASCARE_AMP_NTILDE_O_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A..11M/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2025</a>,<a refstr=SU_AMP_AACUTE_REZ_MASCARE_AMP_NTILDE_O_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A..11M/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2025</a>,2025-07-29
TOI-6029 b,TOI-6029,Transit,2024,5.7987,14.39233122,519.64944544,,,6223.0,2.338,1.548,1,<a refstr=SAUNDERS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...81S/abstract target=ref>Saunders et al. 2024</a>,<a refstr=SAUNDERS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...81S/abstract target=ref>Saunders et al. 2024</a>,2024-08-16
TOI-6034 b,TOI-6034,Transit,2024,2.576184,11.92,254.0,0.82,714.0,3635.0,0.489,0.514,1,<a refstr=KANODIA_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..235K/abstract target=ref>Kanodia et al. 2024</a>,<a refstr=KANODIA_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..235K/abstract target=ref>Kanodia et al. 2024</a>,2024-09-03
TOI-6038 A b,TOI-6038 A,Transit,2025,5.8267311,6.41,78.5,1.62,1439.0,6110.0,1.648,1.291,1,<a refstr=BALIWAL_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..147B/abstract target=ref>Baliwal et al. 2025</a>,<a refstr=BALIWAL_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..147B/abstract target=ref>Baliwal et al. 2025</a>,2025-01-22
Kepler-927 b,Kepler-927,Transit,2016,9.1149903,1.72,,,,5743.0,0.99,0.99,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
TOI-6041 b,TOI-6041,Transit,2025,26.04945,4.55,28.9,1.79,605.6,5445.0,0.879,0.885,2,<a refstr=HEIDARI_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...707A.134H/abstract target=ref>Heidari et al. 2026</a>,<a refstr=HEIDARI_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...707A.134H/abstract target=ref>Heidari et al. 2026</a>,2025-12-18
OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,Microlensing,2022,,,1090.15143601,,,,,0.92,2,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A..93H/abstract target=ref>Han et al. 2022</a>,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A..93H/abstract target=ref>Han et al. 2022</a>,2023-02-07
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,Microlensing,2022,,,3248.20631954,,,,,0.92,2,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A..93H/abstract target=ref>Han et al. 2022</a>,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A..93H/abstract target=ref>Han et al. 2022</a>,2023-02-07
TOI-1669 b,TOI-1669,Radial Velocity,2023,500.0,,191.0,,,5497.0,1.0561,0.9867,2,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,<a refstr=VAN_ZANDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...60V/abstract target=ref>Van Zandt et al. 2023</a>,2024-07-22
TOI-1694 c,TOI-1694,Radial Velocity,2023,386.25,,316.55709337,,222.0,5005.0,0.812,0.828,2,<a refstr=MANCINI_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260621625M/abstract target=ref>Mancini et al. 2026</a>,<a refstr=VAN_ZANDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...60V/abstract target=ref>Van Zandt et al. 2023</a>,2026-07-09
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,Microlensing,2023,,,3.54,,,,,0.41,1,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>,2023-02-17
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,Microlensing,2023,,,5.59,,,,,0.34,1,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>,2023-02-17
KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,Microlensing,2023,,,4.67,,,,,0.74,1,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>,2023-02-17
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,Microlensing,2023,,,5.19,,,,,0.32,1,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>,2023-02-17
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,Microlensing,2023,,,4.08,,,,,0.25,1,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>,2023-02-17
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,Microlensing,2023,,,5.27,,,,,0.38,1,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>,2023-02-17
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,Microlensing,2023,,,2.32,,,,,0.41,1,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>,2023-02-17
OGLE-2019-BLG-1053L b,OGLE-2019-BLG-1053L,Microlensing,2021,,,2.48,,,,,0.61,1,<a refstr=ZANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..163Z/abstract target=ref>Zang et al. 2021</a>,<a refstr=ZANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..163Z/abstract target=ref>Zang et al. 2021</a>,2023-02-17
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,Microlensing,2022,,,9.2,,,,,0.7,1,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>,2023-02-17
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,Microlensing,2022,,,16.3,,,,,0.63,1,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>,2023-02-17
Kepler-1764 b,Kepler-1764,Transit,2021,70.46829987,4.55527871,,,,6461.0,1.131,1.162,1,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2021-12-05
OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,Microlensing,2022,,,20.1,,,,,0.47,1,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>,2023-02-17
OGLE-2019-BLG-1492L b,OGLE-2019-BLG-1492L,Microlensing,2022,,,37.1,,,,,0.68,1,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>,2023-02-17
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,Microlensing,2022,,,6.4,,,,,0.47,1,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>,2023-02-17
KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L,Microlensing,2022,,,15.5,,,,,0.28,1,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>,2023-02-17
OGLE-2016-BLG-1093L b,OGLE-2016-BLG-1093L,Microlensing,2022,,,225.65816897,,,,,0.46,1,<a refstr=SHIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..254S/abstract target=ref>Shin et al. 2022</a>,<a refstr=SHIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..254S/abstract target=ref>Shin et al. 2022</a>,2023-02-17
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,Microlensing,2022,,,4.55,,,,,0.37,1,<a refstr=RYU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..180R/abstract target=ref>Ryu et al. 2022</a>,<a refstr=RYU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..180R/abstract target=ref>Ryu et al. 2022</a>,2023-02-17
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,Microlensing,2022,,,19.05,,,,,0.24,1,<a refstr=RYU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..180R/abstract target=ref>Ryu et al. 2022</a>,<a refstr=RYU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..180R/abstract target=ref>Ryu et al. 2022</a>,2023-02-17
KMT-2021-BLG-1372L b,KMT-2021-BLG-1372L,Microlensing,2022,,,61.27,,,,,0.42,1,<a refstr=RYU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..180R/abstract target=ref>Ryu et al. 2022</a>,<a refstr=RYU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..180R/abstract target=ref>Ryu et al. 2022</a>,2023-02-17
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,Microlensing,2022,,,143.02278315,,,,,0.36,1,<a refstr=RYU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..180R/abstract target=ref>Ryu et al. 2022</a>,<a refstr=RYU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..180R/abstract target=ref>Ryu et al. 2022</a>,2023-02-17
KMT-2019-BLG-1042L b,KMT-2019-BLG-1042L,Microlensing,2022,,,60.38739733,,,,,0.3,1,<a refstr=ZANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.515..928Z/abstract target=ref>Zang et al. 2022</a>,<a refstr=ZANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.515..928Z/abstract target=ref>Zang et al. 2022</a>,2023-02-17
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,Microlensing,2022,,,1287.20504835,,,,,0.79,1,<a refstr=ZANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.515..928Z/abstract target=ref>Zang et al. 2022</a>,<a refstr=ZANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.515..928Z/abstract target=ref>Zang et al. 2022</a>,2023-02-17
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,Microlensing,2022,,,88.99195396,,,,,0.47,1,<a refstr=ZANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.515..928Z/abstract target=ref>Zang et al. 2022</a>,<a refstr=ZANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.515..928Z/abstract target=ref>Zang et al. 2022</a>,2023-02-17
Kepler-928 b,Kepler-928,Transit,2016,3.932461302,1.59,,,,4700.0,0.7,0.73,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
TOI-6054.01,TOI-6054,Transit,2024,7.501428,2.64,12.5,3.7,1360.0,6047.0,1.662,1.107,2,<a refstr=KROFT_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..150K/abstract target=ref>Kroft et al. 2025</a>,<a refstr=CROSSFIELD_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...89C/abstract target=ref>Crossfield et al. 2025</a>,2025-09-17
TOI-6054.02,TOI-6054,Transit,2024,12.563636,2.82,9.3,2.25,1143.0,6047.0,1.662,1.107,2,<a refstr=KROFT_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..150K/abstract target=ref>Kroft et al. 2025</a>,<a refstr=CROSSFIELD_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...89C/abstract target=ref>Crossfield et al. 2025</a>,2025-09-17
Kepler-929 b,Kepler-929,Transit,2016,0.921032135,1.11,,,,5869.0,1.02,1.01,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05-06
Wolf 1069 b,Wolf 1069,Radial Velocity,2023,15.564,,1.26,,250.1,3158.0,0.1813,0.167,1,<a refstr=KOSSAKOWSKI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...670A..84K/abstract target=ref>Kossakowski et al. 2023</a>,<a refstr=KOSSAKOWSKI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...670A..84K/abstract target=ref>Kossakowski et al. 2023</a>,2023-02-25
L 363-38 b,L 363-38,Radial Velocity,2023,8.781,,4.67,,330.0,3129.0,0.274,0.21,1,<a refstr=SARTORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...670A..42S/abstract target=ref>Sartori et al. 2023</a>,<a refstr=SARTORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...670A..42S/abstract target=ref>Sartori et al. 2023</a>,2023-02-27
AF Lep b,AF Lep,Imaging,2023,8905.0,,1147.36054927,,,,,1.218,1,<a refstr=DENIS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...696A...6D/abstract target=ref>Denis et al. 2025</a>,<a refstr=MESA_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...672A..93M/abstract target=ref>Mesa et al. 2023</a>,2025-11-20
TOI-6080 b,TOI-6080,Transit,2026,8.05562348084,3.32424168,,,,5775.46,1.06221,,1,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.548ag512L/abstract target=ref>Lafarga et al. 2026</a>,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.548ag512L/abstract target=ref>Lafarga et al. 2026</a>,2026-04-23
GJ 463 b,GJ 463,Radial Velocity,2022,3459.0,,524.09904314,,,3563.0,0.483,0.486,1,<a refstr=MORALES_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A.242M/abstract target=ref>Morales et al. 2025</a>,<a refstr=ENDL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..238E/abstract target=ref>Endl et al. 2022</a>,2025-08-28
TIC 279401253 b,TIC 279401253,Transit,2023,76.8,11.2089807,1951.46641898,,,5951.0,1.06,1.13,2,<a refstr=BOZHILOV_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L..36B/abstract target=ref>Bozhilov et al. 2023</a>,<a refstr=BOZHILOV_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L..36B/abstract target=ref>Bozhilov et al. 2023</a>,2023-03-15
TIC 279401253 c,TIC 279401253,Transit,2023,155.3,,2548.98382414,,,5951.0,1.06,1.13,2,<a refstr=BOZHILOV_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L..36B/abstract target=ref>Bozhilov et al. 2023</a>,<a refstr=BOZHILOV_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...946L..36B/abstract target=ref>Bozhilov et al. 2023</a>,2023-03-15
HD 169142 b,HD 169142,Imaging,2023,,,953.485221,,,,,1.85,1,<a refstr=HAMMOND_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.522L..51H/abstract target=ref>Hammond et al. 2023</a>,<a refstr=HAMMOND_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.522L..51H/abstract target=ref>Hammond et al. 2023</a>,2023-03-15
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,Microlensing,2022,,,82.63538582,,,,,0.093,1,<a refstr=ZANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.514.5952Z/abstract target=ref>Zang et al. 2022</a>,<a refstr=ZANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.514.5952Z/abstract target=ref>Zang et al. 2022</a>,2023-03-15
TOI-4156 c,TOI-4156,Transit,2026,12.82282706375,2.92303762,,,,5971.64,1.03963,,2,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.548ag512L/abstract target=ref>Lafarga et al. 2026</a>,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.548ag512L/abstract target=ref>Lafarga et al. 2026</a>,2026-04-23
TOI-6086 b,TOI-6086,Transit,2024,1.3888725,1.18,,,634.0,3200.0,0.259,0.254,1,<a refstr=BARKAOUI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...687A.264B/abstract target=ref>Barkaoui et al. 2024</a>,<a refstr=BARKAOUI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...687A.264B/abstract target=ref>Barkaoui et al. 2024</a>,2024-05-28
HD 18438 b,HD 18438,Radial Velocity,2023,803.0,,6674.396547,,,3860.0,88.475,1.84,1,<a refstr=LEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023JKAS...56...35L/abstract target=ref>Lee et al. 2023</a>,<a refstr=LEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023JKAS...56...35L/abstract target=ref>Lee et al. 2023</a>,2023-03-28
TOI-1338 c,TOI-1338 A,Radial Velocity,2023,215.79,,75.4,,,,1.313,1.0936,2,<a refstr=WANG__AMP__LIU_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...31W/abstract target=ref>Wang &amp; Liu 2024</a>,<a refstr=STANDING_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023NatAs...7..702S/abstract target=ref>Standing et al. 2023</a>,2024-08-07
