job,samples,fraction_inside_reference_envelope,fraction_outside_reference_envelope,first_exit_elapsed_years,max_normalized_boundary_excursion,mean_normalized_boundary_excursion,obliquity_min_deg,obliquity_max_deg,insolation_min_w_m2,insolation_max_w_m2
baseline_20myr_dt10,2001,0.9995002498750625,0.0004997501249375312,209000.0,3.777413878086777e-07,1.887763057514631e-10,22.08731378116067,24.44371031565631,433.1473191200012,564.0643609486467
jupiter_mass_minus_5pct_2myr,2001,0.9910044977511244,0.008995502248875561,210000.0,0.08898558533486033,0.00023379001097363899,22.13579964826084,24.46994183639182,421.4974357372294,568.3234667089398
jupiter_mass_plus_5pct_2myr,2001,0.9950024987506247,0.004997501249375313,48000.0,0.03059809100870373,5.947731734724894e-05,22.131880703469132,24.52737051220937,432.42003674691694,560.1482451183396
saturn_mass_minus_5pct_2myr,2001,0.999000499750125,0.0009995002498750624,251000.0,0.006960665318047096,3.784430993135557e-06,22.08962984646052,24.4560509346534,432.23590348062925,562.4562226303776
saturn_mass_plus_5pct_2myr,2001,0.992503748125937,0.0074962518740629685,209000.0,0.049467336633419144,0.00013525191235056426,22.104271664450135,24.478115633120538,430.4589048541973,570.5404336143351
jupiter_a_minus_0p5pct_2myr,2001,0.9810094952523738,0.01899050474762619,47000.0,0.07491017506746454,0.000652353428043382,22.010652377867284,24.632763279901972,430.213049616321,569.729213023959
jupiter_a_plus_0p5pct_2myr,2001,0.9965017491254373,0.0034982508745627187,209000.0,0.040262173181657625,7.586087197129916e-05,22.12775594269637,24.448338035316286,427.876165392172,567.2582454376029
