test_id,wp,technical_outcome,scientific_verdict,criterion_id,metric,threshold,message,duration_s
S1-001,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.9724000341957435e-05
S1-002,S1,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",8.47200135467574e-06
S1-003,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.4876997485989705e-05
S1-004,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,4.097997589269653e-06
S1-005,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.8050017135683447e-06
S1-006,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.986998879350722e-06
S1-007,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.0360021153464913e-06
S1-008,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.0309998944867402e-06
S1-009,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.0709994714707136e-06
S1-010,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.2280000848695636e-06
S1-011,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.296997990924865e-06
S1-012,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.2649983293376863e-06
S1-013,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.700999175431207e-06
S1-014,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.7220012270845473e-06
S1-015,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.7179991118609905e-06
S1-016,S1,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",2.672997652553022e-06
S1-017,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.5650006136856973e-06
S1-018,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.007000148296356e-06
S1-019,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.8550017557572573e-06
S1-020,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.8409991753287613e-06
S1-021,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.986001734621823e-06
S1-022,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.9190010789316148e-06
S1-023,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.0189982024021447e-06
S1-024,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.0459992811083794e-06
S1-025,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.8399987311568111e-06
S1-026,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.8649989215191454e-06
S1-027,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.8800019461195916e-06
S1-028,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.763000909704715e-06
S1-029,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.8499995348975062e-06
S1-030,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.810700268833898e-05
S1-031,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.249998942716047e-06
S1-032,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.8450009520165622e-06
S1-033,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.877000613603741e-06
S1-034,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.8790015019476414e-06
S1-035,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.7430029402021319e-06
S1-036,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.191001840401441e-06
S1-037,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.7000020307023078e-06
S1-038,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.5929981600493193e-06
S1-039,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.6189987945836037e-06
S1-040,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.63400181918405e-06
S1-041,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.7370002751704305e-06
S1-042,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.743999746395275e-06
S1-043,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.6420017345808446e-06
S1-044,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.6310004866681993e-06
S1-045,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.6589983715675771e-06
S1-046,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.5780024114064872e-06
S1-047,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.6810008673928678e-06
S1-048,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.7368998669553548e-05
S1-049,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.1000014385208488e-06
S1-050,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.073000359814614e-06
S2-001,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.0989973563700914e-06
S2-002,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.8370010366197675e-06
S2-003,S2,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",2.5370027287863195e-06
S2-004,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.986998540814966e-06
S2-005,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.639000402064994e-06
S2-006,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.8700011423788965e-06
S2-007,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.7210004443768412e-06
S2-008,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.9380022422410548e-06
S2-009,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.7279999156016856e-06
S2-010,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.6499980119988322e-06
S2-011,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.8939972505904734e-06
S2-012,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.6570011212024838e-06
S2-013,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.6670019249431789e-06
S2-014,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.6189987945836037e-06
S2-015,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.8399987311568111e-06
S2-016,S2,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",1.3560020306613296e-06
S2-017,S2,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",1.7169986676890403e-06
S2-018,S2,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",1.30099942907691e-06
S2-019,S2,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",1.2169984984211624e-06
S2-020,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.8639984773471951e-06
S3-001,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,0.012018441000691382
S3-002,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,1.557100040372461e-05
S3-003,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,6.30300201009959e-06
S3-004,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,4.3620020733214915e-06
S3-005,S3,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",5.183002940611914e-06
S3-006,S3,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",2.663000486791134e-06
S3-007,S3,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",1.811000402085483e-06
S3-008,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,6.204001692822203e-06
S3-009,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,4.328001523390412e-06
S3-010,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,3.5530028981156647e-06
S3-011,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,3.4859986044466496e-06
S3-012,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,3.727000148501247e-06
S3-013,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,3.4430013329256326e-06
S3-014,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,3.3039978006854653e-06
S3-015,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,4.270001227268949e-06
S3-016,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,3.2989992178045213e-06
S3-017,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,3.130000550299883e-06
S3-018,S3,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",1.9099970813840628e-06
S3-019,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,3.6439996620174497e-06
S3-020,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,3.650999133242294e-06
M1-001,M1,pass,undetermined,,0.0,,Base des transitions validée,0.00657665299877408
M1-002,M1,pass,undetermined,,0.0,,Base des transitions validée,9.562001650920138e-06
M1-003,M1,pass,undetermined,,0.0,,Base des transitions validée,4.953999450663105e-06
M1-004,M1,pass,undetermined,,0.0,,Base des transitions validée,4.296001861803234e-06
M1-005,M1,pass,undetermined,,0.0,,Base des transitions validée,3.564000508049503e-06
M1-006,M1,pass,undetermined,,0.0,,Base des transitions validée,4.426998202688992e-06
M1-007,M1,pass,undetermined,,0.0,,Base des transitions validée,4.263998562237248e-06
M1-008,M1,pass,undetermined,,0.0,,Base des transitions validée,3.740002284757793e-06
M1-009,M1,pass,undetermined,,0.0,,Base des transitions validée,3.331002517370507e-06
M1-010,M1,pass,undetermined,,0.0,,Base des transitions validée,3.5960001696366817e-06
M1-011,M1,pass,undetermined,,0.0,,Base des transitions validée,5.336001777322963e-06
M1-012,M1,pass,undetermined,,0.0,,Base des transitions validée,3.9480000850744545e-06
M1-013,M1,pass,undetermined,,0.0,,Base des transitions validée,3.1429990485776216e-06
M1-014,M1,pass,undetermined,,0.0,,Base des transitions validée,3.344997821841389e-06
M1-015,M1,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",4.617999366018921e-06
M2-001,M2,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/nucleosynthesis_yields.csv,0.00011202200039406307
M2-002,M2,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/nucleosynthesis_yields.csv,5.24200004292652e-06
M2-003,M2,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/nucleosynthesis_yields.csv,3.7089994293637574e-06
M2-004,M2,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/nucleosynthesis_yields.csv,3.3239994081668556e-06
M2-005,M2,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/nucleosynthesis_yields.csv,3.4949989640153944e-06
M2-006,M2,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/nucleosynthesis_yields.csv,3.384000592632219e-06
M2-007,M2,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/nucleosynthesis_yields.csv,3.3700016501825303e-06
M2-008,M2,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/nucleosynthesis_yields.csv,3.3280011848546565e-06
M2-009,M2,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/nucleosynthesis_yields.csv,3.134999133180827e-06
M2-010,M2,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/nucleosynthesis_yields.csv,2.9889997676946223e-06
M3-001,M3,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/reaction_network.csv,4.460199852474034e-05
M3-002,M3,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/reaction_network.csv,4.403002094477415e-06
M3-003,M3,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/reaction_network.csv,3.7489990063477308e-06
M3-004,M3,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/reaction_network.csv,3.8139987736940384e-06
M3-005,M3,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/reaction_network.csv,4.0620034269522876e-06
M3-006,M3,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/reaction_network.csv,4.606001311913133e-06
M3-007,M3,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/reaction_network.csv,4.451001586858183e-06
M3-008,M3,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/reaction_network.csv,3.6290002753958106e-06
M3-009,M3,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/reaction_network.csv,3.9529986679553986e-06
M3-010,M3,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/reaction_network.csv,3.545999788912013e-06
M3-011,M3,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/reaction_network.csv,3.5369994293432683e-06
M3-012,M3,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/reaction_network.csv,3.463002940407023e-06
M3-013,M3,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/reaction_network.csv,3.21200059261173e-06
M3-014,M3,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/reaction_network.csv,3.4479999158065766e-06
M3-015,M3,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/reaction_network.csv,3.731998731382191e-06
M4-001,M4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,3.1775001843925565e-05
M4-002,M4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,4.307999915909022e-06
M4-003,M4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,5.538997356779873e-06
M4-004,M4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,3.4430013329256326e-06
M4-005,M4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,3.3329997677356005e-06
M4-006,M4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,3.287001163698733e-06
M4-007,M4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,3.392000508029014e-06
M4-008,M4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,3.121000190731138e-06
M4-009,M4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,3.2419993658550084e-06
M4-010,M4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,3.416000254219398e-06
M4-011,M4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,3.2150019251275808e-06
M4-012,M4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,3.721997927641496e-06
M4-013,M4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,3.2759999157860875e-06
M4-014,M4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,3.678000211948529e-06
M4-015,M4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,4.2860010580625385e-06
M5-001,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,0.006415019997803029
M5-002,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,9.47599983192049e-06
M5-003,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,4.770001396536827e-06
M5-004,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,4.203000571578741e-06
M5-005,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,4.018998879473656e-06
M5-006,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,3.5470002330839634e-06
M5-007,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,3.3670003176666796e-06
M5-008,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,3.4609984140843153e-06
M5-009,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,2.9900002118665725e-06
M5-010,M5,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",4.481000360101461e-06
P1-001,P1,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/isotope_tracers.csv,0.00010944799942080863
P1-002,P1,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/isotope_tracers.csv,5.514000804396346e-06
P1-003,P1,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/isotope_tracers.csv,4.501998773775995e-06
P1-004,P1,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/isotope_tracers.csv,3.8569996831938624e-06
P1-005,P1,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/isotope_tracers.csv,3.4129989217035472e-06
P1-006,P1,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/isotope_tracers.csv,3.2940006349235773e-06
P1-007,P1,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/isotope_tracers.csv,3.544999344740063e-06
P1-008,P1,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/isotope_tracers.csv,3.312001354061067e-06
P1-009,P1,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/isotope_tracers.csv,3.364200165378861e-05
P1-010,P1,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/isotope_tracers.csv,4.1050006984733045e-06
P2-001,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,4.478999471757561e-06
P2-002,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,3.0279989005066454e-06
P2-003,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.5529989216011018e-06
P2-004,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,3.178000042680651e-06
P2-005,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,3.1319978006649762e-06
P2-006,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.986998879350722e-06
P2-007,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.6080015231855214e-06
P2-008,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.720000338740647e-06
P2-009,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.420001692371443e-06
P2-010,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.3649990907870233e-06
P3-001,P3,pass,undetermined,,9.0,,Expériences métal-silicate compilées et harmonisées; méta-régression non revendiquée faute d'effectif complet,0.005640515999402851
P3-002,P3,pass,undetermined,,9.0,,Expériences métal-silicate compilées et harmonisées; méta-régression non revendiquée faute d'effectif complet,1.3024000509176403e-05
P3-003,P3,blocked,undetermined,,,,"Donnée réelle présente, mais le protocole demandé n'est pas couvert par ses mesures.",9.624000085750595e-06
P3-004,P3,blocked,undetermined,,,,"Donnée réelle présente, mais le protocole demandé n'est pas couvert par ses mesures.",5.582998710451648e-06
P3-005,P3,blocked,undetermined,,,,"Donnée réelle présente, mais le protocole demandé n'est pas couvert par ses mesures.",3.827997716143727e-06
P3-006,P3,blocked,undetermined,,,,"Donnée réelle présente, mais le protocole demandé n'est pas couvert par ses mesures.",3.4039985621348023e-06
P3-007,P3,blocked,undetermined,,,,"Donnée réelle présente, mais le protocole demandé n'est pas couvert par ses mesures.",3.4229997254442424e-06
P3-008,P3,blocked,undetermined,,,,"Donnée réelle présente, mais le protocole demandé n'est pas couvert par ses mesures.",3.5390003176871687e-06
P3-009,P3,blocked,undetermined,,,,"Donnée réelle présente, mais le protocole demandé n'est pas couvert par ses mesures.",3.9289989217650145e-06
P3-010,P3,blocked,undetermined,,,,"Donnée réelle présente, mais le protocole demandé n'est pas couvert par ses mesures.",3.8030011637602e-06
P3-011,P3,blocked,undetermined,,,,"Donnée réelle présente, mais le protocole demandé n'est pas couvert par ses mesures.",3.393000952200964e-06
P3-012,P3,blocked,undetermined,,,,"Donnée réelle présente, mais le protocole demandé n'est pas couvert par ses mesures.",2.7599999157246202e-06
P3-013,P3,blocked,undetermined,,,,"Donnée réelle présente, mais le protocole demandé n'est pas couvert par ses mesures.",4.4436997995944694e-05
P3-014,P3,blocked,undetermined,,,,"Donnée réelle présente, mais le protocole demandé n'est pas couvert par ses mesures.",3.2900024962145835e-06
P3-015,P3,blocked,undetermined,,,,"Donnée réelle présente, mais le protocole demandé n'est pas couvert par ses mesures.",2.977998519781977e-06
P4-001,P4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/volatile_inventory.csv,0.00010989399743266404
P4-002,P4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/volatile_inventory.csv,5.510002665687352e-06
P4-003,P4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/volatile_inventory.csv,3.9379992813337594e-06
P4-004,P4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/volatile_inventory.csv,3.484001354081556e-06
P4-005,P4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/volatile_inventory.csv,3.3479991543572396e-06
P4-006,P4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/volatile_inventory.csv,2.9899965738877654e-06
P4-007,P4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/volatile_inventory.csv,2.6269990485161543e-06
P4-008,P4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/volatile_inventory.csv,3.224999090889469e-06
P4-009,P4,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/volatile_inventory.csv,3.0139999580569565e-06
P4-010,P4,pass,undetermined,,6333.0,,Démographie observationnelle des exoplanètes auditée,0.11870842299686046
P5-001,P5,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/late_accretion_tracers.csv,0.00016576299822190776
P5-002,P5,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/late_accretion_tracers.csv,5.911999323870987e-06
P5-003,P5,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/late_accretion_tracers.csv,4.679000994656235e-06
P5-004,P5,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/late_accretion_tracers.csv,3.92199945054017e-06
P5-005,P5,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/late_accretion_tracers.csv,4.103003448108211e-06
P5-006,P5,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/late_accretion_tracers.csv,3.4479999158065766e-06
P5-007,P5,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/late_accretion_tracers.csv,3.3579999580979347e-06
P5-008,P5,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/late_accretion_tracers.csv,3.3200012694578618e-06
P5-009,P5,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/late_accretion_tracers.csv,4.78799847769551e-06
P5-010,P5,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/late_accretion_tracers.csv,3.955003194278106e-06
P6-001,P6,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/planetary_histories.csv,3.5521999961929396e-05
P6-002,P6,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/planetary_histories.csv,3.916000423487276e-06
P6-003,P6,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/planetary_histories.csv,4.002002242486924e-06
P6-004,P6,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/planetary_histories.csv,3.815999662037939e-06
P6-005,P6,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/planetary_histories.csv,3.2290008675772697e-06
P6-006,P6,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/planetary_histories.csv,3.511002432787791e-06
P6-007,P6,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/planetary_histories.csv,3.914999979315326e-06
P6-008,P6,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/planetary_histories.csv,3.891000233124942e-06
P6-009,P6,blocked,undetermined,,,,Jeu de données absent: plateforme/campagne_maximale_reelle/data/planetary_histories.csv,3.510998794808984e-06
