test_id,wp,technical_outcome,scientific_verdict,criterion_id,metric,threshold,message,duration_s
S1-025,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.1919999849396845e-06
S1-026,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.251999975693252e-06
S1-027,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.5419999783716776e-06
S1-028,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.2419999961821304e-06
S1-029,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.2919999790028669e-06
S1-030,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.2319999882492993e-06
S1-031,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.2319999882492993e-06
S1-032,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.2019999928725156e-06
S1-033,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.152000010051779e-06
S1-034,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.4129999783563107e-06
S1-035,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.4020000094205898e-06
S1-036,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.542000006793387e-06
S1-037,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.3020000153574074e-06
S1-038,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.3320000107341912e-06
S1-039,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.1719999974957318e-06
S1-040,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.2320000166710088e-06
S1-041,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.3920000014877587e-06
S1-042,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.4130000067780202e-06
S1-043,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.2520000041149615e-06
S1-044,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.3020000153574074e-06
S1-045,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.2719999915589142e-06
S1-046,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.491999995550941e-06
S1-047,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,4.05700001238074e-06
S1-048,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.3519999981781439e-06
S1-049,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.1820000054285629e-06
S1-050,S1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.3419999902453128e-06
S2-001,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.362000006110975e-06
S2-002,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.3619999776892655e-06
S2-003,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.3920000014877587e-06
S2-004,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.4620000001741573e-06
S2-005,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.2619999836260831e-06
S2-006,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.4119999889317114e-06
S2-007,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,3.5349999905065488e-06
S2-008,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.772000018718245e-06
S2-009,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.3619999776892655e-06
S2-010,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.5020000034837722e-06
S2-011,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.531999998860556e-06
S2-012,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.2109999829590379e-06
S2-013,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.4620000001741573e-06
S2-014,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.311999994868529e-06
S2-015,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.32200000280136e-06
S2-016,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.2719999915589142e-06
S2-017,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.2319999882492993e-06
S2-018,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.2419999961821304e-06
S2-019,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.3819999935549276e-06
S2-020,S2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.2019999928725156e-06
S3-001,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,0.011583462999993799
S3-002,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,8.031999982449634e-06
S3-003,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,4.266999980018227e-06
S3-004,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,2.72400001222195e-06
S3-005,S3,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",4.37700001043595e-06
S3-006,S3,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",2.3829999804547697e-06
S3-007,S3,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",1.6719999962333532e-06
S3-008,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,3.4249999885105353e-06
S3-009,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,2.5839999864274432e-06
S3-010,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,2.5639999989834905e-06
S3-011,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,2.4329999916972156e-06
S3-012,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,2.0930000061980536e-06
S3-013,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,2.1230000015748374e-06
S3-014,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,2.304000020103558e-06
S3-015,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,2.7339999917330715e-06
S3-016,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,2.474000012853139e-06
S3-017,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,2.1339999989322678e-06
S3-018,S3,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",1.5219999909277249e-06
S3-019,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,2.2939999837490177e-06
S3-020,S3,pass,undetermined,,0.49382716049382713,,Carte relationnelle auditée,2.233000003570851e-06
M1-001,M1,pass,undetermined,,0.0,,Base des transitions validée,0.0028647780000028433
M1-002,M1,pass,undetermined,,0.0,,Base des transitions validée,4.405999987966425e-06
M1-003,M1,pass,undetermined,,0.0,,Base des transitions validée,2.663999993046673e-06
M1-004,M1,pass,undetermined,,0.0,,Base des transitions validée,2.9650000215042382e-06
M1-005,M1,pass,undetermined,,0.0,,Base des transitions validée,2.2830000148132967e-06
M1-006,M1,pass,undetermined,,0.0,,Base des transitions validée,2.152999996951621e-06
M1-007,M1,pass,undetermined,,0.0,,Base des transitions validée,2.1230000015748374e-06
M1-008,M1,pass,undetermined,,0.0,,Base des transitions validée,2.104000003555484e-06
M1-009,M1,pass,undetermined,,0.0,,Base des transitions validée,2.213000016126898e-06
M1-010,M1,pass,undetermined,,0.0,,Base des transitions validée,2.2440000009282812e-06
M1-011,M1,pass,undetermined,,0.0,,Base des transitions validée,3.034000002344328e-06
M1-012,M1,pass,undetermined,,0.0,,Base des transitions validée,2.182999992328405e-06
M1-013,M1,pass,undetermined,,0.0,,Base des transitions validée,2.0930000061980536e-06
M1-014,M1,pass,undetermined,,0.0,,Base des transitions validée,2.483999992364261e-06
M1-015,M1,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",3.155000001697772e-06
M2-001,M2,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/nucleosynthesis_yields.csv,6.067099999995662e-05
M2-002,M2,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/nucleosynthesis_yields.csv,3.05499997921288e-06
M2-003,M2,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/nucleosynthesis_yields.csv,2.5539999910506594e-06
M2-004,M2,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/nucleosynthesis_yields.csv,2.14299998901879e-06
M2-005,M2,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/nucleosynthesis_yields.csv,2.2540000088611123e-06
M2-006,M2,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/nucleosynthesis_yields.csv,2.0329999870227766e-06
M2-007,M2,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/nucleosynthesis_yields.csv,1.9829999757803307e-06
M2-008,M2,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/nucleosynthesis_yields.csv,1.9130000055156415e-06
M2-009,M2,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/nucleosynthesis_yields.csv,1.90300002600452e-06
M2-010,M2,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/nucleosynthesis_yields.csv,2.0530000028884388e-06
M3-001,M3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/reaction_network.csv,3.716599999847858e-05
M3-002,M3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/reaction_network.csv,2.4139999936778622e-06
M3-003,M3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/reaction_network.csv,2.2229999956380198e-06
M3-004,M3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/reaction_network.csv,2.1339999989322678e-06
M3-005,M3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/reaction_network.csv,1.962999988336378e-06
M3-006,M3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/reaction_network.csv,2.5939999943602743e-06
M3-007,M3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/reaction_network.csv,2.3540000029242947e-06
M3-008,M3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/reaction_network.csv,2.1330000095076684e-06
M3-009,M3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/reaction_network.csv,1.9430000008924253e-06
M3-010,M3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/reaction_network.csv,1.9619999989117787e-06
M3-011,M3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/reaction_network.csv,1.9730000246909185e-06
M3-012,M3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/reaction_network.csv,1.9329999929595942e-06
M3-013,M3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/reaction_network.csv,1.98300000420204e-06
M3-014,M3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/reaction_network.csv,1.962999988336378e-06
M3-015,M3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/reaction_network.csv,1.9929999837131618e-06
M4-001,M4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,2.8262000000722765e-05
M4-002,M4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,2.2830000148132967e-06
M4-003,M4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,2.8750000069521775e-06
M4-004,M4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,2.3430000055668643e-06
M4-005,M4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,2.033000015444486e-06
M4-006,M4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,2.023000007511655e-06
M4-007,M4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,1.9630000167580874e-06
M4-008,M4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,2.043000023377317e-06
M4-009,M4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,2.1840000101747137e-06
M4-010,M4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,2.4440000174763554e-06
M4-011,M4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,1.9029999975828105e-06
M4-012,M4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,2.023000007511655e-06
M4-013,M4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,1.9530000088252564e-06
M4-014,M4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,1.8629999942731956e-06
M4-015,M4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/thermochemical_phases.csv,1.952999980403547e-06
M5-001,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,0.0031883560000096622
M5-002,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,4.367000002503119e-06
M5-003,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,2.8240000062851323e-06
M5-004,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,2.2629999989476346e-06
M5-005,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,2.4240000016106933e-06
M5-006,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,2.172999984395574e-06
M5-007,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,2.1840000101747137e-06
M5-008,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,2.193000000261236e-06
M5-009,M5,pass,undetermined,,,,Benchmark masqué de la branche matière exécuté,2.1639999943090515e-06
M5-010,M5,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",2.843999993729085e-06
P1-001,P1,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/isotope_tracers.csv,5.5763999995406266e-05
P1-002,P1,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/isotope_tracers.csv,2.8839999970387e-06
P1-003,P1,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/isotope_tracers.csv,2.6640000214683823e-06
P1-004,P1,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/isotope_tracers.csv,2.23399999299545e-06
P1-005,P1,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/isotope_tracers.csv,2.0729999903323915e-06
P1-006,P1,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/isotope_tracers.csv,2.1339999989322678e-06
P1-007,P1,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/isotope_tracers.csv,2.362999993010817e-06
P1-008,P1,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/isotope_tracers.csv,2.053999992313038e-06
P1-009,P1,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/isotope_tracers.csv,2.1830000207501143e-06
P1-010,P1,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/isotope_tracers.csv,1.9230000134484726e-06
P2-001,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,2.2039999976186664e-06
P2-002,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.250999999541818e-06
P2-003,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.5820000101030018e-06
P2-004,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.4519999922413263e-06
P2-005,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.3519999981781439e-06
P2-006,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.301999986935698e-06
P2-007,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.3819999935549276e-06
P2-008,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.6019999975469545e-06
P2-009,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.362000006110975e-06
P2-010,P2,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.2620000120477926e-06
P3-001,P3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/partition_experiments.csv,3.3059999992701705e-05
P3-002,P3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/partition_experiments.csv,2.3530000134996953e-06
P3-003,P3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/partition_experiments.csv,2.06300001082127e-06
P3-004,P3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/partition_experiments.csv,2.0729999903323915e-06
P3-005,P3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/partition_experiments.csv,2.1030000141308847e-06
P3-006,P3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/partition_experiments.csv,2.043000023377317e-06
P3-007,P3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/partition_experiments.csv,2.0729999903323915e-06
P3-008,P3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/partition_experiments.csv,2.3039999916818488e-06
P3-009,P3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/partition_experiments.csv,2.0229999790899456e-06
P3-010,P3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/partition_experiments.csv,2.0729999903323915e-06
P3-011,P3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/partition_experiments.csv,1.9430000008924253e-06
P3-012,P3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/partition_experiments.csv,1.972999996269209e-06
P3-013,P3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/partition_experiments.csv,1.9929999837131618e-06
P3-014,P3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/partition_experiments.csv,1.952999980403547e-06
P3-015,P3,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/partition_experiments.csv,1.952999980403547e-06
P4-001,P4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/volatile_inventory.csv,2.6640000015731857e-05
P4-002,P4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/volatile_inventory.csv,2.2730000068804657e-06
P4-003,P4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/volatile_inventory.csv,2.0229999790899456e-06
P4-004,P4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/volatile_inventory.csv,2.1639999943090515e-06
P4-005,P4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/volatile_inventory.csv,2.182999992328405e-06
P4-006,P4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/volatile_inventory.csv,2.23399999299545e-06
P4-007,P4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/volatile_inventory.csv,1.9130000055156415e-06
P4-008,P4,blocked,undetermined,,,,Jeu de données absent: /home/runner/work/ORI-C/ORI-C/plateforme/campagne_maximale_reelle/data/volatile_inventory.csv,2.0829999982652225e-06
