temperature_k,ice_fraction,co2_ppm,regolith_fraction,carbon_memory,productivity
-3.122572198464008,0.9997772843549865,427.3712312156813,0.13160440110130997,0.2636134525977834,0.2636134525977723
-3.122572198464008,0.9997772843549865,427.3712312156813,0.13160440110130997,0.2636134525977834,0.2636134525977723
-3.1225721984640145,0.9997772843549887,427.37123121568186,0.13160440110129876,0.2636134525977821,0.26361345259777114
-3.122572198464008,0.9997772843549865,427.3712312156813,0.13160440110130997,0.2636134525977834,0.2636134525977723
-3.122572198464008,0.9997772843549865,427.3712312156813,0.13160440110130997,0.2636134525977834,0.2636134525977723
-3.122572198464008,0.9997772843549865,427.3712312156813,0.13160440110130997,0.2636134525977834,0.2636134525977723
-3.122572198464008,0.9997772843549865,427.3712312156813,0.13160440110130997,0.2636134525977834,0.2636134525977723
-3.122572198464008,0.9997772843549865,427.3712312156813,0.13160440110130997,0.2636134525977834,0.2636134525977723
-3.122572198464008,0.9997772843549865,427.3712312156813,0.13160440110130997,0.2636134525977834,0.2636134525977723
-3.122572198464008,0.9997772843549865,427.3712312156813,0.13160440110130997,0.2636134525977834,0.2636134525977723
-3.122572198464008,0.9997772843549865,427.3712312156813,0.13160440110130997,0.2636134525977834,0.2636134525977723
-3.1225721984640074,0.9997772843549865,427.3712312156813,0.13160440110130997,0.26361345259778346,0.26361345259777236
-3.122572198464008,0.9997772843549865,427.3712312156813,0.13160440110130997,0.2636134525977834,0.2636134525977723
-3.122572198464008,0.9997772843549865,427.3712312156813,0.13160440110130997,0.2636134525977834,0.2636134525977723
-3.1225721984640145,0.9997772843549887,427.37123121568186,0.13160440110129876,0.2636134525977821,0.26361345259777114
-3.1225721984640145,0.9997772843549887,427.37123121568186,0.13160440110129876,0.2636134525977821,0.26361345259777114
-3.122572198464008,0.9997772843549865,427.3712312156813,0.13160440110130997,0.2636134525977834,0.2636134525977723
-3.1225721984639847,0.9997772843549865,427.37123121568726,0.13160440110130997,0.2636134525977651,0.26361345259777585
