body,rows,all_bound,a_min_au,a_max_au,eccentricity_min,eccentricity_max,inclination_min_rad,inclination_max_rad
Mercury,2001,True,0.3870963586301841,0.38710154103128425,0.1240295497052676,0.24567650655337786,0.039484718189019163,0.19171884490684213
Venus,2001,True,0.72331849738122234,0.72335228048156164,0.00099808890555739107,0.06368232680838673,0.0017742154193090181,0.082743308109883174
Earth,2001,True,0.99997415570430948,1.0000302289702998,0.00090084159059478357,0.057116518188662847,1.8057477740052654e-06,0.070119284328328896
Mars,2001,True,1.5235519405057625,1.5238398785142688,0.013502452340485905,0.11804546427170878,0.0063594174041647113,0.14336618038109014
Jupiter,2001,True,5.2010528664835478,5.2047011665748597,0.026254475668266063,0.061134367693967517,0.019398868118792309,0.035588255545928593
Saturn,2001,True,9.510205899964733,9.5921303748893934,0.0086375221553447266,0.088981116414104833,0.0097629407236376267,0.045381696572092768
Uranus,2001,True,19.09977283810387,19.332546363785841,0.001810843129650172,0.073674933042043367,0.0086791567690136465,0.047037320537727099
Neptune,2001,True,29.910352672356357,30.323684045686363,0.00033301040988971463,0.021674392921096842,0.015220617124904268,0.040907345331997462
