%age(kyr)	%d18O(permille)	%d18O(sigma)
162.9190939	4.153799	0.162713
162.9870093	4.154334	0.162613
163.0549246	4.154805	0.162483
163.1410442	4.155289	0.162267
163.2305943	4.155739	0.162055
163.3323902	4.156272	0.161969
163.4433715	4.156914	0.16193
163.5576167	4.157504	0.161978
163.6730104	4.158031	0.162016
163.7590761	4.158701	0.162017
163.8444845	4.15958	0.162025
163.9075901	4.160641	0.162037
163.9557002	4.161581	0.162046
164.0038102	4.162437	0.162048
164.0465183	4.163165	0.162064
164.0944881	4.163479	0.162184
164.1553453	4.163772	0.16244
164.2162025	4.164404	0.162525
164.2592742	4.164997	0.162547
164.2891156	4.165565	0.162605
164.3189569	4.166438	0.162704
164.3487982	4.167217	0.162751
164.3786395	4.168015	0.162921
164.4084809	4.168823	0.163078
164.4399909	4.169813	0.163093
164.4717616	4.171041	0.163122
164.5035323	4.172243	0.163141
164.5353029	4.173469	0.163253
164.5670736	4.174617	0.16337
164.6066964	4.175836	0.163445
164.6540757	4.176689	0.163537
164.701455	4.177247	0.163605
164.7488344	4.177586	0.163708
164.8563021	4.177854	0.16378
164.972033	4.177905	0.16379
165.0908808	4.177886	0.163771
165.1504699	4.178246	0.163717
165.2085085	4.178414	0.163763
165.2675021	4.178741	0.163811
165.3497809	4.179065	0.163838
165.4320597	4.179523	0.163762
165.4894463	4.180168	0.163481
165.5460366	4.181092	0.163214
165.6026269	4.182033	0.162935
165.6582503	4.183019	0.162519
165.7138321	4.18387	0.162079
165.7694139	4.18448	0.161669
165.8100781	4.185052	0.161281
165.8489721	4.185372	0.160863
165.887866	4.185526	0.160411
165.92676	4.185359	0.160037
165.9821455	4.18496	0.159807
166.0531199	4.183858	0.159683
166.1205841	4.182541	0.159517
166.1607437	4.181201	0.15934
166.2009032	4.179693	0.159216
166.2410628	4.177779	0.159176
166.2812223	4.175965	0.159175
166.3520086	4.174021	0.159124
166.4267845	4.171823	0.15894
166.5322856	4.169118	0.158849
166.6475251	4.16597	0.158694
166.747371	4.16256	0.158651
166.8465498	4.158998	0.158649
166.9453424	4.155231	0.158576
167.047196	4.151701	0.158588
167.1508087	4.148069	0.158624
167.25769	4.144067	0.158706
167.3607681	4.13988	0.158814
167.4668494	4.135772	0.158953
167.594969	4.131543	0.159127
167.6626472	4.127133	0.159294
167.720686	4.12274	0.159522
167.7787248	4.11806	0.159753
167.8367636	4.113426	0.159849
167.8948024	4.10861	0.159865
167.9521756	4.103499	0.159941
168.0058253	4.097877	0.159876
168.059475	4.092194	0.159792
168.1131247	4.086336	0.159627
168.1667744	4.0802	0.159397
168.220424	4.073887	0.159261
168.2740737	4.067864	0.158937
168.3486432	4.061994	0.158509
168.4237794	4.056027	0.15807
168.4989155	4.049778	0.157706
168.5737098	4.04377	0.157375
168.652412	4.037669	0.157105
168.7342924	4.031413	0.156872
168.8161729	4.02502	0.156614
168.8980534	4.018489	0.156496
168.9745849	4.011876	0.156336
169.0466008	4.00548	0.156176
169.1186167	3.999358	0.155904
169.1906326	3.993296	0.155602
169.2626485	3.987535	0.155262
169.3149627	3.982356	0.154761
169.3666986	3.977159	0.154298
169.4184345	3.971774	0.153684
169.4861753	3.966623	0.152919
169.5581638	3.962151	0.152097
169.6326551	3.958207	0.151222
169.7096092	3.954446	0.150363
169.7913384	3.951276	0.1495
169.8813644	3.94827	0.148687
169.9794033	3.945519	0.147879
170.0843476	3.942801	0.147172
170.1783796	3.940224	0.146505
170.2735012	3.937884	0.145975
170.3739787	3.935465	0.14553
170.4787088	3.93311	0.145141
170.5862081	3.930826	0.144857
170.686096	3.928754	0.144759
170.7785412	3.92707	0.144538
170.8591599	3.925754	0.144231
170.9352308	3.924648	0.143907
171.001684	3.923811	0.14369
171.0681373	3.923626	0.143467
171.1468251	3.923406	0.143273
171.2286098	3.923372	0.143031
171.3242967	3.923842	0.142674
171.4241664	3.924794	0.142319
171.5180572	3.926077	0.142022
171.6036375	3.927468	0.141722
171.6690464	3.929065	0.141482
171.7344553	3.930825	0.141363
171.8194625	3.932689	0.14114
171.9117754	3.934819	0.141126
172.01102	3.936969	0.141049
172.1101565	3.939206	0.140931
172.2067559	3.941718	0.140886
172.3047029	3.94402	0.140975
172.404006	3.946414	0.141049
172.5036345	3.948714	0.141186
172.601797	3.950907	0.141202
172.6894905	3.953053	0.141242
172.7795083	3.955352	0.14136
172.8779398	3.957879	0.141392
172.9575093	3.960575	0.141348
173.014482	3.963414	0.141153
173.0689557	3.966211	0.140727
173.1457693	3.969341	0.140311
173.228339	3.972452	0.139966
173.2925627	3.975828	0.139679
173.3567865	3.979076	0.139364
173.4310332	3.981904	0.13908
173.5096701	3.984384	0.138952
173.5988754	3.986642	0.138913
173.6830985	3.988415	0.138935
173.7368964	3.990198	0.139044
173.7906943	3.992	0.139152
173.8610302	3.993523	0.139097
173.952128	3.994406	0.139098
174.0222751	3.994726	0.139013
174.0877509	3.994981	0.138837
174.1532267	3.995288	0.138653
174.2187025	3.995055	0.138382
174.2851836	3.99475	0.13821
174.3540787	3.994704	0.138115
174.4260609	3.994384	0.138056
174.5163381	3.99368	0.138159
174.6073781	3.992819	0.13832
174.6991693	3.992274	0.138731
174.7933343	3.99221	0.139083
174.8881072	3.992005	0.139381
174.9846808	3.991337	0.139784
175.1142549	3.990971	0.140117
175.1957986	3.990436	0.140485
175.2447068	3.989856	0.140887
175.293615	3.989049	0.141209
175.3617141	3.988201	0.141506
175.4557871	3.98719	0.141789
175.5489407	3.985518	0.142018
175.6451751	3.98328	0.142165
175.7888162	3.98142	0.142294
175.8795265	3.980095	0.1425
175.9710826	3.979283	0.142853
176.0708449	3.978745	0.14324
176.1616231	3.978255	0.143651
176.2474157	3.97785	0.144074
176.3459305	3.977786	0.144477
176.4480047	3.977848	0.144666
176.5518642	3.978472	0.144788
176.659733	3.979358	0.144891
176.7658396	3.980258	0.144937
176.8653737	3.981231	0.144967
176.9504431	3.982394	0.145081
177.030456	3.98375	0.145236
177.1240081	3.985677	0.145392
177.2214257	3.987851	0.145562
177.3207894	3.990448	0.145824
177.4289602	3.993318	0.146147
177.5421085	3.996436	0.146591
177.6548035	3.999995	0.147025
177.7598293	4.003665	0.147385
177.8564985	4.007357	0.147737
177.9425551	4.011204	0.148088
178.0462856	4.015006	0.148514
178.1532047	4.018575	0.148861
178.2392317	4.022262	0.149156
178.3393613	4.026262	0.149493
178.4513108	4.030261	0.149905
178.5398131	4.034599	0.150364
178.631668	4.038638	0.150892
178.7286826	4.042796	0.151383
178.826446	4.04685	0.15183
178.925562	4.050462	0.152252
179.0287226	4.053697	0.152629
179.1326691	4.056906	0.152976
179.242447	4.060041	0.153237
179.3533787	4.062835	0.153459
179.4654905	4.065279	0.153555
179.5773517	4.067681	0.153567
179.6879864	4.06999	0.153557
179.7961353	4.072246	0.153324
179.9024509	4.074363	0.153058
180.0060426	4.076681	0.152903
180.1019384	4.078795	0.152814
180.1979206	4.080827	0.152702
180.2962651	4.082397	0.152655
180.3989565	4.083595	0.152623
180.505506	4.084613	0.152564
180.6175344	4.085545	0.152451
180.7186991	4.08645	0.152307
180.8205324	4.087263	0.152118
180.9253054	4.088003	0.152007
181.0241792	4.088794	0.15192
181.1228215	4.089659	0.151913
181.2214637	4.090361	0.151868
181.3186824	4.091213	0.151762
181.4198097	4.091804	0.151648
181.5277085	4.092401	0.151517
181.6266338	4.092781	0.151455
181.7253976	4.092871	0.151329
181.8241614	4.09279	0.151221
181.9296741	4.092771	0.151162
182.0438175	4.09257	0.151129
182.1600595	4.092016	0.151082
182.258172	4.091352	0.151065
182.3613769	4.090445	0.151017
182.4695344	4.089001	0.151076
182.5732948	4.086894	0.151203
182.6789823	4.083982	0.151408
182.7872161	4.080802	0.151633
182.9056689	4.077491	0.15188
183.0210612	4.073788	0.152262
183.1336261	4.069588	0.152765
183.2479941	4.064728	0.153434
183.3595235	4.059284	0.154129
183.4707637	4.053396	0.15477
183.5858667	4.046925	0.155426
183.6958789	4.039727	0.156034
183.8045581	4.031975	0.156622
183.9132372	4.023894	0.157085
184.0194589	4.015441	0.157515
184.1253054	4.00648	0.157898
184.2317767	3.997148	0.158179
184.3316156	3.98759	0.15848
184.4289926	3.977779	0.158632
184.5407294	3.967765	0.158725
184.6547585	3.957465	0.158883
184.7699898	3.947189	0.158974
184.8806193	3.936644	0.158933
184.9818558	3.925815	0.158798
185.0779405	3.91493	0.158539
185.1788649	3.90382	0.158236
185.2828702	3.892638	0.157879
185.3928878	3.881261	0.157601
185.5029054	3.869968	0.157335
185.6065707	3.858786	0.156972
185.6972106	3.847455	0.156559
185.8010564	3.835732	0.156188
185.9150586	3.823943	0.155846
186.0093554	3.812039	0.155499
186.1047845	3.799979	0.155109
186.2022216	3.787551	0.154754
186.2977061	3.774422	0.154506
186.3921762	3.761487	0.154426
186.4952508	3.748314	0.154454
186.5950883	3.735019	0.154515
186.6900062	3.721631	0.154847
186.7643351	3.708513	0.155399
186.8306508	3.695026	0.156089
186.9116901	3.681318	0.15672
187.0281053	3.667734	0.157339
187.1278281	3.654874	0.157633
187.2260406	3.642822	0.157518
187.3245246	3.631269	0.157217
187.4300405	3.620474	0.156667
187.5394211	3.609703	0.155849
187.6482406	3.598957	0.154907
187.7539336	3.588128	0.153872
187.8596728	3.57718	0.1526
187.9737025	3.566318	0.151237
188.0752869	3.555532	0.149834
188.1747292	3.54467	0.148349
188.2998888	3.53407	0.146801
188.4152325	3.52408	0.145437
188.5480927	3.514576	0.144207
188.7068578	3.505614	0.143107
188.8434716	3.497807	0.142292
188.9562466	3.490762	0.14168
189.0460822	3.484139	0.141249
189.1394139	3.477465	0.14079
189.2498842	3.470929	0.140235
189.4005482	3.464249	0.139608
189.5415662	3.457335	0.13902
189.6673009	3.450552	0.138597
189.7881725	3.443868	0.138212
189.9113549	3.436929	0.137757
190.0422422	3.430096	0.137366
190.1592947	3.423419	0.136927
190.2645981	3.416561	0.136447
190.35766	3.410159	0.135835
190.4761167	3.404137	0.135102
190.605386	3.398713	0.134409
190.7338372	3.393691	0.13381
190.8619007	3.38918	0.133229
190.9899643	3.38455	0.132665
191.1245237	3.379999	0.132086
191.2656109	3.375494	0.131691
191.415736	3.371502	0.131462
191.5649864	3.368332	0.13146
191.6952095	3.365929	0.131512
191.8423364	3.36402	0.131484
191.9936973	3.363176	0.131513
192.1296501	3.363286	0.131583
192.2685812	3.364456	0.131786
192.4093478	3.36624	0.132012
192.5506221	3.368484	0.132131
192.6977491	3.371164	0.132113
192.8532128	3.374089	0.131966
192.9941445	3.377476	0.13181
193.1529389	3.380884	0.131476
193.3019848	3.384283	0.13103
193.4381509	3.387187	0.130646
193.5941852	3.389233	0.130241
193.7174189	3.390016	0.12995
193.8285301	3.389524	0.129779
193.9490989	3.388244	0.129775
194.0810248	3.385624	0.130055
194.1944175	3.381712	0.130628
194.3098914	3.375399	0.131307
194.4353164	3.367736	0.132048
194.5449895	3.359206	0.132896
194.6493056	3.349151	0.133817
194.752467	3.337757	0.134696
194.8574529	3.325206	0.135378
194.9610447	3.312053	0.136042
195.0643085	3.298307	0.136406
195.1670653	3.283612	0.136693
195.2650372	3.268147	0.136881
195.3658364	3.252198	0.137086
195.4683135	3.236133	0.137132
195.5715004	3.219383	0.136851
195.6732614	3.202198	0.13655
195.7720634	3.184693	0.136019
195.8687755	3.167195	0.135384
195.9739714	3.149778	0.134706
196.0765056	3.132875	0.133814
196.1776892	3.116909	0.132692
196.2782932	3.101771	0.131445
196.3797757	3.087926	0.130155
196.480948	3.075003	0.128834
196.5816333	3.062675	0.127519
196.6828961	3.051226	0.126394
196.785575	3.04109	0.125447
196.8888822	3.032303	0.124706
196.9915187	3.02416	0.123993
197.0906891	3.01677	0.123245
197.1918541	3.010296	0.122722
197.2969512	3.004558	0.122345
197.4006653	2.999083	0.12218
197.499966	2.99381	0.12206
197.598772	2.988611	0.12186
197.7121751	2.983445	0.121844
197.8224772	2.977564	0.12192
197.9306021	2.970805	0.122183
198.0368902	2.963649	0.122347
198.1427047	2.955909	0.122339
198.2505411	2.947601	0.122276
198.3598562	2.939456	0.122167
198.4696919	2.932188	0.121955
198.5768669	2.925497	0.121556
198.6860032	2.919465	0.12105
198.7985108	2.914595	0.120603
198.9079026	2.91115	0.120304
199.01733	2.909482	0.120266
199.1266548	2.908681	0.120481
199.2356918	2.908966	0.120786
199.3427478	2.910867	0.121463
199.4508846	2.914569	0.122477
199.5605213	2.920231	0.123852
199.6712341	2.926826	0.125308
199.7806558	2.934234	0.126795
199.8904576	2.943025	0.128275
200.0024062	2.952797	0.129711
200.1111593	2.96319	0.130998
200.2192147	2.974403	0.131945
200.3270992	2.985827	0.132556
200.4359709	2.99809	0.132804
200.5428436	3.010734	0.132742
200.6485128	3.023561	0.132615
200.7530614	3.036913	0.132356
200.8653749	3.05046	0.13202
200.9779074	3.063957	0.131836
201.08974	3.076679	0.131775
201.1999006	3.088702	0.13184
201.3088557	3.100038	0.131736
201.4189382	3.111122	0.131712
201.5296001	3.121462	0.131964
201.6383324	3.131815	0.132491
201.7481031	3.142069	0.133022
201.8596922	3.151911	0.133641
201.971144	3.16118	0.134011
202.0794373	3.169427	0.134146
202.1882752	3.176984	0.134218
202.2942201	3.183708	0.133966
202.3956492	3.189843	0.13359
202.5047184	3.195489	0.132981
202.6136102	3.200794	0.132169
202.7215754	3.205482	0.131203
202.8278427	3.210041	0.130324
202.9322245	3.215144	0.129531
203.0384962	3.220501	0.128749
203.1474713	3.226277	0.128194
203.2564464	3.232072	0.127732
203.3622926	3.237188	0.127496
203.4670119	3.242001	0.127429
203.5716329	3.246449	0.127417
203.6830952	3.250056	0.127538
203.7900771	3.252535	0.127555
203.8930126	3.253387	0.127551
203.9988486	3.252775	0.127402
204.1151637	3.251478	0.12719
204.2334712	3.249072	0.127093
204.3491341	3.246257	0.12707
204.457984	3.243676	0.12721
204.5690226	3.240969	0.127406
204.6819608	3.238128	0.127578
204.7948991	3.234863	0.127738
204.9105561	3.231397	0.127874
205.027324	3.227365	0.12823
205.1440918	3.222923	0.128624
205.2505072	3.218182	0.1289
205.3566813	3.212979	0.129263
205.4628553	3.207339	0.129659
205.5651959	3.201529	0.130063
205.6674254	3.195571	0.130488
205.7696549	3.18953	0.130847
205.8761388	3.183502	0.131297
205.9833709	3.177268	0.131741
206.090603	3.170911	0.132329
206.1947876	3.164591	0.132857
206.2978995	3.158249	0.133286
206.4010113	3.152228	0.1338
206.5040019	3.146559	0.13436
206.6069652	3.141568	0.135035
206.7099285	3.137157	0.13565
206.7955101	3.132891	0.136223
206.8754159	3.12887	0.136818
206.9553217	3.125014	0.137387
207.0352275	3.121062	0.137967
207.1373256	3.117099	0.138438
207.2447155	3.113475	0.13878
207.3521055	3.110237	0.139181
207.4588868	3.107107	0.139754
207.565578	3.104157	0.140279
207.6722693	3.101508	0.140819
207.7712996	3.098991	0.141287
207.8696222	3.096395	0.141755
207.9679449	3.094244	0.142164
208.0639032	3.092369	0.142619
208.1588875	3.090762	0.143047
208.2538719	3.089268	0.143426
208.3523851	3.08784	0.143834
208.4500055	3.086383	0.14443
208.5468153	3.084635	0.145084
208.6290326	3.08233	0.145532
208.6851161	3.080004	0.145884
208.7411997	3.077374	0.146103
208.7972832	3.074442	0.146243
208.8533668	3.071182	0.146438
208.9090633	3.067803	0.146688
208.9621221	3.064221	0.146912
209.0151809	3.060694	0.14727
209.0682398	3.057157	0.147688
209.1212986	3.054083	0.148183
209.1743574	3.051153	0.148724
209.264889	3.048324	0.149096
209.3804603	3.045644	0.149446
209.4939863	3.042905	0.149807
209.5761921	3.039718	0.1502
209.6583978	3.036442	0.150601
209.7406036	3.032902	0.150949
209.8427159	3.028675	0.151329
209.9653016	3.024172	0.151689
210.0846013	3.019717	0.151997
210.1743495	3.015291	0.152167
210.2640977	3.011006	0.152249
210.3538459	3.007144	0.152386
210.4689032	3.003499	0.152571
210.5913477	2.99998	0.152809
210.6974792	2.996452	0.152931
210.7735029	2.992854	0.152956
210.8495266	2.98914	0.153021
210.9255504	2.985242	0.153111
211.0139974	2.981126	0.153327
211.1248437	2.976936	0.153601
211.23569	2.97264	0.153769
211.3386142	2.968158	0.153925
211.4366216	2.963614	0.154137
211.534629	2.959153	0.154468
211.6305354	2.954701	0.154701
211.7244899	2.950585	0.154897
211.8184445	2.947094	0.155113
211.9001734	2.944053	0.1554
211.951398	2.941582	0.155725
212.0026227	2.939335	0.156049
212.0538474	2.937174	0.156307
212.1050721	2.935374	0.156559
212.1562968	2.934066	0.156816
212.2127872	2.933052	0.157054
212.278739	2.932083	0.15729
212.3446908	2.930993	0.157442
212.4106426	2.929987	0.157701
212.4765945	2.928992	0.158024
212.559317	2.927971	0.158464
212.6432311	2.92714	0.158956
212.7271451	2.926483	0.159443
212.8188661	2.926053	0.15999
212.9265326	2.925802	0.160593
213.0341991	2.925818	0.161286
213.1423537	2.926115	0.161943
213.2507597	2.92673	0.162547
213.3592409	2.928054	0.163186
213.4756674	2.929957	0.163849
213.5920939	2.932715	0.164552
213.71006	2.936045	0.165203
213.8293302	2.939479	0.165799
213.948377	2.94333	0.166446
214.0659577	2.947718	0.167109
214.1835383	2.952598	0.167832
214.2840097	2.957697	0.168531
214.3767415	2.962857	0.16925
214.4694732	2.967925	0.169956
214.5836419	2.972993	0.170718
214.7152455	2.977947	0.17154
214.8468492	2.982816	0.172366
214.9784528	2.987779	0.173097
215.1097731	2.992742	0.173818
215.2389703	2.997712	0.174505
215.3681674	3.002741	0.175133
215.4992161	3.008051	0.175594
215.6306176	3.013915	0.175915
215.7589613	3.020649	0.176292
215.8852703	3.028005	0.176732
216.0179546	3.036315	0.177247
216.167824	3.045212	0.177747
216.2992735	3.054302	0.178099
216.3891465	3.063404	0.178426
216.4790195	3.072494	0.178643
216.5685132	3.081561	0.178792
216.6459173	3.090345	0.178885
216.7188816	3.098996	0.179031
216.7918459	3.107492	0.179261
216.8674764	3.115953	0.179501
216.9502577	3.124513	0.179825
217.033039	3.133394	0.18016
217.1158203	3.142787	0.180314
217.2027143	3.153171	0.180492
217.289795	3.16432	0.180648
217.3768757	3.17635	0.180793
217.469143	3.18895	0.180957
217.5626647	3.202	0.181107
217.6561865	3.215989	0.181506
217.7499071	3.230938	0.182075
217.8478722	3.247114	0.182832
217.951267	3.264426	0.183777
218.0474977	3.282663	0.18486
218.1437284	3.302464	0.186291
218.2370116	3.32387	0.187779
218.3208357	3.346834	0.189385
218.4046598	3.370683	0.190915
218.4884839	3.395312	0.192378
218.5551896	3.421257	0.193798
218.6208026	3.448804	0.194884
218.6863813	3.477898	0.195574
218.75196	3.507952	0.195681
218.8156492	3.538354	0.195549
218.8788948	3.569089	0.195006
218.9421404	3.600082	0.194146
219.005386	3.630862	0.193279
219.0864647	3.660997	0.192304
219.1851857	3.690354	0.191282
219.2839068	3.718306	0.19027
219.3776218	3.744823	0.189437
219.4691044	3.769965	0.188803
219.560587	3.794029	0.188357
219.6560308	3.817157	0.187892
219.7543228	3.838754	0.187321
219.8526147	3.858587	0.186853
219.9521537	3.876331	0.186389
220.0523968	3.892916	0.185932
220.1526398	3.908278	0.185437
220.2505955	3.921228	0.184887
220.3478045	3.932028	0.184446
220.4506336	3.940486	0.184088
220.547155	3.947538	0.183829
220.6410447	3.953742	0.183669
220.7349343	3.958769	0.183631
220.8151771	3.962573	0.183694
220.8770779	3.964936	0.183823
220.9389787	3.966308	0.184021
221.0008795	3.967269	0.184244
221.0627802	3.967395	0.184502
221.1313712	3.966723	0.184785
221.2128088	3.965237	0.185103
221.2942463	3.963135	0.185389
221.3756839	3.96069	0.185623
221.4476722	3.957684	0.185837
221.5093396	3.95425	0.186006
221.5729844	3.950374	0.186134
221.6419373	3.946348	0.186212
221.7108902	3.942142	0.186209
221.7780183	3.937725	0.18618
221.8416008	3.933185	0.186131
221.9051833	3.928598	0.186061
221.9687658	3.924039	0.185959
222.0323483	3.919421	0.185795
222.0930718	3.914733	0.185629
222.1534565	3.910018	0.185474
222.2138412	3.905338	0.185355
222.2742259	3.900695	0.185219
222.3411784	3.896161	0.185031
222.4388141	3.89204	0.184872
222.5364498	3.888188	0.184754
222.6308279	3.88459	0.18471
222.715863	3.881172	0.184674
222.8008981	3.877942	0.184607
222.8859333	3.874907	0.184566
222.9753081	3.871819	0.184525
223.0651206	3.868813	0.18451
223.1549331	3.865727	0.18446
223.2302489	3.862723	0.184344
223.3003766	3.859636	0.184234
223.3705043	3.85671	0.184099
223.440632	3.853866	0.183986
223.5057306	3.851318	0.183828
223.5683983	3.848833	0.183645
223.631066	3.846532	0.183496
223.694804	3.844546	0.183368
223.7593931	3.842824	0.183279
223.8095304	3.841319	0.18315
223.8596678	3.840044	0.182982
223.9098051	3.839295	0.182856
223.9599425	3.838843	0.182788
224.0100798	3.8391	0.18278
224.0644105	3.839838	0.1828
224.1674406	3.84086	0.182798
224.2704707	3.842262	0.182843
224.3673127	3.843833	0.182924
224.424735	3.845481	0.183004
224.4821573	3.847032	0.183037
224.5395795	3.84844	0.183012
224.5970018	3.849649	0.182956
224.6544241	3.850966	0.182883
224.7473432	3.852185	0.182779
224.8463249	3.853256	0.182641
224.9453066	3.854153	0.182455
225.0265029	3.854762	0.182309
225.102975	3.855399	0.182182
225.1794471	3.855906	0.182117
225.2559192	3.856152	0.182102
225.3414237	3.85641	0.182067
225.4288542	3.856691	0.182079
225.5162847	3.856618	0.182159
225.5919713	3.856384	0.182269
225.6463619	3.855715	0.182418
225.7007525	3.854649	0.182597
225.7571863	3.853121	0.182863
225.8150859	3.851094	0.183188
225.8729855	3.848318	0.183617
225.9362224	3.845334	0.184069
226.0009693	3.841868	0.184521
226.0657162	3.837686	0.185042
226.1304631	3.832963	0.185643
226.1952099	3.827686	0.186265
226.2624213	3.822146	0.18686
226.330275	3.816414	0.187401
226.3981287	3.809947	0.187887
226.4659824	3.802688	0.188358
226.533988	3.794692	0.188893
226.6061475	3.786212	0.189469
226.678307	3.777425	0.190095
226.7504665	3.767965	0.190818
226.822626	3.757657	0.191494
226.8996499	3.746304	0.19201
226.9804771	3.734575	0.192494
227.0613043	3.722619	0.192936
227.1421314	3.710311	0.193247
227.2437069	3.697761	0.193324
227.3611304	3.684839	0.193204
227.4785539	3.671695	0.192982
227.5944676	3.65854	0.192658
227.7100443	3.645234	0.192168
227.8256589	3.631678	0.191585
227.9454992	3.618052	0.190946
228.0703518	3.60424	0.190316
228.1952044	3.590289	0.189662
228.320057	3.576428	0.189058
228.4449096	3.562703	0.188385
228.5624767	3.54902	0.187661
228.6731034	3.535332	0.187035
228.78373	3.52162	0.186369
228.9036047	3.508101	0.185715
229.0372542	3.494967	0.185115
229.1709036	3.482302	0.184524
229.3050523	3.469984	0.183798
229.4393052	3.457927	0.182958
229.57055	3.446066	0.182053
229.6934081	3.434131	0.181077
229.8162661	3.422581	0.180084
229.9413903	3.411164	0.179059
230.0691404	3.40022	0.177981
230.1968906	3.389578	0.177034
230.3296267	3.379463	0.17623
230.463842	3.369625	0.17554
230.5957394	3.35981	0.174897
230.7181873	3.349894	0.174269
230.8485949	3.340233	0.173735
230.9811566	3.330825	0.173192
231.1130692	3.321595	0.172778
231.242068	3.312852	0.17234
231.3710667	3.304132	0.171827
231.5092687	3.295385	0.171351
231.656475	3.286759	0.170942
231.8025149	3.278368	0.170539
231.9424208	3.270079	0.170119
232.0823267	3.261894	0.169697
232.219771	3.253613	0.169353
232.3561182	3.245351	0.168989
232.4933664	3.237076	0.168757
232.6355784	3.228584	0.168539
232.7779415	3.220005	0.168215
232.9334083	3.211593	0.16794
233.0937792	3.203019	0.167742
233.23685	3.194124	0.167575
233.3668233	3.185233	0.167394
233.4967966	3.17615	0.167111
233.6412348	3.166988	0.16687
233.7871781	3.15793	0.166617
233.9281796	3.149136	0.166529
234.0648654	3.140378	0.166417
234.2015447	3.131772	0.16629
234.3329717	3.123364	0.166228
234.4643987	3.115278	0.166169
234.6055739	3.107501	0.166098
234.7635376	3.100112	0.166059
234.9214915	3.093071	0.165983
235.0809311	3.086581	0.165921
235.2367022	3.080497	0.165906
235.3678275	3.074723	0.166063
235.4989529	3.068995	0.166226
235.6260689	3.063386	0.16631
235.7509427	3.057803	0.166488
235.8761589	3.052115	0.16673
236.0130226	3.045998	0.16704
236.1498863	3.039582	0.167309
236.285223	3.032956	0.167521
236.4197181	3.026046	0.167748
236.5553174	3.01909	0.167967
236.69486	3.012384	0.168221
236.8344025	3.005827	0.168456
236.9620595	2.999362	0.168656
237.0881056	2.992957	0.168894
237.2018854	2.986443	0.169189
237.3211225	2.979678	0.169601
237.4403595	2.972762	0.169969
237.5520866	2.965747	0.170248
237.6627852	2.958637	0.170654
237.7771779	2.951141	0.171123
237.9010298	2.943437	0.171624
238.0248817	2.935778	0.172142
238.1544039	2.928003	0.172599
238.2841739	2.91998	0.173067
238.4049153	2.911942	0.17348
238.5225069	2.904062	0.173929
238.6561988	2.896184	0.174308
238.8283698	2.888314	0.174623
238.967051	2.880625	0.174965
239.0809793	2.873291	0.17534
239.1912589	2.866035	0.175749
239.3089215	2.858545	0.176127
239.4265841	2.850987	0.17645
239.545354	2.843646	0.176752
239.6641711	2.83638	0.177007
239.7894984	2.829084	0.177308
239.9170761	2.821805	0.177629
240.0322857	2.815073	0.177878
240.1416568	2.808982	0.178145
240.2511875	2.803477	0.17845
240.3611457	2.798966	0.178803
240.4711038	2.795389	0.179132
240.5797736	2.79222	0.179473
240.6882634	2.789691	0.179979
240.7946699	2.787908	0.180598
240.88385	2.787203	0.181313
240.9708713	2.787015	0.182055
241.0643632	2.787197	0.182755
241.1584515	2.788331	0.183515
241.2514037	2.790567	0.184336
241.3435024	2.794263	0.185214
241.4358852	2.799085	0.186024
241.5295994	2.804778	0.186792
241.6233137	2.811883	0.18758
241.71583	2.820063	0.188469
241.806691	2.829526	0.189446
241.8977314	2.840001	0.190407
241.9897441	2.851175	0.191356
242.0815775	2.863502	0.192353
242.1714599	2.877275	0.193404
242.2613423	2.893128	0.194623
242.3501318	2.910271	0.195834
242.4384113	2.928499	0.19711
242.5266179	2.94848	0.198444
242.614588	2.970175	0.199734
242.7317762	2.994012	0.201017
242.8761142	3.019425	0.202227
243.0206056	3.045975	0.203309
243.1660825	3.074438	0.204136
243.313483	3.104579	0.204717
243.4608834	3.135976	0.205249
243.5990002	3.167799	0.205745
243.73657	3.20016	0.206275
243.8774214	3.233449	0.206748
244.0236533	3.267465	0.207076
244.1698851	3.301633	0.207256
244.3060752	3.335861	0.207463
244.4481774	3.3701	0.207707
244.5839344	3.404413	0.207921
244.7081208	3.438704	0.207927
244.8323073	3.472574	0.207816
244.9564938	3.506176	0.20759
245.0806803	3.538996	0.207172
245.2048668	3.570837	0.206708
245.3290533	3.601354	0.206003
245.4532398	3.630115	0.205044
245.5774262	3.657765	0.203903
245.6994546	3.684209	0.202604
245.8185576	3.708572	0.201268
245.9376607	3.7309	0.199808
246.055557	3.75082	0.198188
246.1482759	3.769076	0.196553
246.2409948	3.786368	0.194879
246.3381246	3.80177	0.193315
246.4519972	3.8153	0.191841
246.5658699	3.827332	0.19043
246.676032	3.838497	0.189103
246.7844308	3.849027	0.187808
246.8929054	3.858257	0.186647
247.0052035	3.866381	0.185583
247.1175015	3.873255	0.184606
247.2325297	3.879365	0.183693
247.3480151	3.884973	0.182757
247.4586117	3.889597	0.181887
247.5684367	3.893532	0.181061
247.6782616	3.896717	0.18027
247.7887268	3.899527	0.179483
247.8996853	3.902198	0.178657
248.0102256	3.904736	0.177887
248.1181314	3.907189	0.177185
248.2260373	3.909794	0.176558
248.3333656	3.912434	0.175942
248.4339264	3.915421	0.175299
248.5319645	3.918976	0.174753
248.6340405	3.923213	0.174301
248.7361165	3.928113	0.173982
248.8350834	3.933342	0.173678
