%age(kyr)	%d18O(permille)	%d18O(sigma)
319.6158763	2.789416	0.204216
319.7461198	2.784962	0.205157
319.8945303	2.780692	0.206112
320.0774356	2.776593	0.207103
320.2572771	2.772524	0.208037
320.4355515	2.768417	0.208931
320.5715431	2.764443	0.209834
320.7045715	2.760376	0.2107
320.8705551	2.756321	0.211615
321.0577659	2.75216	0.212534
321.2012436	2.747893	0.213454
321.3429041	2.743481	0.214449
321.4885763	2.73893	0.215498
321.6361031	2.734237	0.216642
321.7847827	2.729364	0.217838
321.9346517	2.724451	0.219003
322.0869105	2.719527	0.220249
322.243918	2.714726	0.221591
322.3953646	2.70995	0.223007
322.5321851	2.705311	0.224455
322.6690056	2.700807	0.225898
322.8527427	2.696552	0.227427
323.0363546	2.692454	0.229006
323.2008001	2.688788	0.230605
323.3672649	2.685276	0.232214
323.5391796	2.681908	0.233793
323.6943625	2.678573	0.235418
323.8353727	2.675371	0.237066
323.9868404	2.67212	0.238757
324.1494353	2.668779	0.240473
324.3007417	2.665359	0.242156
324.4472244	2.661634	0.243781
324.6092513	2.657763	0.245431
324.777307	2.65332	0.247157
324.9490737	2.648494	0.248891
325.1129851	2.643525	0.250622
325.2590541	2.638451	0.252363
325.4102976	2.633247	0.254142
325.5815527	2.628151	0.255975
325.7547228	2.623212	0.257809
325.9300797	2.618355	0.259634
326.0982426	2.613464	0.261462
326.2626422	2.608672	0.263278
326.4245613	2.60428	0.265095
326.5855423	2.600146	0.266891
326.7513696	2.596256	0.268658
326.9187815	2.592573	0.270427
327.0932989	2.589099	0.272209
327.2677745	2.585811	0.274033
327.4192806	2.582632	0.275833
327.5707866	2.579577	0.277622
327.7348289	2.576956	0.279476
327.8934705	2.574674	0.28135
328.0385902	2.572707	0.283242
328.1832854	2.571034	0.285119
328.3213769	2.569561	0.286999
328.4594684	2.56845	0.288927
328.6165179	2.567808	0.290885
328.7764005	2.567838	0.292864
328.9575301	2.56821	0.29482
329.1284063	2.568866	0.296779
329.2844267	2.570109	0.298757
329.4395756	2.57195	0.300758
329.5938785	2.574754	0.302806
329.748171	2.578273	0.304822
329.9015698	2.582173	0.306893
330.0338814	2.586857	0.309015
330.1554873	2.592584	0.311238
330.2761137	2.599557	0.31357
330.3936157	2.607362	0.315888
330.5111177	2.615721	0.318262
330.6320882	2.62525	0.320655
330.7543455	2.636216	0.323131
330.8719777	2.648796	0.325709
330.9796779	2.662394	0.328272
331.087378	2.676752	0.330852
331.2038866	2.692787	0.333308
331.3267719	2.710497	0.335793
331.4481221	2.729881	0.338403
331.5625134	2.750486	0.340941
331.6769048	2.771969	0.343433
331.7964102	2.79504	0.34573
331.9170882	2.819631	0.347998
332.0319327	2.845644	0.350296
332.128459	2.872518	0.352479
332.2249853	2.900085	0.354567
332.3227389	2.928785	0.356358
332.4245528	2.958035	0.358008
332.5263667	2.987769	0.359502
332.6281807	3.01792	0.360824
332.7299946	3.048276	0.36202
332.8318085	3.078792	0.363054
332.9336225	3.109115	0.363939
333.0354364	3.139193	0.364556
333.1372503	3.169161	0.365048
333.2390643	3.199039	0.365395
333.3408782	3.228668	0.365621
333.4426921	3.257674	0.365771
333.5445061	3.28602	0.365843
333.64632	3.314078	0.365863
333.7481339	3.341965	0.36583
333.8499479	3.369373	0.365778
333.9578457	3.396138	0.365616
334.0676401	3.422108	0.365417
334.1774346	3.447565	0.365224
334.286264	3.472607	0.36505
334.3950104	3.496988	0.364884
334.5037569	3.520926	0.364629
334.6125033	3.544289	0.364251
334.7212498	3.567248	0.363826
334.8299962	3.589844	0.363382
334.9387426	3.611814	0.362962
335.0474891	3.633385	0.362457
335.1562355	3.654406	0.36185
335.2649916	3.675038	0.361187
335.383502	3.695454	0.360468
335.5020124	3.715597	0.359706
335.6205227	3.735378	0.358847
335.7390331	3.754874	0.357891
335.8575435	3.774031	0.356861
335.9760539	3.793064	0.355763
336.0945642	3.811961	0.354612
336.2130746	3.830393	0.35339
336.3268838	3.848422	0.352106
336.4345392	3.866259	0.350771
336.5421946	3.88404	0.349387
336.64985	3.901725	0.34801
336.7575054	3.918957	0.346569
336.9098985	3.935917	0.345136
337.0744233	3.952786	0.343723
337.2389481	3.969574	0.342305
337.4034729	3.9862	0.340933
337.5679977	4.002794	0.339604
337.7325225	4.019244	0.338279
337.8970473	4.035705	0.336926
338.0615721	4.051999	0.335579
338.2260969	4.067952	0.334233
338.3906217	4.083808	0.332884
338.5551465	4.099487	0.331528
338.7177196	4.114994	0.330084
338.8737813	4.130435	0.328623
339.0241496	4.145578	0.327119
339.1745179	4.160705	0.325535
339.3248862	4.1757	0.32386
339.4517683	4.190335	0.322125
339.5769018	4.204673	0.320365
339.7020353	4.218514	0.318512
339.8271689	4.232051	0.316535
339.9215514	4.245186	0.314489
340.0155411	4.25795	0.312387
340.1095308	4.270479	0.31026
340.2035205	4.282541	0.308135
340.2975102	4.294136	0.305948
340.3914694	4.305275	0.303748
340.4854177	4.316051	0.301521
340.5494525	4.326654	0.299281
340.6131495	4.336831	0.297061
340.6768466	4.346672	0.294848
340.7499721	4.356103	0.29268
340.8331028	4.365244	0.290521
340.9162334	4.374165	0.288338
340.9993641	4.382632	0.28617
341.0878544	4.390593	0.284014
341.1826178	4.398041	0.281889
341.2773813	4.405096	0.279766
341.3721447	4.411833	0.277652
341.4652138	4.417927	0.275567
341.558156	4.423277	0.273539
341.6510981	4.427998	0.271588
341.7454353	4.432313	0.269657
341.8425954	4.436276	0.267749
341.9381271	4.439392	0.265874
342.0300558	4.441835	0.264045
342.1115121	4.44344	0.262268
342.1916395	4.444413	0.260519
342.2717669	4.444875	0.258797
342.3518943	4.444677	0.257125
342.4107305	4.443961	0.255513
342.4681335	4.442516	0.253985
342.5255365	4.440833	0.25249
342.5829395	4.439021	0.251014
342.6403425	4.436997	0.249604
342.7021905	4.434623	0.248241
342.770112	4.432207	0.246914
342.8380336	4.429662	0.245576
342.9059552	4.426994	0.244219
342.9738768	4.4242	0.242908
343.0575915	4.42134	0.241651
343.1462335	4.418209	0.240452
343.2348756	4.414797	0.23926
343.3326276	4.411246	0.238069
343.4554151	4.407214	0.236915
343.5782027	4.402792	0.235769
343.7009902	4.397921	0.234649
343.8151472	4.392888	0.23356
343.9271369	4.387723	0.232455
344.0391266	4.382505	0.231357
344.1509252	4.377067	0.230285
344.2605374	4.371393	0.229208
344.3701496	4.365715	0.228087
344.4797617	4.359801	0.226951
344.5807835	4.353535	0.225887
344.6597921	4.347073	0.224834
344.7388006	4.340382	0.223811
344.8178091	4.333509	0.222807
344.8968177	4.326706	0.221798
344.9757635	4.320143	0.220842
345.0480266	4.3139	0.219919
345.1202898	4.307954	0.219037
345.192553	4.302217	0.218163
345.2648162	4.29638	0.217252
345.3370794	4.290708	0.216393
345.4098778	4.285058	0.215585
345.4844749	4.279276	0.214843
345.5673927	4.273297	0.214129
345.6503106	4.26733	0.213424
345.7332284	4.260788	0.212799
345.8161462	4.253803	0.21224
345.9013917	4.246429	0.211735
345.9878853	4.238711	0.211214
346.0743789	4.230714	0.210649
346.1608725	4.222354	0.210128
346.2473661	4.213753	0.20964
346.3419577	4.204855	0.209209
346.456629	4.195794	0.208749
346.5713004	4.186646	0.208212
346.6859717	4.177617	0.207629
346.796403	4.168568	0.207015
346.8935377	4.15943	0.206405
346.9906724	4.150557	0.205754
347.0878071	4.141834	0.205049
347.1849418	4.133547	0.204293
347.2820765	4.125714	0.20353
347.3792112	4.118439	0.202776
347.4763459	4.111836	0.201946
347.5734806	4.10565	0.201105
347.6706153	4.100347	0.200311
347.7631775	4.096106	0.199543
347.8536832	4.092986	0.198851
347.9402	4.090745	0.198188
348.0177739	4.089126	0.197543
348.0953479	4.088437	0.196926
348.1827757	4.088609	0.196354
348.2778221	4.089758	0.195798
348.3728686	4.091342	0.195294
348.467915	4.093179	0.194775
348.5706501	4.095239	0.194234
348.6859065	4.097322	0.193686
348.8011629	4.09965	0.193163
348.9164193	4.101865	0.192622
349.0526444	4.104212	0.192042
349.1904362	4.106828	0.191452
349.3277692	4.109789	0.190849
349.4553117	4.113072	0.190197
349.5828542	4.116361	0.189542
349.7103968	4.119708	0.188755
349.8223672	4.122859	0.187921
349.9331138	4.125684	0.18709
350.0356587	4.128135	0.186293
350.1248538	4.130097	0.185439
350.2142549	4.131834	0.184526
350.3091336	4.133377	0.183659
350.4085357	4.134599	0.182806
350.550034	4.135389	0.181971
350.6669827	4.135875	0.181085
350.7578332	4.136049	0.180085
350.8405324	4.135949	0.179086
350.9232317	4.135342	0.178087
351.0033248	4.134296	0.177181
351.0824033	4.132985	0.176246
351.1614817	4.131529	0.175256
351.2472595	4.129602	0.174335
351.3378697	4.127549	0.17344
351.42848	4.125398	0.172609
351.5190903	4.123613	0.171754
351.6097006	4.121982	0.17084
351.700179	4.12035	0.169983
351.7894992	4.118601	0.169195
351.8788193	4.11657	0.168476
351.9680435	4.114103	0.167674
352.0570669	4.111405	0.166795
352.1445533	4.108578	0.165927
352.2356636	4.105838	0.164984
352.3321373	4.103315	0.164045
352.428011	4.100887	0.163056
352.5170222	4.098337	0.161984
352.6060334	4.095723	0.160949
352.6930799	4.093123	0.160006
352.7774118	4.090921	0.15918
352.8617437	4.088979	0.158324
352.9460756	4.087301	0.157385
353.0304075	4.08622	0.156525
353.1147394	4.085803	0.155638
353.1973026	4.085599	0.154883
353.2794333	4.085677	0.154066
353.361564	4.086039	0.153164
353.4400916	4.086557	0.152297
353.5183065	4.087095	0.151506
353.5972007	4.087563	0.150775
353.6839658	4.088275	0.149995
353.7713182	4.089026	0.149093
353.8587982	4.089476	0.14827
353.9485289	4.089847	0.147485
354.0382595	4.090115	0.146838
354.1267135	4.090419	0.146201
354.2120456	4.090874	0.145478
354.2973777	4.091764	0.14488
354.3836414	4.09279	0.144409
354.4713972	4.094139	0.144074
354.5591531	4.0954	0.143742
354.6542954	4.096605	0.143363
354.7552712	4.097853	0.143079
354.8547427	4.098917	0.142842
354.9411206	4.100055	0.142645
355.0274985	4.101191	0.142381
355.1187172	4.102072	0.141976
355.2240659	4.102685	0.141577
355.3180088	4.103383	0.141215
355.4213978	4.103745	0.141014
355.5276436	4.103903	0.14086
355.6265863	4.104021	0.140649
355.7167633	4.103736	0.140481
355.8069403	4.102435	0.140404
355.9113711	4.100143	0.140376
356.0211017	4.097228	0.140276
356.1419911	4.09393	0.140096
356.2745357	4.090183	0.139954
356.3892948	4.086232	0.139881
356.4938223	4.082167	0.139845
356.5992103	4.077936	0.139712
356.7164815	4.073593	0.139464
356.8411751	4.069171	0.139244
356.9571236	4.065299	0.138961
357.0730589	4.061856	0.138788
357.1886937	4.058228	0.138618
357.3040732	4.05459	0.138378
357.4194696	4.050874	0.138054
357.5350848	4.046784	0.137522
357.6507001	4.042263	0.137077
357.7806225	4.038354	0.136488
357.9198048	4.034589	0.1357
358.0573001	4.030911	0.13486
358.1934699	4.027445	0.134051
358.3277304	4.024109	0.13339
358.4598171	4.020482	0.132759
358.589964	4.016819	0.132003
358.7164917	4.013501	0.131276
358.8556484	4.0105	0.130532
358.9965437	4.008225	0.129799
359.1374389	4.00643	0.129094
359.2917206	4.004877	0.128356
359.4491128	4.004106	0.127767
359.587977	4.004088	0.127309
359.7225182	4.004921	0.127008
359.8507621	4.005796	0.126765
359.9719161	4.006724	0.126516
360.0930701	4.007566	0.126305
360.2301048	4.007472	0.126069
360.3694838	4.006641	0.125758
360.5113219	4.005831	0.125406
360.6547178	4.005369	0.124864
360.7975728	4.004941	0.124342
360.9396694	4.005234	0.123752
361.078103	4.005642	0.123209
361.1998082	4.006542	0.122551
361.3215134	4.007645	0.121787
361.4323679	4.008417	0.121129
361.5358644	4.009339	0.120577
361.639361	4.009911	0.12014
361.7535525	4.009907	0.119735
361.8771034	4.009722	0.119232
362.0006543	4.009354	0.118929
362.1228919	4.008513	0.118682
362.2450858	4.007852	0.118551
362.3625138	4.007297	0.118397
362.4719588	4.006369	0.118197
362.5814037	4.005192	0.118146
362.6902529	4.003727	0.118269
362.7984506	4.001723	0.11866
362.9066482	3.999375	0.118956
363.0134505	3.996721	0.119114
363.1191024	3.994129	0.119361
363.2247543	3.991169	0.119605
363.327668	3.988127	0.119947
363.4273651	3.984936	0.120308
363.5270622	3.981504	0.120582
363.6263637	3.97746	0.120983
363.7252698	3.9732	0.121467
363.8241759	3.968659	0.122088
363.9369849	3.963626	0.12256
364.068398	3.958594	0.122921
364.1960801	3.953258	0.123391
364.2951431	3.947356	0.123952
364.394206	3.940937	0.124566
364.4927842	3.934566	0.125176
364.5817149	3.92828	0.125703
364.6706456	3.922257	0.12621
364.7595763	3.916516	0.126795
364.8535229	3.910577	0.12753
364.9504043	3.904578	0.128316
365.0472857	3.898373	0.128993
365.1432539	3.892157	0.129879
365.2382879	3.885943	0.130824
365.3333218	3.87991	0.13176
365.4262452	3.874098	0.132609
365.5124849	3.868245	0.133296
365.5951707	3.862094	0.133998
365.6778565	3.855855	0.134742
365.7616031	3.849559	0.135672
365.8455508	3.842749	0.136529
365.9294985	3.835894	0.137211
366.0122233	3.828528	0.137849
366.0933689	3.820702	0.138558
366.1745144	3.812372	0.139344
366.25566	3.803986	0.140098
366.3211638	3.795265	0.140768
366.3852076	3.786286	0.141405
366.4492514	3.777169	0.141963
366.5132952	3.768052	0.142529
366.577339	3.759018	0.143038
366.6413828	3.750256	0.143433
366.7054267	3.741817	0.143829
366.7694705	3.733695	0.144149
366.8335143	3.726039	0.14433
366.8975581	3.71867	0.144477
366.9616019	3.711322	0.144564
367.0256457	3.704603	0.14475
367.0896895	3.698506	0.144916
367.1407736	3.69331	0.145084
367.1802748	3.688263	0.145214
367.219776	3.683611	0.145232
367.2592772	3.679243	0.145303
367.2987784	3.674985	0.145386
367.3382796	3.670922	0.14557
367.3777808	3.66714	0.145761
367.4256775	3.663808	0.145858
367.4937894	3.661004	0.145927
367.5614805	3.658887	0.146053
367.6250849	3.657407	0.146342
367.6873339	3.656594	0.146634
367.7370738	3.656372	0.146783
367.7868137	3.657234	0.147002
367.8365535	3.659329	0.147214
367.8862934	3.662799	0.147408
367.9360333	3.667112	0.147539
368.0080179	3.671938	0.147552
368.0881234	3.677977	0.147487
368.168229	3.684626	0.147427
368.236039	3.69181	0.147443
368.2854947	3.699357	0.147399
368.3349503	3.706919	0.147258
368.384406	3.714135	0.147118
368.4338616	3.720882	0.147052
368.4833173	3.72701	0.146943
368.5327724	3.732578	0.146628
368.5822275	3.737829	0.14622
368.6316826	3.742748	0.145953
368.6811377	3.747531	0.145799
368.7305928	3.751761	0.145707
368.7678438	3.755825	0.145602
368.7972609	3.759547	0.145397
368.8266781	3.762992	0.145236
368.8560952	3.766079	0.145093
368.8855123	3.76938	0.144969
368.9149295	3.772825	0.144775
368.9443466	3.776133	0.144452
368.9741267	3.779118	0.144136
369.0052927	3.782206	0.143816
369.05095	3.785047	0.143572
369.1090849	3.787838	0.143319
369.1672198	3.79066	0.14294
369.2253547	3.793264	0.14258
369.2834896	3.795761	0.142213
369.3255615	3.798109	0.141834
369.3598644	3.800259	0.14136
369.3941673	3.802296	0.140851
369.4284702	3.804244	0.140405
369.4627731	3.806091	0.140014
369.497076	3.807639	0.139695
369.5313789	3.808857	0.139385
369.5656818	3.810261	0.139033
369.5999847	3.812018	0.138681
369.6342876	3.813434	0.138398
369.6685905	3.814784	0.138159
369.7028934	3.816258	0.1379
369.7371963	3.817551	0.137533
369.7714992	3.818378	0.137203
369.8058021	3.819044	0.136922
369.840105	3.819342	0.136752
369.8748489	3.819311	0.13651
369.9114762	3.819266	0.136203
369.9481036	3.819046	0.135881
369.9847309	3.818684	0.135578
370.0213582	3.818001	0.135412
370.0579856	3.816865	0.135171
370.0946129	3.815406	0.134837
370.1312402	3.813607	0.134555
370.1698995	3.81159	0.134319
370.2108439	3.809744	0.134186
370.2517884	3.807981	0.134092
370.2927329	3.806349	0.133969
370.3336773	3.804755	0.133911
370.3746218	3.803023	0.133885
370.4155662	3.801254	0.133964
370.4595377	3.799814	0.133972
370.5058352	3.798086	0.133836
370.5521327	3.796214	0.133751
370.5984302	3.794189	0.133691
370.6447277	3.791666	0.133619
370.6910252	3.78892	0.133511
370.7402061	3.786101	0.133359
370.7927898	3.7832	0.13329
370.8453735	3.780133	0.133206
370.8979572	3.777118	0.133122
370.9505409	3.773788	0.132971
371.0031572	3.770267	0.132732
371.0600057	3.766436	0.132548
371.1190232	3.762612	0.132471
371.1780406	3.758702	0.132462
371.2370581	3.754927	0.13244
371.2960755	3.751149	0.132308
371.3448211	3.747067	0.132142
371.3900611	3.74264	0.131966
371.4353012	3.738258	0.131924
371.4805413	3.733788	0.131906
371.5257813	3.729333	0.131837
371.5710214	3.724821	0.131848
371.6162614	3.720402	0.131986
371.6550593	3.715846	0.132259
371.6920826	3.711035	0.132418
371.7291058	3.706288	0.13252
371.7661291	3.701704	0.132698
371.8031524	3.69721	0.132853
371.8401757	3.69219	0.132741
371.8771989	3.687452	0.132562
371.9142222	3.682781	0.132305
371.9572328	3.678321	0.132167
372.0158335	3.673829	0.13206
372.0744342	3.669567	0.132055
372.1330349	3.66521	0.132024
372.1916356	3.660902	0.131924
372.2502362	3.656329	0.131889
372.3104789	3.651716	0.131821
372.3708977	3.647083	0.131839
372.4313165	3.64249	0.131875
372.4917353	3.637869	0.131861
372.5521541	3.633489	0.131955
372.6001172	3.629363	0.132183
372.6424978	3.625618	0.132518
372.6848785	3.621736	0.132821
372.7272591	3.617802	0.132998
372.7696397	3.613875	0.133165
372.8120204	3.610082	0.133232
372.854401	3.606307	0.133415
372.8972106	3.602605	0.133586
372.9412455	3.59887	0.133657
372.9852805	3.59509	0.133728
373.0293154	3.591143	0.133686
373.0733503	3.587159	0.133719
373.1173852	3.583094	0.133792
373.1614201	3.579128	0.13386
373.2071324	3.575087	0.134091
373.2668077	3.57111	0.13439
373.3280425	3.567133	0.134635
373.393652	3.563216	0.134847
373.4592615	3.559296	0.134929
373.5248711	3.555385	0.134947
373.5828314	3.551528	0.134955
373.6392215	3.547498	0.135068
373.6956116	3.543229	0.135075
373.7520017	3.53899	0.134987
373.8083918	3.534993	0.134941
373.8647819	3.530629	0.134984
373.9199175	3.525997	0.135086
373.9744875	3.521461	0.13515
374.0290576	3.516636	0.13518
374.0836276	3.511665	0.135298
374.1381977	3.506777	0.135338
374.1927677	3.502355	0.135382
374.2541613	3.498106	0.135391
374.3285626	3.494071	0.135294
374.402964	3.490458	0.135148
374.4773653	3.48705	0.135147
374.5517667	3.48372	0.135284
374.6147942	3.480455	0.135376
374.6727155	3.477228	0.135476
374.7306367	3.473842	0.135681
374.788558	3.470524	0.135802
374.8464792	3.467277	0.135936
374.9044005	3.464463	0.136073
374.9901095	3.461722	0.13626
375.0870547	3.459058	0.136351
375.1839999	3.456608	0.136328
375.2759409	3.454499	0.136268
375.337239	3.452431	0.136059
375.3985371	3.450511	0.135748
375.4598352	3.44861	0.135518
375.5211333	3.446633	0.13543
375.5824314	3.4448	0.135307
375.6531942	3.443142	0.135106
375.7337444	3.441629	0.134825
375.8142946	3.440417	0.134669
375.8933346	3.439339	0.134579
375.9720921	3.438638	0.134629
376.0508495	3.438286	0.134738
376.129607	3.437864	0.134874
376.2083644	3.437531	0.134962
376.2871219	3.437806	0.135075
376.3838703	3.43849	0.135126
376.4827452	3.439136	0.135098
376.58162	3.43987	0.13507
376.667724	3.440696	0.13503
376.7394414	3.441578	0.13512
376.8111588	3.442435	0.1351
376.8828762	3.443018	0.134976
376.9545937	3.443943	0.134829
377.0241938	3.445275	0.134806
377.0930867	3.446779	0.134967
377.1619796	3.448195	0.1351
377.2308725	3.44976	0.1353
377.2997654	3.451494	0.135408
377.3797566	3.45304	0.135419
377.4619337	3.454511	0.135501
377.5441108	3.455515	0.135473
377.6262879	3.456239	0.135462
377.7066478	3.456502	0.135455
377.7862857	3.456659	0.135506
377.8659237	3.456361	0.135387
377.9455616	3.45546	0.135351
378.0386012	3.454412	0.135336
378.1470891	3.453344	0.135367
378.255577	3.452366	0.13546
378.3630838	3.451529	0.135511
378.4629059	3.450882	0.135654
378.562728	3.450371	0.135769
378.66255	3.449754	0.135711
378.755979	3.448694	0.135576
378.8476158	3.447174	0.135358
378.9392525	3.445643	0.13531
379.0308892	3.443931	0.135298
379.1054537	3.442398	0.135315
379.1781198	3.440953	0.135459
379.250786	3.43927	0.135536
379.3234522	3.437617	0.135726
379.3962902	3.435716	0.135725
379.4995457	3.433378	0.135669
379.6028013	3.430579	0.135686
379.7060569	3.427994	0.135889
379.8160749	3.425673	0.136173
379.9313796	3.42388	0.136468
380.0466844	3.422178	0.136735
380.1655806	3.420713	0.137051
380.2884179	3.419217	0.137387
380.4112552	3.41763	0.137854
380.5244737	3.415773	0.138279
380.6307693	3.41401	0.138629
380.7370649	3.41224	0.138957
380.846664	3.410654	0.139414
380.9664409	3.409075	0.139883
381.0860765	3.407402	0.14037
381.2059563	3.405808	0.14084
381.3264652	3.404216	0.141413
381.4469741	3.402484	0.141784
381.5703592	3.400622	0.141934
381.6992018	3.398925	0.141997
381.8280445	3.397413	0.141931
381.9573894	3.396119	0.141936
382.0870685	3.394858	0.142007
382.2167476	3.393573	0.142179
382.3348217	3.39212	0.142297
382.4512131	3.390574	0.142256
382.5676044	3.388978	0.142215
382.6867529	3.387531	0.14223
382.8064461	3.386145	0.142328
382.9261394	3.384919	0.142488
383.0573661	3.38378	0.142639
383.1901585	3.383035	0.142887
383.3195191	3.382415	0.143231
383.4365256	3.382364	0.143692
383.5528704	3.38257	0.144083
383.6699787	3.382685	0.144326
383.7903579	3.382724	0.144479
383.9107371	3.382783	0.144635
384.0273859	3.382971	0.144858
384.134183	3.383009	0.144989
384.24098	3.382958	0.145
384.347777	3.383191	0.145074
384.4820985	3.384255	0.145117
384.6168991	3.385535	0.145311
384.7491047	3.387146	0.145529
384.8769845	3.388885	0.145756
385.0048644	3.390538	0.146032
385.1327443	3.391595	0.146319
385.2606241	3.391955	0.146337
385.388504	3.392336	0.146248
385.5191395	3.392644	0.146122
385.650162	3.392505	0.146059
385.7808061	3.391831	0.146037
385.9098748	3.390479	0.146182
386.0385645	3.388422	0.146382
386.1649738	3.385869	0.146533
386.2896708	3.382437	0.146663
386.4143678	3.378294	0.146762
386.5350684	3.373272	0.1469
386.6538504	3.367508	0.147003
386.7726324	3.361281	0.147026
386.9075448	3.354184	0.147082
387.0480605	3.346277	0.147066
387.1846376	3.337425	0.14689
387.3101465	3.327973	0.14673
387.4356554	3.318028	0.146517
387.5655623	3.307333	0.146168
387.7001163	3.296112	0.145706
387.8346703	3.284576	0.145285
387.9674814	3.272811	0.144707
388.1000915	3.261057	0.143948
388.2306643	3.24923	0.143019
388.3557021	3.237265	0.14194
388.4807399	3.225382	0.140781
388.599077	3.213743	0.13957
388.7117614	3.202398	0.138285
388.8244459	3.191488	0.137049
388.9454922	3.180886	0.135704
389.074176	3.170794	0.134479
389.2028597	3.160966	0.133215
389.3209524	3.151191	0.131845
389.4382589	3.14189	0.130667
389.5559506	3.13303	0.12969
389.6776453	3.124923	0.128894
389.79934	3.117075	0.128068
389.9228094	3.109452	0.127147
390.0496156	3.10214	0.126319
390.1764218	3.094854	0.125597
390.3060379	3.087422	0.125089
390.4367625	3.079721	0.124611
390.5677393	3.071838	0.123988
390.6999852	3.063311	0.123317
390.832231	3.054567	0.12263
390.9685	3.044981	0.121932
391.1178551	3.035485	0.121106
391.2649036	3.025856	0.12008
391.4024398	3.016247	0.119115
391.539976	3.006782	0.118192
391.6811012	2.997414	0.117413
391.8253327	2.987943	0.116549
391.9695687	2.978469	0.115471
392.1271406	2.968873	0.114391
392.2847125	2.958928	0.113288
392.4584461	2.948982	0.11231
392.6398093	2.938803	0.111251
392.8211726	2.928483	0.110058
393.0025358	2.917964	0.108998
393.2248792	2.907321	0.108022
393.4608636	2.896512	0.107261
393.6441489	2.885829	0.106427
393.809129	2.875441	0.105395
393.957245	2.865396	0.104465
394.1053609	2.855696	0.103592
394.2587294	2.846619	0.102854
394.4123014	2.837909	0.101948
394.573935	2.829154	0.10082
394.7374739	2.820779	0.099826
394.9063113	2.812542	0.098943
395.0765893	2.804096	0.098296
395.2638728	2.795601	0.097594
395.4520503	2.78725	0.096693
395.6213504	2.779051	0.095908
395.7928875	2.771317	0.095156
395.9768097	2.764891	0.094608
396.1629118	2.758941	0.093948
396.3470593	2.753555	0.09302
396.5330102	2.748843	0.092211
396.7206761	2.744927	0.091453
396.8907958	2.741179	0.090851
397.0535785	2.737875	0.090222
397.2214238	2.734677	0.089395
397.3923535	2.731515	0.088839
397.5911741	2.728164	0.088517
397.8037981	2.724571	0.088446
397.9819841	2.720767	0.088215
398.1605391	2.716855	0.087738
398.3411268	2.713052	0.087228
398.5343564	2.709076	0.086689
398.7621269	2.704906	0.086307
398.9609105	2.700741	0.085891
399.1471714	2.696838	0.085322
399.34562	2.693363	0.085045
399.5477125	2.690561	0.084914
399.7346696	2.689314	0.085066
399.9240014	2.688882	0.085142
400.1464535	2.688758	0.084848
400.338601	2.689075	0.084634
400.4944776	2.689898	0.084517
400.6525925	2.690287	0.084688
400.8233117	2.690301	0.084732
400.9957882	2.690233	0.084564
401.2081927	2.690049	0.084718
401.4187989	2.689767	0.085045
401.6187705	2.689888	0.085657
401.8422915	2.690294	0.086125
402.0931568	2.690832	0.086253
402.2791672	2.69159	0.086587
402.4638754	2.692368	0.087048
402.6664683	2.692828	0.087763
402.8696918	2.692993	0.088384
403.0730387	2.692772	0.088697
403.2661584	2.692276	0.089251
403.436305	2.69172	0.089941
403.6097005	2.691704	0.090877
403.8056256	2.692492	0.091705
403.9947918	2.693915	0.092208
404.190637	2.696282	0.092779
404.3871216	2.699373	0.093385
404.5844713	2.703528	0.094203
404.7728969	2.707962	0.095048
404.9561252	2.712798	0.095788
405.1244049	2.718008	0.096663
405.2863018	2.723446	0.097514
405.455999	2.728428	0.098213
405.6330372	2.733155	0.098718
405.8049753	2.737754	0.099079
405.9721386	2.742519	0.099538
406.1377658	2.747597	0.099986
406.3010862	2.752668	0.100568
406.4622402	2.7582	0.100808
406.6360871	2.763433	0.100752
406.808602	2.768139	0.100651
406.9785736	2.772267	0.100623
407.1398038	2.775994	0.100947
407.2885151	2.779185	0.101195
407.442258	2.782194	0.101222
407.6158331	2.784792	0.101367
407.7826275	2.787253	0.10155
407.9343268	2.789797	0.101893
408.0906078	2.791939	0.102025
408.2739785	2.794346	0.10193
408.4537726	2.797468	0.101833
408.6270213	2.800849	0.101711
408.798973	2.804738	0.101848
408.972412	2.80903	0.101906
409.1433701	2.813399	0.101827
409.3115226	2.817435	0.101922
409.4738103	2.821251	0.101988
409.627955	2.824312	0.101935
409.7846395	2.8275	0.101798
409.9527615	2.830451	0.10148
410.1166575	2.832987	0.101251
410.2524564	2.835424	0.10119
410.3882552	2.837419	0.101412
410.5154113	2.839248	0.101464
410.6366005	2.841134	0.101319
410.7577897	2.843569	0.101141
410.8789789	2.846226	0.100971
411.0001681	2.850007	0.100981
411.1213573	2.853804	0.100871
411.249315	2.85773	0.100585
411.379658	2.861485	0.100403
411.5087063	2.865414	0.100386
411.63297	2.869205	0.10062
411.7572337	2.872926	0.100748
411.8778779	2.876644	0.100662
411.9933159	2.880628	0.100745
412.1087539	2.884469	0.101016
412.2266911	2.88807	0.101466
412.3486482	2.89205	0.101883
412.4706053	2.89625	0.102124
412.5984402	2.900697	0.102488
412.7317354	2.905701	0.102944
412.8650305	2.911651	0.10366
412.9907221	2.917933	0.104243
413.1155421	2.924241	0.104589
413.238522	2.930744	0.104999
413.3445514	2.937405	0.105376
413.4505808	2.943487	0.105882
413.5566102	2.949151	0.106319
413.6760336	2.954744	0.106547
413.7984656	2.960068	0.106738
413.9144167	2.965027	0.107019
