test_id,wp,technical_outcome,scientific_verdict,criterion_id,metric,threshold,message,duration_s
R6-004,R6,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",8.910001270123757e-07
R6-005,R6,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.5620003068761434e-06
R6-006,R6,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.5619998521287926e-06
R6-007,R6,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.4329998521134257e-06
R6-008,R6,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.3919998309575021e-06
T1-001,T1,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,2.06300001082127e-06
T1-002,T1,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.482000243413495e-06
T1-003,T1,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.3020003279962111e-06
T1-004,T1,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.4529996406054124e-06
T1-005,T1,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",8.209999577957205e-07
T1-006,T1,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.4620000001741573e-06
T1-007,T1,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.421999968442833e-06
T1-008,T1,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.5219998203974683e-06
T1-009,T1,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.421999968442833e-06
T1-010,T1,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.2820000847568735e-06
T1-011,T1,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.2919999790028669e-06
T1-012,T1,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.5929999790387228e-06
T1-013,T1,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.5320001693908125e-06
T1-014,T1,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.5430000530614052e-06
T1-015,T1,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.3719995877181645e-06
T1-016,T1,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.4719998944201507e-06
T2-001,T2,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.6730000425013714e-06
T2-002,T2,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.6620001588307787e-06
T2-003,T2,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.5330001588154119e-06
T2-004,T2,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.6320000213454477e-06
T2-005,T2,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.612000232853461e-06
T2-006,T2,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.4319998626888264e-06
T2-007,T2,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.4530000953527633e-06
T2-008,T2,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.2919999790028669e-06
T2-009,T2,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",9.709997357276734e-07
T2-010,T2,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.5229998098220676e-06
T3-001,T3,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.2819996300095227e-06
T3-002,T3,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.4319998626888264e-06
T3-003,T3,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.4119996194494888e-06
T3-004,T3,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.3419999049801845e-06
T3-005,T3,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.3829999261361081e-06
T3-006,T3,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.3819999367115088e-06
T3-007,T3,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.2919999790028669e-06
T3-008,T3,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.4720003491675016e-06
T3-009,T3,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",8.709998837730382e-07
T3-010,T3,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.2919999790028669e-06
T4-001,T4,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.5319997146434616e-06
T4-002,T4,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.4120000741968397e-06
T4-003,T4,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.5020000319054816e-06
T4-004,T4,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.3619996934721712e-06
T4-005,T4,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.3019998732488602e-06
T4-006,T4,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.3520002539735287e-06
T5-001,T5,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.421999968442833e-06
T5-002,T5,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.232000158779556e-06
T5-003,T5,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.2519999472715426e-06
T5-004,T5,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.261999841517536e-06
T5-005,T5,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.4020001799508464e-06
T5-006,T5,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.4120000741968397e-06
T5-007,T5,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.4420002116821706e-06
T5-008,T5,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.6819999473227654e-06
T5-009,T5,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",8.319998414663132e-07
T5-010,T5,blocked,undetermined,,,,Pare-feu empirique: le protocole n'est pas couvert par une source mesurée admissible.,1.7120000848080963e-06
