phase,temperature,pressure,gibbs_energy,composition,state,modele_thermodynamique,modele_pression,reference,temperature_max_source
Mg-cronstedtite,500.0,1.0,-3371284.3,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,500.0,1000.0,-3360494.687,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,500.0,5000.0,-3317293.035,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,500.0,10000.0,-3263290.969,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,500.0,20000.0,-3155286.837,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,500.0,30000.0,-3047282.705,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,500.0,50000.0,-2831274.441,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,600.0,1.0,-3418132.688,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,600.0,1000.0,-3407343.075,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,600.0,5000.0,-3364141.422,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,600.0,10000.0,-3310139.356,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,600.0,20000.0,-3202135.225,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,600.0,30000.0,-3094131.093,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,600.0,50000.0,-2878122.829,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,700.0,1.0,-3471766.313,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,700.0,1000.0,-3460976.701,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,700.0,5000.0,-3417775.048,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,700.0,10000.0,-3363772.982,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,700.0,20000.0,-3255768.85,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,700.0,30000.0,-3147764.718,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,700.0,50000.0,-2931756.455,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,800.0,1.0,-3531523.512,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,800.0,1000.0,-3520733.899,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,800.0,5000.0,-3477532.247,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,800.0,10000.0,-3423530.181,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,800.0,20000.0,-3315526.049,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,800.0,30000.0,-3207521.917,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,800.0,50000.0,-2991513.653,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,900.0,1.0,-3596887.449,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,900.0,1000.0,-3586097.837,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,900.0,5000.0,-3542896.184,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,900.0,10000.0,-3488894.118,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,900.0,20000.0,-3380889.986,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,900.0,30000.0,-3272885.854,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,900.0,50000.0,-3056877.591,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,1000.0,1.0,-3667445.697,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,1000.0,1000.0,-3656656.084,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,1000.0,5000.0,-3613454.431,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,1000.0,10000.0,-3559452.365,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,1000.0,20000.0,-3451448.233,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,1000.0,30000.0,-3343444.102,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
Mg-cronstedtite,1000.0,50000.0,-3127435.838,(Mg2Fe)(FeSi)O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,298.15,1.0,-2943151.12,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,298.15,1000.0,-2932661.219,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,298.15,5000.0,-2890659.612,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,298.15,10000.0,-2838157.603,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,298.15,20000.0,-2733153.586,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,298.15,30000.0,-2628149.569,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,298.15,50000.0,-2418141.535,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,400.0,1.0,-2972043.063,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,400.0,1000.0,-2961553.161,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,400.0,5000.0,-2919551.555,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,400.0,10000.0,-2867049.546,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,400.0,20000.0,-2762045.529,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,400.0,30000.0,-2657041.512,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,400.0,50000.0,-2447033.478,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,500.0,1.0,-3008478.283,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,500.0,1000.0,-2997988.382,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,500.0,5000.0,-2955986.775,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,500.0,10000.0,-2903484.767,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,500.0,20000.0,-2798480.75,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,500.0,30000.0,-2693476.733,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,500.0,50000.0,-2483468.698,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,600.0,1.0,-3052007.208,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,600.0,1000.0,-3041517.307,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,600.0,5000.0,-2999515.7,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,600.0,10000.0,-2947013.692,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,600.0,20000.0,-2842009.674,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,600.0,30000.0,-2737005.657,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,600.0,50000.0,-2526997.623,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,700.0,1.0,-3101903.581,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,700.0,1000.0,-3091413.68,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,700.0,5000.0,-3049412.073,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,700.0,10000.0,-2996910.065,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,700.0,20000.0,-2891906.047,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,700.0,30000.0,-2786902.03,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,700.0,50000.0,-2576893.996,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,800.0,1.0,-3157598.665,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,800.0,1000.0,-3147108.764,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,800.0,5000.0,-3105107.157,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,800.0,10000.0,-3052605.148,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,800.0,20000.0,-2947601.131,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,800.0,30000.0,-2842597.114,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,800.0,50000.0,-2632589.08,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,900.0,1.0,-3218643.255,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,900.0,1000.0,-3208153.353,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,900.0,5000.0,-3166151.747,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,900.0,10000.0,-3113649.738,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,900.0,20000.0,-3008645.721,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,900.0,30000.0,-2903641.704,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,900.0,50000.0,-2693633.67,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,1000.0,1.0,-3284676.472,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,1000.0,1000.0,-3274186.571,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,1000.0,5000.0,-3232184.964,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,1000.0,10000.0,-3179682.955,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,1000.0,20000.0,-3074678.938,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,1000.0,30000.0,-2969674.921,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
hisingerite,1000.0,50000.0,-2759666.887,Fe2Si2O5(OH)4,cr,CGL Maier-Kelley,volume constant (cgl.R),LS20,1000.0
uraninite,298.15,1.0,-1031833.0,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,298.15,1000.0,-1029373.568,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,298.15,5000.0,-1019525.991,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,298.15,10000.0,-1007216.52,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,298.15,20000.0,-982597.578,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,298.15,30000.0,-957978.636,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,298.15,50000.0,-908740.753,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,400.0,1.0,-1040827.921,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,400.0,1000.0,-1038368.489,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,400.0,5000.0,-1028520.912,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,400.0,10000.0,-1016211.441,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,400.0,20000.0,-991592.5,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,400.0,30000.0,-966973.558,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,400.0,50000.0,-917735.674,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,500.0,1.0,-1051591.199,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,500.0,1000.0,-1049131.767,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,500.0,5000.0,-1039284.19,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,500.0,10000.0,-1026974.719,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,500.0,20000.0,-1002355.778,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,500.0,30000.0,-977736.836,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,500.0,50000.0,-928498.952,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,600.0,1.0,-1064059.525,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,600.0,1000.0,-1061600.093,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,600.0,5000.0,-1051752.516,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,600.0,10000.0,-1039443.046,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,600.0,20000.0,-1014824.104,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,600.0,30000.0,-990205.162,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,600.0,50000.0,-940967.278,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,700.0,1.0,-1078102.424,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,700.0,1000.0,-1075642.992,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,700.0,5000.0,-1065795.415,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,700.0,10000.0,-1053485.944,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,700.0,20000.0,-1028867.003,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,700.0,30000.0,-1004248.061,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,700.0,50000.0,-955010.177,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,800.0,1.0,-1093650.333,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,800.0,1000.0,-1091190.901,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,800.0,5000.0,-1081343.324,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,800.0,10000.0,-1069033.853,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,800.0,20000.0,-1044414.911,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,800.0,30000.0,-1019795.969,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,800.0,50000.0,-970558.086,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,900.0,1.0,-1110681.314,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,900.0,1000.0,-1108221.882,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,900.0,5000.0,-1098374.305,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,900.0,10000.0,-1086064.834,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,900.0,20000.0,-1061445.892,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,900.0,30000.0,-1036826.951,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,900.0,50000.0,-987589.067,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1000.0,1.0,-1129212.026,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1000.0,1000.0,-1126752.593,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1000.0,5000.0,-1116905.017,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1000.0,10000.0,-1104595.546,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1000.0,20000.0,-1079976.604,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1000.0,30000.0,-1055357.662,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1000.0,50000.0,-1006119.778,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1200.0,1.0,-1170997.991,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1200.0,1000.0,-1168538.558,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1200.0,5000.0,-1158690.981,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1200.0,10000.0,-1146381.511,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1200.0,20000.0,-1121762.569,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1200.0,30000.0,-1097143.627,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1200.0,50000.0,-1047905.743,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1400.0,1.0,-1219727.241,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1400.0,1000.0,-1217267.809,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1400.0,5000.0,-1207420.232,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1400.0,10000.0,-1195110.761,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1400.0,20000.0,-1170491.819,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1400.0,30000.0,-1145872.877,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1400.0,50000.0,-1096634.994,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1600.0,1.0,-1276500.356,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1600.0,1000.0,-1274040.924,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1600.0,5000.0,-1264193.347,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1600.0,10000.0,-1251883.876,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1600.0,20000.0,-1227264.934,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1600.0,30000.0,-1202645.992,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1600.0,50000.0,-1153408.109,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1800.0,1.0,-1342755.514,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1800.0,1000.0,-1340296.082,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1800.0,5000.0,-1330448.505,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1800.0,10000.0,-1318139.034,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1800.0,20000.0,-1293520.093,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1800.0,30000.0,-1268901.151,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,1800.0,50000.0,-1219663.267,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,2000.0,1.0,-1420243.482,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,2000.0,1000.0,-1417784.049,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,2000.0,5000.0,-1407936.473,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,2000.0,10000.0,-1395627.002,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,2000.0,20000.0,-1371008.06,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,2000.0,30000.0,-1346389.118,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
uraninite,2000.0,50000.0,-1297151.234,UO2,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,3000.0
beta-UO2.25,298.15,1.0,-1069083.0,UO2.25,cr,CGL Maier-Kelley,"volume non publie, 1 bar seulement",NEA20,600.0
beta-UO2.25,400.0,1.0,-1078941.847,UO2.25,cr,CGL Maier-Kelley,"volume non publie, 1 bar seulement",NEA20,600.0
beta-UO2.25,500.0,1.0,-1090604.149,UO2.25,cr,CGL Maier-Kelley,"volume non publie, 1 bar seulement",NEA20,600.0
beta-UO2.25,600.0,1.0,-1103908.948,UO2.25,cr,CGL Maier-Kelley,"volume non publie, 1 bar seulement",NEA20,600.0
UO2.25,298.15,1.0,-1069125.0,UO2.25,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,348.0
UO2.25,298.15,1000.0,-1066619.412,UO2.25,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,348.0
UO2.25,298.15,5000.0,-1056587.028,UO2.25,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,348.0
UO2.25,298.15,10000.0,-1044046.549,UO2.25,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,348.0
UO2.25,298.15,20000.0,-1018965.589,UO2.25,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,348.0
UO2.25,298.15,30000.0,-993884.63,UO2.25,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,348.0
UO2.25,298.15,50000.0,-943722.711,UO2.25,cr,CGL Maier-Kelley,volume constant (cgl.R),NEA20,348.0
