phase,temperature,pressure,gibbs_energy,composition,state,modele_thermodynamique,modele_pression,reference,temperature_max_source
2-methylpyrene,700.0,5000.0,182033.546,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,700.0,10000.0,267736.824,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,700.0,20000.0,439143.382,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,700.0,30000.0,610549.939,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,700.0,50000.0,953363.054,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,800.0,1.0,29295.342,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,800.0,1000.0,46418.857,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,800.0,5000.0,114981.48,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,800.0,10000.0,200684.758,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,800.0,20000.0,372091.316,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,800.0,30000.0,543497.873,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,800.0,50000.0,886310.988,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,900.0,1.0,-47686.358,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,900.0,1000.0,-30562.843,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,900.0,5000.0,37999.78,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,900.0,10000.0,123703.059,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,900.0,20000.0,295109.617,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,900.0,30000.0,466516.174,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,900.0,50000.0,809329.289,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1000.0,1.0,-134757.358,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1000.0,1000.0,-117633.843,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1000.0,5000.0,-49071.22,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1000.0,10000.0,36632.059,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1000.0,20000.0,208038.616,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1000.0,30000.0,379445.174,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1000.0,50000.0,722258.289,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1200.0,1.0,-339666.86,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1200.0,1000.0,-322543.345,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1200.0,5000.0,-253980.722,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1200.0,10000.0,-168277.443,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1200.0,20000.0,3129.115,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1200.0,30000.0,174535.672,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1200.0,50000.0,517348.787,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1400.0,1.0,-586240.069,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1400.0,1000.0,-569116.554,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1400.0,5000.0,-500553.931,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1400.0,10000.0,-414850.652,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1400.0,20000.0,-243444.095,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1400.0,30000.0,-72037.537,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1400.0,50000.0,270775.578,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1600.0,1.0,-875061.68,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1600.0,1000.0,-857938.165,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1600.0,5000.0,-789375.542,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1600.0,10000.0,-703672.263,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1600.0,20000.0,-532265.706,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1600.0,30000.0,-360859.148,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1600.0,50000.0,-18046.034,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1800.0,1.0,-1206573.973,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1800.0,1000.0,-1189450.458,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1800.0,5000.0,-1120887.835,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1800.0,10000.0,-1035184.556,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1800.0,20000.0,-863777.999,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1800.0,30000.0,-692371.441,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,1800.0,50000.0,-349558.327,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,2000.0,1.0,-1581122.845,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,2000.0,1000.0,-1563999.329,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,2000.0,5000.0,-1495436.707,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,2000.0,10000.0,-1409733.428,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,2000.0,20000.0,-1238326.87,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,2000.0,30000.0,-1066920.313,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
2-methylpyrene,2000.0,50000.0,-724107.198,C17H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,298.15,1.0,341142.44,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,298.15,1000.0,359804.474,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,298.15,5000.0,434527.333,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,298.15,10000.0,527930.906,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,298.15,20000.0,714738.052,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,298.15,30000.0,901545.199,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,298.15,50000.0,1275159.492,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,400.0,1.0,311037.17,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,400.0,1000.0,329699.204,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,400.0,5000.0,404422.062,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,400.0,10000.0,497825.635,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,400.0,20000.0,684632.782,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,400.0,30000.0,871439.929,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,400.0,50000.0,1245054.222,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,500.0,1.0,272198.441,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,500.0,1000.0,290860.475,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,500.0,5000.0,365583.334,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,500.0,10000.0,458986.907,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,500.0,20000.0,645794.054,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,500.0,30000.0,832601.2,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,500.0,50000.0,1206215.493,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,600.0,1.0,223747.521,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,600.0,1000.0,242409.555,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,600.0,5000.0,317132.413,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,600.0,10000.0,410535.987,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,600.0,20000.0,597343.133,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,600.0,30000.0,784150.28,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,600.0,50000.0,1157764.573,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,700.0,1.0,165372.214,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,700.0,1000.0,184034.248,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,700.0,5000.0,258757.107,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,700.0,10000.0,352160.68,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,700.0,20000.0,538967.826,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,700.0,30000.0,725774.973,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,700.0,50000.0,1099389.266,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,800.0,1.0,96835.579,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,800.0,1000.0,115497.613,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,800.0,5000.0,190220.471,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,800.0,10000.0,283624.045,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,800.0,20000.0,470431.191,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,800.0,30000.0,657238.338,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,800.0,50000.0,1030852.631,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,900.0,1.0,17953.592,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,900.0,1000.0,36615.626,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,900.0,5000.0,111338.485,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,900.0,10000.0,204742.058,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,900.0,20000.0,391549.205,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,900.0,30000.0,578356.351,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,900.0,50000.0,951970.644,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1000.0,1.0,-71420.081,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1000.0,1000.0,-52758.047,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1000.0,5000.0,21964.812,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1000.0,10000.0,115368.385,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1000.0,20000.0,302175.532,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1000.0,30000.0,488982.678,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1000.0,50000.0,862596.972,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1200.0,1.0,-282097.266,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1200.0,1000.0,-263435.232,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1200.0,5000.0,-188712.374,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1200.0,10000.0,-95308.8,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1200.0,20000.0,91498.346,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1200.0,30000.0,278305.493,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1200.0,50000.0,651919.786,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1400.0,1.0,-535927.507,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1400.0,1000.0,-517265.473,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1400.0,5000.0,-442542.615,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1400.0,10000.0,-349139.041,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1400.0,20000.0,-162331.895,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1400.0,30000.0,24475.252,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1400.0,50000.0,398089.545,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1600.0,1.0,-833438.257,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1600.0,1000.0,-814776.223,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1600.0,5000.0,-740053.364,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1600.0,10000.0,-646649.791,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1600.0,20000.0,-459842.645,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1600.0,30000.0,-273035.498,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1600.0,50000.0,100578.795,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1800.0,1.0,-1175027.323,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1800.0,1000.0,-1156365.29,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1800.0,5000.0,-1081642.431,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1800.0,10000.0,-988238.858,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1800.0,20000.0,-801431.711,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1800.0,30000.0,-614624.564,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,1800.0,50000.0,-241010.271,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,2000.0,1.0,-1561005.233,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,2000.0,1000.0,-1542343.199,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,2000.0,5000.0,-1467620.34,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,2000.0,10000.0,-1374216.767,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,2000.0,20000.0,-1187409.62,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,2000.0,30000.0,-1000602.474,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
chrysene,2000.0,50000.0,-626988.18,C18H12,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,298.15,1.0,336109.088,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,298.15,1000.0,355440.478,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,298.15,5000.0,432843.439,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,298.15,10000.0,529597.14,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,298.15,20000.0,723104.543,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,298.15,30000.0,916611.946,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,298.15,50000.0,1303626.752,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,400.0,1.0,300385.814,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,400.0,1000.0,319717.204,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,400.0,5000.0,397120.165,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,400.0,10000.0,493873.866,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,400.0,20000.0,687381.269,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,400.0,30000.0,880888.672,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,400.0,50000.0,1267903.478,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,500.0,1.0,255396.407,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,500.0,1000.0,274727.797,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,500.0,5000.0,352130.758,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,500.0,10000.0,448884.459,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,500.0,20000.0,642391.862,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,500.0,30000.0,835899.265,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,500.0,50000.0,1222914.071,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,600.0,1.0,200495.155,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,600.0,1000.0,219826.545,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,600.0,5000.0,297229.506,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,600.0,10000.0,393983.208,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,600.0,20000.0,587490.611,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,600.0,30000.0,780998.013,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,600.0,50000.0,1168012.819,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,700.0,1.0,135632.134,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,700.0,1000.0,154963.524,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,700.0,5000.0,232366.485,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,700.0,10000.0,329120.186,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,700.0,20000.0,522627.589,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,700.0,30000.0,716134.992,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,700.0,50000.0,1103149.798,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,800.0,1.0,60774.757,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,800.0,1000.0,80106.146,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,800.0,5000.0,157509.108,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,800.0,10000.0,254262.809,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,800.0,20000.0,447770.212,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,800.0,30000.0,641277.615,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,800.0,50000.0,1028292.421,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,900.0,1.0,-24100.02,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,900.0,1000.0,-4768.631,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,900.0,5000.0,72634.33,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,900.0,10000.0,169388.032,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,900.0,20000.0,362895.435,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,900.0,30000.0,556402.838,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,900.0,50000.0,943417.643,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1000.0,1.0,-119009.412,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1000.0,1000.0,-99678.022,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1000.0,5000.0,-22275.061,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1000.0,10000.0,74478.64,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1000.0,20000.0,267986.043,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1000.0,30000.0,461493.446,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1000.0,50000.0,848508.252,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1200.0,1.0,-338982.89,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1200.0,1000.0,-319651.5,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1200.0,5000.0,-242248.539,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1200.0,10000.0,-145494.838,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1200.0,20000.0,48012.565,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1200.0,30000.0,241519.968,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1200.0,50000.0,628534.774,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1400.0,1.0,-599224.906,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1400.0,1000.0,-579893.517,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1400.0,5000.0,-502490.556,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1400.0,10000.0,-405736.854,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1400.0,20000.0,-212229.451,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1400.0,30000.0,-18722.048,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1400.0,50000.0,368292.757,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1600.0,1.0,-899790.323,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
1-methylchrysene,1600.0,1000.0,-880458.933,C19H14,cr,CGL Maier-Kelley,volume constant (cgl.R),RH98,2000.0
