PGD ID,Type,Grain Label,Reference,Data Published,Source,Technique,Size a (µm),Size b (µm),Density min (g/cm^3),Density max (g/cm^3),12C/13C,err[12C/13C],14N/15N,err[14N/15N],26Al/27Al,err[26Al/27Al],d(29Si/28Si),err[d(29Si/28Si)],d(30Si/28Si),err[d(30Si/28Si)],44Ti/48Ti,err[44Ti/48Ti]
Gra-2008-JAD-000007,MD,OR1f2m-o67 (OR1f1m-o67),Jadhav et al. (2008) ApJ 682:1479,full,Orgueil,WU NanoSIMS,12,,2.02,2.04,3.87850720756652,0.0385614718096116,50.6740593652227,0.802891368126528,0.00973169973583185,0.000856576997190889,-325.293160624471,18.3578933651417,234.659482042396,30.4040787622682,0.00176748457902683,0.0000363151216213183
Gra-2009-HEC-000001,HD,KFB1g-07-1 (KFB1g-071),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,4.37,,2.1,2.15,341.928128220307,2.97163250650776,,,,,,,,,,
Gra-2009-HEC-000002,HD,KFB1g-10-1 (KFB1g-101),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS & MPIC NanoSIMS,1.94,,2.1,2.15,13.6751432239972,0.109059123406596,,,,,,,,,,
Gra-2009-HEC-000003,HD,KFB1g-12/22-1/1 (KFB1g-121),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS & MPIC NanoSIMS,1.75,,2.1,2.15,201.262877775229,1.72783707334907,,,,,,,,,,
Gra-2009-HEC-000004,HD,KFB1g-15-2 (KFB1g-152),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS & MPIC NanoSIMS,6.18,,2.1,2.15,10.3603209341097,0.0823499485783249,,,0.00817,0.00086,,,,,,
Gra-2009-HEC-000005,HD,KFB1g-24-2 (KFB1g-242),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS & MPIC NanoSIMS,1.97,,2.1,2.15,512.335306128148,4.92275661442383,,,0.00392,0.00149,,,,,,
Gra-2009-HEC-000006,HD,KFB1g-25-3 (KFB1g-253),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS & MPIC NanoSIMS,2.58,,2.1,2.15,965.345370180083,9.69880735200344,,,0.00016,0.00002,,,,,,
Gra-2009-HEC-000007,HD,KFB1g-26-2 (KFB1g-262),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS & MPIC NanoSIMS,3.65,,2.1,2.15,28.6236467663952,0.230927154001881,,,0.00264,0.00125,,,,,,
Gra-2009-HEC-000008,HD,KFB1g-26-3 (KFB1g-263),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS & MPIC NanoSIMS,2.21,,2.1,2.15,1305.10528818704,14.6744630819074,,,0.00322,0.00089,,,,,,
Gra-2009-HEC-000009,HD,KFB1g-27-1 (KFB1g-271),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,2.75,,2.1,2.15,86.9789524320782,0.716627868027637,,,,,,,,,,
Gra-2009-HEC-000010,HD,KFB1g-27-5 (KFB1g-275),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS & MPIC NanoSIMS,1.78,,2.1,2.15,693.403110865576,7.96426986581271,,,,,,,,,,
Gra-2009-HEC-000011,HD,KFB1g-30-1 (KFB1g-301),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS & MPIC NanoSIMS,2.58,,2.1,2.15,842.608601685758,8.69433236263615,,,0.00555,0.00148,,,,,,
Gra-2009-HEC-000012,HD,KFB1g-30-2 (KFB1g-302),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,1.96,,2.1,2.15,501.979592493643,4.68329576649148,,,,,,,,,,
Gra-2009-HEC-000013,HD,KFB1g-31-1 (KFB1g-311),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,3.16,,2.1,2.15,118.692193923789,0.973056477030858,,,,,,,,,,
Gra-2009-HEC-000014,HD,KFB1g-31-2 (KFB1g-312),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,2.24,,2.1,2.15,1064.06768957949,11.0079096276226,,,,,,,,,,
Gra-2009-HEC-000015,HD,KFB1g-32-1 (KFB1g-321),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,3.05,,2.1,2.15,212.072277278213,1.79732806253083,,,,,,,,,,
Gra-2009-HEC-000016,HD,KFB1g-32-2/3 (KFB1g-322),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS & MPIC NanoSIMS,1.89,,2.1,2.15,98.2531633407651,0.814148318301297,,,0.00127,0.00034,,,,,,
Gra-2009-HEC-000017,HD,KFB1g-34-4 (KFB1g-344),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS & MPIC NanoSIMS,2.17,,2.1,2.15,98.2122628669007,0.808031201976227,,,0.00634,0.00089,,,,,,
Gra-2009-HEC-000018,HD,KFB1g-37-1 (KFB1g-371),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS & MPIC NanoSIMS,3.82,,2.1,2.15,857.149531233469,8.56513825925871,,,,,,,,,,
Gra-2009-HEC-000019,HD,KFB1g-40-1 (KFB1g-401),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,2.65,,2.1,2.15,1028.80369986705,10.4085010920215,,,,,,,,,,
Gra-2009-HEC-000020,HD,KFB1g-41-1 (KFB1g-411),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,2.3,,2.1,2.15,560.072186283708,5.1041378116741,,,,,,,,,,
Gra-2009-HEC-000021,HD,KFB1g-42-1 (KFB1g-421),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,2.03,,2.1,2.15,642.862148425101,6.1740887274347,,,,,,,,,,
Gra-2009-HEC-000022,HD,KFB1g-43-1 (KFB1g-431),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,2.41,,2.1,2.15,374.939067893543,3.45661973816352,,,,,,,,,,
Gra-2009-HEC-000023,HD,KFB1g-43-2 (KFB1g-432),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS & MPIC NanoSIMS,2.36,,2.1,2.15,8.95371569153746,0.0710452073297013,,,,,,,,,,
Gra-2009-HEC-000024,HD,KFB1g-45-1 (KFB1g-451),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS & MPIC NanoSIMS,3.73,,2.1,2.15,15.8635339365952,0.126221967856704,,,,,,,,,,
Gra-2009-HEC-000025,HD,KFB1g-45-2 (KFB1g-452),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,2.99,,2.1,2.15,1159.6481124208,11.7024206744036,,,,,,,,,,
Gra-2009-HEC-000026,HD,KFB1g-46-1 (KFB1g-461),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,3.77,,2.1,2.15,13.0276316108234,0.103510755491803,,,,,,,,,,
Gra-2009-HEC-000027,HD,KFB1g-51-1 (KFB1g-511),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS & MPIC NanoSIMS,2.53,,2.1,2.15,147.295400950218,1.21013968167224,,,,,,,,,,
Gra-2009-HEC-000028,HD,KFB1g-51-2 (KFB1g-512),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS & MPIC NanoSIMS,2.2,,2.1,2.15,86.2634034632585,0.708243654274497,,,,,,,,,,
Gra-2009-HEC-000029,HD,KFB1g-53-1 (KFB1g-531),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,2.28,,2.1,2.15,396.521694910945,3.56384118704401,,,,,,,,,,
Gra-2009-HEC-000030,HD,KFB1g-53-2 (KFB1g-532),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS & MPIC NanoSIMS,3.31,,2.1,2.15,4.73280658920787,0.0375147853117872,,,,,,,,,,
Gra-2009-HEC-000031,HD,KFB1g-53-4 (KFB1g-534),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS & MPIC NanoSIMS,2.24,,2.1,2.15,246.081260466245,2.30800826822163,,,0.00138,0.00053,,,,,,
Gra-2009-HEC-000032,HD,KFB1g-56-1 (KFB1g-561),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,3.62,,2.1,2.15,4.02096989300404,0.0318645490575878,,,,,,,,,,
Gra-2009-HEC-000033,HD,KFB1g-57-1 (KFB1g-571),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,2.74,,2.1,2.15,45.3494297879889,0.367046676421068,,,,,,,,,,
Gra-2009-HEC-000034,HD,KFB1g-57-3 (KFB1g-573),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,2.21,,2.1,2.15,4.98006139254907,0.0395466215091701,,,,,,,,,,
Gra-2009-HEC-000035,HD,KFB1g-58-1 (KFB1g-581),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,4.65,,2.1,2.15,16.162384550232,0.128629394140016,,,,,,,,,,
Gra-2009-HEC-000036,HD,KFB1g-61-1 (KFB1g-611),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,3.9,,2.1,2.15,217.547633445839,1.86707618063622,,,,,,,,,,
Gra-2009-HEC-000037,HD,KFB1g-63-1 (KFB1g-631),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS & MPIC NanoSIMS,3.09,,2.1,2.15,87.3007986945466,0.714494124683238,,,0.00062,0.00017,,,,,,
Gra-2009-HEC-000038,HD,KFB1g-64-1 (KFB1g-641),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,5.18,,2.1,2.15,485.703362783349,4.39832882901922,,,,,,,,,,
Gra-2009-HEC-000039,HD,KFB1g-64-4 (KFB1g-644),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,1.68,,2.1,2.15,453.058873686053,4.50315001828477,,,,,,,,,,
Gra-2009-HEC-000040,HD,KFB1g-64-6 (KFB1g-646),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,3.18,,2.1,2.15,623.330009173083,5.75507045199416,,,,,,,,,,
Gra-2009-HEC-000041,HD,KFB1g-65-1 (KFB1g-651),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,1.84,,2.1,2.15,60.8460112113506,0.49546400043782,,,,,,,,,,
Gra-2009-HEC-000042,HD,KFB1g-71-1 (KFB1g-711),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,4.08,,2.1,2.15,592.046194409065,6.06981544595724,,,,,,,,,,
Gra-2009-HEC-000043,HD,KFB1g-71-2 (KFB1g-712),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,1.87,,2.1,2.15,552.530230613612,5.36225476905037,,,,,,,,,,
Gra-2009-HEC-000044,HD,KFB1g-73-1 (KFB1g-731),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,3.29,,2.1,2.15,1074.73139037473,11.9831176214645,,,,,,,,,,
Gra-2009-HEC-000045,HD,KFB1g-73-2 (KFB1g-732),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS,2.69,,2.1,2.15,761.065833780685,7.89424503587692,,,,,,,,,,
Gra-2009-HEC-000046,HD,KFB1g-73-3 (KFB1g-733),Heck et al. (2009) ApJ 701:1415,full,Murchison,WU NanoSIMS & MPIC NanoSIMS,1.88,,2.1,2.15,8.58709402991855,0.0683622446367917,,,,,,,,,,
Gra-2010-CRO-000001,HD,KFC1-Graphite-1,Croat et al. (2010) AJ 139:2159,full,Murchison,WU NanoSIMS,,,2.15,2.2,110,2,,,,,,,,,,
Gra-2010-CRO-000002,HD,KFC1-Graphite-2,Croat et al. (2010) AJ 139:2159,full,Murchison,WU NanoSIMS,,,2.15,2.2,7.6,0.1,,,,,-54,66,-58,78,,
Gra-2010-CRO-000003,HD,KFC1-Graphite-3b,Croat et al. (2010) AJ 139:2159,full,Murchison,WU NanoSIMS,,,2.15,2.2,782,18,,,,,,,,,,
Gra-2010-CRO-000004,HD,KFC1-Graphite-4b,Croat et al. (2010) AJ 139:2159,full,Murchison,WU NanoSIMS,,,2.15,2.2,59,1.5,,,,,-16,48,1,57,,
Gra-2010-CRO-000005,HD,KFC1-Graphite-5,Croat et al. (2010) AJ 139:2159,full,Murchison,WU NanoSIMS,,,2.15,2.2,245,1.5,257,5,,,206,36,128,40,,
Gra-2010-CRO-000006,HD,KFC1-Graphite-6,Croat et al. (2010) AJ 139:2159,full,Murchison,WU NanoSIMS,,,2.15,2.2,126.5,0.7,268,9,,,62,30,46,34,,
Gra-2012-GRO-000001,LD,OR1d6m-4,Groopman et al. (2012) ApJL 754:L8,full,Orgueil,WU NanoSIMS,6,,1.75,1.92,7.47,0.05,235.999695562828,18.3008808092103,,,-39.1,10.6,-62.4,13.4,0.105613465257575,0.0186722102693814
Gra-2012-GRO-000002,LD,OR1d6m-5,Groopman et al. (2012) ApJL 754:L8,full,Orgueil,WU NanoSIMS,10.5,,1.75,1.92,45.89,0.31,248.006697617779,10.7296968170323,0.0176929423833044,0.000264565295511769,-192.649184389841,28.6092371298058,-307.991092236781,31.9687960511444,0.00584310679717779,0.000993293911274596
Gra-2012-GRO-000003,LD,OR1d6m-6,Groopman et al. (2012) ApJL 754:L8,full,Orgueil,WU NanoSIMS,4.5,,1.75,1.92,113.19,0.78,145.326128320268,5.40846735162105,0.806499594873386,0.00484187035787517,-13,12.7,-59.5,15.7,0.103195510005564,0.00594610282481171
Gra-2012-GRO-000004,LD,OR1d6m-8,Groopman et al. (2012) ApJL 754:L8,full,Orgueil,WU NanoSIMS,8,,1.75,1.92,127.8,0.86,145.015602405054,9.32251601730899,0.0770838704369274,0.000601022325823577,88.3749741895519,29.0269247399088,-119.685120928065,31.1893890345747,0.0273028965186637,0.00167790654370174
Gra-2012-GRO-000005,LD,OR1d6m-9,Groopman et al. (2012) ApJL 754:L8,full,Orgueil,WU NanoSIMS,5.5,,1.75,1.92,7.97,0.05,233.826014156328,11.9913819199493,0.0184243301615385,0.000543645538089312,-87.5490398513318,62.3509077349646,-11.5490185923662,78.9934638336497,0.109259363785277,0.0489834938019354
Gra-2012-GRO-000006,LD,OR1d6m-11,Groopman et al. (2012) ApJL 754:L8,full,Orgueil,WU NanoSIMS,7.5,,1.75,1.92,21.99,0.15,232.169875941853,10.2699358839302,0.239535225130083,0.013753773789714,-20.5,11,-40,14,0.00335199717344858,0.000843801191731746
Gra-2012-GRO-000007,LD,OR1d6m-13,Groopman et al. (2012) ApJL 754:L8,full,Orgueil,WU NanoSIMS,5.5,,1.75,1.92,65.96,0.44,263.015450186468,5.77168665683757,0.559812316521971,0.0243132789933098,-288.457567623374,32.3833741346921,-376.974467864726,36.7192353076748,0.34906286543529,0.0558655596550558
Gra-2012-GRO-000008,LD,OR1d6m-15,Groopman et al. (2012) ApJL 754:L8,full,Orgueil,WU NanoSIMS,12,,1.75,1.92,13.36,0.09,240.243549737423,16.4408039577361,,,-21.1,24,6.6,30.1,,
Gra-2012-GRO-000009,LD,OR1d6m-17,Groopman et al. (2012) ApJL 754:L8,full,Orgueil,WU NanoSIMS,18,,1.75,1.92,306.12,2.12,215.090950605069,10.3627293578915,0.055821571810917,0.00120554694689324,-27.1,17.5,-85.8,21.1,0.129770490124262,0.0134775243436689
Gra-2012-GRO-000010,LD,OR1d6m-18,Groopman et al. (2012) ApJL 754:L8,full,Orgueil,WU NanoSIMS,12,,1.75,1.92,120.99,0.82,148.845422026029,14.6333600065532,0.012029690384802,0.000157366199088537,-28.9,16,-12.3,20.2,,
Gra-2012-GRO-000011,LD,OR1d6m-20,Groopman et al. (2012) ApJL 754:L8,full,Orgueil,WU NanoSIMS,4.5,,1.75,1.92,74.32,0.5,273.883857218967,16.9244350058888,,,-37.2,14.3,-32,18.1,0.0462119691514117,0.00613000259512742
Gra-2012-GRO-000012,LD,OR1d6m-21,Groopman et al. (2012) ApJL 754:L8,full,Orgueil,WU NanoSIMS,7,,1.75,1.92,140.73,0.95,267.569830276277,4.75615270145858,0.570540435059113,0.0212363205002737,-268.222176336981,32.1304519022704,-334.403645968201,37.1339370824082,,
Gra-2012-GRO-000013,LD,OR1d6m-23,Groopman et al. (2012) ApJL 754:L8,full,Orgueil,WU NanoSIMS,6,,1.75,1.92,73.69,0.5,214.366390136236,13.1417840041308,0.214575418510623,0.0122640163708436,-280.817674994838,14.2518030080344,-397.793774923611,15.4496068340297,0.0194640669398831,0.0035294118251526
Gra-2012-GRO-000014,LD,OR1d6m-24,Groopman et al. (2012) ApJL 754:L8,full,Orgueil,WU NanoSIMS,13,,1.75,1.92,13.09,0.09,236.310221478042,16.5412289687876,,,3.4,10.6,4,13.8,0.0728005936113149,0.0153786069495455
Gra-2012-MEI-000001,HD,KFC1f-134 (KFC1f-134b),Meier et al. (2012) GCA 76:147,full,Murchison,WU NanoSIMS,3.6,,2.15,2.2,1557.007768219,23.2280467776389,,,,,4.66891862458962,52.8558368602524,-23.0882235576142,61.4553270888287,,
Gra-2012-MEI-000002,HD,KFC1f-251,Meier et al. (2012) GCA 76:147,full,Murchison,WU NanoSIMS,3.1,,2.15,2.2,699.231830460951,6.16047077125389,,,,,-6.02326143172249,15.3357293716615,-7.12657879879763,18.2229171120962,,
Gra-2012-MEI-000003,HD,KFC1f-302,Meier et al. (2012) GCA 76:147,full,Murchison,WU NanoSIMS,3.5,,2.15,2.2,103.519884924953,0.635085240593107,,,,,-4.24123142233712,16.7217794952893,-25.4529116700315,19.6115123288166,,
Gra-2012-MEI-000004,HD,KFC1f-312,Meier et al. (2012) GCA 76:147,full,Murchison,WU NanoSIMS,3.6,,2.15,2.2,146.301142580015,1.01374974879412,,,,,-8.39930144423628,16.4769437866769,-30.4778739089181,19.3187818023151,,
Gra-2012-MEI-000005,HD,KFC1f-315,Meier et al. (2012) GCA 76:147,full,Murchison,WU NanoSIMS,1.4,,2.15,2.2,7.06978121049513,0.0360307944170118,,,,,125.054945925289,78.2401141394228,45.783317716539,88.4350682131177,,
Gra-2012-MEI-000006,HD,KFC1f-323,Meier et al. (2012) GCA 76:147,full,Murchison,WU NanoSIMS,1.3,,2.15,2.2,313.440856549129,2.38988904940243,,,,,-46.019934975705,46.0095187213101,-120.631608194827,51.9006187242143,,
Gra-2012-MEI-000007,HD,KFC1f-342,Meier et al. (2012) GCA 76:147,full,Murchison,WU NanoSIMS,5.2,,2.15,2.2,202.335315134441,1.20379877802431,,,,,36.7454587935261,35.2505928415586,-22.7926375435621,40.2687277001613,,
Gra-2012-MEI-000008,HD,KFC1f-422,Meier et al. (2012) GCA 76:147,full,Murchison,WU NanoSIMS,2.4,,2.15,2.2,210.940585258052,1.48979053064992,,,,,11.0050253246265,31.619718585433,-82.5010123820982,35.3338629902855,,
Gra-2012-MEI-000009,HD,KFC1f-531,Meier et al. (2012) GCA 76:147,full,Murchison,WU NanoSIMS,5.4,,2.15,2.2,11.2856446109531,0.0578305710999567,,,,,-30.5756748943653,18.4523348555124,-39.345454330483,21.7821251433514,,
Gra-2012-MEI-000010,HD,KFC1f-532,Meier et al. (2012) GCA 76:147,full,Murchison,WU NanoSIMS,1.7,,2.15,2.2,638.165583934028,5.49037011669559,,,,,-134.923432110597,84.6064515800424,316.835692602369,127.850536990861,,
Gra-2012-MEI-000011,HD,KFC1f-533,Meier et al. (2012) GCA 76:147,full,Murchison,WU NanoSIMS,2.7,,2.15,2.2,5.2509510471807,0.026446875174185,,,,,-10.5773381223739,10.138509339679,-31.660217965127,11.992820924143,,
Gra-2012-MEI-000012,HD,KFC1f-711,Meier et al. (2012) GCA 76:147,full,Murchison,WU NanoSIMS,1.4,,2.15,2.2,7.61534109706477,0.0387624811716853,,,,,-83.2445618384213,44.8936164310236,-69.1996417497511,53.6001630391237,,
Gra-2012-MEI-000013,HD,KFC1f-741,Meier et al. (2012) GCA 76:147,full,Murchison,WU NanoSIMS,4.1,,2.15,2.2,478.863619760401,3.87678425064274,,,,,-49.5839949944756,16.8783204945953,-59.740889300082,19.9179014151867,,
Gra-2012-MEI-000014,HD,KFC1f-742,Meier et al. (2012) GCA 76:147,full,Murchison,WU NanoSIMS,4.3,,2.15,2.2,108.371830171068,0.659448696241344,,,,,-39.0898182725398,29.4549654643192,-0.623686489650166,35.6781965224242,,
Gra-2013-JAD-000001,LD,OR1b1m-1,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.59,1.67,91.7159124087591,1.9870747332281,,,,,,,,,,
Gra-2013-JAD-000002,LD,OR1b1m-2,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.59,1.67,89.7505714285714,1.94450147380215,,,,,,,,,,
Gra-2013-JAD-000003,LD,OR1b1m-3,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.59,1.67,90.2339676840216,1.95589307670235,,,,,,,,,,
Gra-2013-JAD-000004,LD,OR1b1m-4,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.59,1.67,88.5644405286344,1.91902648435164,,,,,,,,,,
Gra-2013-JAD-000005,LD,OR1b1m-5,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.59,1.67,90.4776237623762,1.96186428714135,,,,,,,,,,
Gra-2013-JAD-000006,LD,OR1b1m-7,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.59,1.67,89.4311743772242,1.93797383012222,,,,,,,,,,
Gra-2013-JAD-000007,LD,OR1b1m-8,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.59,1.67,90.4776237623762,1.96139072536697,,,,,,,,,,
Gra-2013-JAD-000008,LD,OR1b1m-9,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.59,1.67,90.5591351351351,1.9682755761891,,,,,,,,,,
Gra-2013-JAD-000009,LD,OR1b1m-10,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.59,1.67,90.3962589928058,1.96122958650118,,,,,,,,,,
Gra-2013-JAD-000010,LD,OR1b1m-11,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.59,1.67,89.7505714285714,1.94883963852017,,,,,,,,,,
Gra-2013-JAD-000011,LD,OR1b1m-12,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.59,1.67,89.1140425531915,1.93100811331153,,,,,,,,,,
Gra-2013-JAD-000012,LD,OR1b1m-13,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.59,1.67,89.9916204118174,1.9501332128416,,,,,,,,,,
Gra-2013-JAD-000013,LD,OR1b1m-14,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.59,1.67,89.5108103294746,1.93937456240747,,,,,,,,,,
Gra-2013-JAD-000014,LD,OR1b1m-15,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.59,1.67,93.2473469387755,2.02812199975963,,,,,,,,,,
Gra-2013-JAD-000015,LD,OR1b1m-16,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.59,1.67,89.4311743772242,1.9372798124775,,,,,,,,,,
Gra-2013-JAD-000016,LD,OR1b1m-17,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.59,1.67,89.9111270125224,1.94875807275976,,,,,,,,,,
Gra-2013-JAD-000017,LD,OR1b1m-18,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.59,1.67,89.9111270125224,1.94843670361279,,,,,,,,,,
Gra-2013-JAD-000018,LD,OR1b1m-19,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.59,1.67,88.6425396825397,1.92033870751191,,,,,,,,,,
Gra-2013-JAD-000019,LD,OR1b1m-20,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.59,1.67,89.5905882352941,1.94214423548587,,,,,,,,,,
Gra-2013-JAD-000020,LD,OR1b1m-21,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.59,1.67,89.5905882352941,1.94106261451515,,,,,,,,,,
Gra-2013-JAD-000021,LD,OR1b1m-22,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.59,1.67,89.9916204118174,1.95008829244415,,,,,,,,,,
Gra-2013-JAD-000022,LD,OR1b1m-23,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.59,1.67,91.465550500455,1.98299901362386,,,,,,,,,,
Gra-2013-JAD-000023,LD,OR1c1m-1,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.67,1.75,88.505359596885,1.24987558042914,276.632533567558,4.34188028288669,,,-14.7047991222867,13.8940018984976,5.11137681349139,18.6621105659544,,
Gra-2013-JAD-000024,LD,OR1c1m-2,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.67,1.75,89.1111314704535,1.25773871684092,285.386098096125,4.50932240630854,,,-19.550830997546,11.4982709318059,-30.0893400011055,15.7037316086246,,
Gra-2013-JAD-000025,LD,OR1c1m-3,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.67,1.75,88.9962437013285,1.27047721994372,245.59716842082,3.86557442617882,,,2.74091562864665,9.64765340979816,13.8388272633914,14.27212936158,,
Gra-2013-JAD-000026,LD,OR1c1m-4,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.67,1.75,90.771781951443,1.28134618427535,275.737282649863,4.35520364884126,,,18.8297414545076,21.0242302956544,-14.9617592212787,25.6833428127728,,
Gra-2013-JAD-000027,LD,OR1c1m-5,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.67,1.75,89.4662391204764,1.2635788703706,224.608508017096,3.5592772550422,,,-15.8678467723489,9.92554375189999,-0.416008471445295,14.5162887582597,,
Gra-2013-JAD-000028,LD,OR1c1m-6,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.67,1.75,158.12734768667,2.25230561690751,135.182888571848,2.26719985004816,,,10.1068840790406,12.3202889317607,8.89327200844825,16.8055881943601,,
Gra-2013-JAD-000029,LD,OR1c1m-7,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,,,1.67,1.75,78.4892349977096,1.10936611159036,272.753112924215,7.28200361052905,,,-6.56346557185117,18.6187317989341,-5.94339375638209,23.5378653865737,,
Gra-2013-JAD-000030,LD,OR1d1m-1,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,6,,1.75,1.92,9.63639037536092,0.0723042513266151,267.297410845737,2.93028677430242,,,8.18502785459807,14.5589814276413,25.564803804994,17.8458185518871,,
Gra-2013-JAD-000031,LD,OR1d1m-2,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,5,,1.75,1.92,60.0252374100719,0.468046300025074,139.677970329163,1.6477906139678,,,-294.668972607653,9.63980717902726,-384.661117717004,10.8308952322804,,
Gra-2013-JAD-000032,LD,OR1d1m-3,Jadhav et al. (2013) GCA 113:193,full,Orgueil,WU NanoSIMS,4,,1.75,1.92,25.1058415245737,0.191437178741613,139.677970329163,1.61051222912576,0.00286824356600455,0.000400710756296691,-189.068564551736,7.77255438668086,-224.137931034483,9.46210711745446,,
