PGD ID,PGD Type,PGD Subtype,Type,Grain Label,Reference,Data Published,Source,Technique,Size a (µm),Size b (µm),12C/13C,err+[12C/13C],err-[12C/13C],14N/15N,err+[14N/15N],err-[14N/15N],26Al/27Al,err[26Al/27Al],d(29Si/28Si),err[d(29Si/28Si)],d(30Si/28Si),err[d(30Si/28Si)],44Ti/48Ti,err[44Ti/48Ti]
SiC-1992-AMA-000001,X,X1,X,X1 (KJG2-422),Amari et al. (1992) ApJL 394:L43,full,Murchison,WU 3f,4.5,3,1135.2433189143,58.0727861825,58.0727861825,18.111922396237,0.21246732383367,0.21246732383367,0.2,0.012,-375.85,4.17877927782394,-585.46,4.31526404142657,,
SiC-1992-AMA-000002,X,X2,X,X2 (KJH1-166),Amari et al. (1992) ApJL 394:L43,full,Murchison,WU 3f & ANU SHRIMP,5,4.5,303.77785891684,3.0590362990431,3.0590362990431,105.88145207687,0.67965971481806,0.67965971481806,0.23252,0.032095127,-458.65,2.33703415639136,-454.33,2.4051759502914,0.159,0.017
SiC-1992-AMA-000003,X,X1,X,X3 (KJG4-052),Amari et al. (1992) ApJL 394:L43,full,Murchison,WU 3f,2.5,2,190.77694979246,7.2921152802958,7.2921152802958,71,3,3,0.0979,0.014,-317.6,10.6930731242905,-517.4,11.4903736735833,,
SiC-1992-AMA-000004,X,X1,X,X4 (KJH8-511),Amari et al. (1992) ApJL 394:L43,full,Murchison,WU 3f,9,9,2525.3043067449,143,143,12.60605793266,0.14881706646453,0.14881706646453,0.60506290095363,0.035093264480732,-363.43,2.00350944916077,-529.46,2.23847043472178,,
SiC-1992-AMA-000005,X,X1,X,X5 (KJH10-621),Amari et al. (1992) ApJL 394:L43,full,Murchison,WU 3f,5,3.5,167.84240917691,3.8746743522856,3.8746743522856,158.74877013359,8.366418504813,8.366418504813,0.22637045513514,0.012263785945946,-248.59,4.70106100980147,-387.5,7.72463755668345,,
SiC-1992-VIR-000001,M,,M,LS+LU-1,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,7,2.5,92.9786260734382,0.579908270728305,0.579908270728305,289.36170212766,25.5500226346763,25.5500226346763,,,3,3.1,2.9,3.1,,
SiC-1992-VIR-000002,M,,M,LS+LU-2,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,6,2,90.4402813778034,0.548677136771305,0.548677136771305,289.97867803838,43.8986911316097,43.8986911316097,,,9.1,4.3,8,6.4,,
SiC-1992-VIR-000003,M,,M,LS+LU-3,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,14,8,48.5588698602864,0.13181017877385,0.13181017877385,2014.81481481481,179.094650205761,179.094650205761,,,44.2,2.2,52.3,2.3,,
SiC-1992-VIR-000004,M,,M,LS+LU-4,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,7,5,48.8239291935849,0.133253081860221,0.133253081860221,715.789473684211,60.2770083102493,60.2770083102493,,,43.4,2.8,47,2.9,,
SiC-1992-VIR-000005,M,,M,LS+LU-5,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,1.5,1,57.3735973589786,0.404816915297475,0.404816915297475,,,,,,75.9,4.8,53.9,3.8,,
SiC-1992-VIR-000006,M,,M,LS+LU-6,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,3.5,2.5,94.0540886252866,0.89010178509735,0.89010178509735,,,,,,78.6,3.7,71.5,3.8,,
SiC-1992-VIR-000007,M,,M,LS+LU-7,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,4,2,48.3750342253367,0.261628092078619,0.261628092078619,353.246753246753,24.7731489289931,24.7731489289931,,,42.8,2.8,52.9,6,,
SiC-1992-VIR-000008,AB,AB1,AB,LS+LU-8,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,3,2,3.02364404984949,0.0196247602451187,0.0196247602451187,101.228135467064,3.99336894659797,3.99336894659797,0.0021,0.0002,-15.9,2.4,-9.7,3.1,,
SiC-1992-VIR-000009,M,,M,LS+LU-9,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,4,3.7,94.1530929291027,1.18930222647288,1.18930222647288,906.666666666667,114.844444444444,114.844444444444,,,-5.9,3.4,24.7,3.4,,
SiC-1992-VIR-000010,M,,M,LS+LU-10,Virag et al. (1992) GCA 56:1715,partial,Murchison,WU 3f & ANU SHRIMP,10,3,91.5511139024028,0.562238161120181,0.562238161120181,284.221525600836,29.1052345965328,29.1052345965328,,,1,2.5,-1.1,3.1,,
SiC-1992-VIR-000011,M,,M,LS+LU-11,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,12,11,92.8820750598625,0.385803011671288,0.385803011671288,248.175182481752,7.69886514998135,7.69886514998135,,,-2.2,2.5,-2.5,2.2,,
SiC-1992-VIR-000012,M,,M,LS+LU-12,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,17,11,48.6380849824076,0.238033042328259,0.238033042328259,715.789473684211,94.1828254847645,94.1828254847645,,,35.9,3.8,43.1,3.3,,
SiC-1992-VIR-000013,M,,M,LS+LU-13,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,3.5,2.5,48.9843583147029,0.429216721267934,0.429216721267934,883.116883116883,295.328048574802,295.328048574802,,,40.7,5.5,32.5,8.3,,
SiC-1992-VIR-000014,M,,M,LS+LU-14,Virag et al. (1992) GCA 56:1715,partial,Murchison,WU 3f & ANU SHRIMP,15,15,49.8581038364814,0.250124266738201,0.250124266738201,549.49494949495,52.1742679318437,52.1742679318437,,,64.5,2.3,75.2,2.5,,
SiC-1992-VIR-000015,M,,M,LS+LU-15,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,10,8,47.8573773582919,0.25605873385924,0.25605873385924,388.017118402282,32.6576461993362,32.6576461993362,,,47.3,2.3,55.7,3.5,,
SiC-1992-VIR-000016,M,,M,LS+LU-16,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,20,14,47.6788050547162,0.203321130297297,0.203321130297297,961.13074204947,84.9055425838754,84.9055425838754,,,48.1,2.6,63.1,2.9,,
SiC-1992-VIR-000017,M,,M,LS+LU-17,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,7,7,80.5089453489177,0.434791784062562,0.434791784062562,452.579034941764,47.4417291203513,47.4417291203513,,,45.2,2.7,40.3,2.6,,
SiC-1992-VIR-000018,M,,M,LS+LU-18,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,15,12,91.8330988528209,0.47142247871058,0.47142247871058,316.647264260768,16.9566637438828,16.9566637438828,,,1.1,2.2,3.1,2.3,,
SiC-1992-VIR-000019,M,,M,LS+LU-19,Virag et al. (1992) GCA 56:1715,partial,Murchison,WU 3f & ANU SHRIMP,10,7,52.8013213002642,0.311696111571808,0.311696111571808,680,64.6,64.6,,,94.7,2.9,77,3.6,,
SiC-1992-VIR-000020,M,,M,LS+LU-20,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,26,15,48.8505943651816,0.213437878165731,0.213437878165731,934.707903780069,77.0893116519644,77.0893116519644,,,38.6,2.6,45,3.5,,
SiC-1992-VIR-000021,M,,M,LS+LU-21,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,8,5,52.645931890905,0.340850647910509,0.340850647910509,419.106317411402,26.4766702833089,26.4766702833089,,,95.1,3.9,83.1,3.8,,
SiC-1992-VIR-000022,M,,M,LS+LU-22,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,3,3,48.9040121829675,0.401071723753151,0.401071723753151,356.020942408377,28.8917518708369,28.8917518708369,,,37.8,4.4,44.9,5.4,,
SiC-1992-VIR-000023,M,,M,LS+LU-23,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,12,3,48.5852462154522,0.263906823549442,0.263906823549442,1088,174.08,174.08,,,42.9,3.2,50.8,3.9,,
SiC-1992-VIR-000024,M,,M,LS+LU-24a,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,4,3,91.9274802493809,1.22821916057755,1.22821916057755,,,,,,4,4,5,5.6,,
SiC-1992-VIR-000025,M,,M,LS+LU-24b,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,13,5.5,93.5621739358238,0.489341913890292,0.489341913890292,267.716535433071,11.3305226610453,11.3305226610453,,,2.9,3,0.1,3.5,,
SiC-1992-VIR-000026,M,,M,LS+LU-24c,Virag et al. (1992) GCA 56:1715,partial,Murchison,WU 3f & ANU SHRIMP,15,8,93.2694872603207,0.486285126487595,0.486285126487595,280.701754385965,9.84918436441982,9.84918436441982,,,-4.2,3,-7.4,3.2,,
SiC-1992-VIR-000027,M,,M,LS+LU-24d,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,15,5,93.1723315444246,0.582327072152653,0.582327072152653,261.036468330134,9.01853441447681,9.01853441447681,,,-3.5,2.4,-1.6,3.4,,
SiC-1992-VIR-000028,M,,M,LS+LU-24e,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,11,4,93.1723315444246,0.485272560127211,0.485272560127211,287.830687830688,20.7116262142717,20.7116262142717,,,-2.8,2.3,-3.2,3.3,,
SiC-1992-VIR-000029,M,,M,LS+LU-24f,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,12,3.5,93.4644078188585,0.585983748080618,0.585983748080618,286.315789473684,8.4387811634349,8.4387811634349,,,-4.3,4.4,-0.6,3.7,,
SiC-1992-VIR-000030,M,,M,LS+LU-24g,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,11,4.5,92.4023122754624,0.477284670844331,0.477284670844331,295.973884657236,10.3059459293053,10.3059459293053,,,-1.2,2.6,-3.8,3.6,,
SiC-1992-VIR-000031,M,,M,LS+LU-25,Virag et al. (1992) GCA 56:1715,partial,Murchison,WU 3f & ANU SHRIMP,15,15,93.3668458065215,0.389840692302804,0.389840692302804,269.306930693069,11.1989020684247,11.1989020684247,,,-2,2.5,-3.8,3.1,,
SiC-1992-VIR-000032,M,,M,LS+LU-26a,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,20,13,92.9786260734382,0.38660551381887,0.38660551381887,276.422764227642,11.5176151761518,11.5176151761518,,,-0.7,2.5,-3.9,3.1,,
SiC-1992-VIR-000033,M,,M,LS+LU-26b,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,5,3,91.8330988528209,0.47142247871058,0.47142247871058,282.157676348548,19.3178492105852,19.3178492105852,,,-0.7,2.6,3.2,3.9,,
SiC-1992-VIR-000034,M,,M,LS+LU-26c,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,6,2,92.8820750598625,0.578704517506931,0.578704517506931,291.532690246517,15.9358705279446,15.9358705279446,,,2.9,3.9,-6,4.4,,
SiC-1992-VIR-000035,M,,M,LS+LU-27,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,11,10,92.5936214106083,0.479263050779546,0.479263050779546,269.573835480674,11.2211110903749,11.2211110903749,,,-9,2.9,-11.1,3.4,,
SiC-1992-VIR-000036,M,,M,LS+LU-28,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,9,7,51.9427632303412,0.512791506919745,0.512791506919745,737.127371273713,49.9408788125822,49.9408788125822,,,31.1,5,39.1,3.4,,
SiC-1992-VIR-000037,M,,M,LS+LU-29a,Virag et al. (1992) GCA 56:1715,partial,Murchison,WU 3f & ANU SHRIMP,10,10,50.2502462262065,0.254074278671831,0.254074278671831,,,,,,34.4,2.8,40,3.3,,
SiC-1992-VIR-000038,M,,M,LS+LU-29b,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,20,16,49.4994124419743,0.273931446828856,0.273931446828856,609.865470852018,36.9201069798307,36.9201069798307,,,34.8,3.1,38.2,3.5,,
SiC-1992-VIR-000039,M,,M,LS+LU-30a,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,15,8,49.011199058985,0.214843612313359,0.214843612313359,466.552315608919,29.6096666853002,29.6096666853002,,,42.4,2.5,44.5,3.2,,
SiC-1992-VIR-000040,M,,M,LS+LU-30b,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,4,3,48.4274165038698,0.235975500018857,0.235975500018857,,,,,,40.5,3.4,50.8,3.3,,
SiC-1992-VIR-000041,AB,AB2,AB,LS+LU-31,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f & ANU SHRIMP,15,7,4.49858865778039,0.0298653977180009,0.0298653977180009,1689.44099378882,83.9473785733575,83.9473785733575,0.0039,0.0004,101.7,3.3,63.8,3.7,,
SiC-1992-VIR-000042,M,,M,LS+LU-32,Virag et al. (1992) GCA 56:1715,partial,Murchison,WU 3f & ANU SHRIMP,13,5,63.3466276789289,0.314041355348798,0.314041355348798,1088,56.576,56.576,,,55.3,2.5,47.8,3.2,,
SiC-1992-VIR-000043,M,,M,LS+LU-33,Virag et al. (1992) GCA 56:1715,partial,Murchison,WU 3f & ANU SHRIMP,15,7,48.7175589774769,0.185742327256176,0.185742327256176,1314.00966183575,101.565964199865,101.565964199865,,,39.5,2.5,43,3.1,,
SiC-1992-VIR-000044,M,,M,LS+LU-34,Virag et al. (1992) GCA 56:1715,partial,Murchison,WU 3f & ANU SHRIMP,8.5,6.5,54.5731777197362,0.233076414910405,0.233076414910405,1888.88888888889,91.820987654321,91.820987654321,,,86.4,3,73.2,3.4,,
SiC-1992-VIR-000045,M,,M,LS+LU-35,Virag et al. (1992) GCA 56:1715,partial,Murchison,WU 3f & ANU SHRIMP,12,7,52.1243812835942,0.243004108548225,0.243004108548225,2344.8275862069,121.28418549346,121.28418549346,,,90.1,2.8,73.1,3.3,,
SiC-1992-VIR-000046,M,,M,LS+LU-36,Virag et al. (1992) GCA 56:1715,partial,Murchison,WU 3f & ANU SHRIMP,23,23,49.3084003763217,0.217457113015752,0.217457113015752,408.408408408408,29.4348402456511,29.4348402456511,,,37.9,2.5,41.1,3.1,,
SiC-1992-VIR-000047,M,,M,LS+LU-37,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,4,3,99.7162076729627,3.66848924549361,3.66848924549361,,,,,,-19.4,10.8,-19.1,22.2,,
SiC-1992-VIR-000048,M,,M,LS+LU-38,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,15,10,20.0910687966414,0.148923016686695,0.148923016686695,500,27.5735294117647,27.5735294117647,,,27.8,3.1,29.8,3.6,,
SiC-1992-VIR-000049,M,,M,LS+LU-39,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f,8,6,48.9843583147029,0.268260450792459,0.268260450792459,373.626373626374,65.6925492090327,65.6925492090327,,,42,3.1,39.1,3.5,,
SiC-1992-VIR-000050,M,,M,LS+LU-40,Virag et al. (1992) GCA 56:1715,full,Murchison,WU 3f & ANU SHRIMP,8,6,58.3086299104613,0.760216817607057,0.760216817607057,704.663212435233,36.511047276437,36.511047276437,,,58.1,3.5,32.3,3.3,,
SiC-1992-VIR-000051,M,,M,LS+LU-41,Virag et al. (1992) GCA 56:1715,partial,Murchison,WU 3f & ANU SHRIMP,13,13,48.6910388038365,0.18554015875169,0.18554015875169,678.304239401496,37.2136989197828,37.2136989197828,,,43.3,3.4,44.3,2.9,,
SiC-1993-ALE-000001,M,,M,M1,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,25.856,0.12995,0.12995,,,,,,-11,2.1,11.2,3.4,,
SiC-1993-ALE-000002,M,,M,M2,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,56.109,1.0612,1.0612,,,,,,69.9,7.1,58.8,6.7,,
SiC-1993-ALE-000003,M,,M,M3,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,49.882,1.3028,1.3028,,,,,,27.9,12.6,43.9,12.2,,
SiC-1993-ALE-000004,M,,M,M4,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,48.69,4.1634,4.1634,,,,,,124.2,32,142.1,29.4,,
SiC-1993-ALE-000005,M,,M,M5,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,53.505,1.6372,1.6372,,,,,,110,8.9,52.2,8,,
SiC-1993-ALE-000006,M,,M,M6,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,51.114,2.5217,2.5217,,,,,,106.8,14.1,99.1,12.3,,
SiC-1993-ALE-000007,M,,M,M7,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,70.832,0.67083,0.67083,,,,,,48.9,4.6,64.3,5.1,,
SiC-1993-ALE-000008,M,,M,M8,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,60.569,2.4567,2.4567,,,,,,117.8,11.6,102.9,10,,
SiC-1993-ALE-000009,M,,M,M9,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,52.913,0.58513,0.58513,,,,,,96.2,3.9,98.8,4.5,,
SiC-1993-ALE-000010,M,,M,M10,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,42.582,4.9,4.9,,,,,,105,29,95.8,21.9,,
SiC-1993-ALE-000011,M,,M,M11,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,50.939,0.82799,0.82799,,,,,,64.8,2.9,56.1,3.8,,
SiC-1993-ALE-000012,M,,M,M12,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,68.901,1.4829,1.4829,,,,,,53,5.4,49.2,5.7,,
SiC-1993-ALE-000013,M,,M,M13,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,57.796,2.0905,2.0905,,,,,,36.2,12.6,45.8,12.2,,
SiC-1993-ALE-000014,M,,M,M14,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,52.022,1.2072,1.2072,,,,,,79.8,15.2,61.8,14.6,,
SiC-1993-ALE-000015,M,,M,M15,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,75.848,1.3057,1.3057,,,,,,37.9,4.4,33.5,4.9,,
SiC-1993-ALE-000016,M,,M,M16,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,53.744,1.3501,1.3501,,,,,,99.3,6.8,85.3,6.1,,
SiC-1993-ALE-000017,M,,M,M17,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,62.733,1.6051,1.6051,,,,,,61.5,5.6,50,5.1,,
SiC-1993-ALE-000018,M,,M,M18,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,48.139,2.6663,2.6663,,,,,,23.6,10.4,52.4,10,,
SiC-1993-ALE-000019,M,,M,M19,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,56.461,1.7874,1.7874,,,,,,80.2,8,71,7.3,,
SiC-1993-ALE-000020,M,,M,M20,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,54.262,1.9717,1.9717,,,,,,114,10.5,118.1,9.5,,
SiC-1993-ALE-000021,M,,M,M21,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,50.848,1.3218,1.3218,,,,,,70.6,6.8,71.7,6.4,,
SiC-1993-ALE-000022,M,,M,M22,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,74.859,0.63595,0.63595,,,,,,18.6,2.9,26.2,3.9,,
SiC-1993-ALE-000023,M,,M,M23,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,56.404,2.0626,2.0626,,,,,,64.5,11.9,63.2,11.2,,
SiC-1993-ALE-000024,M,,M,M24,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,64.339,2.3581,2.3581,,,,,,31.8,7.9,37,7.5,,
SiC-1993-ALE-000025,M,,M,M25,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,61.35,2.7446,2.7446,,,,,,49.4,11.9,64.1,11.3,,
SiC-1993-ALE-000026,M,,M,M26,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,46.085,0.26489,0.26489,,,,,,39.5,2.4,56.8,3.5,,
SiC-1993-ALE-000027,M,,M,M27,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,58.987,6.3257,6.3257,,,,,,92.3,21,93.8,15.2,,
SiC-1993-ALE-000028,M,,M,M28,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,46.32,1.3476,1.3476,,,,,,-29.4,6.3,2.4,6.5,,
SiC-1993-ALE-000029,M,,M,M29,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,62.65,1.7817,1.7817,,,,,,33.2,5.2,30.9,5.6,,
SiC-1993-ALE-000030,M,,M,M30,Alexander (1993) GCA 57:2869,full,Murchison,WU 3f,,,65.249,2.6789,2.6789,,,,,,50.4,13.8,40.3,13.1,,
SiC-1993-ALE-000031,AB,,AB,B1,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,8.5,0.7,0.7,,,,,,37.3,9.2,25.3,8.7,,
SiC-1993-ALE-000032,M,,M,B2,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,87.246,0.98356,0.98356,,,,,,8.2,3.8,36.9,3.6,,
SiC-1993-ALE-000033,M,,M,B3,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,91.809,4.4039,4.4039,,,,,,47.4,13.1,23,12.3,,
SiC-1993-ALE-000034,M,,M,B4,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,67.013,0.64081,0.64081,,,,,,37.9,2.7,16.5,3,,
SiC-1993-ALE-000035,M,,M,B5,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,63.983,4.4756,4.4756,,,,,,84.4,21.5,100.3,21.3,,
SiC-1993-ALE-000036,M,,M,B6,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,59.643,2.9098,2.9098,,,,,,60.5,12.7,47.7,12.1,,
SiC-1993-ALE-000037,AB,,AB,B7,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,9.9,1.1,1.1,,,,,,5.1,11.7,24.6,11.3,,
SiC-1993-ALE-000038,X,X1,X,B8,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,167.8,15.3,15.3,,,,,,-253.3,16.9,-398.1,19.8,,
SiC-1993-ALE-000039,M,,M,B9,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,65.775,1.3805,1.3805,,,,,,-6.2,6.3,14.6,6.1,,
SiC-1993-ALE-000040,Y,,Y,B10,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,115,7.9,7.9,,,,,,13.3,14.6,12.8,13.8,,
SiC-1993-ALE-000041,M,,M,B11,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,56.975,2.7938,2.7938,,,,,,124.6,16.2,100.4,15.3,,
SiC-1993-ALE-000042,M,,M,B12,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,44.398,1.2049,1.2049,,,,,,82,4.9,84.1,3.1,,
SiC-1993-ALE-000043,AB,,AB,B13,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,7.7,0.2,0.2,,,,,,211.8,4.2,155.6,3,,
SiC-1993-ALE-000044,M,,M,B14,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,26.802,3.1671,3.1671,,,,,,78,13,48.9,11.9,,
SiC-1993-ALE-000045,M,,M,B15,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,27.549,0.52359,0.52359,,,,,,63.8,5,72.2,3.6,,
SiC-1993-ALE-000046,M,,M,B16,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,54.255,3.9722,3.9722,,,,,,7,15.7,38.2,14.9,,
SiC-1993-ALE-000047,M,,M,B17,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,77.763,2.2218,2.2218,,,,,,13.6,11.9,19,11.5,,
SiC-1993-ALE-000048,M,,M,B18,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,55.905,3.4308,3.4308,,,,,,113.6,16,97.8,15,,
SiC-1993-ALE-000049,M,,M,B19,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,64.614,0.66613,0.66613,,,,,,41.9,5.3,34,6,,
SiC-1993-ALE-000050,M,,M,B20,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,52.616,1.3438,1.3438,,,,,,64.8,12.9,42.1,13.1,,
SiC-1993-ALE-000051,M,,M,B21,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,60.9,1.7,1.7,,,,,,37,17.9,82.7,18.4,,
SiC-1993-ALE-000052,M,,M,B22,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,73.633,1.3037,1.3037,,,,,,59.6,9.8,44.7,10.2,,
SiC-1993-ALE-000053,M,,M,B23,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,64.497,1.3087,1.3087,,,,,,70.9,9.7,63.2,9.5,,
SiC-1993-ALE-000054,M,,Z,B24,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,46.2,0.8,0.8,,,,,,-51.9,10.5,-0.4,10.9,,
SiC-1993-ALE-000055,M,,M,B25,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,54.13,0.66172,0.66172,,,,,,53.2,6.6,55.9,7.2,,
SiC-1993-ALE-000056,AB,,AB,B26,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,5,0.1,0.1,,,,,,128,15.1,101.9,14.6,,
SiC-1993-ALE-000057,M,,M,B27,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,72.44,1.5566,1.5566,,,,,,60.9,10.3,46.3,10.5,,
SiC-1993-ALE-000058,M,,M,B28,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,32.213,0.37309,0.37309,,,,,,37.4,7,19.3,7.6,,
SiC-1993-ALE-000059,M,,M,B29,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,65.092,0.55699,0.55699,,,,,,43.8,4.4,35.9,5.1,,
SiC-1993-ALE-000060,M,,M,B30,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,63.174,1.713,1.713,,,,,,-28,14.6,-7.7,15,,
SiC-1993-ALE-000061,M,,M,B31,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,15.24,0.3437,0.3437,,,,,,-26.1,12.3,-2.5,12.7,,
SiC-1993-ALE-000062,M,,M,B32,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,49.302,1.3765,1.3765,,,,,,101.5,15.7,67.8,15.5,,
SiC-1993-ALE-000063,M,,M,B33,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,45.125,0.65435,0.65435,,,,,,66.6,7.6,61.9,8,,
SiC-1993-ALE-000064,M,,M,B34,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,45.02,0.73785,0.73785,,,,,,51.5,9.2,54,9.6,,
SiC-1993-ALE-000065,M,,M,B35,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,48.815,0.94782,0.94782,,,,,,97.4,10.6,99.9,10.4,,
SiC-1993-ALE-000066,AB,,AB,B36,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,4.3,0.1,0.1,,,,,,93.5,6,62.1,6.4,,
SiC-1993-ALE-000067,M,,M,B37,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,56.084,2.0392,2.0392,,,,,,-2,18.9,19,19.7,,
SiC-1993-ALE-000068,M,,M,B38,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,47.798,0.61865,0.61865,,,,,,-17.3,7.3,6.8,7.8,,
SiC-1993-ALE-000069,Y,,Y,B39,Alexander (1993) GCA 57:2869,full,Bishunpur,WU 3f,,,126.7,7,7,,,,,,-59.5,22.6,4,22.9,,
SiC-1993-ALE-000070,M,,M,C1,Alexander (1993) GCA 57:2869,full,Chainpur,WU 3f,,,76.428,1.6999,1.6999,,,,,,-9.2,12.9,14.2,12.6,,
