sample_id,group,tracer,value,uncertainty,compound_group,compound_class,compound_type,reference,doi
Cold Bokkeveld|bulk|317,Meteorites|CC|CM|CM2,D/H,0.0001399084,,bulk,bulk,bulk,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Renazzo|bulk|318,Meteorites|CC|CR|CR2,D/H,0.0003137812,,bulk,bulk,bulk,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Allende|bulk|319,Meteorites|CC|CV|CV3,D/H,0.0001657712,,bulk,bulk,bulk,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Abee|bulk|320,Meteorites|EC|EC|E4,D/H,0.000134767,,bulk,bulk,bulk,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Abee|bulk|321,Meteorites|EC|EC|E4,D/H,0.0001304046,,bulk,bulk,bulk,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Bishunpur|bulk|322,Meteorites|OD|L|L3.1,D/H,0.00047503419999999995,,bulk,bulk,bulk,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Khohar|bulk|323,Meteorites|OD|L|L3.6,D/H,0.000142557,,bulk,bulk,bulk,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Carraweena-magnetic|bulk|324,Meteorites|OD|L|L3.9,D/H,0.0001360134,,bulk,bulk,bulk,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Carraweena-nonmagnetic|bulk|325,Meteorites|OD|L|L3.9,D/H,0.00013570179999999998,,bulk,bulk,bulk,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Goodland|bulk|326,Meteorites|OD|L|L4,D/H,0.0001436476,,bulk,bulk,bulk,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Bruderheim|bulk|327,Meteorites|OD|L|L6,D/H,0.00013242999999999998,,bulk,bulk,bulk,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Bruderheim|bulk|328,Meteorites|OD|L|L6,D/H,0.0001361692,,bulk,bulk,bulk,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Semarkona|bulk|329,Meteorites|OD|LL|LL3.0,D/H,0.0008377365999999999,,bulk,bulk,bulk,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Semarkona|bulk|330,Meteorites|OD|LL|LL3.0,D/H,0.0004402908,,bulk,bulk,bulk,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Semarkona|bulk|331,Meteorites|OD|LL|LL3.0,D/H,0.0005504414,,bulk,bulk,bulk,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Chainpur|bulk|332,Meteorites|OD|LL|LL3.4,D/H,0.0001484774,,bulk,bulk,bulk,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Orgueil|bulk|333,Meteorites|CC|CI|CI1,D/H,0.0003235966,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Orgueil|bulk|334,Meteorites|CC|CI|CI1,D/H,0.00031705300000000003,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Murchison|bulk|335,Meteorites|CC|CM|CM2,D/H,0.00032188279999999995,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Murray|bulk|336,Meteorites|CC|CM|CM2,D/H,0.0002957084,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Renazzo|bulk|337,Meteorites|CC|CR|CR2,D/H,0.00048298,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Abee|bulk|338,Meteorites|EC|EC|E4,D/H,7.96138e-05,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Broken Bow|bulk|339,Meteorites|OC|H|H4,D/H,0.000151126,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Broken Bow|bulk|340,Meteorites|OC|H|H4,D/H,0.0001617204,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Adrian|bulk|341,Meteorites|OC|H|H4,D/H,0.0001466078,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Adrian|bulk|342,Meteorites|OC|H|H4,D/H,0.0001757424,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Pantar|bulk|343,Meteorites|OC|H|H5,D/H,0.0001450498,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Plain View|bulk|344,Meteorites|OC|H|H5,D/H,0.0001405316,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Plain View|bulk|345,Meteorites|OC|H|H5,D/H,0.0001385062,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Coldwater|bulk|346,Meteorites|OC|H|H5,D/H,0.0001397526,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Coldwater|bulk|347,Meteorites|OC|H|H5,D/H,0.0001335206,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Pultusk|bulk|348,Meteorites|OC|H|H5,D/H,0.0001445824,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Pultusk|bulk|349,Meteorites|OC|H|H5,D/H,0.0001467636,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Bishunpur|bulk|350,Meteorites|OC|L|L3.1,D/H,0.000215783,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Khohar|bulk|351,Meteorites|OC|L|L3.6,D/H,0.00014193379999999999,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Khohar|bulk|352,Meteorites|OC|L|L3.6,D/H,0.00014022,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Mezo-Madaras|bulk|353,Meteorites|OC|L|L3.7,D/H,0.0002752986,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Carraweena|bulk|354,Meteorites|OC|L|L3.9,D/H,0.00022840279999999997,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Carraweena|bulk|355,Meteorites|OC|L|L3.9,D/H,0.0002553562,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Godland|bulk|356,Meteorites|OC|L|L4,D/H,0.00015065859999999998,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Bruderheim|bulk|357,Meteorites|OC|L|L6,D/H,0.00015844859999999999,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Bruderheim|bulk|358,Meteorites|OC|L|L6,D/H,0.00017028939999999998,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Hamlet|bulk|359,Meteorites|OC|LL|LL3.4,D/H,0.0001639016,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Parnnallee|bulk|360,Meteorites|OC|LL|LL3.6,D/H,0.00014878899999999997,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Arcadia|bulk|361,Meteorites|OC|LL|LL6,D/H,0.00014754259999999998,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
Arcadia|bulk|362,Meteorites|OC|LL|LL6,D/H,0.0001447382,,organic,IOM,organic,"Yang and Epstein, 1983",https://doi.org/10.1016/0016-7037(83)90043-1
