source_id,mass_solar,metallicity,element,yield_mass,uncertainty,model_family,initial_abundance_reference,citation
LC18_m15,15.0,0.013000000000000001,Al,0.00436739671824,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Ar,0.00785650239617,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,As,6.30799117103e-07,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,B,7.28498964387e-09,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Be,5.1367153597e-12,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Br,3.08830945882e-07,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,C,0.218992293057,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Ca,0.0057612347817,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Cl,0.000274351473542,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Co,0.000720226715424,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Cr,0.000351336409282,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Cu,5.72846577503e-05,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,F,3.42335910007e-06,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Fe,0.0198472922944,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Ga,7.96686489766e-06,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Ge,8.56226204532e-06,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,H,5.66568481461,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,He,4.62344088462,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,K,0.000103856678347,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Kr,1.72724478056e-06,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Li,3.81920583126e-15,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Mg,0.0459042120514,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Mn,0.000412615982058,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Mo,6.65317752566e-08,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,N,0.0326944715782,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Na,0.00236569487422,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Nb,1.99973014502e-08,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Ne,0.139184499726,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Ni,0.0800889281259,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,O,0.576925966216,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,P,0.000839835274318,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Rb,3.64675337832e-07,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,S,0.0433126670828,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Sc,1.43582481049e-06,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Se,2.5990895552e-06,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Si,0.110625926557,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Sr,8.87959483863e-07,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Ti,7.34709577773e-05,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,V,8.84211420133e-06,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Y,1.57646943865e-07,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Zn,0.000597310076427,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m15,15.0,0.013000000000000001,Zr,3.26734252706e-07,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m20,20.0,0.013000000000000001,Al,0.0113825879956,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m20,20.0,0.013000000000000001,Ar,0.00764375222345,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m20,20.0,0.013000000000000001,As,2.0569876123e-06,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m20,20.0,0.013000000000000001,B,1.11127613142e-18,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m20,20.0,0.013000000000000001,Be,1.18673479631e-14,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m20,20.0,0.013000000000000001,Br,5.55773818974e-07,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m20,20.0,0.013000000000000001,C,0.391586542168,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m20,20.0,0.013000000000000001,Ca,0.00568639906042,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m20,20.0,0.013000000000000001,Cl,0.000266140823154,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m20,20.0,0.013000000000000001,Co,0.00094837098326,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m20,20.0,0.013000000000000001,Cr,0.000277406485811,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
LC18_m20,20.0,0.013000000000000001,Cu,0.000105449867151,,LC18,iniab1.3E-02As09_As09_merged,"Limongi, M., & Chieffi, A. 2018, ApJS, 237, 13, doi: 10.3847/1538-4365/aacb24"
