lineage_id,cycle,antibiotic,dose,duration,recovery_duration
W_AMK100p0_N0p5_P02,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P03,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P04,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P05,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P06,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P07,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P08,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P09,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P10,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P11,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P12,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P13,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P14,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P15,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P16,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P17,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P18,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P19,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P20,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P21,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P22,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P23,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P24,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P25,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P26,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P27,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P28,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P29,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P30,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P31,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P32,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P33,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P01,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P03,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P04,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P05,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P06,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P07,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P09,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P10,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P11,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P12,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P13,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P14,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P15,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P16,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P17,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P18,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P19,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P20,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P21,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P22,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P23,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P24,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P25,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P26,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P27,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P28,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P29,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P30,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P31,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P32,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P33,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P03,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P09,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P16,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P17,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P19,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P24,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P25,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P28,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P29,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P30,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P32,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P03,11,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P03,14,amikacin,100.0,5.0,19.0
