lineage_id,cycle,antibiotic,dose,duration,recovery_duration
W_AMK25p0_N0p5_P02,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P03,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P04,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P05,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P06,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P07,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P08,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P09,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P10,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P11,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P12,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P13,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P14,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P15,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P16,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P17,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P18,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P19,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P20,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P21,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P22,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P23,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P24,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P01,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P02,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P03,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P04,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P05,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P06,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P07,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P08,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P09,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P10,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P11,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P12,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P13,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P14,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P15,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P16,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P17,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P18,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P19,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P20,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P21,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P22,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P23,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p5_P24,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p8_P01,2,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p8_P02,2,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p8_P03,2,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p8_P04,2,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p8_P01,5,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p8_P02,5,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p8_P03,5,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p8_P04,5,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p8_P01,8,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p8_P02,8,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p8_P03,8,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p8_P04,8,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p8_P02,11,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p8_P03,11,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p8_P04,11,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p8_P02,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p8_P03,14,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p8_P02,16,amikacin,25.0,5.0,19.0
W_AMK25p0_N0p8_P03,16,amikacin,25.0,5.0,19.0
W_AMK50p0_N0p25_P01,1,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P02,1,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P10,1,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P01,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P02,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P03,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P04,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P05,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P06,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P07,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P08,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P09,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P10,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P11,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P12,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P13,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P14,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P15,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P16,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P17,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P18,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P19,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P20,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P21,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P22,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P23,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P24,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P01,5,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P04,5,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P05,5,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P07,5,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P22,5,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P01,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P02,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P03,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P04,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P05,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P06,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P07,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P08,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P09,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P10,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P11,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P12,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P13,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P14,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P15,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P16,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P17,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P18,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P19,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P20,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P21,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P22,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P23,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P24,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P01,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P02,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P03,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P04,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P05,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P06,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P07,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P08,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P09,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P10,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P11,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P12,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P13,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P14,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P15,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P16,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P17,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P18,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P19,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P20,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P21,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P22,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P23,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P24,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P01,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P02,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P03,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P04,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P05,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P06,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P07,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P08,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P09,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P10,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P11,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P12,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P13,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P14,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P15,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P16,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P17,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P18,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P19,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P20,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P21,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P22,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P23,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P24,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P01,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P02,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P03,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P04,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P05,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P06,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P07,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P08,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P09,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P10,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P11,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P12,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P13,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P14,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P15,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P16,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P17,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P18,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P19,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P20,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P21,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P22,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P23,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p25_P24,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P01,1,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P01,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P02,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P03,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P04,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P05,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P06,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P07,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P08,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P09,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P10,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P11,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P12,2,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P01,5,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P02,5,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P03,5,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P04,5,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P05,5,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P06,5,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P07,5,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P08,5,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P09,5,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P10,5,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P11,5,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P12,5,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P01,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P02,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P03,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P04,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P05,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P06,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P07,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P08,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P09,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P10,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P11,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P12,8,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P01,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P02,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P03,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P04,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P05,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P06,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P07,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P08,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P09,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P10,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P11,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P12,11,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P01,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P02,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P03,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P04,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P05,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P06,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P07,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P08,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P09,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P10,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P11,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P12,14,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P01,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P03,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P04,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P05,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P06,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P07,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P08,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P09,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P10,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P11,16,amikacin,50.0,5.0,19.0
W_AMK50p0_N0p5_P12,16,amikacin,50.0,5.0,19.0
W_AMK100p0_N0p25_P01,1,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P02,1,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P07,1,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P01,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P02,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P03,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P04,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P05,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P06,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P07,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P08,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P09,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P10,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P11,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P12,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P13,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P14,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P15,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P16,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P17,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P18,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P19,2,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P01,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P02,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P03,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P04,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P05,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P06,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P07,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P08,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P09,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P10,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P11,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P12,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P13,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P14,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P15,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P16,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P17,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P18,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P19,5,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P01,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P02,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P03,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P04,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P05,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P06,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P07,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P08,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P09,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P10,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P11,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P12,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P13,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P14,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P15,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P16,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P17,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P18,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P19,8,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P02,11,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P03,11,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P04,11,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P05,11,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P06,11,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P07,11,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P08,11,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P09,11,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P10,11,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P11,11,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P12,11,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P13,11,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P14,11,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P15,11,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P16,11,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P17,11,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P18,11,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P19,11,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P01,14,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P02,14,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P03,14,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P04,14,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P05,14,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P06,14,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P07,14,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P08,14,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P09,14,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P10,14,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P11,14,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P12,14,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P13,14,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P14,14,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P15,14,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P16,14,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P17,14,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P18,14,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P19,14,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P01,16,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P02,16,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P03,16,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P04,16,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P05,16,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P06,16,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P08,16,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P09,16,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P10,16,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P11,16,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P12,16,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P13,16,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P14,16,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P15,16,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P16,16,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P17,16,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P18,16,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p25_P19,16,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P01,1,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P02,1,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P03,1,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P07,1,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P08,1,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P09,1,amikacin,100.0,5.0,19.0
W_AMK100p0_N0p5_P01,2,amikacin,100.0,5.0,19.0
