source_file,condition,generation,well,well_index,time_seconds,temperature_c,turbidity_A400
FR_inc.xlsx,FR,gen1,B1,13,2400.0,22.5,0.707
FR_inc.xlsx,FR,gen1,B2,14,2400.0,22.5,0.95
FR_inc.xlsx,FR,gen1,B3,15,2400.0,22.5,0.895
FR_inc.xlsx,FR,gen1,B4,16,2400.0,22.5,1.0
FR_inc.xlsx,FR,gen1,B5,17,2400.0,22.5,0.861
FR_inc.xlsx,FR,gen1,B6,18,2400.0,22.5,0.894
FR_inc.xlsx,FR,gen1,B7,19,2400.0,22.5,0.801
FR_inc.xlsx,FR,gen1,B8,20,2400.0,22.5,0.778
FR_inc.xlsx,FR,gen1,B9,21,2400.0,22.5,1.003
FR_inc.xlsx,FR,gen1,B10,22,2400.0,22.5,1.0
FR_inc.xlsx,FR,gen1,B11,23,2400.0,22.5,0.904
FR_inc.xlsx,FR,gen1,B12,24,2400.0,22.5,0.915
FR_inc.xlsx,FR,gen1,C1,25,2400.0,22.5,0.942
FR_inc.xlsx,FR,gen1,C2,26,2400.0,22.5,0.719
FR_inc.xlsx,FR,gen1,C3,27,2400.0,22.5,0.702
FR_inc.xlsx,FR,gen1,C4,28,2400.0,22.5,0.926
FR_inc.xlsx,FR,gen1,C5,29,2400.0,22.5,0.998
FR_inc.xlsx,FR,gen1,C6,30,2400.0,22.5,0.617
FR_inc.xlsx,FR,gen1,C7,31,2400.0,22.5,0.993
FR_inc.xlsx,FR,gen1,C8,32,2400.0,22.5,0.85
FR_inc.xlsx,FR,gen1,C9,33,2400.0,22.5,0.959
FR_inc.xlsx,FR,gen1,C10,34,2400.0,22.5,0.865
FR_inc.xlsx,FR,gen1,C11,35,2400.0,22.5,0.795
FR_inc.xlsx,FR,gen1,C12,36,2400.0,22.5,1.066
FR_inc.xlsx,FR,gen1,D1,37,2400.0,22.5,0.985
FR_inc.xlsx,FR,gen1,D2,38,2400.0,22.5,0.887
FR_inc.xlsx,FR,gen1,D3,39,2400.0,22.5,0.85
FR_inc.xlsx,FR,gen1,D4,40,2400.0,22.5,1.152
FR_inc.xlsx,FR,gen1,D5,41,2400.0,22.5,0.986
FR_inc.xlsx,FR,gen1,D6,42,2400.0,22.5,0.885
FR_inc.xlsx,FR,gen1,D7,43,2400.0,22.5,0.938
FR_inc.xlsx,FR,gen1,D8,44,2400.0,22.5,1.014
FR_inc.xlsx,FR,gen1,D9,45,2400.0,22.5,0.917
FR_inc.xlsx,FR,gen1,D10,46,2400.0,22.5,0.869
FR_inc.xlsx,FR,gen1,D11,47,2400.0,22.5,0.812
FR_inc.xlsx,FR,gen1,D12,48,2400.0,22.5,0.91
FR_inc.xlsx,FR,gen1,E1,49,2400.0,22.5,0.708
FR_inc.xlsx,FR,gen1,E2,50,2400.0,22.5,0.977
FR_inc.xlsx,FR,gen1,E3,51,2400.0,22.5,0.986
FR_inc.xlsx,FR,gen1,E4,52,2400.0,22.5,0.689
FR_inc.xlsx,FR,gen1,E5,53,2400.0,22.5,0.844
FR_inc.xlsx,FR,gen1,E6,54,2400.0,22.5,0.732
FR_inc.xlsx,FR,gen1,E7,55,2400.0,22.5,0.915
FR_inc.xlsx,FR,gen1,E8,56,2400.0,22.5,0.947
FR_inc.xlsx,FR,gen1,E9,57,2400.0,22.5,0.934
FR_inc.xlsx,FR,gen1,E10,58,2400.0,22.5,0.785
FR_inc.xlsx,FR,gen1,E11,59,2400.0,22.5,0.96
FR_inc.xlsx,FR,gen1,E12,60,2400.0,22.5,1.057
FR_inc.xlsx,FR,gen1,F1,61,2400.0,22.5,0.757
FR_inc.xlsx,FR,gen1,F2,62,2400.0,22.5,0.918
FR_inc.xlsx,FR,gen1,F3,63,2400.0,22.5,0.839
FR_inc.xlsx,FR,gen1,F4,64,2400.0,22.5,0.938
FR_inc.xlsx,FR,gen1,F5,65,2400.0,22.5,1.01
FR_inc.xlsx,FR,gen1,F6,66,2400.0,22.5,0.863
FR_inc.xlsx,FR,gen1,F7,67,2400.0,22.5,0.986
FR_inc.xlsx,FR,gen1,F8,68,2400.0,22.5,0.885
FR_inc.xlsx,FR,gen1,F9,69,2400.0,22.5,0.971
FR_inc.xlsx,FR,gen1,F10,70,2400.0,22.5,0.977
FR_inc.xlsx,FR,gen1,F11,71,2400.0,22.5,0.849
FR_inc.xlsx,FR,gen1,F12,72,2400.0,22.5,0.925
FR_inc.xlsx,FR,gen1,G1,73,2400.0,22.5,0.951
FR_inc.xlsx,FR,gen1,G2,74,2400.0,22.5,0.869
FR_inc.xlsx,FR,gen1,G3,75,2400.0,22.5,0.791
FR_inc.xlsx,FR,gen1,G4,76,2400.0,22.5,0.901
FR_inc.xlsx,FR,gen1,G5,77,2400.0,22.5,1.033
FR_inc.xlsx,FR,gen1,G6,78,2400.0,22.5,0.97
FR_inc.xlsx,FR,gen1,G7,79,2400.0,22.5,0.916
FR_inc.xlsx,FR,gen1,G8,80,2400.0,22.5,0.908
FR_inc.xlsx,FR,gen1,G9,81,2400.0,22.5,0.755
FR_inc.xlsx,FR,gen1,G10,82,2400.0,22.5,0.972
FR_inc.xlsx,FR,gen1,G11,83,2400.0,22.5,0.939
FR_inc.xlsx,FR,gen1,G12,84,2400.0,22.5,0.893
FR_inc.xlsx,FR,gen1,H1,85,2400.0,22.5,0.855
FR_inc.xlsx,FR,gen1,H2,86,2400.0,22.5,0.532
FR_inc.xlsx,FR,gen1,H3,87,2400.0,22.5,0.786
FR_inc.xlsx,FR,gen1,H4,88,2400.0,22.5,1.052
FR_inc.xlsx,FR,gen1,H5,89,2400.0,22.5,0.906
FR_inc.xlsx,FR,gen1,H6,90,2400.0,22.5,0.991
FR_inc.xlsx,FR,gen1,H7,91,2400.0,22.5,0.814
FR_inc.xlsx,FR,gen1,H8,92,2400.0,22.5,0.911
FR_inc.xlsx,FR,gen1,H9,93,2400.0,22.5,0.815
FR_inc.xlsx,FR,gen1,H10,94,2400.0,22.5,0.837
FR_inc.xlsx,FR,gen1,H11,95,2400.0,22.5,0.916
FR_inc.xlsx,FR,gen1,H12,96,2400.0,22.5,0.666
FR_inc.xlsx,FR,gen1,A1,1,3000.0,22.5,0.666
FR_inc.xlsx,FR,gen1,A2,2,3000.0,22.5,0.919
FR_inc.xlsx,FR,gen1,A3,3,3000.0,22.5,0.694
FR_inc.xlsx,FR,gen1,A4,4,3000.0,22.5,0.867
FR_inc.xlsx,FR,gen1,A5,5,3000.0,22.5,0.918
FR_inc.xlsx,FR,gen1,A6,6,3000.0,22.5,0.977
FR_inc.xlsx,FR,gen1,A7,7,3000.0,22.5,0.927
FR_inc.xlsx,FR,gen1,A8,8,3000.0,22.5,0.92
FR_inc.xlsx,FR,gen1,A9,9,3000.0,22.5,0.91
FR_inc.xlsx,FR,gen1,A10,10,3000.0,22.5,0.951
FR_inc.xlsx,FR,gen1,A11,11,3000.0,22.5,0.849
FR_inc.xlsx,FR,gen1,A12,12,3000.0,22.5,0.909
FR_inc.xlsx,FR,gen1,B1,13,3000.0,22.5,0.673
FR_inc.xlsx,FR,gen1,B2,14,3000.0,22.5,0.938
FR_inc.xlsx,FR,gen1,B3,15,3000.0,22.5,0.827
FR_inc.xlsx,FR,gen1,B4,16,3000.0,22.5,0.976
FR_inc.xlsx,FR,gen1,B5,17,3000.0,22.5,0.819
FR_inc.xlsx,FR,gen1,B6,18,3000.0,22.5,0.889
FR_inc.xlsx,FR,gen1,B7,19,3000.0,22.5,0.749
FR_inc.xlsx,FR,gen1,B8,20,3000.0,22.5,0.723
FR_inc.xlsx,FR,gen1,B9,21,3000.0,22.5,0.968
FR_inc.xlsx,FR,gen1,B10,22,3000.0,22.5,0.96
FR_inc.xlsx,FR,gen1,B11,23,3000.0,22.5,0.857
FR_inc.xlsx,FR,gen1,B12,24,3000.0,22.5,0.855
FR_inc.xlsx,FR,gen1,C1,25,3000.0,22.5,0.94
FR_inc.xlsx,FR,gen1,C2,26,3000.0,22.5,0.669
FR_inc.xlsx,FR,gen1,C3,27,3000.0,22.5,0.661
FR_inc.xlsx,FR,gen1,C4,28,3000.0,22.5,0.938
FR_inc.xlsx,FR,gen1,C5,29,3000.0,22.5,0.96
FR_inc.xlsx,FR,gen1,C6,30,3000.0,22.5,0.6
FR_inc.xlsx,FR,gen1,C7,31,3000.0,22.5,0.971
FR_inc.xlsx,FR,gen1,C8,32,3000.0,22.5,0.802
FR_inc.xlsx,FR,gen1,C9,33,3000.0,22.5,0.92
FR_inc.xlsx,FR,gen1,C10,34,3000.0,22.5,0.834
FR_inc.xlsx,FR,gen1,C11,35,3000.0,22.5,0.762
FR_inc.xlsx,FR,gen1,C12,36,3000.0,22.5,1.068
FR_inc.xlsx,FR,gen1,D1,37,3000.0,22.5,0.989
FR_inc.xlsx,FR,gen1,D2,38,3000.0,22.5,0.787
FR_inc.xlsx,FR,gen1,D3,39,3000.0,22.5,0.868
FR_inc.xlsx,FR,gen1,D4,40,3000.0,22.5,1.151
FR_inc.xlsx,FR,gen1,D5,41,3000.0,22.5,0.989
FR_inc.xlsx,FR,gen1,D6,42,3000.0,22.5,0.882
FR_inc.xlsx,FR,gen1,D7,43,3000.0,22.5,0.918
FR_inc.xlsx,FR,gen1,D8,44,3000.0,22.5,1.002
FR_inc.xlsx,FR,gen1,D9,45,3000.0,22.5,0.902
FR_inc.xlsx,FR,gen1,D10,46,3000.0,22.5,0.855
FR_inc.xlsx,FR,gen1,D11,47,3000.0,22.5,0.754
FR_inc.xlsx,FR,gen1,D12,48,3000.0,22.5,0.898
FR_inc.xlsx,FR,gen1,E1,49,3000.0,22.5,0.694
FR_inc.xlsx,FR,gen1,E2,50,3000.0,22.5,0.995
FR_inc.xlsx,FR,gen1,E3,51,3000.0,22.5,0.976
FR_inc.xlsx,FR,gen1,E4,52,3000.0,22.5,0.661
FR_inc.xlsx,FR,gen1,E5,53,3000.0,22.5,0.834
FR_inc.xlsx,FR,gen1,E6,54,3000.0,22.5,0.696
FR_inc.xlsx,FR,gen1,E7,55,3000.0,22.5,0.909
FR_inc.xlsx,FR,gen1,E8,56,3000.0,22.5,0.925
FR_inc.xlsx,FR,gen1,E9,57,3000.0,22.5,0.911
FR_inc.xlsx,FR,gen1,E10,58,3000.0,22.5,0.714
FR_inc.xlsx,FR,gen1,E11,59,3000.0,22.5,0.938
FR_inc.xlsx,FR,gen1,E12,60,3000.0,22.5,1.048
FR_inc.xlsx,FR,gen1,F1,61,3000.0,22.5,0.769
FR_inc.xlsx,FR,gen1,F2,62,3000.0,22.5,0.892
FR_inc.xlsx,FR,gen1,F3,63,3000.0,22.5,0.838
FR_inc.xlsx,FR,gen1,F4,64,3000.0,22.5,0.934
FR_inc.xlsx,FR,gen1,F5,65,3000.0,22.5,1.011
FR_inc.xlsx,FR,gen1,F6,66,3000.0,22.5,0.825
FR_inc.xlsx,FR,gen1,F7,67,3000.0,22.5,0.978
FR_inc.xlsx,FR,gen1,F8,68,3000.0,22.5,0.824
FR_inc.xlsx,FR,gen1,F9,69,3000.0,22.5,0.948
FR_inc.xlsx,FR,gen1,F10,70,3000.0,22.5,0.966
FR_inc.xlsx,FR,gen1,F11,71,3000.0,22.5,0.847
FR_inc.xlsx,FR,gen1,F12,72,3000.0,22.5,0.921
FR_inc.xlsx,FR,gen1,G1,73,3000.0,22.5,0.928
FR_inc.xlsx,FR,gen1,G2,74,3000.0,22.5,0.858
FR_inc.xlsx,FR,gen1,G3,75,3000.0,22.5,0.776
FR_inc.xlsx,FR,gen1,G4,76,3000.0,22.5,0.877
FR_inc.xlsx,FR,gen1,G5,77,3000.0,22.5,1.001
FR_inc.xlsx,FR,gen1,G6,78,3000.0,22.5,0.925
FR_inc.xlsx,FR,gen1,G7,79,3000.0,22.5,0.911
FR_inc.xlsx,FR,gen1,G8,80,3000.0,22.5,0.909
FR_inc.xlsx,FR,gen1,G9,81,3000.0,22.5,0.798
FR_inc.xlsx,FR,gen1,G10,82,3000.0,22.5,0.995
FR_inc.xlsx,FR,gen1,G11,83,3000.0,22.5,0.936
FR_inc.xlsx,FR,gen1,G12,84,3000.0,22.5,0.91
FR_inc.xlsx,FR,gen1,H1,85,3000.0,22.5,0.829
FR_inc.xlsx,FR,gen1,H2,86,3000.0,22.5,0.51
FR_inc.xlsx,FR,gen1,H3,87,3000.0,22.5,0.713
FR_inc.xlsx,FR,gen1,H4,88,3000.0,22.5,1.044
FR_inc.xlsx,FR,gen1,H5,89,3000.0,22.5,0.912
FR_inc.xlsx,FR,gen1,H6,90,3000.0,22.5,0.983
FR_inc.xlsx,FR,gen1,H7,91,3000.0,22.5,0.8
FR_inc.xlsx,FR,gen1,H8,92,3000.0,22.5,0.911
FR_inc.xlsx,FR,gen1,H9,93,3000.0,22.5,0.784
FR_inc.xlsx,FR,gen1,H10,94,3000.0,22.5,0.844
FR_inc.xlsx,FR,gen1,H11,95,3000.0,22.5,0.899
FR_inc.xlsx,FR,gen1,H12,96,3000.0,22.5,0.573
FR_inc.xlsx,FR,gen1,A1,1,3600.0,22.5,0.638
FR_inc.xlsx,FR,gen1,A2,2,3600.0,22.5,0.87
FR_inc.xlsx,FR,gen1,A3,3,3600.0,22.5,0.687
FR_inc.xlsx,FR,gen1,A4,4,3600.0,22.5,0.823
FR_inc.xlsx,FR,gen1,A5,5,3600.0,22.5,0.881
FR_inc.xlsx,FR,gen1,A6,6,3600.0,22.5,0.905
FR_inc.xlsx,FR,gen1,A7,7,3600.0,22.5,0.899
FR_inc.xlsx,FR,gen1,A8,8,3600.0,22.5,0.86
FR_inc.xlsx,FR,gen1,A9,9,3600.0,22.5,0.843
FR_inc.xlsx,FR,gen1,A10,10,3600.0,22.5,0.885
FR_inc.xlsx,FR,gen1,A11,11,3600.0,22.5,0.806
FR_inc.xlsx,FR,gen1,A12,12,3600.0,22.5,0.893
FR_inc.xlsx,FR,gen1,B1,13,3600.0,22.5,0.653
FR_inc.xlsx,FR,gen1,B2,14,3600.0,22.5,0.899
FR_inc.xlsx,FR,gen1,B3,15,3600.0,22.5,0.744
FR_inc.xlsx,FR,gen1,B4,16,3600.0,22.5,0.927
FR_inc.xlsx,FR,gen1,B5,17,3600.0,22.5,0.768
FR_inc.xlsx,FR,gen1,B6,18,3600.0,22.5,0.819
FR_inc.xlsx,FR,gen1,B7,19,3600.0,22.5,0.635
FR_inc.xlsx,FR,gen1,B8,20,3600.0,22.5,0.66
FR_inc.xlsx,FR,gen1,B9,21,3600.0,22.5,0.893
FR_inc.xlsx,FR,gen1,B10,22,3600.0,22.5,0.881
FR_inc.xlsx,FR,gen1,B11,23,3600.0,22.5,0.794
FR_inc.xlsx,FR,gen1,B12,24,3600.0,22.5,0.745
FR_inc.xlsx,FR,gen1,C1,25,3600.0,22.5,0.908
FR_inc.xlsx,FR,gen1,C2,26,3600.0,22.5,0.622
FR_inc.xlsx,FR,gen1,C3,27,3600.0,22.5,0.574
FR_inc.xlsx,FR,gen1,C4,28,3600.0,22.5,0.942
FR_inc.xlsx,FR,gen1,C5,29,3600.0,22.5,0.917
FR_inc.xlsx,FR,gen1,C6,30,3600.0,22.5,0.583
FR_inc.xlsx,FR,gen1,C7,31,3600.0,22.5,0.921
FR_inc.xlsx,FR,gen1,C8,32,3600.0,22.5,0.71
FR_inc.xlsx,FR,gen1,C9,33,3600.0,22.5,0.863
FR_inc.xlsx,FR,gen1,C10,34,3600.0,22.5,0.787
FR_inc.xlsx,FR,gen1,C11,35,3600.0,22.5,0.717
FR_inc.xlsx,FR,gen1,C12,36,3600.0,22.5,1.048
FR_inc.xlsx,FR,gen1,D1,37,3600.0,22.5,0.974
FR_inc.xlsx,FR,gen1,D2,38,3600.0,22.5,0.726
FR_inc.xlsx,FR,gen1,D3,39,3600.0,22.5,0.906
FR_inc.xlsx,FR,gen1,D4,40,3600.0,22.5,1.138
FR_inc.xlsx,FR,gen1,D5,41,3600.0,22.5,0.979
FR_inc.xlsx,FR,gen1,D6,42,3600.0,22.5,0.862
FR_inc.xlsx,FR,gen1,D7,43,3600.0,22.5,0.865
FR_inc.xlsx,FR,gen1,D8,44,3600.0,22.5,0.938
FR_inc.xlsx,FR,gen1,D9,45,3600.0,22.5,0.879
FR_inc.xlsx,FR,gen1,D10,46,3600.0,22.5,0.818
FR_inc.xlsx,FR,gen1,D11,47,3600.0,22.5,0.714
FR_inc.xlsx,FR,gen1,D12,48,3600.0,22.5,0.833
FR_inc.xlsx,FR,gen1,E1,49,3600.0,22.5,0.671
FR_inc.xlsx,FR,gen1,E2,50,3600.0,22.5,0.981
FR_inc.xlsx,FR,gen1,E3,51,3600.0,22.5,0.955
FR_inc.xlsx,FR,gen1,E4,52,3600.0,22.5,0.642
FR_inc.xlsx,FR,gen1,E5,53,3600.0,22.5,0.808
FR_inc.xlsx,FR,gen1,E6,54,3600.0,22.5,0.622
FR_inc.xlsx,FR,gen1,E7,55,3600.0,22.5,0.9
FR_inc.xlsx,FR,gen1,E8,56,3600.0,22.5,0.887
FR_inc.xlsx,FR,gen1,E9,57,3600.0,22.5,0.876
FR_inc.xlsx,FR,gen1,E10,58,3600.0,22.5,0.661
FR_inc.xlsx,FR,gen1,E11,59,3600.0,22.5,0.893
FR_inc.xlsx,FR,gen1,E12,60,3600.0,22.5,1.009
FR_inc.xlsx,FR,gen1,F1,61,3600.0,22.5,0.788
FR_inc.xlsx,FR,gen1,F2,62,3600.0,22.5,0.872
FR_inc.xlsx,FR,gen1,F3,63,3600.0,22.5,0.833
FR_inc.xlsx,FR,gen1,F4,64,3600.0,22.5,0.905
FR_inc.xlsx,FR,gen1,F5,65,3600.0,22.5,0.987
FR_inc.xlsx,FR,gen1,F6,66,3600.0,22.5,0.769
FR_inc.xlsx,FR,gen1,F7,67,3600.0,22.5,0.947
FR_inc.xlsx,FR,gen1,F8,68,3600.0,22.5,0.738
FR_inc.xlsx,FR,gen1,F9,69,3600.0,22.5,0.918
FR_inc.xlsx,FR,gen1,F10,70,3600.0,22.5,0.954
FR_inc.xlsx,FR,gen1,F11,71,3600.0,22.5,0.794
FR_inc.xlsx,FR,gen1,F12,72,3600.0,22.5,0.921
FR_inc.xlsx,FR,gen1,G1,73,3600.0,22.5,0.878
FR_inc.xlsx,FR,gen1,G2,74,3600.0,22.5,0.834
FR_inc.xlsx,FR,gen1,G3,75,3600.0,22.5,0.755
FR_inc.xlsx,FR,gen1,G4,76,3600.0,22.5,0.835
FR_inc.xlsx,FR,gen1,G5,77,3600.0,22.5,0.973
FR_inc.xlsx,FR,gen1,G6,78,3600.0,22.5,0.852
FR_inc.xlsx,FR,gen1,G7,79,3600.0,22.5,0.894
FR_inc.xlsx,FR,gen1,G8,80,3600.0,22.5,0.901
FR_inc.xlsx,FR,gen1,G9,81,3600.0,22.5,0.801
FR_inc.xlsx,FR,gen1,G10,82,3600.0,22.5,1.004
FR_inc.xlsx,FR,gen1,G11,83,3600.0,22.5,0.932
FR_inc.xlsx,FR,gen1,G12,84,3600.0,22.5,0.914
FR_inc.xlsx,FR,gen1,H1,85,3600.0,22.5,0.81
FR_inc.xlsx,FR,gen1,H2,86,3600.0,22.5,0.468
FR_inc.xlsx,FR,gen1,H3,87,3600.0,22.5,0.667
FR_inc.xlsx,FR,gen1,H4,88,3600.0,22.5,1.024
FR_inc.xlsx,FR,gen1,H5,89,3600.0,22.5,0.891
FR_inc.xlsx,FR,gen1,H6,90,3600.0,22.5,0.985
FR_inc.xlsx,FR,gen1,H7,91,3600.0,22.5,0.764
FR_inc.xlsx,FR,gen1,H8,92,3600.0,22.5,0.874
FR_inc.xlsx,FR,gen1,H9,93,3600.0,22.5,0.734
FR_inc.xlsx,FR,gen1,H10,94,3600.0,22.5,0.829
FR_inc.xlsx,FR,gen1,H11,95,3600.0,22.5,0.898
FR_inc.xlsx,FR,gen1,H12,96,3600.0,22.5,0.494
FR_inc.xlsx,FR,gen1,A1,1,4200.0,22.6,0.624
FR_inc.xlsx,FR,gen1,A2,2,4200.0,22.6,0.818
FR_inc.xlsx,FR,gen1,A3,3,4200.0,22.6,0.681
FR_inc.xlsx,FR,gen1,A4,4,4200.0,22.6,0.776
FR_inc.xlsx,FR,gen1,A5,5,4200.0,22.6,0.827
FR_inc.xlsx,FR,gen1,A6,6,4200.0,22.6,0.855
FR_inc.xlsx,FR,gen1,A7,7,4200.0,22.6,0.838
FR_inc.xlsx,FR,gen1,A8,8,4200.0,22.6,0.808
FR_inc.xlsx,FR,gen1,A9,9,4200.0,22.6,0.79
FR_inc.xlsx,FR,gen1,A10,10,4200.0,22.6,0.833
FR_inc.xlsx,FR,gen1,A11,11,4200.0,22.6,0.78
FR_inc.xlsx,FR,gen1,A12,12,4200.0,22.6,0.832
FR_inc.xlsx,FR,gen1,B1,13,4200.0,22.6,0.638
FR_inc.xlsx,FR,gen1,B2,14,4200.0,22.6,0.841
FR_inc.xlsx,FR,gen1,B3,15,4200.0,22.6,0.682
FR_inc.xlsx,FR,gen1,B4,16,4200.0,22.6,0.865
FR_inc.xlsx,FR,gen1,B5,17,4200.0,22.6,0.717
FR_inc.xlsx,FR,gen1,B6,18,4200.0,22.6,0.752
FR_inc.xlsx,FR,gen1,B7,19,4200.0,22.6,0.537
FR_inc.xlsx,FR,gen1,B8,20,4200.0,22.6,0.621
FR_inc.xlsx,FR,gen1,B9,21,4200.0,22.6,0.794
FR_inc.xlsx,FR,gen1,B10,22,4200.0,22.6,0.799
FR_inc.xlsx,FR,gen1,B11,23,4200.0,22.6,0.753
FR_inc.xlsx,FR,gen1,B12,24,4200.0,22.6,0.679
FR_inc.xlsx,FR,gen1,C1,25,4200.0,22.6,0.858
FR_inc.xlsx,FR,gen1,C2,26,4200.0,22.6,0.56
FR_inc.xlsx,FR,gen1,C3,27,4200.0,22.6,0.486
FR_inc.xlsx,FR,gen1,C4,28,4200.0,22.6,0.944
FR_inc.xlsx,FR,gen1,C5,29,4200.0,22.6,0.822
FR_inc.xlsx,FR,gen1,C6,30,4200.0,22.6,0.566
FR_inc.xlsx,FR,gen1,C7,31,4200.0,22.6,0.855
FR_inc.xlsx,FR,gen1,C8,32,4200.0,22.6,0.637
FR_inc.xlsx,FR,gen1,C9,33,4200.0,22.6,0.805
FR_inc.xlsx,FR,gen1,C10,34,4200.0,22.6,0.728
FR_inc.xlsx,FR,gen1,C11,35,4200.0,22.6,0.675
FR_inc.xlsx,FR,gen1,C12,36,4200.0,22.6,0.99
FR_inc.xlsx,FR,gen1,D1,37,4200.0,22.6,0.934
FR_inc.xlsx,FR,gen1,D2,38,4200.0,22.6,0.686
FR_inc.xlsx,FR,gen1,D3,39,4200.0,22.6,0.968
FR_inc.xlsx,FR,gen1,D4,40,4200.0,22.6,1.12
FR_inc.xlsx,FR,gen1,D5,41,4200.0,22.6,0.95
FR_inc.xlsx,FR,gen1,D6,42,4200.0,22.6,0.818
FR_inc.xlsx,FR,gen1,D7,43,4200.0,22.6,0.8
FR_inc.xlsx,FR,gen1,D8,44,4200.0,22.6,0.854
FR_inc.xlsx,FR,gen1,D9,45,4200.0,22.6,0.803
FR_inc.xlsx,FR,gen1,D10,46,4200.0,22.6,0.744
FR_inc.xlsx,FR,gen1,D11,47,4200.0,22.6,0.693
FR_inc.xlsx,FR,gen1,D12,48,4200.0,22.6,0.777
FR_inc.xlsx,FR,gen1,E1,49,4200.0,22.6,0.628
FR_inc.xlsx,FR,gen1,E2,50,4200.0,22.6,0.969
FR_inc.xlsx,FR,gen1,E3,51,4200.0,22.6,0.917
FR_inc.xlsx,FR,gen1,E4,52,4200.0,22.6,0.632
FR_inc.xlsx,FR,gen1,E5,53,4200.0,22.6,0.763
FR_inc.xlsx,FR,gen1,E6,54,4200.0,22.6,0.569
FR_inc.xlsx,FR,gen1,E7,55,4200.0,22.6,0.861
FR_inc.xlsx,FR,gen1,E8,56,4200.0,22.6,0.835
FR_inc.xlsx,FR,gen1,E9,57,4200.0,22.6,0.786
FR_inc.xlsx,FR,gen1,E10,58,4200.0,22.6,0.625
FR_inc.xlsx,FR,gen1,E11,59,4200.0,22.6,0.849
FR_inc.xlsx,FR,gen1,E12,60,4200.0,22.6,0.961
FR_inc.xlsx,FR,gen1,F1,61,4200.0,22.6,0.824
FR_inc.xlsx,FR,gen1,F2,62,4200.0,22.6,0.81
FR_inc.xlsx,FR,gen1,F3,63,4200.0,22.6,0.809
FR_inc.xlsx,FR,gen1,F4,64,4200.0,22.6,0.865
FR_inc.xlsx,FR,gen1,F5,65,4200.0,22.6,0.952
FR_inc.xlsx,FR,gen1,F6,66,4200.0,22.6,0.71
FR_inc.xlsx,FR,gen1,F7,67,4200.0,22.6,0.889
FR_inc.xlsx,FR,gen1,F8,68,4200.0,22.6,0.673
FR_inc.xlsx,FR,gen1,F9,69,4200.0,22.6,0.875
FR_inc.xlsx,FR,gen1,F10,70,4200.0,22.6,0.911
FR_inc.xlsx,FR,gen1,F11,71,4200.0,22.6,0.752
FR_inc.xlsx,FR,gen1,F12,72,4200.0,22.6,0.905
FR_inc.xlsx,FR,gen1,G1,73,4200.0,22.6,0.819
FR_inc.xlsx,FR,gen1,G2,74,4200.0,22.6,0.762
FR_inc.xlsx,FR,gen1,G3,75,4200.0,22.6,0.716
FR_inc.xlsx,FR,gen1,G4,76,4200.0,22.6,0.769
FR_inc.xlsx,FR,gen1,G5,77,4200.0,22.6,0.917
FR_inc.xlsx,FR,gen1,G6,78,4200.0,22.6,0.793
FR_inc.xlsx,FR,gen1,G7,79,4200.0,22.6,0.874
FR_inc.xlsx,FR,gen1,G8,80,4200.0,22.6,0.874
FR_inc.xlsx,FR,gen1,G9,81,4200.0,22.6,0.855
FR_inc.xlsx,FR,gen1,G10,82,4200.0,22.6,1.012
FR_inc.xlsx,FR,gen1,G11,83,4200.0,22.6,0.894
FR_inc.xlsx,FR,gen1,G12,84,4200.0,22.6,0.896
FR_inc.xlsx,FR,gen1,H1,85,4200.0,22.6,0.778
FR_inc.xlsx,FR,gen1,H2,86,4200.0,22.6,0.428
FR_inc.xlsx,FR,gen1,H3,87,4200.0,22.6,0.566
FR_inc.xlsx,FR,gen1,H4,88,4200.0,22.6,0.981
FR_inc.xlsx,FR,gen1,H5,89,4200.0,22.6,0.851
FR_inc.xlsx,FR,gen1,H6,90,4200.0,22.6,0.963
FR_inc.xlsx,FR,gen1,H7,91,4200.0,22.6,0.715
FR_inc.xlsx,FR,gen1,H8,92,4200.0,22.6,0.815
FR_inc.xlsx,FR,gen1,H9,93,4200.0,22.6,0.727
FR_inc.xlsx,FR,gen1,H10,94,4200.0,22.6,0.791
FR_inc.xlsx,FR,gen1,H11,95,4200.0,22.6,0.863
FR_inc.xlsx,FR,gen1,H12,96,4200.0,22.6,0.443
FR_inc.xlsx,FR,gen1,A1,1,4800.0,22.6,0.615
FR_inc.xlsx,FR,gen1,A2,2,4800.0,22.6,0.773
FR_inc.xlsx,FR,gen1,A3,3,4800.0,22.6,0.676
FR_inc.xlsx,FR,gen1,A4,4,4800.0,22.6,0.719
FR_inc.xlsx,FR,gen1,A5,5,4800.0,22.6,0.775
FR_inc.xlsx,FR,gen1,A6,6,4800.0,22.6,0.805
FR_inc.xlsx,FR,gen1,A7,7,4800.0,22.6,0.768
FR_inc.xlsx,FR,gen1,A8,8,4800.0,22.6,0.764
FR_inc.xlsx,FR,gen1,A9,9,4800.0,22.6,0.74
FR_inc.xlsx,FR,gen1,A10,10,4800.0,22.6,0.784
FR_inc.xlsx,FR,gen1,A11,11,4800.0,22.6,0.765
FR_inc.xlsx,FR,gen1,A12,12,4800.0,22.6,0.811
FR_inc.xlsx,FR,gen1,B1,13,4800.0,22.6,0.634
FR_inc.xlsx,FR,gen1,B2,14,4800.0,22.6,0.791
FR_inc.xlsx,FR,gen1,B3,15,4800.0,22.6,0.633
