condition,arm,transition,donor,recipient,parent,offspring,mapping_mode,source_file,replicate,generation_duration_h,fed,resuspended
FR,drift,0,H7,D4,0.066,0.672,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,H4,E4,0.067,0.629,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,G1,F7,0.084,0.579,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,B4,C10,0.103,0.533,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,G2,B5,0.096,0.781,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,D12,D11,0.14,0.878,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,G12,B1,0.087,0.596,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,A6,D3,0.1,0.249,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,C1,C7,0.07,0.793,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,C4,G5,0.078,0.558,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,E8,E1,0.093,0.767,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,A10,F8,0.119,0.834,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,B11,C2,0.066,0.693,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,F11,F6,0.148,0.604,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,H6,B9,0.083,0.406,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,E3,A8,0.078,0.62,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,B10,G8,0.069,0.812,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,F3,H11,0.085,0.273,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,G4,D5,0.067,0.482,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,D1,G11,0.146,0.465,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,C11,B2,0.109,0.428,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,F4,D2,0.063,0.666,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,C9,A11,0.075,0.763,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,H5,D9,0.081,0.72,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,H9,F2,0.066,0.461,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,H3,H1,0.154,0.392,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,D8,A9,0.085,0.806,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,G9,G10,0.12,0.727,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,F9,D6,0.099,0.68,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,A4,G3,0.085,0.713,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,D7,E10,0.09,0.698,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,C3,G6,0.073,0.846,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,F10,C5,0.11,0.448,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,A7,C12,0.085,0.671,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,E9,E2,0.162,0.785,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,A3,G7,0.096,0.648,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,B6,A12,0.108,0.849,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,B8,D10,0.066,0.69,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,B7,F1,0.181,0.812,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,E11,B12,0.113,0.492,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,A2,C8,0.093,0.583,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,F5,E6,0.101,0.909,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,H2,E7,0.093,0.979,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,H12,H10,0.086,0.637,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,A5,F12,0.087,0.847,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,C6,B3,0.107,0.891,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,H8,E5,0.143,0.755,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,0,A1,E12,0.094,0.737,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,D10,H9,0.69,0.44,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,D7,C2,0.785,0.414,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,D2,C3,0.666,0.368,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,A2,H4,0.676,0.347,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,F1,A9,0.812,0.306,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,E3,E9,0.667,0.408,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,G4,F8,0.538,0.385,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,C1,C12,0.79,0.431,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,D3,F11,0.249,0.366,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,B9,C6,0.406,0.537,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,E1,G1,0.767,0.201,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,G7,C5,0.648,0.417,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,F4,C8,0.803,0.353,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,A1,F10,0.794,0.409,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,E11,E10,0.611,0.368,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,D6,C10,0.68,0.488,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,A4,A10,0.688,0.325,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,G3,C9,0.713,0.382,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,F3,H1,0.545,0.55,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,D4,A7,0.672,0.434,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,G2,E6,0.84,0.714,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,B7,A6,0.755,0.364,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,E5,F12,0.755,0.309,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,D8,H8,0.855,0.626,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,H10,G11,0.637,0.397,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,G9,E12,0.829,0.442,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,B5,C7,0.781,0.446,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,F2,E8,0.461,0.324,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,G10,B4,0.727,0.402,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,B2,D5,0.428,0.378,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,D9,H3,0.72,0.689,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,H11,H6,0.273,0.387,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,B1,C11,0.596,0.439,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,D11,A11,0.878,0.41,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,G6,E4,0.846,0.401,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,B12,E2,0.492,0.447,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,H2,H7,0.864,0.417,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,A3,F7,0.729,0.308,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,C4,G8,0.846,0.327,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,B8,E7,0.583,0.323,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,A12,F6,0.849,0.571,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,H12,B11,0.65,0.39,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,B3,A8,0.891,0.464,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,F9,D12,0.811,0.367,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,G5,A5,0.558,0.626,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,B6,D1,0.793,0.327,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,H5,B10,0.821,0.442,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,1,G12,F5,0.746,0.532,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,D2,D10,0.407,0.4,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,C7,C10,0.446,0.522,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,A2,E12,0.361,0.351,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,F11,A5,0.366,0.45,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,D7,G11,0.396,0.352,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,A6,D11,0.364,0.421,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,C5,C3,0.417,0.487,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,A3,G2,0.391,0.228,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,E8,A1,0.324,0.362,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,B7,F7,0.345,0.316,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,H12,H3,0.379,0.242,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,G7,E6,0.495,0.477,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,D12,G6,0.367,0.424,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,A8,H5,0.464,0.483,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,H10,D8,0.362,0.5,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,B8,B1,0.465,0.577,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,D5,B4,0.378,0.492,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,F10,E3,0.409,0.445,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,A10,E2,0.325,0.393,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,F2,D4,0.379,0.285,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,F4,A7,0.338,0.283,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,G1,D9,0.201,0.474,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,F9,H6,0.377,0.397,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,E7,H9,0.323,0.292,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,B2,H7,0.38,0.341,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,E4,C11,0.401,0.6,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,G4,G3,0.435,0.349,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,G12,F1,0.502,0.368,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,F6,F12,0.571,0.434,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,F8,B6,0.385,0.365,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,C12,G10,0.431,0.263,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,E10,H1,0.368,0.45,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,C6,H8,0.537,0.362,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,C9,G8,0.382,0.203,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,A4,B5,0.35,0.88,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,C4,H4,0.345,0.291,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,D6,C8,0.432,0.65,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,E5,A11,0.366,0.439,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,D3,B10,0.42,0.449,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,C1,A12,0.427,0.299,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,E11,B12,0.375,0.459,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,H11,G5,0.464,0.262,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,F3,E9,0.356,0.533,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,D1,A9,0.327,0.493,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,G9,B9,0.452,0.476,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,F5,H2,0.532,0.431,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,E1,B3,0.247,0.465,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,2,B11,C2,0.39,0.259,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,F9,E11,0.404,0.332,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,A11,A3,0.439,0.268,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,C1,A7,0.291,0.461,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,F2,G1,0.357,0.302,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,C7,D7,0.424,0.211,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,G10,G11,0.263,0.28,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,F8,B1,0.348,0.333,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,E7,G9,0.331,0.324,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,H4,G12,0.291,0.167,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,E10,C3,0.393,0.332,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,B9,D12,0.476,0.434,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,C10,F3,0.522,0.306,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,A12,F1,0.299,0.301,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,G3,H3,0.349,0.312,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,B12,H6,0.459,0.299,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,H5,E6,0.483,0.317,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,F4,E9,0.286,0.298,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,A1,A2,0.362,0.351,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,E8,G4,0.432,0.304,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,B8,H10,0.392,0.3,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,B6,E12,0.365,0.373,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,A8,H11,0.385,0.316,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,G6,D9,0.424,0.351,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,D6,D10,0.445,0.496,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,G5,B5,0.262,0.389,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,F11,B4,0.328,0.226,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,D8,B7,0.5,0.442,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,E3,C11,0.445,0.254,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,D5,E5,0.456,0.304,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,D3,F10,0.345,0.298,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,H9,B11,0.292,0.245,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,H8,A9,0.362,0.453,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,C12,C6,0.581,0.352,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,A10,C9,0.433,0.57,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,D2,C4,0.421,0.27,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,B2,D1,0.401,0.384,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,B10,H12,0.449,0.394,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,E1,F12,0.291,0.297,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,F7,A4,0.316,0.467,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,G2,D11,0.228,0.425,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,H2,F6,0.431,0.206,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,H1,E4,0.45,0.314,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,A6,G8,0.358,0.312,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,C8,G7,0.65,0.52,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,D4,E2,0.285,0.317,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,B3,F5,0.465,0.321,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,H7,C2,0.341,0.41,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,3,C5,A5,0.312,0.428,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,F2,C8,0.291,0.293,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,C4,A4,0.27,0.317,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,G4,D6,0.304,0.191,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,C11,B2,0.254,0.297,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,E7,G2,0.311,0.167,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,E3,F11,0.228,0.277,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,G5,F10,0.534,0.428,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,G10,H5,0.241,0.264,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,A11,A8,0.337,0.302,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,F1,E1,0.301,0.231,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,H9,A2,0.291,0.317,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,D7,E9,0.211,0.235,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,E2,H4,0.317,0.24,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,G6,E10,0.281,0.284,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,C3,C2,0.332,0.244,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,H7,D12,0.244,0.208,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,A6,A7,0.356,0.409,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,B11,H8,0.245,0.217,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,D9,F12,0.351,0.334,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,C5,G12,0.362,0.245,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,C9,E12,0.57,0.305,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,E11,D1,0.332,0.206,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,G1,F8,0.302,0.272,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,C10,B3,0.286,0.285,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,A1,D11,0.281,0.333,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,B5,H6,0.389,0.236,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,F7,G9,0.311,0.365,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,A10,D10,0.306,0.327,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,B8,E8,0.316,0.212,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,D2,A9,0.278,0.275,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,B7,A5,0.442,0.33,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,B4,D5,0.226,0.237,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,G7,H11,0.52,0.301,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,B6,B1,0.307,0.336,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,E6,C6,0.317,0.275,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,F6,H2,0.206,0.247,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,D8,F3,0.306,0.226,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,H1,A3,0.309,0.253,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,F4,A12,0.279,0.304,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,D4,E5,0.362,0.242,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,B12,H12,0.449,0.233,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,H10,F5,0.3,0.315,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,D3,B10,0.342,0.411,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,H3,C12,0.312,0.272,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,G11,G3,0.28,0.262,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,G8,C1,0.312,0.235,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,B9,F9,0.322,0.283,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,drift,4,E4,C7,0.314,0.312,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,A2,D7,0.197,0.284,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,H2,B3,0.075,0.469,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,A3,D10,0.095,0.517,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,F1,C3,0.124,0.607,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,B10,E3,0.106,0.726,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,D9,G10,0.063,0.787,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,D4,B9,0.103,0.712,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,E11,A1,0.112,0.657,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,C8,C4,0.096,0.716,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,E6,E9,0.093,0.417,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,A11,G9,0.138,0.68,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,G12,C5,0.16,0.778,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,E4,H10,0.057,0.481,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,H7,F4,0.088,0.542,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,F9,H8,0.096,0.768,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,H6,H5,0.073,0.646,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,H3,F5,0.112,0.734,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,F12,B8,0.176,0.717,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,H1,C6,0.127,0.815,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,C10,C7,0.07,0.755,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,D3,E2,0.143,0.758,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,C2,G2,0.067,0.851,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,D1,A12,0.23,0.663,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,B2,C12,0.075,0.682,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,F6,E5,0.078,0.572,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,E1,C9,0.086,0.702,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,D6,A4,0.106,0.747,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
FR,selection,0,G3,G11,0.107,0.202,coded_lineage,FR-30min_log.xlsx,1,0.5,True,True
