scenario,temperature_k,pressure_mpa,species,mole_fraction,source_file
vacuum,1650.0,1e-10,PO(g),0.000709,Murchison-vacc-Zn-GAS.csv
vacuum,1650.0,1e-10,Ar(g),0.0,Murchison-vacc-Zn-GAS.csv
vacuum,1650.0,1e-10,Zn(g),6.55e-05,Murchison-vacc-Zn-GAS.csv
vacuum,1650.0,1e-10,ZnS(g),2.79e-15,Murchison-vacc-Zn-GAS.csv
vacuum,1650.0,1e-10,ZnOH(g),6.55e-15,Murchison-vacc-Zn-GAS.csv
vacuum,1650.0,1e-10,ZnO(g),3e-11,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,H2(g),0.0154,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,C(g),1.08e-20,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,N(g),7.34e-10,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,CH4(g),6.78e-30,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,H2O(g),0.025,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,CO(g),0.0316,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,O2(g),0.114,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,H2S(g),7.29e-11,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,NaOH(g),4.89e-09,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,KH(g),1.92e-12,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,CO2(g),0.017,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,N2(g),0.0012,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,Fe(g),0.109,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,H(g),0.214,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,SO2(g),0.0221,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,Ni(g),0.00644,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,SiO(g),0.128,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,Na(g),0.00213,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,OH(g),0.0135,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,O(g),0.155,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,SO(g),0.00339,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,S2(g),3.98e-09,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,KCl(g),3.71e-08,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,HF(g),7.46e-05,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,NaCl(g),7.94e-08,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,Co(g),0.000293,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,K(g),0.000234,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,CrO2(g),0.00111,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,FeO(g),0.000441,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,Mg(g),0.136,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,Mn(g),0.000775,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,PO2(g),0.000197,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,PO(g),0.000695,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,Ar(g),0.0,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,Zn(g),7.28e-05,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,ZnS(g),1.22e-15,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,ZnOH(g),1.86e-14,Murchison-vacc-Zn-GAS.csv
vacuum,1600.0,1e-10,ZnO(g),3.95e-11,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,H2(g),0.0214,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,C(g),1.0300000000000001e-21,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,N(g),2.44e-10,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,CH4(g),8.85e-30,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,H2O(g),0.0701,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,CO(g),0.0251,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,O2(g),0.138,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,H2S(g),5.28e-11,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,NaOH(g),1.44e-08,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,KH(g),2.31e-12,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,CO2(g),0.0293,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,N2(g),0.00135,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,Fe(g),0.121,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,H(g),0.146,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,SO2(g),0.027,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,Ni(g),0.00721,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,SiO(g),0.141,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,Na(g),0.00238,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,OH(g),0.016,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,O(g),0.092,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,SO(g),0.00181,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,S2(g),6.97e-10,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,KCl(g),1.22e-07,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,HF(g),8.46e-05,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,NaCl(g),2.52e-07,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,Co(g),0.000328,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,K(g),0.000261,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,CrO2(g),0.00164,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,FeO(g),0.000793,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,Mg(g),0.151,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,Mn(g),0.000867,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,PO2(g),0.000365,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,PO(g),0.000632,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,Ar(g),0.0,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,Zn(g),8.15e-05,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,ZnS(g),5.44e-16,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,ZnOH(g),4e-14,Murchison-vacc-Zn-GAS.csv
vacuum,1550.0,1e-10,ZnO(g),4.8e-11,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,H2(g),0.0395,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,C(g),1.99e-22,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,N(g),9.27e-11,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,CH4(g),4.7000000000000004e-29,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,H2O(g),0.191,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,CO(g),0.0324,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,O2(g),0.0828,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,H2S(g),1.41e-10,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,NaOH(g),5.47e-08,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,KH(g),4.86e-12,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,CO2(g),0.0603,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,N2(g),0.00233,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,Fe(g),0.206,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,H(g),0.111,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,SO2(g),0.0472,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,Ni(g),0.0123,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,SiO(g),0.107,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,Na(g),0.00406,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,OH(g),0.0152,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,O(g),0.0369,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,SO(g),0.00187,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,S2(g),9.18e-10,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,KCl(g),8.72e-07,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,HF(g),0.000144,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,NaCl(g),1.74e-06,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,Co(g),0.000559,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,K(g),0.000444,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,CrO2(g),0.00301,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,FeO(g),0.00157,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,Mg(g),0.0365,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,Mn(g),0.00148,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,PO2(g),0.000787,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,PO(g),0.000912,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,Ar(g),0.0,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,Zn(g),0.000139,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,ZnS(g),1.01e-15,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,ZnOH(g),1.09e-13,Murchison-vacc-Zn-GAS.csv
vacuum,1500.0,1e-10,ZnO(g),6.23e-11,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,H2(g),0.0508,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,C(g),3.5699999999999997e-23,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,N(g),2.84e-11,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,CH4(g),1.3e-28,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,H2O(g),0.297,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,CO(g),0.0353,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,O2(g),0.0304,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,H2S(g),3.1e-10,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,NaOH(g),1.11e-07,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,KH(g),6.51e-12,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,CO2(g),0.0866,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,N2(g),0.00308,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,Fe(g),0.271,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,H(g),0.0674,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,SO2(g),0.0627,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,Ni(g),0.0161,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,SiO(g),0.0322,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,Na(g),0.00533,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,OH(g),0.00941,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,O(g),0.0111,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,SO(g),0.00178,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,S2(g),1.63e-09,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,KCl(g),3.62e-06,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,HF(g),0.00019,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,NaCl(g),6.97e-06,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,Co(g),0.000735,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,K(g),0.000582,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,CrO2(g),0.00406,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,FeO(g),0.00193,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,Mg(g),0.0057,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,Mn(g),0.00194,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,PO2(g),0.00115,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,PO(g),0.00109,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,Ar(g),0.0,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,Zn(g),0.000182,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,ZnS(g),1.67e-15,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,ZnOH(g),1.55e-13,Murchison-vacc-Zn-GAS.csv
vacuum,1450.0,1e-10,ZnO(g),4.88e-11,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,H2(g),0.0536,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,C(g),5.3799999999999995e-24,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,N(g),7.22e-12,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,CH4(g),2.3999999999999998e-28,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,H2O(g),0.35,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,CO(g),0.0334,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,O2(g),0.00862,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,H2S(g),5.72e-10,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,NaOH(g),1.57e-07,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,KH(g),6.51e-12,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,CO2(g),0.1,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,N2(g),0.00338,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,Fe(g),0.296,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,H(g),0.0356,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,SO2(g),0.0693,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,Ni(g),0.0177,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,SiO(g),0.00578,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,Na(g),0.00584,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,OH(g),0.0046,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,O(g),0.00278,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,SO(g),0.00151,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,S2(g),2.91e-09,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,KCl(g),9.95e-06,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,HF(g),0.000208,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,NaCl(g),1.85e-05,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,Co(g),0.000807,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,K(g),0.000632,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,CrO2(g),0.00152,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,FeO(g),0.00178,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,Mg(g),0.00111,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,Mn(g),0.00213,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,PO2(g),0.00134,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,PO(g),0.00112,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,Ar(g),0.0,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,Zn(g),0.0002,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,ZnS(g),2.3e-15,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,ZnOH(g),1.51e-13,Murchison-vacc-Zn-GAS.csv
vacuum,1400.0,1e-10,ZnO(g),2.8e-11,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,H2(g),0.0564,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,C(g),7.94e-25,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,N(g),1.6e-12,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,CH4(g),5.14e-28,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,H2O(g),0.37,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,CO(g),0.0318,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,O2(g),0.00178,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,H2S(g),1.27e-09,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,NaOH(g),1.91e-07,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,KH(g),6.01e-12,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,CO2(g),0.106,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,N2(g),0.00349,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,Fe(g),0.304,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,H(g),0.0179,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,SO2(g),0.0716,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,Ni(g),0.0182,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,SiO(g),0.00102,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,Na(g),0.00599,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,OH(g),0.0019,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,O(g),0.000563,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,SO(g),0.00132,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,S2(g),7.28e-09,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,KCl(g),2.17e-05,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,HF(g),0.000214,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,NaCl(g),3.92e-05,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,Co(g),0.000831,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,K(g),0.00064,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,CrO2(g),0.000121,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,FeO(g),0.00137,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,Mg(g),0.000212,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,Mn(g),0.00219,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,PO2(g),0.00139,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,PO(g),0.00113,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,Ar(g),0.0,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,Zn(g),0.000206,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,ZnS(g),3.53e-15,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,ZnOH(g),1.22e-13,Murchison-vacc-Zn-GAS.csv
vacuum,1350.0,1e-10,ZnO(g),1.29e-11,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,H2(g),0.152,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,C(g),6.92e-25,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,N(g),3.32e-13,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,CH4(g),5.19e-26,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,H2O(g),0.336,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,CO(g),0.0692,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,O2(g),3.68e-05,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,H2S(g),7.2e-08,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,NaOH(g),1.38e-07,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,KH(g),9.7e-12,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,CO2(g),0.0869,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,N2(g),0.00396,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,Fe(g),0.219,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,H(g),0.0136,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,SO2(g),0.079,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,Ni(g),0.0207,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,SiO(g),0.000465,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,Na(g),0.00678,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,OH(g),0.000394,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,O(g),3.39e-05,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,SO(g),0.00359,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,S2(g),1.74e-06,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,KCl(g),3.68e-05,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,HF(g),0.000243,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,NaCl(g),6.42e-05,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,Co(g),0.000943,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,K(g),0.000713,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,CrO2(g),9.42e-06,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,FeO(g),0.000243,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,Mg(g),0.000106,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,Mn(g),0.00248,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,PO2(g),0.000841,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,PO(g),0.00199,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,Ar(g),0.0,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,Zn(g),0.000234,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,ZnS(g),5.78e-14,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,ZnOH(g),5.69e-14,Murchison-vacc-Zn-GAS.csv
vacuum,1300.0,1e-10,ZnO(g),2.06e-12,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,H2(g),0.289,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,C(g),2.99e-25,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,N(g),6.09e-14,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,CH4(g),1.64e-24,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,H2O(g),0.277,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,CO(g),0.112,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,O2(g),1.08e-06,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,H2S(g),1.89e-06,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,NaOH(g),1.11e-07,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,KH(g),1.31e-11,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,CO2(g),0.0683,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,N2(g),0.00457,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,Fe(g),0.105,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,H(g),0.00822,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,SO2(g),0.087,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,Ni(g),0.0239,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,SiO(g),0.000139,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,Na(g),0.00778,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,OH(g),8.1e-05,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,O(g),2.28e-06,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,SO(g),0.00753,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,S2(g),0.000167,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,KCl(g),6.59e-05,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,HF(g),0.000281,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,NaCl(g),0.000112,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,Co(g),0.00109,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,K(g),0.0008,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,CrO2(g),7.19e-07,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,FeO(g),3.58e-05,Murchison-vacc-Zn-GAS.csv
vacuum,1250.0,1e-10,Mg(g),3.64e-05,Murchison-vacc-Zn-GAS.csv
