source_file,condition,generation,well,well_index,n,initial,maximum,final,linear_slope_per_hour,peak_gain,post_peak_loss
FR_inc.xlsx,FR,gen2,C7,31,103,0.758,0.94,0.568,-0.01145787022800156,0.18199999999999994,0.372
FR_inc.xlsx,FR,gen2,C8,32,103,0.772,0.986,0.588,-0.011349997803452964,0.21399999999999997,0.398
FR_inc.xlsx,FR,gen2,C9,33,103,0.869,0.97,0.547,-0.013160897069806218,0.10099999999999998,0.42299999999999993
FR_inc.xlsx,FR,gen2,D1,37,103,0.738,0.892,0.403,-0.0237053771471247,0.15400000000000003,0.489
FR_inc.xlsx,FR,gen2,D10,46,103,0.768,0.995,0.516,-0.02033622545358692,0.22699999999999998,0.479
FR_inc.xlsx,FR,gen2,D11,47,103,0.806,1.059,0.605,-0.016958243640996302,0.2529999999999999,0.45399999999999996
FR_inc.xlsx,FR,gen2,D12,48,103,0.749,1.047,0.501,-0.02403004876334396,0.29799999999999993,0.5459999999999999
FR_inc.xlsx,FR,gen2,D2,38,103,0.77,0.975,0.513,-0.01950948908316125,0.20499999999999996,0.46199999999999997
FR_inc.xlsx,FR,gen2,D3,39,103,0.436,0.469,0.239,-0.011793678337653192,0.032999999999999974,0.22999999999999998
FR_inc.xlsx,FR,gen2,D4,40,103,0.768,1.011,0.622,-0.018508588498879718,0.24299999999999988,0.3889999999999999
FR_inc.xlsx,FR,gen2,D5,41,103,0.671,0.844,0.359,-0.02319481175591968,0.17299999999999993,0.485
FR_inc.xlsx,FR,gen2,D6,42,103,0.698,0.939,0.467,-0.02190080393621224,0.241,0.4719999999999999
FR_inc.xlsx,FR,gen2,D7,43,103,0.827,0.995,0.486,-0.018424175196590935,0.16800000000000004,0.509
FR_inc.xlsx,FR,gen2,D8,44,103,0.673,0.673,0.321,-0.017981351315731645,0.0,0.35200000000000004
FR_inc.xlsx,FR,gen2,D9,45,103,0.727,0.984,0.458,-0.03191745376268502,0.257,0.526
FR_inc.xlsx,FR,gen2,E1,49,103,0.494,0.87,0.526,-0.008942604226156446,0.376,0.344
FR_inc.xlsx,FR,gen2,E10,58,103,0.895,1.116,0.653,-0.01536196898475591,0.22100000000000009,0.4630000000000001
FR_inc.xlsx,FR,gen2,E11,59,103,0.811,1.278,0.547,-0.04085340245134643,0.46699999999999997,0.731
FR_inc.xlsx,FR,gen2,E12,60,103,0.785,0.966,0.556,-0.01469186838290204,0.18099999999999994,0.4099999999999999
FR_inc.xlsx,FR,gen2,E2,50,103,0.683,0.935,0.42,-0.02299844045161002,0.252,0.5150000000000001
FR_inc.xlsx,FR,gen2,E3,51,103,0.721,0.923,0.506,-0.013689913456047047,0.20200000000000007,0.41700000000000004
FR_inc.xlsx,FR,gen2,E4,52,103,0.55,0.55,0.346,-0.011357312305056419,0.0,0.20400000000000007
FR_inc.xlsx,FR,gen2,E5,53,103,0.649,0.883,0.439,-0.020926789087554326,0.23399999999999999,0.444
FR_inc.xlsx,FR,gen2,E6,54,103,0.694,0.92,0.488,-0.015284408909194714,0.2260000000000001,0.43200000000000005
FR_inc.xlsx,FR,gen2,E7,55,103,0.721,0.912,0.456,-0.02055085006369982,0.19100000000000006,0.456
FR_inc.xlsx,FR,gen2,E8,56,103,0.616,0.794,0.352,-0.02306789526863767,0.17800000000000005,0.44200000000000006
FR_inc.xlsx,FR,gen2,E9,57,103,0.636,0.644,0.32,-0.020862605983394074,0.008000000000000007,0.324
FR_inc.xlsx,FR,gen2,F1,61,103,0.671,0.705,0.347,-0.02071335061283659,0.03399999999999992,0.358
FR_inc.xlsx,FR,gen2,F10,70,103,0.734,0.962,0.556,-0.019981175591969377,0.22799999999999998,0.4059999999999999
FR_inc.xlsx,FR,gen2,F11,71,103,0.746,1.054,0.686,-0.016802464525765434,0.30800000000000005,0.368
FR_inc.xlsx,FR,gen2,F12,72,103,0.693,0.999,0.573,-0.020624851733075596,0.30600000000000005,0.42600000000000005
FR_inc.xlsx,FR,gen2,F2,62,103,0.806,0.906,0.393,-0.024707463866801366,0.09999999999999998,0.513
FR_inc.xlsx,FR,gen2,F3,63,103,0.664,0.93,0.491,-0.020517835961867903,0.266,0.43900000000000006
FR_inc.xlsx,FR,gen2,F4,64,103,0.686,0.932,0.443,-0.019374994508632396,0.246,0.48900000000000005
FR_inc.xlsx,FR,gen2,F5,65,103,0.821,0.967,0.5,-0.018142270351008176,0.14600000000000002,0.46699999999999997
FR_inc.xlsx,FR,gen2,F6,66,103,0.664,0.737,0.402,-0.013126367350524946,0.07299999999999995,0.33499999999999996
FR_inc.xlsx,FR,gen2,F7,67,103,0.726,0.97,0.621,-0.016865659183763086,0.244,0.349
FR_inc.xlsx,FR,gen2,F8,68,103,0.739,1.008,0.56,-0.020798225190001317,0.269,0.44799999999999995
FR_inc.xlsx,FR,gen2,F9,69,103,0.759,1.043,0.508,-0.03189162236963488,0.2839999999999999,0.5349999999999999
FR_inc.xlsx,FR,gen2,G1,73,103,0.596,0.596,0.274,-0.015606576461802026,0.0,0.32199999999999995
FR_inc.xlsx,FR,gen2,G10,82,103,0.693,0.895,0.405,-0.02874144444932562,0.20200000000000007,0.49
FR_inc.xlsx,FR,gen2,G11,83,103,0.625,0.625,0.324,-0.01561837191934277,0.0,0.301
FR_inc.xlsx,FR,gen2,G12,84,103,0.708,0.953,0.472,-0.021096604138294575,0.245,0.481
FR_inc.xlsx,FR,gen2,G2,74,103,0.658,0.867,0.486,-0.02053918639898078,0.20899999999999996,0.381
FR_inc.xlsx,FR,gen2,G3,75,103,0.631,0.811,0.393,-0.019072529982866893,0.18000000000000005,0.41800000000000004
FR_inc.xlsx,FR,gen2,G4,76,103,0.721,0.892,0.462,-0.01980964723454726,0.17100000000000004,0.43
FR_inc.xlsx,FR,gen2,G5,77,103,0.7,0.864,0.428,-0.026164697096164785,0.16400000000000003,0.436
FR_inc.xlsx,FR,gen2,G6,78,103,0.74,0.962,0.644,-0.012174361903088314,0.22199999999999998,0.31799999999999995
FR_inc.xlsx,FR,gen2,G7,79,103,0.566,0.758,0.292,-0.032070333435838844,0.19200000000000006,0.466
FR_inc.xlsx,FR,gen2,G8,80,103,0.772,0.922,0.457,-0.026908338092518545,0.15000000000000002,0.465
FR_inc.xlsx,FR,gen2,G9,81,103,0.488,0.488,0.29,-0.008336620832052008,0.0,0.198
FR_inc.xlsx,FR,gen2,H1,85,103,0.705,0.892,0.47,-0.013957123402012012,0.18700000000000006,0.42200000000000004
FR_inc.xlsx,FR,gen2,H10,94,103,0.61,0.722,0.38,-0.01708087686157358,0.11199999999999999,0.34199999999999997
FR_inc.xlsx,FR,gen2,H11,95,103,0.711,0.953,0.541,-0.023863858015200093,0.242,0.4119999999999999
FR_inc.xlsx,FR,gen2,H12,96,103,0.648,0.889,0.522,-0.013849778148750137,0.241,0.367
FR_inc.xlsx,FR,gen2,H2,86,103,0.696,0.696,0.383,-0.01691956244783199,0.0,0.31299999999999994
FR_inc.xlsx,FR,gen2,H3,87,103,0.732,0.996,0.552,-0.01431816983701619,0.264,0.44399999999999995
FR_inc.xlsx,FR,gen2,H4,88,103,0.897,0.991,0.47,-0.01926916487281989,0.09399999999999997,0.521
FR_inc.xlsx,FR,gen2,H5,89,103,0.741,0.856,0.404,-0.01932576988973331,0.11499999999999999,0.45199999999999996
FR_inc.xlsx,FR,gen2,H6,90,103,0.811,1.193,0.698,-0.02993990247331189,0.382,0.4950000000000001
FR_inc.xlsx,FR,gen2,H7,91,103,0.761,0.924,0.365,-0.027060690594385615,0.16300000000000003,0.559
FR_inc.xlsx,FR,gen2,H8,92,103,0.546,0.822,0.432,-0.0165332117910644,0.2759999999999999,0.38999999999999996
FR_inc.xlsx,FR,gen2,H9,93,103,0.752,0.997,0.547,-0.0144309185959671,0.245,0.44999999999999996
FU_inc.xlsx,FU,gen1,well_001,1,103,0.212,0.465,0.137,-0.018007116812370938,0.253,0.328
FU_inc.xlsx,FU,gen1,well_002,2,103,0.164,0.265,0.12,-0.008976013706453442,0.101,0.14500000000000002
FU_inc.xlsx,FU,gen1,well_003,3,103,0.239,0.436,0.121,-0.015675372314721252,0.197,0.315
FU_inc.xlsx,FU,gen1,well_004,4,103,0.309,0.409,0.119,-0.016208606071255967,0.09999999999999998,0.29
FU_inc.xlsx,FU,gen1,well_005,5,103,0.354,0.464,0.143,-0.017616351096076954,0.11000000000000004,0.32100000000000006
FU_inc.xlsx,FU,gen1,well_006,6,103,0.279,0.43,0.125,-0.016950204278873594,0.15099999999999997,0.305
FU_inc.xlsx,FU,gen1,well_007,7,103,0.29,0.391,0.118,-0.013911918464174309,0.10100000000000003,0.273
FU_inc.xlsx,FU,gen1,well_008,8,103,0.324,0.374,0.125,-0.015199666124851711,0.04999999999999999,0.249
FU_inc.xlsx,FU,gen1,well_009,9,103,0.32,0.394,0.115,-0.014596186794359256,0.07400000000000001,0.279
FU_inc.xlsx,FU,gen1,well_010,10,103,0.239,0.497,0.157,-0.016006238193559705,0.258,0.33999999999999997
FU_inc.xlsx,FU,gen1,well_011,11,103,0.419,0.528,0.148,-0.021060624697974775,0.10900000000000004,0.38
FU_inc.xlsx,FU,gen1,well_012,12,103,0.429,0.429,0.132,-0.015920309273821542,0.0,0.297
FU_inc.xlsx,FU,gen1,well_013,13,103,0.214,0.423,0.155,-0.012479462285287514,0.209,0.268
FU_inc.xlsx,FU,gen1,well_014,14,103,0.24,0.456,0.127,-0.01708166761850369,0.21600000000000003,0.329
FU_inc.xlsx,FU,gen1,well_015,15,103,0.334,0.495,0.129,-0.018206453455168452,0.16099999999999998,0.366
FU_inc.xlsx,FU,gen1,well_016,16,103,0.335,0.471,0.136,-0.01915760224926414,0.13599999999999995,0.33499999999999996
FU_inc.xlsx,FU,gen1,well_017,17,103,0.216,0.422,0.121,-0.01593170935289724,0.206,0.301
FU_inc.xlsx,FU,gen1,well_018,18,103,0.285,0.419,0.12,-0.015862056846637086,0.134,0.299
FU_inc.xlsx,FU,gen1,well_019,19,103,0.324,0.424,0.116,-0.01642138558186529,0.09999999999999998,0.308
FU_inc.xlsx,FU,gen1,well_020,20,103,0.323,0.483,0.14,-0.01946533848789702,0.15999999999999998,0.34299999999999997
FU_inc.xlsx,FU,gen1,well_021,21,103,0.269,0.499,0.13,-0.017379058120634356,0.22999999999999998,0.369
FU_inc.xlsx,FU,gen1,well_022,22,103,0.181,0.375,0.131,-0.012325066994684346,0.194,0.244
FU_inc.xlsx,FU,gen1,well_023,23,103,0.442,0.505,0.161,-0.02321332864736631,0.063,0.344
FU_inc.xlsx,FU,gen1,well_024,24,103,0.423,0.454,0.133,-0.019608729077889537,0.031000000000000028,0.321
FU_inc.xlsx,FU,gen1,well_025,25,103,0.191,0.474,0.15,-0.014503602337126028,0.283,0.32399999999999995
FU_inc.xlsx,FU,gen1,well_026,26,103,0.303,0.559,0.147,-0.021090080393621206,0.25600000000000006,0.41200000000000003
FU_inc.xlsx,FU,gen1,well_027,27,103,0.177,0.328,0.111,-0.009963537319334,0.15100000000000002,0.21700000000000003
FU_inc.xlsx,FU,gen1,well_028,28,103,0.283,0.37,0.113,-0.013870403725343752,0.08700000000000002,0.257
FU_inc.xlsx,FU,gen1,well_029,29,103,0.323,0.451,0.136,-0.01904195404823615,0.128,0.315
FU_inc.xlsx,FU,gen1,well_030,30,103,0.215,0.518,0.138,-0.01925651276193822,0.30300000000000005,0.38
FU_inc.xlsx,FU,gen1,well_031,31,103,0.354,0.36,0.127,-0.013726156482010267,0.006000000000000005,0.23299999999999998
FU_inc.xlsx,FU,gen1,well_032,32,103,0.321,0.418,0.119,-0.015166454333787277,0.09699999999999998,0.299
FU_inc.xlsx,FU,gen1,well_033,33,103,0.325,0.435,0.129,-0.016118723366867257,0.10999999999999999,0.306
FU_inc.xlsx,FU,gen1,well_034,34,103,0.331,0.359,0.121,-0.013445108289768476,0.02799999999999997,0.238
FU_inc.xlsx,FU,gen1,well_035,35,103,0.426,0.603,0.175,-0.02642940297851774,0.177,0.428
FU_inc.xlsx,FU,gen1,well_036,36,103,0.358,0.498,0.134,-0.020693581689583965,0.14,0.364
FU_inc.xlsx,FU,gen1,well_037,37,103,0.273,0.462,0.157,-0.014455366164389562,0.189,0.30500000000000005
FU_inc.xlsx,FU,gen1,well_038,38,103,0.47,0.546,0.152,-0.02710134867987522,0.07600000000000007,0.394
FU_inc.xlsx,FU,gen1,well_039,39,103,0.273,0.389,0.129,-0.014824649650749014,0.11599999999999999,0.26
FU_inc.xlsx,FU,gen1,well_040,40,103,0.357,0.445,0.134,-0.017671967666827743,0.08800000000000002,0.311
FU_inc.xlsx,FU,gen1,well_041,41,103,0.342,0.573,0.153,-0.0233189605939463,0.23099999999999993,0.41999999999999993
FU_inc.xlsx,FU,gen1,well_042,42,103,0.324,0.531,0.14,-0.022929249220225784,0.20700000000000002,0.391
FU_inc.xlsx,FU,gen1,well_043,43,103,0.259,0.367,0.105,-0.01149536528577076,0.10799999999999998,0.262
FU_inc.xlsx,FU,gen1,well_044,44,103,0.414,0.495,0.17,-0.020214976057637387,0.08100000000000002,0.32499999999999996
FU_inc.xlsx,FU,gen1,well_045,45,103,0.28,0.467,0.13,-0.018660677415103438,0.187,0.337
FU_inc.xlsx,FU,gen1,well_046,46,103,0.448,0.52,0.196,-0.018300487633440207,0.07200000000000001,0.324
FU_inc.xlsx,FU,gen1,well_047,47,103,0.265,0.619,0.133,-0.023370821069279075,0.354,0.486
FU_inc.xlsx,FU,gen1,well_048,48,103,0.355,0.527,0.151,-0.024345692571277926,0.17200000000000004,0.376
UR_inc.xlsx,UR,gen1,UU,49,103,0.262,0.301,0.231,-0.003781267846944589,0.03899999999999998,0.06999999999999998
UR_inc.xlsx,UR,gen1,UU,50,103,0.22,0.236,0.209,-0.0013691297280674713,0.015999999999999986,0.026999999999999996
UR_inc.xlsx,UR,gen1,UU,51,103,0.215,0.224,0.197,-0.0016286297939638755,0.009000000000000008,0.026999999999999996
UR_inc.xlsx,UR,gen1,UU,52,103,0.195,0.195,0.146,-0.0019084259543996791,0.0,0.049000000000000016
UR_inc.xlsx,UR,gen1,UU,53,103,0.258,0.258,0.192,-0.003317620700259183,0.0,0.066
UR_inc.xlsx,UR,gen1,UU,54,103,0.291,0.297,0.257,-0.0020980099283925573,0.006000000000000005,0.03999999999999998
UR_inc.xlsx,UR,gen1,UU,55,103,0.312,0.329,0.252,-0.004263036506611586,0.017000000000000015,0.07700000000000001
UR_inc.xlsx,UR,gen1,UU,56,103,0.185,0.185,0.151,-0.0016737029389799153,0.0,0.034
UR_inc.xlsx,UR,gen1,UU,57,103,0.191,0.191,0.171,-0.001076681456749981,0.0,0.01999999999999999
UR_inc.xlsx,UR,gen1,UU,58,103,0.165,0.165,0.144,-0.0008504590783288647,0.0,0.02100000000000002
UR_inc.xlsx,UR,gen1,UU,59,103,0.217,0.231,0.197,0.0002538329745639921,0.014000000000000012,0.034
UR_inc.xlsx,UR,gen1,UU,60,103,0.148,0.164,0.151,-0.00043728858234854263,0.016000000000000014,0.013000000000000012
UR_inc.xlsx,UR,gen1,UU,61,103,0.209,0.213,0.192,-0.0010872907788955625,0.0040000000000000036,0.02099999999999999
UR_inc.xlsx,UR,gen1,UU,62,103,0.235,0.235,0.207,-0.0015595703554013034,0.0,0.027999999999999997
UR_inc.xlsx,UR,gen1,UU,63,103,0.194,0.195,0.18,-0.0008918420243377322,0.0010000000000000009,0.015000000000000013
UR_inc.xlsx,UR,gen1,UU,64,103,0.213,0.213,0.178,-0.0012393137987084194,0.0,0.035
UR_inc.xlsx,UR,gen1,UU,65,103,0.199,0.204,0.185,-0.0011769757940517424,0.004999999999999977,0.01899999999999999
UR_inc.xlsx,UR,gen1,UU,66,103,0.214,0.214,0.192,-0.0012719325220752883,0.0,0.021999999999999992
UR_inc.xlsx,UR,gen1,UU,67,103,0.257,0.262,0.212,-0.0031690242938101146,0.0050000000000000044,0.05000000000000002
UR_inc.xlsx,UR,gen1,UU,68,103,0.224,0.224,0.186,-0.0022192593243421234,0.0,0.038000000000000006
UR_inc.xlsx,UR,gen1,UU,69,103,0.233,0.253,0.189,-0.0029988138646048312,0.01999999999999999,0.064
UR_inc.xlsx,UR,gen1,UU,70,103,0.183,0.183,0.153,-0.0012260686201291508,0.0,0.03
UR_inc.xlsx,UR,gen1,UU,71,103,0.161,0.164,0.16,0.0002185783947634379,0.0030000000000000027,0.0040000000000000036
UR_inc.xlsx,UR,gen1,UU,72,103,0.166,0.166,0.151,-0.000467205552870876,0.0,0.015000000000000013
UR_inc.xlsx,UR,gen1,UU,73,103,0.184,0.184,0.149,-0.0006044018802442489,0.0,0.035
UR_inc.xlsx,UR,gen1,UU,74,103,0.292,0.294,0.253,-0.0025401748451434098,0.0020000000000000018,0.04099999999999998
UR_inc.xlsx,UR,gen1,UU,75,103,0.235,0.251,0.192,-0.0030744629442516188,0.016000000000000014,0.059
UR_inc.xlsx,UR,gen1,UU,76,103,0.251,0.251,0.193,-0.0027447832008083224,0.0,0.057999999999999996
UR_inc.xlsx,UR,gen1,UU,77,103,0.176,0.182,0.182,0.0007570838641655361,0.006000000000000005,0.0
UR_inc.xlsx,UR,gen1,UU,78,103,0.319,0.329,0.283,-0.0027558537978298004,0.010000000000000009,0.04600000000000004
UR_inc.xlsx,UR,gen1,UU,79,103,0.307,0.326,0.248,-0.004160304002108669,0.019000000000000017,0.07800000000000001
UR_inc.xlsx,UR,gen1,UU,80,103,0.26,0.26,0.187,-0.002017352721521763,0.0,0.07300000000000001
UR_inc.xlsx,UR,gen1,UU,81,103,0.155,0.155,0.135,-0.0004243069894126359,0.0,0.01999999999999999
UR_inc.xlsx,UR,gen1,UU,82,103,0.14,0.14,0.123,-0.0004884900935728958,0.0,0.017000000000000015
UR_inc.xlsx,UR,gen1,UU,83,103,0.16,0.16,0.115,-0.0008387954136097945,0.0,0.045
UR_inc.xlsx,UR,gen1,UU,84,103,0.211,0.229,0.208,-0.0009873259236480145,0.018000000000000016,0.02100000000000002
UR_inc.xlsx,UR,gen1,UU,85,103,0.244,0.244,0.159,-0.0012581601722092743,0.0,0.08499999999999999
UR_inc.xlsx,UR,gen1,UU,86,103,0.215,0.215,0.179,-0.001113583446821593,0.0,0.036000000000000004
UR_inc.xlsx,UR,gen1,UU,87,103,0.176,0.176,0.151,-0.0007022580503448529,0.0,0.024999999999999994
UR_inc.xlsx,UR,gen1,UU,88,103,0.153,0.153,0.142,-0.0005216359882264971,0.0,0.01100000000000001
UR_inc.xlsx,UR,gen1,UU,89,103,0.18,0.18,0.127,-0.001632254096560197,0.0,0.05299999999999999
UR_inc.xlsx,UR,gen1,UU,90,103,0.256,0.257,0.198,-0.0037895707947107,0.0010000000000000009,0.059
UR_inc.xlsx,UR,gen1,UU,91,103,0.164,0.164,0.137,-0.0010700259192549212,0.0,0.026999999999999996
UR_inc.xlsx,UR,gen1,UU,92,103,0.266,0.266,0.176,-0.0024014629003206926,0.0,0.09000000000000002
UR_inc.xlsx,UR,gen1,UU,93,103,0.216,0.216,0.171,-0.0019989676228967935,0.0,0.044999999999999984
UR_inc.xlsx,UR,gen1,UU,94,103,0.163,0.163,0.138,-0.0011953608926767029,0.0,0.024999999999999994
UR_inc.xlsx,UR,gen1,UU,95,103,0.178,0.178,0.132,-0.002609761454992739,0.0,0.045999999999999985
UR_inc.xlsx,UR,gen1,UU,96,103,0.152,0.152,0.138,-0.0007598515134208933,0.0,0.013999999999999985
UR_inc.xlsx,UR,gen1,well_001,1,103,0.528,0.644,0.39,-0.013772481658832296,0.11599999999999999,0.254
UR_inc.xlsx,UR,gen1,well_002,2,103,0.625,0.697,0.359,-0.021780213504371076,0.07199999999999995,0.33799999999999997
UR_inc.xlsx,UR,gen1,well_003,3,103,0.594,0.643,0.445,-0.0126747133506128,0.049000000000000044,0.198
UR_inc.xlsx,UR,gen1,well_004,4,103,0.549,0.59,0.413,-0.010710736721873192,0.040999999999999925,0.177
UR_inc.xlsx,UR,gen1,well_005,5,103,0.626,0.651,0.414,-0.013725102139436774,0.025000000000000022,0.23700000000000004
UR_inc.xlsx,UR,gen1,well_006,6,103,0.564,0.58,0.371,-0.012349646355928463,0.016000000000000014,0.20899999999999996
UR_inc.xlsx,UR,gen1,well_007,7,103,0.743,0.785,0.465,-0.016477727013135324,0.04200000000000004,0.32
UR_inc.xlsx,UR,gen1,well_008,8,103,0.725,0.741,0.495,-0.01614270966041381,0.016000000000000014,0.246
UR_inc.xlsx,UR,gen1,well_009,9,103,0.597,0.613,0.412,-0.011576088389052382,0.016000000000000014,0.201
UR_inc.xlsx,UR,gen1,well_010,10,103,0.633,0.651,0.468,-0.012197359750472226,0.018000000000000016,0.183
UR_inc.xlsx,UR,gen1,well_011,11,103,0.632,0.657,0.474,-0.012181939990335146,0.025000000000000022,0.18300000000000005
UR_inc.xlsx,UR,gen1,well_012,12,103,0.78,0.833,0.469,-0.020816280806572038,0.052999999999999936,0.364
UR_inc.xlsx,UR,gen1,well_013,13,103,0.388,0.423,0.368,-0.0027736458287571744,0.034999999999999976,0.05499999999999999
UR_inc.xlsx,UR,gen1,well_014,14,103,0.422,0.422,0.226,-0.007756468830997656,0.0,0.19599999999999998
UR_inc.xlsx,UR,gen1,well_015,15,103,0.364,0.364,0.309,-0.002074287220489367,0.0,0.05499999999999999
UR_inc.xlsx,UR,gen1,well_016,16,103,0.336,0.336,0.277,-0.002033826824232287,0.0,0.059
UR_inc.xlsx,UR,gen1,well_017,17,103,0.693,0.693,0.38,-0.013256776347581562,0.0,0.31299999999999994
UR_inc.xlsx,UR,gen1,well_018,18,103,0.656,0.669,0.264,-0.017510587356675295,0.013000000000000012,0.405
UR_inc.xlsx,UR,gen1,well_019,19,103,0.613,0.613,0.446,-0.010294271405350764,0.0,0.16699999999999998
UR_inc.xlsx,UR,gen1,well_020,20,103,0.604,0.644,0.369,-0.01551023590915079,0.040000000000000036,0.275
UR_inc.xlsx,UR,gen1,well_021,21,103,0.536,0.536,0.334,-0.010817620700259175,0.0,0.202
UR_inc.xlsx,UR,gen1,well_022,22,103,0.57,0.578,0.311,-0.016752976321223013,0.008000000000000007,0.26699999999999996
UR_inc.xlsx,UR,gen1,well_023,23,103,0.495,0.529,0.291,-0.01573962131529234,0.03400000000000003,0.23800000000000004
UR_inc.xlsx,UR,gen1,well_024,24,103,0.667,0.671,0.369,-0.01987626850590868,0.0040000000000000036,0.30200000000000005
UR_inc.xlsx,UR,gen1,well_025,25,103,0.474,0.474,0.317,-0.007564051311338563,0.0,0.15699999999999997
UR_inc.xlsx,UR,gen1,well_026,26,103,0.511,0.675,0.391,-0.016781970741993564,0.16400000000000003,0.28400000000000003
UR_inc.xlsx,UR,gen1,well_027,27,103,0.613,0.613,0.37,-0.013963449457452861,0.0,0.243
UR_inc.xlsx,UR,gen1,well_028,28,103,0.617,0.617,0.396,-0.013489192988621864,0.0,0.22099999999999997
UR_inc.xlsx,UR,gen1,well_029,29,103,0.372,0.713,0.447,-0.011766858498440426,0.34099999999999997,0.26599999999999996
UR_inc.xlsx,UR,gen1,well_030,30,103,0.459,0.57,0.391,-0.011012146905065214,0.11099999999999993,0.17899999999999994
UR_inc.xlsx,UR,gen1,well_031,31,103,0.734,0.839,0.465,-0.021907591266528983,0.10499999999999998,0.37399999999999994
UR_inc.xlsx,UR,gen1,well_032,32,103,0.619,0.76,0.328,-0.026405877959847092,0.14100000000000001,0.432
UR_inc.xlsx,UR,gen1,well_033,33,103,0.445,0.49,0.262,-0.013100206475420626,0.044999999999999984,0.22799999999999998
UR_inc.xlsx,UR,gen1,well_034,34,103,0.533,0.551,0.415,-0.0067508896015463496,0.018000000000000016,0.13600000000000007
UR_inc.xlsx,UR,gen1,well_035,35,103,0.596,0.669,0.4,-0.017029609453938385,0.07300000000000006,0.269
UR_inc.xlsx,UR,gen1,well_036,36,103,0.54,0.54,0.304,-0.015068795852919198,0.0,0.23600000000000004
UR_inc.xlsx,UR,gen1,well_037,37,103,0.558,0.558,0.377,-0.0050862803672626425,0.0,0.18100000000000005
UR_inc.xlsx,UR,gen1,well_038,38,103,0.588,0.607,0.455,-0.009676426657294715,0.019000000000000017,0.15199999999999997
UR_inc.xlsx,UR,gen1,well_039,39,103,0.529,0.552,0.358,-0.012398541492773325,0.02300000000000002,0.19400000000000006
UR_inc.xlsx,UR,gen1,well_040,40,103,0.531,0.63,0.432,-0.012391556473224055,0.09899999999999998,0.198
UR_inc.xlsx,UR,gen1,well_041,41,103,0.522,0.595,0.474,-0.007046632693405929,0.07299999999999995,0.121
UR_inc.xlsx,UR,gen1,well_042,42,103,0.644,0.704,0.576,-0.006231164609234261,0.05999999999999994,0.128
UR_inc.xlsx,UR,gen1,well_043,43,103,0.723,0.79,0.467,-0.019350810525853315,0.06700000000000006,0.323
UR_inc.xlsx,UR,gen1,well_044,44,103,0.68,0.68,0.377,-0.017153626499143315,0.0,0.30300000000000005
UR_inc.xlsx,UR,gen1,well_045,45,103,0.591,0.674,0.443,-0.014797895707947066,0.08300000000000007,0.23100000000000004
UR_inc.xlsx,UR,gen1,well_046,46,103,0.675,0.675,0.353,-0.016795018231340303,0.0,0.32200000000000006
UR_inc.xlsx,UR,gen1,well_047,47,103,0.465,0.579,0.412,-0.010016649826472757,0.11399999999999993,0.16699999999999998
UR_inc.xlsx,UR,gen1,well_048,48,103,0.454,0.479,0.275,-0.012328888986513192,0.024999999999999967,0.20399999999999996
UR_inc.xlsx,UR,gen2,well_001,1,103,0.753,0.753,0.405,-0.015409612089794812,0.0,0.348
UR_inc.xlsx,UR,gen2,well_002,2,103,0.828,0.828,0.416,-0.0187570838641655,0.0,0.412
UR_inc.xlsx,UR,gen2,well_003,3,103,0.746,0.746,0.549,-0.012244212098580995,0.0,0.19699999999999995
UR_inc.xlsx,UR,gen2,well_004,4,103,0.797,0.81,0.649,-0.009933356763168259,0.013000000000000012,0.16100000000000003
UR_inc.xlsx,UR,gen2,well_005,5,103,0.675,0.675,0.536,-0.008451017001273972,0.0,0.139
UR_inc.xlsx,UR,gen2,well_006,6,103,0.674,0.674,0.511,-0.006644005623160364,0.0,0.16300000000000003
UR_inc.xlsx,UR,gen2,well_007,7,103,0.71,0.714,0.607,-0.0066186355049861235,0.0040000000000000036,0.10699999999999998
UR_inc.xlsx,UR,gen2,well_008,8,103,0.75,0.754,0.55,-0.013190879936739404,0.0040000000000000036,0.20399999999999996
UR_inc.xlsx,UR,gen2,well_009,9,103,0.619,0.665,0.485,-0.011337806967447132,0.04600000000000004,0.18000000000000005
UR_inc.xlsx,UR,gen2,well_010,10,103,0.838,0.887,0.661,-0.013764310503887827,0.049000000000000044,0.22599999999999998
UR_inc.xlsx,UR,gen2,well_011,11,103,0.699,0.699,0.317,-0.017846000087861847,0.0,0.38199999999999995
UR_inc.xlsx,UR,gen2,well_012,12,103,0.686,0.881,0.498,-0.021291525721565684,0.19499999999999995,0.383
UR_inc.xlsx,UR,gen2,well_013,13,103,0.843,0.843,0.423,-0.0167917234107982,0.0,0.42
UR_inc.xlsx,UR,gen2,well_014,14,103,0.412,0.412,0.265,-0.005892391161094753,0.0,0.14699999999999996
UR_inc.xlsx,UR,gen2,well_015,15,103,0.733,0.733,0.443,-0.009443219259324315,0.0,0.29
UR_inc.xlsx,UR,gen2,well_016,16,103,0.512,0.512,0.39,-0.004689781663225388,0.0,0.122
UR_inc.xlsx,UR,gen2,well_017,17,103,0.669,0.669,0.492,-0.00823434960242494,0.0,0.17700000000000005
UR_inc.xlsx,UR,gen2,well_018,18,103,0.466,0.466,0.395,-0.0029522251021394117,0.0,0.07100000000000001
UR_inc.xlsx,UR,gen2,well_019,19,103,0.769,0.769,0.628,-0.00750540350568902,0.0,0.14100000000000001
