source_file,sheet,condition,arm,generation,well,measurement,value,header_original
FR2_log.xlsx,drdata,FR,drift,1,A1,pre_amphiphile_turbidity_A400,0.635,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,A2,pre_amphiphile_turbidity_A400,0.467,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,A3,pre_amphiphile_turbidity_A400,0.561,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,A4,pre_amphiphile_turbidity_A400,0.888,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,A5,pre_amphiphile_turbidity_A400,0.453,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,A6,pre_amphiphile_turbidity_A400,0.451,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,A7,pre_amphiphile_turbidity_A400,0.175,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,A8,pre_amphiphile_turbidity_A400,0.668,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,A9,pre_amphiphile_turbidity_A400,0.618,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,A10,pre_amphiphile_turbidity_A400,0.508,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,A11,pre_amphiphile_turbidity_A400,0.524,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,A12,pre_amphiphile_turbidity_A400,0.538,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,B1,pre_amphiphile_turbidity_A400,0.525,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,B2,pre_amphiphile_turbidity_A400,0.453,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,B3,pre_amphiphile_turbidity_A400,0.517,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,B4,pre_amphiphile_turbidity_A400,0.683,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,B5,pre_amphiphile_turbidity_A400,0.761,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,B6,pre_amphiphile_turbidity_A400,0.653,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,B7,pre_amphiphile_turbidity_A400,0.568,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,B8,pre_amphiphile_turbidity_A400,0.53,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,B9,pre_amphiphile_turbidity_A400,0.672,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,B10,pre_amphiphile_turbidity_A400,0.701,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,B11,pre_amphiphile_turbidity_A400,0.476,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,B12,pre_amphiphile_turbidity_A400,0.619,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,C1,pre_amphiphile_turbidity_A400,0.575,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,C2,pre_amphiphile_turbidity_A400,0.444,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,C3,pre_amphiphile_turbidity_A400,0.518,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,C4,pre_amphiphile_turbidity_A400,0.887,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,C5,pre_amphiphile_turbidity_A400,0.153,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,C6,pre_amphiphile_turbidity_A400,0.544,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,C7,pre_amphiphile_turbidity_A400,0.631,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,C8,pre_amphiphile_turbidity_A400,0.605,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,C9,pre_amphiphile_turbidity_A400,0.603,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,C10,pre_amphiphile_turbidity_A400,0.547,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,C11,pre_amphiphile_turbidity_A400,0.574,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,C12,pre_amphiphile_turbidity_A400,0.514,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,D1,pre_amphiphile_turbidity_A400,0.484,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,D2,pre_amphiphile_turbidity_A400,0.489,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,D3,pre_amphiphile_turbidity_A400,0.653,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,D4,pre_amphiphile_turbidity_A400,0.575,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,D5,pre_amphiphile_turbidity_A400,0.271,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,D6,pre_amphiphile_turbidity_A400,0.497,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,D7,pre_amphiphile_turbidity_A400,0.564,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,D8,pre_amphiphile_turbidity_A400,0.486,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,D9,pre_amphiphile_turbidity_A400,0.381,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,D10,pre_amphiphile_turbidity_A400,0.462,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,D11,pre_amphiphile_turbidity_A400,0.467,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,D12,pre_amphiphile_turbidity_A400,0.694,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,E1,pre_amphiphile_turbidity_A400,0.685,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,E2,pre_amphiphile_turbidity_A400,0.701,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,E3,pre_amphiphile_turbidity_A400,0.138,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,E4,pre_amphiphile_turbidity_A400,0.674,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,E5,pre_amphiphile_turbidity_A400,0.375,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,E6,pre_amphiphile_turbidity_A400,0.682,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,E7,pre_amphiphile_turbidity_A400,0.393,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,E8,pre_amphiphile_turbidity_A400,0.619,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,E9,pre_amphiphile_turbidity_A400,0.413,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,E10,pre_amphiphile_turbidity_A400,0.575,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,E11,pre_amphiphile_turbidity_A400,0.688,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,E12,pre_amphiphile_turbidity_A400,0.54,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,F1,pre_amphiphile_turbidity_A400,0.583,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,F2,pre_amphiphile_turbidity_A400,0.409,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,F3,pre_amphiphile_turbidity_A400,0.523,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,F4,pre_amphiphile_turbidity_A400,0.571,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,F5,pre_amphiphile_turbidity_A400,0.755,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,F6,pre_amphiphile_turbidity_A400,0.675,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,F7,pre_amphiphile_turbidity_A400,0.675,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,F8,pre_amphiphile_turbidity_A400,0.698,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,F9,pre_amphiphile_turbidity_A400,0.532,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,F10,pre_amphiphile_turbidity_A400,0.602,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,F11,pre_amphiphile_turbidity_A400,0.728,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,F12,pre_amphiphile_turbidity_A400,0.557,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,G1,pre_amphiphile_turbidity_A400,0.633,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,G2,pre_amphiphile_turbidity_A400,0.664,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,G3,pre_amphiphile_turbidity_A400,0.624,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,G4,pre_amphiphile_turbidity_A400,0.481,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,G5,pre_amphiphile_turbidity_A400,0.191,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,G6,pre_amphiphile_turbidity_A400,0.591,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,G7,pre_amphiphile_turbidity_A400,0.401,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,G8,pre_amphiphile_turbidity_A400,0.531,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,G9,pre_amphiphile_turbidity_A400,0.544,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,G10,pre_amphiphile_turbidity_A400,0.665,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,G11,pre_amphiphile_turbidity_A400,0.561,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,G12,pre_amphiphile_turbidity_A400,0.722,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,H1,pre_amphiphile_turbidity_A400,0.667,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,H2,pre_amphiphile_turbidity_A400,0.702,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,H3,pre_amphiphile_turbidity_A400,0.567,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,H4,pre_amphiphile_turbidity_A400,0.549,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,H5,pre_amphiphile_turbidity_A400,0.582,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,H6,pre_amphiphile_turbidity_A400,0.477,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,H7,pre_amphiphile_turbidity_A400,0.529,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,H8,pre_amphiphile_turbidity_A400,0.46,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,H9,pre_amphiphile_turbidity_A400,0.642,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,H10,pre_amphiphile_turbidity_A400,0.172,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,H11,pre_amphiphile_turbidity_A400,0.577,24G1DPM
FR2_log.xlsx,drdata,FR,drift,1,H12,pre_amphiphile_turbidity_A400,0.648,24G1DPM
FR2_log.xlsx,drdata,FR,drift,2,A1,pre_amphiphile_turbidity_A400,0.159,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,A2,pre_amphiphile_turbidity_A400,0.454,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,A3,pre_amphiphile_turbidity_A400,0.429,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,A4,pre_amphiphile_turbidity_A400,0.756,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,A5,pre_amphiphile_turbidity_A400,0.406,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,A6,pre_amphiphile_turbidity_A400,0.436,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,A7,pre_amphiphile_turbidity_A400,0.615,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,A8,pre_amphiphile_turbidity_A400,0.881,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,A9,pre_amphiphile_turbidity_A400,0.605,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,A10,pre_amphiphile_turbidity_A400,0.339,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,A11,pre_amphiphile_turbidity_A400,0.623,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,A12,pre_amphiphile_turbidity_A400,0.597,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,B1,pre_amphiphile_turbidity_A400,0.424,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,B2,pre_amphiphile_turbidity_A400,0.638,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,B3,pre_amphiphile_turbidity_A400,0.823,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,B4,pre_amphiphile_turbidity_A400,0.613,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,B5,pre_amphiphile_turbidity_A400,0.46,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,B6,pre_amphiphile_turbidity_A400,0.648,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,B7,pre_amphiphile_turbidity_A400,0.201,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,B8,pre_amphiphile_turbidity_A400,0.495,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,B9,pre_amphiphile_turbidity_A400,0.597,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,B10,pre_amphiphile_turbidity_A400,0.487,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,B11,pre_amphiphile_turbidity_A400,0.723,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,B12,pre_amphiphile_turbidity_A400,0.532,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,C1,pre_amphiphile_turbidity_A400,0.691,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,C2,pre_amphiphile_turbidity_A400,0.452,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,C3,pre_amphiphile_turbidity_A400,0.457,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,C4,pre_amphiphile_turbidity_A400,0.484,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,C5,pre_amphiphile_turbidity_A400,0.727,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,C6,pre_amphiphile_turbidity_A400,0.22,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,C7,pre_amphiphile_turbidity_A400,0.596,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,C8,pre_amphiphile_turbidity_A400,0.602,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,C9,pre_amphiphile_turbidity_A400,0.562,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,C10,pre_amphiphile_turbidity_A400,0.513,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,C11,pre_amphiphile_turbidity_A400,0.678,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,C12,pre_amphiphile_turbidity_A400,0.545,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,D1,pre_amphiphile_turbidity_A400,0.588,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,D2,pre_amphiphile_turbidity_A400,0.626,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,D3,pre_amphiphile_turbidity_A400,0.458,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,D4,pre_amphiphile_turbidity_A400,0.601,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,D5,pre_amphiphile_turbidity_A400,0.561,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,D6,pre_amphiphile_turbidity_A400,0.559,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,D7,pre_amphiphile_turbidity_A400,0.167,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,D8,pre_amphiphile_turbidity_A400,0.609,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,D9,pre_amphiphile_turbidity_A400,0.407,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,D10,pre_amphiphile_turbidity_A400,0.555,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,D11,pre_amphiphile_turbidity_A400,0.527,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,D12,pre_amphiphile_turbidity_A400,0.539,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,E1,pre_amphiphile_turbidity_A400,0.671,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,E2,pre_amphiphile_turbidity_A400,0.388,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,E3,pre_amphiphile_turbidity_A400,0.856,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,E4,pre_amphiphile_turbidity_A400,0.526,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,E5,pre_amphiphile_turbidity_A400,0.602,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,E6,pre_amphiphile_turbidity_A400,0.571,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,E7,pre_amphiphile_turbidity_A400,0.564,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,E8,pre_amphiphile_turbidity_A400,0.435,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,E9,pre_amphiphile_turbidity_A400,0.475,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,E10,pre_amphiphile_turbidity_A400,0.565,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,E11,pre_amphiphile_turbidity_A400,0.485,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,E12,pre_amphiphile_turbidity_A400,0.62,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,F1,pre_amphiphile_turbidity_A400,0.542,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,F2,pre_amphiphile_turbidity_A400,0.641,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,F3,pre_amphiphile_turbidity_A400,0.614,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,F4,pre_amphiphile_turbidity_A400,0.734,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,F5,pre_amphiphile_turbidity_A400,0.478,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,F6,pre_amphiphile_turbidity_A400,0.76,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,F7,pre_amphiphile_turbidity_A400,0.353,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,F8,pre_amphiphile_turbidity_A400,0.548,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,F9,pre_amphiphile_turbidity_A400,0.62,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,F10,pre_amphiphile_turbidity_A400,0.489,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,F11,pre_amphiphile_turbidity_A400,0.557,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,F12,pre_amphiphile_turbidity_A400,0.454,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,G1,pre_amphiphile_turbidity_A400,0.521,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,G2,pre_amphiphile_turbidity_A400,0.72,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,G3,pre_amphiphile_turbidity_A400,0.661,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,G4,pre_amphiphile_turbidity_A400,0.587,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,G5,pre_amphiphile_turbidity_A400,0.595,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,G6,pre_amphiphile_turbidity_A400,0.214,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,G7,pre_amphiphile_turbidity_A400,0.456,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,G8,pre_amphiphile_turbidity_A400,0.537,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,G9,pre_amphiphile_turbidity_A400,0.497,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,G10,pre_amphiphile_turbidity_A400,0.492,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,G11,pre_amphiphile_turbidity_A400,0.758,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,G12,pre_amphiphile_turbidity_A400,0.532,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,H1,pre_amphiphile_turbidity_A400,0.639,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,H2,pre_amphiphile_turbidity_A400,0.457,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,H3,pre_amphiphile_turbidity_A400,0.677,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,H4,pre_amphiphile_turbidity_A400,0.317,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,H5,pre_amphiphile_turbidity_A400,0.588,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,H6,pre_amphiphile_turbidity_A400,0.364,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,H7,pre_amphiphile_turbidity_A400,0.892,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,H8,pre_amphiphile_turbidity_A400,0.606,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,H9,pre_amphiphile_turbidity_A400,0.362,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,H10,pre_amphiphile_turbidity_A400,0.585,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,H11,pre_amphiphile_turbidity_A400,0.47,24G2DPM
FR2_log.xlsx,drdata,FR,drift,2,H12,pre_amphiphile_turbidity_A400,0.622,24G2DPM
FR2_log.xlsx,drdata,FR,drift,3,A1,pre_amphiphile_turbidity_A400,0.42,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,A2,pre_amphiphile_turbidity_A400,0.567,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,A3,pre_amphiphile_turbidity_A400,0.53,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,A4,pre_amphiphile_turbidity_A400,0.503,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,A5,pre_amphiphile_turbidity_A400,0.791,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,A6,pre_amphiphile_turbidity_A400,0.536,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,A7,pre_amphiphile_turbidity_A400,1.135,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,A8,pre_amphiphile_turbidity_A400,0.565,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,A9,pre_amphiphile_turbidity_A400,0.827,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,A10,pre_amphiphile_turbidity_A400,0.688,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,A11,pre_amphiphile_turbidity_A400,0.73,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,A12,pre_amphiphile_turbidity_A400,0.709,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,B1,pre_amphiphile_turbidity_A400,0.592,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,B2,pre_amphiphile_turbidity_A400,0.673,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,B3,pre_amphiphile_turbidity_A400,0.433,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,B4,pre_amphiphile_turbidity_A400,0.792,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,B5,pre_amphiphile_turbidity_A400,0.713,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,B6,pre_amphiphile_turbidity_A400,0.722,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,B7,pre_amphiphile_turbidity_A400,0.353,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,B8,pre_amphiphile_turbidity_A400,0.606,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,B9,pre_amphiphile_turbidity_A400,0.602,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,B10,pre_amphiphile_turbidity_A400,0.667,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,B11,pre_amphiphile_turbidity_A400,0.52,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,B12,pre_amphiphile_turbidity_A400,0.6,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,C1,pre_amphiphile_turbidity_A400,0.658,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,C2,pre_amphiphile_turbidity_A400,0.518,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,C3,pre_amphiphile_turbidity_A400,0.556,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,C4,pre_amphiphile_turbidity_A400,0.61,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,C5,pre_amphiphile_turbidity_A400,0.61,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,C6,pre_amphiphile_turbidity_A400,0.499,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,C7,pre_amphiphile_turbidity_A400,0.608,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,C8,pre_amphiphile_turbidity_A400,0.577,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,C9,pre_amphiphile_turbidity_A400,0.828,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,C10,pre_amphiphile_turbidity_A400,0.441,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,C11,pre_amphiphile_turbidity_A400,0.656,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,C12,pre_amphiphile_turbidity_A400,0.366,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,D1,pre_amphiphile_turbidity_A400,0.435,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,D2,pre_amphiphile_turbidity_A400,0.525,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,D3,pre_amphiphile_turbidity_A400,0.499,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,D4,pre_amphiphile_turbidity_A400,0.522,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,D5,pre_amphiphile_turbidity_A400,0.559,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,D6,pre_amphiphile_turbidity_A400,0.535,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,D7,pre_amphiphile_turbidity_A400,0.848,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,D8,pre_amphiphile_turbidity_A400,0.763,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,D9,pre_amphiphile_turbidity_A400,0.806,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,D10,pre_amphiphile_turbidity_A400,0.502,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,D11,pre_amphiphile_turbidity_A400,0.362,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,D12,pre_amphiphile_turbidity_A400,0.639,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,E1,pre_amphiphile_turbidity_A400,0.737,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,E2,pre_amphiphile_turbidity_A400,0.554,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,E3,pre_amphiphile_turbidity_A400,1.056,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,E4,pre_amphiphile_turbidity_A400,0.45,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,E5,pre_amphiphile_turbidity_A400,0.441,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,E6,pre_amphiphile_turbidity_A400,0.739,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,E7,pre_amphiphile_turbidity_A400,0.469,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,E8,pre_amphiphile_turbidity_A400,0.66,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,E9,pre_amphiphile_turbidity_A400,0.643,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,E10,pre_amphiphile_turbidity_A400,0.775,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,E11,pre_amphiphile_turbidity_A400,0.335,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,E12,pre_amphiphile_turbidity_A400,0.513,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,F1,pre_amphiphile_turbidity_A400,0.66,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,F2,pre_amphiphile_turbidity_A400,0.593,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,F3,pre_amphiphile_turbidity_A400,0.237,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,F4,pre_amphiphile_turbidity_A400,0.837,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,F5,pre_amphiphile_turbidity_A400,0.618,24G3DPM
FR2_log.xlsx,drdata,FR,drift,3,F6,pre_amphiphile_turbidity_A400,0.572,24G3DPM
