source_file,sheet,condition,arm,generation,well,measurement,value,header_original
FR3_log.xlsx,drNR,FR,drift,19,D11,nile_red_fluorescence,34604.0,g19
FR3_log.xlsx,drNR,FR,drift,19,D12,nile_red_fluorescence,18776.0,g19
FR3_log.xlsx,drNR,FR,drift,19,E1,nile_red_fluorescence,18464.0,g19
FR3_log.xlsx,drNR,FR,drift,19,E2,nile_red_fluorescence,16224.0,g19
FR3_log.xlsx,drNR,FR,drift,19,E3,nile_red_fluorescence,16065.0,g19
FR3_log.xlsx,drNR,FR,drift,19,E4,nile_red_fluorescence,14117.0,g19
FR3_log.xlsx,drNR,FR,drift,19,E5,nile_red_fluorescence,15348.0,g19
FR3_log.xlsx,drNR,FR,drift,19,E6,nile_red_fluorescence,16965.0,g19
FR3_log.xlsx,drNR,FR,drift,19,E7,nile_red_fluorescence,11889.0,g19
FR3_log.xlsx,drNR,FR,drift,19,E8,nile_red_fluorescence,15975.0,g19
FR3_log.xlsx,drNR,FR,drift,19,E9,nile_red_fluorescence,17487.0,g19
FR3_log.xlsx,drNR,FR,drift,19,E10,nile_red_fluorescence,24426.0,g19
FR3_log.xlsx,drNR,FR,drift,19,E11,nile_red_fluorescence,23174.0,g19
FR3_log.xlsx,drNR,FR,drift,19,E12,nile_red_fluorescence,32241.0,g19
FR3_log.xlsx,drNR,FR,drift,19,F1,nile_red_fluorescence,10393.0,g19
FR3_log.xlsx,drNR,FR,drift,19,F2,nile_red_fluorescence,15954.0,g19
FR3_log.xlsx,drNR,FR,drift,19,F3,nile_red_fluorescence,17630.0,g19
FR3_log.xlsx,drNR,FR,drift,19,F4,nile_red_fluorescence,11721.0,g19
FR3_log.xlsx,drNR,FR,drift,19,F5,nile_red_fluorescence,14432.0,g19
FR3_log.xlsx,drNR,FR,drift,19,F6,nile_red_fluorescence,18559.0,g19
FR3_log.xlsx,drNR,FR,drift,19,F7,nile_red_fluorescence,11287.0,g19
FR3_log.xlsx,drNR,FR,drift,19,F8,nile_red_fluorescence,18741.0,g19
FR3_log.xlsx,drNR,FR,drift,19,F9,nile_red_fluorescence,25292.0,g19
FR3_log.xlsx,drNR,FR,drift,19,F10,nile_red_fluorescence,15516.0,g19
FR3_log.xlsx,drNR,FR,drift,19,F11,nile_red_fluorescence,26233.0,g19
FR3_log.xlsx,drNR,FR,drift,19,F12,nile_red_fluorescence,21794.0,g19
FR3_log.xlsx,drNR,FR,drift,19,G1,nile_red_fluorescence,17648.0,g19
FR3_log.xlsx,drNR,FR,drift,19,G2,nile_red_fluorescence,18518.0,g19
FR3_log.xlsx,drNR,FR,drift,19,G3,nile_red_fluorescence,22967.0,g19
FR3_log.xlsx,drNR,FR,drift,19,G4,nile_red_fluorescence,20205.0,g19
FR3_log.xlsx,drNR,FR,drift,19,G5,nile_red_fluorescence,23890.0,g19
FR3_log.xlsx,drNR,FR,drift,19,G6,nile_red_fluorescence,16099.0,g19
FR3_log.xlsx,drNR,FR,drift,19,G7,nile_red_fluorescence,18085.0,g19
FR3_log.xlsx,drNR,FR,drift,19,G8,nile_red_fluorescence,16359.0,g19
FR3_log.xlsx,drNR,FR,drift,19,G9,nile_red_fluorescence,22081.0,g19
FR3_log.xlsx,drNR,FR,drift,19,G10,nile_red_fluorescence,19949.0,g19
FR3_log.xlsx,drNR,FR,drift,19,G11,nile_red_fluorescence,23365.0,g19
FR3_log.xlsx,drNR,FR,drift,19,G12,nile_red_fluorescence,24528.0,g19
FR3_log.xlsx,drNR,FR,drift,19,H1,nile_red_fluorescence,15834.0,g19
FR3_log.xlsx,drNR,FR,drift,19,H2,nile_red_fluorescence,18187.0,g19
FR3_log.xlsx,drNR,FR,drift,19,H3,nile_red_fluorescence,17094.0,g19
FR3_log.xlsx,drNR,FR,drift,19,H4,nile_red_fluorescence,16164.0,g19
FR3_log.xlsx,drNR,FR,drift,19,H5,nile_red_fluorescence,14191.0,g19
FR3_log.xlsx,drNR,FR,drift,19,H6,nile_red_fluorescence,9819.0,g19
FR3_log.xlsx,drNR,FR,drift,19,H7,nile_red_fluorescence,18669.0,g19
FR3_log.xlsx,drNR,FR,drift,19,H8,nile_red_fluorescence,18820.0,g19
FR3_log.xlsx,drNR,FR,drift,19,H9,nile_red_fluorescence,26132.0,g19
FR3_log.xlsx,drNR,FR,drift,19,H10,nile_red_fluorescence,28843.0,g19
FR3_log.xlsx,drNR,FR,drift,19,H11,nile_red_fluorescence,25456.0,g19
FR3_log.xlsx,drNR,FR,drift,19,H12,nile_red_fluorescence,22134.0,g19
FR3_log.xlsx,drNR,FR,drift,20,A1,nile_red_fluorescence,34617.0,g20
FR3_log.xlsx,drNR,FR,drift,20,A2,nile_red_fluorescence,27700.0,g20
FR3_log.xlsx,drNR,FR,drift,20,A3,nile_red_fluorescence,26708.0,g20
FR3_log.xlsx,drNR,FR,drift,20,A4,nile_red_fluorescence,24847.0,g20
FR3_log.xlsx,drNR,FR,drift,20,A5,nile_red_fluorescence,21379.0,g20
FR3_log.xlsx,drNR,FR,drift,20,A6,nile_red_fluorescence,20000.0,g20
FR3_log.xlsx,drNR,FR,drift,20,A7,nile_red_fluorescence,13966.0,g20
FR3_log.xlsx,drNR,FR,drift,20,A8,nile_red_fluorescence,23275.0,g20
FR3_log.xlsx,drNR,FR,drift,20,A9,nile_red_fluorescence,39828.0,g20
FR3_log.xlsx,drNR,FR,drift,20,A10,nile_red_fluorescence,30482.0,g20
FR3_log.xlsx,drNR,FR,drift,20,A11,nile_red_fluorescence,28013.0,g20
FR3_log.xlsx,drNR,FR,drift,20,A12,nile_red_fluorescence,30408.0,g20
FR3_log.xlsx,drNR,FR,drift,20,B1,nile_red_fluorescence,9390.0,g20
FR3_log.xlsx,drNR,FR,drift,20,B2,nile_red_fluorescence,9282.0,g20
FR3_log.xlsx,drNR,FR,drift,20,B3,nile_red_fluorescence,15061.0,g20
FR3_log.xlsx,drNR,FR,drift,20,B4,nile_red_fluorescence,14439.0,g20
FR3_log.xlsx,drNR,FR,drift,20,B5,nile_red_fluorescence,15461.0,g20
FR3_log.xlsx,drNR,FR,drift,20,B6,nile_red_fluorescence,13467.0,g20
FR3_log.xlsx,drNR,FR,drift,20,B7,nile_red_fluorescence,13757.0,g20
FR3_log.xlsx,drNR,FR,drift,20,B8,nile_red_fluorescence,17236.0,g20
FR3_log.xlsx,drNR,FR,drift,20,B9,nile_red_fluorescence,13722.0,g20
FR3_log.xlsx,drNR,FR,drift,20,B10,nile_red_fluorescence,18532.0,g20
FR3_log.xlsx,drNR,FR,drift,20,B11,nile_red_fluorescence,26490.0,g20
FR3_log.xlsx,drNR,FR,drift,20,B12,nile_red_fluorescence,31562.0,g20
FR3_log.xlsx,drNR,FR,drift,20,C1,nile_red_fluorescence,11665.0,g20
FR3_log.xlsx,drNR,FR,drift,20,C2,nile_red_fluorescence,13194.0,g20
FR3_log.xlsx,drNR,FR,drift,20,C3,nile_red_fluorescence,10866.0,g20
FR3_log.xlsx,drNR,FR,drift,20,C4,nile_red_fluorescence,11885.0,g20
FR3_log.xlsx,drNR,FR,drift,20,C5,nile_red_fluorescence,13035.0,g20
FR3_log.xlsx,drNR,FR,drift,20,C6,nile_red_fluorescence,14111.0,g20
FR3_log.xlsx,drNR,FR,drift,20,C7,nile_red_fluorescence,13913.0,g20
FR3_log.xlsx,drNR,FR,drift,20,C8,nile_red_fluorescence,22608.0,g20
FR3_log.xlsx,drNR,FR,drift,20,C9,nile_red_fluorescence,15022.0,g20
FR3_log.xlsx,drNR,FR,drift,20,C10,nile_red_fluorescence,17024.0,g20
FR3_log.xlsx,drNR,FR,drift,20,C11,nile_red_fluorescence,17152.0,g20
FR3_log.xlsx,drNR,FR,drift,20,C12,nile_red_fluorescence,22301.0,g20
FR3_log.xlsx,drNR,FR,drift,20,D1,nile_red_fluorescence,11050.0,g20
FR3_log.xlsx,drNR,FR,drift,20,D2,nile_red_fluorescence,12423.0,g20
FR3_log.xlsx,drNR,FR,drift,20,D3,nile_red_fluorescence,16242.0,g20
FR3_log.xlsx,drNR,FR,drift,20,D4,nile_red_fluorescence,10722.0,g20
FR3_log.xlsx,drNR,FR,drift,20,D5,nile_red_fluorescence,10806.0,g20
FR3_log.xlsx,drNR,FR,drift,20,D6,nile_red_fluorescence,14655.0,g20
FR3_log.xlsx,drNR,FR,drift,20,D7,nile_red_fluorescence,12663.0,g20
FR3_log.xlsx,drNR,FR,drift,20,D8,nile_red_fluorescence,9612.0,g20
FR3_log.xlsx,drNR,FR,drift,20,D9,nile_red_fluorescence,16266.0,g20
FR3_log.xlsx,drNR,FR,drift,20,D10,nile_red_fluorescence,15208.0,g20
FR3_log.xlsx,drNR,FR,drift,20,D11,nile_red_fluorescence,27601.0,g20
FR3_log.xlsx,drNR,FR,drift,20,D12,nile_red_fluorescence,15172.0,g20
FR3_log.xlsx,drNR,FR,drift,20,E1,nile_red_fluorescence,14514.0,g20
FR3_log.xlsx,drNR,FR,drift,20,E2,nile_red_fluorescence,13021.0,g20
FR3_log.xlsx,drNR,FR,drift,20,E3,nile_red_fluorescence,12940.0,g20
FR3_log.xlsx,drNR,FR,drift,20,E4,nile_red_fluorescence,11224.0,g20
FR3_log.xlsx,drNR,FR,drift,20,E5,nile_red_fluorescence,12224.0,g20
FR3_log.xlsx,drNR,FR,drift,20,E6,nile_red_fluorescence,13530.0,g20
FR3_log.xlsx,drNR,FR,drift,20,E7,nile_red_fluorescence,9558.0,g20
FR3_log.xlsx,drNR,FR,drift,20,E8,nile_red_fluorescence,12736.0,g20
FR3_log.xlsx,drNR,FR,drift,20,E9,nile_red_fluorescence,13819.0,g20
FR3_log.xlsx,drNR,FR,drift,20,E10,nile_red_fluorescence,19504.0,g20
FR3_log.xlsx,drNR,FR,drift,20,E11,nile_red_fluorescence,18454.0,g20
FR3_log.xlsx,drNR,FR,drift,20,E12,nile_red_fluorescence,25366.0,g20
FR3_log.xlsx,drNR,FR,drift,20,F1,nile_red_fluorescence,8323.0,g20
FR3_log.xlsx,drNR,FR,drift,20,F2,nile_red_fluorescence,12770.0,g20
FR3_log.xlsx,drNR,FR,drift,20,F3,nile_red_fluorescence,13992.0,g20
FR3_log.xlsx,drNR,FR,drift,20,F4,nile_red_fluorescence,9383.0,g20
FR3_log.xlsx,drNR,FR,drift,20,F5,nile_red_fluorescence,11674.0,g20
FR3_log.xlsx,drNR,FR,drift,20,F6,nile_red_fluorescence,14967.0,g20
FR3_log.xlsx,drNR,FR,drift,20,F7,nile_red_fluorescence,9181.0,g20
FR3_log.xlsx,drNR,FR,drift,20,F8,nile_red_fluorescence,14807.0,g20
FR3_log.xlsx,drNR,FR,drift,20,F9,nile_red_fluorescence,20107.0,g20
FR3_log.xlsx,drNR,FR,drift,20,F10,nile_red_fluorescence,12376.0,g20
FR3_log.xlsx,drNR,FR,drift,20,F11,nile_red_fluorescence,20896.0,g20
FR3_log.xlsx,drNR,FR,drift,20,F12,nile_red_fluorescence,17349.0,g20
FR3_log.xlsx,drNR,FR,drift,20,G1,nile_red_fluorescence,13874.0,g20
FR3_log.xlsx,drNR,FR,drift,20,G2,nile_red_fluorescence,14601.0,g20
FR3_log.xlsx,drNR,FR,drift,20,G3,nile_red_fluorescence,18735.0,g20
FR3_log.xlsx,drNR,FR,drift,20,G4,nile_red_fluorescence,16000.0,g20
FR3_log.xlsx,drNR,FR,drift,20,G5,nile_red_fluorescence,19135.0,g20
FR3_log.xlsx,drNR,FR,drift,20,G6,nile_red_fluorescence,13043.0,g20
FR3_log.xlsx,drNR,FR,drift,20,G7,nile_red_fluorescence,14362.0,g20
FR3_log.xlsx,drNR,FR,drift,20,G8,nile_red_fluorescence,13171.0,g20
FR3_log.xlsx,drNR,FR,drift,20,G9,nile_red_fluorescence,17501.0,g20
FR3_log.xlsx,drNR,FR,drift,20,G10,nile_red_fluorescence,15967.0,g20
FR3_log.xlsx,drNR,FR,drift,20,G11,nile_red_fluorescence,18723.0,g20
FR3_log.xlsx,drNR,FR,drift,20,G12,nile_red_fluorescence,19559.0,g20
FR3_log.xlsx,drNR,FR,drift,20,H1,nile_red_fluorescence,12745.0,g20
FR3_log.xlsx,drNR,FR,drift,20,H2,nile_red_fluorescence,14550.0,g20
FR3_log.xlsx,drNR,FR,drift,20,H3,nile_red_fluorescence,13738.0,g20
FR3_log.xlsx,drNR,FR,drift,20,H4,nile_red_fluorescence,12804.0,g20
FR3_log.xlsx,drNR,FR,drift,20,H5,nile_red_fluorescence,11294.0,g20
FR3_log.xlsx,drNR,FR,drift,20,H6,nile_red_fluorescence,7767.0,g20
FR3_log.xlsx,drNR,FR,drift,20,H7,nile_red_fluorescence,14861.0,g20
FR3_log.xlsx,drNR,FR,drift,20,H8,nile_red_fluorescence,14843.0,g20
FR3_log.xlsx,drNR,FR,drift,20,H9,nile_red_fluorescence,20883.0,g20
FR3_log.xlsx,drNR,FR,drift,20,H10,nile_red_fluorescence,23683.0,g20
FR3_log.xlsx,drNR,FR,drift,20,H11,nile_red_fluorescence,20210.0,g20
FR3_log.xlsx,drNR,FR,drift,20,H12,nile_red_fluorescence,17633.0,g20
FR3_log.xlsx,drNR,FR,drift,21,A1,nile_red_fluorescence,33710.0,g21
FR3_log.xlsx,drNR,FR,drift,21,A2,nile_red_fluorescence,26471.0,g21
FR3_log.xlsx,drNR,FR,drift,21,A3,nile_red_fluorescence,17261.0,g21
FR3_log.xlsx,drNR,FR,drift,21,A4,nile_red_fluorescence,19591.0,g21
FR3_log.xlsx,drNR,FR,drift,21,A5,nile_red_fluorescence,17771.0,g21
FR3_log.xlsx,drNR,FR,drift,21,A6,nile_red_fluorescence,16424.0,g21
FR3_log.xlsx,drNR,FR,drift,21,A7,nile_red_fluorescence,13622.0,g21
FR3_log.xlsx,drNR,FR,drift,21,A8,nile_red_fluorescence,19366.0,g21
FR3_log.xlsx,drNR,FR,drift,21,A9,nile_red_fluorescence,26919.0,g21
FR3_log.xlsx,drNR,FR,drift,21,A10,nile_red_fluorescence,9926.0,g21
FR3_log.xlsx,drNR,FR,drift,21,A11,nile_red_fluorescence,11913.0,g21
FR3_log.xlsx,drNR,FR,drift,21,A12,nile_red_fluorescence,12819.0,g21
FR3_log.xlsx,drNR,FR,drift,21,B1,nile_red_fluorescence,15404.0,g21
FR3_log.xlsx,drNR,FR,drift,21,B2,nile_red_fluorescence,14197.0,g21
FR3_log.xlsx,drNR,FR,drift,21,B3,nile_red_fluorescence,9457.0,g21
FR3_log.xlsx,drNR,FR,drift,21,B4,nile_red_fluorescence,10645.0,g21
FR3_log.xlsx,drNR,FR,drift,21,B5,nile_red_fluorescence,13373.0,g21
FR3_log.xlsx,drNR,FR,drift,21,B6,nile_red_fluorescence,20142.0,g21
FR3_log.xlsx,drNR,FR,drift,21,B7,nile_red_fluorescence,10073.0,g21
FR3_log.xlsx,drNR,FR,drift,21,B8,nile_red_fluorescence,7867.0,g21
FR3_log.xlsx,drNR,FR,drift,21,B9,nile_red_fluorescence,11943.0,g21
FR3_log.xlsx,drNR,FR,drift,21,B10,nile_red_fluorescence,10448.0,g21
FR3_log.xlsx,drNR,FR,drift,21,B11,nile_red_fluorescence,12609.0,g21
FR3_log.xlsx,drNR,FR,drift,21,B12,nile_red_fluorescence,20982.0,g21
FR3_log.xlsx,drNR,FR,drift,21,C1,nile_red_fluorescence,12022.0,g21
FR3_log.xlsx,drNR,FR,drift,21,C2,nile_red_fluorescence,16786.0,g21
FR3_log.xlsx,drNR,FR,drift,21,C3,nile_red_fluorescence,6957.0,g21
FR3_log.xlsx,drNR,FR,drift,21,C4,nile_red_fluorescence,11473.0,g21
FR3_log.xlsx,drNR,FR,drift,21,C5,nile_red_fluorescence,10954.0,g21
FR3_log.xlsx,drNR,FR,drift,21,C6,nile_red_fluorescence,9669.0,g21
FR3_log.xlsx,drNR,FR,drift,21,C7,nile_red_fluorescence,11257.0,g21
FR3_log.xlsx,drNR,FR,drift,21,C8,nile_red_fluorescence,5950.0,g21
FR3_log.xlsx,drNR,FR,drift,21,C9,nile_red_fluorescence,11982.0,g21
FR3_log.xlsx,drNR,FR,drift,21,C10,nile_red_fluorescence,9559.0,g21
FR3_log.xlsx,drNR,FR,drift,21,C11,nile_red_fluorescence,11661.0,g21
FR3_log.xlsx,drNR,FR,drift,21,C12,nile_red_fluorescence,11887.0,g21
FR3_log.xlsx,drNR,FR,drift,21,D1,nile_red_fluorescence,18325.0,g21
FR3_log.xlsx,drNR,FR,drift,21,D2,nile_red_fluorescence,16095.0,g21
FR3_log.xlsx,drNR,FR,drift,21,D3,nile_red_fluorescence,8343.0,g21
FR3_log.xlsx,drNR,FR,drift,21,D4,nile_red_fluorescence,9934.0,g21
FR3_log.xlsx,drNR,FR,drift,21,D5,nile_red_fluorescence,6920.0,g21
FR3_log.xlsx,drNR,FR,drift,21,D6,nile_red_fluorescence,11593.0,g21
FR3_log.xlsx,drNR,FR,drift,21,D7,nile_red_fluorescence,9248.0,g21
FR3_log.xlsx,drNR,FR,drift,21,D8,nile_red_fluorescence,8703.0,g21
FR3_log.xlsx,drNR,FR,drift,21,D9,nile_red_fluorescence,12051.0,g21
FR3_log.xlsx,drNR,FR,drift,21,D10,nile_red_fluorescence,10929.0,g21
FR3_log.xlsx,drNR,FR,drift,21,D11,nile_red_fluorescence,11247.0,g21
FR3_log.xlsx,drNR,FR,drift,21,D12,nile_red_fluorescence,7558.0,g21
FR3_log.xlsx,drNR,FR,drift,21,E1,nile_red_fluorescence,7644.0,g21
FR3_log.xlsx,drNR,FR,drift,21,E2,nile_red_fluorescence,9004.0,g21
FR3_log.xlsx,drNR,FR,drift,21,E3,nile_red_fluorescence,6234.0,g21
FR3_log.xlsx,drNR,FR,drift,21,E4,nile_red_fluorescence,8007.0,g21
FR3_log.xlsx,drNR,FR,drift,21,E5,nile_red_fluorescence,11018.0,g21
FR3_log.xlsx,drNR,FR,drift,21,E6,nile_red_fluorescence,10741.0,g21
FR3_log.xlsx,drNR,FR,drift,21,E7,nile_red_fluorescence,9319.0,g21
FR3_log.xlsx,drNR,FR,drift,21,E8,nile_red_fluorescence,10729.0,g21
FR3_log.xlsx,drNR,FR,drift,21,E9,nile_red_fluorescence,11612.0,g21
FR3_log.xlsx,drNR,FR,drift,21,E10,nile_red_fluorescence,9266.0,g21
FR3_log.xlsx,drNR,FR,drift,21,E11,nile_red_fluorescence,7927.0,g21
FR3_log.xlsx,drNR,FR,drift,21,E12,nile_red_fluorescence,10632.0,g21
FR3_log.xlsx,drNR,FR,drift,21,F1,nile_red_fluorescence,9150.0,g21
FR3_log.xlsx,drNR,FR,drift,21,F2,nile_red_fluorescence,10739.0,g21
FR3_log.xlsx,drNR,FR,drift,21,F3,nile_red_fluorescence,7552.0,g21
FR3_log.xlsx,drNR,FR,drift,21,F4,nile_red_fluorescence,9752.0,g21
FR3_log.xlsx,drNR,FR,drift,21,F5,nile_red_fluorescence,9948.0,g21
FR3_log.xlsx,drNR,FR,drift,21,F6,nile_red_fluorescence,10602.0,g21
FR3_log.xlsx,drNR,FR,drift,21,F7,nile_red_fluorescence,9290.0,g21
FR3_log.xlsx,drNR,FR,drift,21,F8,nile_red_fluorescence,11170.0,g21
FR3_log.xlsx,drNR,FR,drift,21,F9,nile_red_fluorescence,6790.0,g21
FR3_log.xlsx,drNR,FR,drift,21,F10,nile_red_fluorescence,9575.0,g21
FR3_log.xlsx,drNR,FR,drift,21,F11,nile_red_fluorescence,9529.0,g21
FR3_log.xlsx,drNR,FR,drift,21,F12,nile_red_fluorescence,9150.0,g21
FR3_log.xlsx,drNR,FR,drift,21,G1,nile_red_fluorescence,12348.0,g21
FR3_log.xlsx,drNR,FR,drift,21,G2,nile_red_fluorescence,9866.0,g21
FR3_log.xlsx,drNR,FR,drift,21,G3,nile_red_fluorescence,9247.0,g21
FR3_log.xlsx,drNR,FR,drift,21,G4,nile_red_fluorescence,8884.0,g21
FR3_log.xlsx,drNR,FR,drift,21,G5,nile_red_fluorescence,11384.0,g21
FR3_log.xlsx,drNR,FR,drift,21,G6,nile_red_fluorescence,9181.0,g21
FR3_log.xlsx,drNR,FR,drift,21,G7,nile_red_fluorescence,8762.0,g21
FR3_log.xlsx,drNR,FR,drift,21,G8,nile_red_fluorescence,9954.0,g21
FR3_log.xlsx,drNR,FR,drift,21,G9,nile_red_fluorescence,9636.0,g21
FR3_log.xlsx,drNR,FR,drift,21,G10,nile_red_fluorescence,12308.0,g21
FR3_log.xlsx,drNR,FR,drift,21,G11,nile_red_fluorescence,9274.0,g21
FR3_log.xlsx,drNR,FR,drift,21,G12,nile_red_fluorescence,10812.0,g21
FR3_log.xlsx,drNR,FR,drift,21,H1,nile_red_fluorescence,7943.0,g21
FR3_log.xlsx,drNR,FR,drift,21,H2,nile_red_fluorescence,9594.0,g21
FR3_log.xlsx,drNR,FR,drift,21,H3,nile_red_fluorescence,10272.0,g21
FR3_log.xlsx,drNR,FR,drift,21,H4,nile_red_fluorescence,10094.0,g21
FR3_log.xlsx,drNR,FR,drift,21,H5,nile_red_fluorescence,8986.0,g21
FR3_log.xlsx,drNR,FR,drift,21,H6,nile_red_fluorescence,8901.0,g21
FR3_log.xlsx,drNR,FR,drift,21,H7,nile_red_fluorescence,10942.0,g21
FR3_log.xlsx,drNR,FR,drift,21,H8,nile_red_fluorescence,10258.0,g21
FR3_log.xlsx,drNR,FR,drift,21,H9,nile_red_fluorescence,9760.0,g21
FR3_log.xlsx,drNR,FR,drift,21,H10,nile_red_fluorescence,6133.0,g21
FR3_log.xlsx,drNR,FR,drift,21,H11,nile_red_fluorescence,11058.0,g21
FR3_log.xlsx,drNR,FR,drift,21,H12,nile_red_fluorescence,11921.0,g21
FR3_log.xlsx,drNR,FR,drift,22,A1,nile_red_fluorescence,51342.0,g22
FR3_log.xlsx,drNR,FR,drift,22,A2,nile_red_fluorescence,42079.0,g22
FR3_log.xlsx,drNR,FR,drift,22,A3,nile_red_fluorescence,27697.0,g22
FR3_log.xlsx,drNR,FR,drift,22,A4,nile_red_fluorescence,31501.0,g22
FR3_log.xlsx,drNR,FR,drift,22,A5,nile_red_fluorescence,27570.0,g22
FR3_log.xlsx,drNR,FR,drift,22,A6,nile_red_fluorescence,26157.0,g22
FR3_log.xlsx,drNR,FR,drift,22,A7,nile_red_fluorescence,21772.0,g22
FR3_log.xlsx,drNR,FR,drift,22,A8,nile_red_fluorescence,30902.0,g22
FR3_log.xlsx,drNR,FR,drift,22,A9,nile_red_fluorescence,44059.0,g22
FR3_log.xlsx,drNR,FR,drift,22,A10,nile_red_fluorescence,15695.0,g22
FR3_log.xlsx,drNR,FR,drift,22,A11,nile_red_fluorescence,18351.0,g22
FR3_log.xlsx,drNR,FR,drift,22,A12,nile_red_fluorescence,20299.0,g22
FR3_log.xlsx,drNR,FR,drift,22,B1,nile_red_fluorescence,23797.0,g22
FR3_log.xlsx,drNR,FR,drift,22,B2,nile_red_fluorescence,21813.0,g22
FR3_log.xlsx,drNR,FR,drift,22,B3,nile_red_fluorescence,14630.0,g22
FR3_log.xlsx,drNR,FR,drift,22,B4,nile_red_fluorescence,16708.0,g22
FR3_log.xlsx,drNR,FR,drift,22,B5,nile_red_fluorescence,21149.0,g22
FR3_log.xlsx,drNR,FR,drift,22,B6,nile_red_fluorescence,31720.0,g22
FR3_log.xlsx,drNR,FR,drift,22,B7,nile_red_fluorescence,15748.0,g22
FR3_log.xlsx,drNR,FR,drift,22,B8,nile_red_fluorescence,12412.0,g22
FR3_log.xlsx,drNR,FR,drift,22,B9,nile_red_fluorescence,19100.0,g22
FR3_log.xlsx,drNR,FR,drift,22,B10,nile_red_fluorescence,16515.0,g22
FR3_log.xlsx,drNR,FR,drift,22,B11,nile_red_fluorescence,19652.0,g22
FR3_log.xlsx,drNR,FR,drift,22,B12,nile_red_fluorescence,33173.0,g22
FR3_log.xlsx,drNR,FR,drift,22,C1,nile_red_fluorescence,19111.0,g22
FR3_log.xlsx,drNR,FR,drift,22,C2,nile_red_fluorescence,27639.0,g22
FR3_log.xlsx,drNR,FR,drift,22,C3,nile_red_fluorescence,10933.0,g22
FR3_log.xlsx,drNR,FR,drift,22,C4,nile_red_fluorescence,17968.0,g22
FR3_log.xlsx,drNR,FR,drift,22,C5,nile_red_fluorescence,17022.0,g22
FR3_log.xlsx,drNR,FR,drift,22,C6,nile_red_fluorescence,15314.0,g22
FR3_log.xlsx,drNR,FR,drift,22,C7,nile_red_fluorescence,18173.0,g22
FR3_log.xlsx,drNR,FR,drift,22,C8,nile_red_fluorescence,9165.0,g22
FR3_log.xlsx,drNR,FR,drift,22,C9,nile_red_fluorescence,18986.0,g22
FR3_log.xlsx,drNR,FR,drift,22,C10,nile_red_fluorescence,14812.0,g22
FR3_log.xlsx,drNR,FR,drift,22,C11,nile_red_fluorescence,18528.0,g22
FR3_log.xlsx,drNR,FR,drift,22,C12,nile_red_fluorescence,18516.0,g22
FR3_log.xlsx,drNR,FR,drift,22,D1,nile_red_fluorescence,28876.0,g22
FR3_log.xlsx,drNR,FR,drift,22,D2,nile_red_fluorescence,25337.0,g22
FR3_log.xlsx,drNR,FR,drift,22,D3,nile_red_fluorescence,12780.0,g22
FR3_log.xlsx,drNR,FR,drift,22,D4,nile_red_fluorescence,15441.0,g22
FR3_log.xlsx,drNR,FR,drift,22,D5,nile_red_fluorescence,10678.0,g22
FR3_log.xlsx,drNR,FR,drift,22,D6,nile_red_fluorescence,18110.0,g22
FR3_log.xlsx,drNR,FR,drift,22,D7,nile_red_fluorescence,14631.0,g22
FR3_log.xlsx,drNR,FR,drift,22,D8,nile_red_fluorescence,13815.0,g22
FR3_log.xlsx,drNR,FR,drift,22,D9,nile_red_fluorescence,18866.0,g22
FR3_log.xlsx,drNR,FR,drift,22,D10,nile_red_fluorescence,17291.0,g22
FR3_log.xlsx,drNR,FR,drift,22,D11,nile_red_fluorescence,17637.0,g22
FR3_log.xlsx,drNR,FR,drift,22,D12,nile_red_fluorescence,11704.0,g22
FR3_log.xlsx,drNR,FR,drift,22,E1,nile_red_fluorescence,12030.0,g22
FR3_log.xlsx,drNR,FR,drift,22,E2,nile_red_fluorescence,14078.0,g22
FR3_log.xlsx,drNR,FR,drift,22,E3,nile_red_fluorescence,9405.0,g22
FR3_log.xlsx,drNR,FR,drift,22,E4,nile_red_fluorescence,12651.0,g22
FR3_log.xlsx,drNR,FR,drift,22,E5,nile_red_fluorescence,17448.0,g22
FR3_log.xlsx,drNR,FR,drift,22,E6,nile_red_fluorescence,16454.0,g22
FR3_log.xlsx,drNR,FR,drift,22,E7,nile_red_fluorescence,14673.0,g22
FR3_log.xlsx,drNR,FR,drift,22,E8,nile_red_fluorescence,16740.0,g22
FR3_log.xlsx,drNR,FR,drift,22,E9,nile_red_fluorescence,18331.0,g22
FR3_log.xlsx,drNR,FR,drift,22,E10,nile_red_fluorescence,14745.0,g22
FR3_log.xlsx,drNR,FR,drift,22,E11,nile_red_fluorescence,12356.0,g22
FR3_log.xlsx,drNR,FR,drift,22,E12,nile_red_fluorescence,16641.0,g22
FR3_log.xlsx,drNR,FR,drift,22,F1,nile_red_fluorescence,14252.0,g22
FR3_log.xlsx,drNR,FR,drift,22,F2,nile_red_fluorescence,16635.0,g22
FR3_log.xlsx,drNR,FR,drift,22,F3,nile_red_fluorescence,11829.0,g22
FR3_log.xlsx,drNR,FR,drift,22,F4,nile_red_fluorescence,15148.0,g22
FR3_log.xlsx,drNR,FR,drift,22,F5,nile_red_fluorescence,15681.0,g22
FR3_log.xlsx,drNR,FR,drift,22,F6,nile_red_fluorescence,16397.0,g22
FR3_log.xlsx,drNR,FR,drift,22,F7,nile_red_fluorescence,14530.0,g22
FR3_log.xlsx,drNR,FR,drift,22,F8,nile_red_fluorescence,17740.0,g22
