sample_id,tracer,final_value,uncertainty,candidate_source,unit,compilation,reference
s_205169 [19530],MO,6.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_187097 [19530],MO,32.2,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205179 [19530],MO,2.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205180 [19530],MO,3.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205181 [19530],MO,2.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205183 [19530],MO,3.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205184 [19530],MO,6.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205185 [19530],MO,5.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195670 [19530],MO,1.6,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195672 [19530],MO,3.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185436 [19530],MO,2.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185437 [19530],MO,2.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205136 [19530],MO,3.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205138 [19530],MO,4.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205139 [19530],MO,4.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205140 [19530],MO,5.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205141 [19530],MO,3.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205143 [19530],MO,6.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195649 [19530],MO,3.3,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195678 [19530],MO,2.8,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195679 [19530],MO,2.1,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195687 [19530],MO,5.6,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195688 [19530],MO,1.8,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195239 [19530],MO,1.9,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195240 [19530],MO,1.2,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195241 [19530],MO,1.6,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195242 [19530],MO,2.7,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205186 [19530],MO,4.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205187 [19530],MO,5.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195602 [19530],MO,3.5,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195619 [19530],MO,4.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195625 [19530],MO,1.1,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195769 [19530],MO,5.9,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195782 [19530],MO,2.3,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195785 [19530],MO,4.2,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_199705 [19530],MO,2.3,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205134 [19530],MO,4.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195031 [19530],MO,2.0,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195064 [19530],MO,6.0,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195615 [19530],MO,0.6,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195722 [19530],MO,2.9,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195724 [19530],MO,3.4,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195732 [19530],MO,0.5,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195740 [19530],MO,3.6,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195773 [19530],MO,5.6,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195784 [19530],MO,2.9,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195786 [19530],MO,5.6,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_199704 [19530],MO,4.0,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195001 [19530],MO,2.0,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195019 [19530],MO,7.0,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195634 [19530],MO,5.5,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195676 [19530],MO,5.0,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195677 [19530],MO,3.8,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_199745 [19530],MO,3.6,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205137 [19530],MO,10.0,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185421 [19530],MO,6.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_187050 [19530],MO,1.2,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_187053 [19530],MO,2.2,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_189575 [19530],MO,5.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_189576 [19530],MO,4.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_189577 [19530],MO,4.2,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_189580 [19530],MO,4.3,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_189590 [19530],MO,5.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_189595 [19530],MO,5.2,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_194605 [19530],MO,4.9,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_194607 [19530],MO,8.4,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_194615 [19530],MO,6.3,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195144 [19530],MO,5.7,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195147 [19530],MO,3.3,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195152 [19530],MO,4.4,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195153 [19530],MO,2.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195226 [19530],MO,3.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195227 [19530],MO,6.3,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195628 [19530],MO,0.8,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205152 [19530],MO,7.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185420 [19530],MO,6.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185422 [19530],MO,7.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_189579 [19530],MO,0.5,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_189583 [19530],MO,4.1,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_189587 [19530],MO,3.2,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_189594 [19530],MO,4.8,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_194616 [19530],MO,3.5,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_194627 [19530],MO,3.3,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_194638 [19530],MO,1.7,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195139 [19530],MO,4.7,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195150 [19530],MO,5.4,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195221 [19530],MO,3.9,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195223 [19530],MO,14.3,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195229 [19530],MO,3.7,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205104 [19530],MO,5.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205129 [19530],MO,17.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205135 [19530],MO,8.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205149 [19530],MO,7.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205150 [19530],MO,4.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205153 [19530],MO,8.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205162 [19530],MO,5.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205163 [19530],MO,6.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205164 [19530],MO,6.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_174692 [19530],MO,1.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_189584 [19530],MO,3.7,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_189599 [19530],MO,0.6,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_194632 [19530],MO,1.3,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_194635 [19530],MO,1.4,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205132 [19530],MO,5.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185430 [19530],MO,3.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185433 [19530],MO,5.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_187075 [19530],MO,4.6,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_189572 [19530],MO,4.7,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_194608 [19530],MO,2.5,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_194613 [19530],MO,1.5,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195136 [19530],MO,3.3,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195137 [19530],MO,7.8,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195140 [19530],MO,2.5,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195146 [19530],MO,0.4,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195148 [19530],MO,3.5,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195149 [19530],MO,6.3,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195155 [19530],MO,3.8,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195156 [19530],MO,5.3,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195157 [19530],MO,4.1,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205146 [19530],MO,4.0,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205147 [19530],MO,2.0,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_199719 [19530],MO,4.0,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_187049 [19530],MO,4.6,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_187054 [19530],MO,3.9,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_189581 [19530],MO,2.5,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_194628 [19530],MO,8.3,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_194630 [19530],MO,4.1,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_194633 [19530],MO,3.8,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_194637 [19530],MO,3.9,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_194639 [19530],MO,4.0,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205103 [19530],MO,4.0,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185458 [19530],MO,2.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185459 [19530],MO,4.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185460 [19530],MO,7.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185461 [19530],MO,4.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185462 [19530],MO,5.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_199732 [19530],MO,2.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_199733 [19530],MO,3.1,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_199734 [19530],MO,1.5,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205170 [19530],MO,3.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_183606 [19530],MO,7.2,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_183612 [19530],MO,7.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_183613 [19530],MO,1.4,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185450 [19530],MO,3.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_199735 [19530],MO,1.5,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_199742 [19530],MO,4.2,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_199746 [19530],MO,3.6,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205120 [19530],MO,3.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205121 [19530],MO,4.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205122 [19530],MO,2.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205123 [19530],MO,6.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205173 [19530],MO,4.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205124 [19530],MO,4.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205125 [19530],MO,4.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205126 [19530],MO,2.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205127 [19530],MO,4.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205128 [19530],MO,4.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185410 [19530],MO,2.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185445 [19530],MO,3.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185446 [19530],MO,3.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185447 [19530],MO,3.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185448 [19530],MO,2.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_199748 [19530],MO,1.8,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_199751 [19530],MO,3.2,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_199771 [19530],MO,1.1,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_199777 [19530],MO,0.5,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205174 [19530],MO,5.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205111 [19530],MO,3.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205112 [19530],MO,2.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205114 [19530],MO,2.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185322 [19530],MO,2.6,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185323 [19530],MO,1.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185324 [19530],MO,2.7,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185325 [19530],MO,3.3,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185326 [19530],MO,2.9,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185328 [19530],MO,2.8,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185329 [19530],MO,2.5,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185334 [19530],MO,3.4,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185357 [19530],MO,2.9,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185516 [19530],MO,3.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185517 [19530],MO,3.6,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185525 [19530],MO,3.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185526 [19530],MO,1.7,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185534 [19530],MO,2.5,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185563 [19530],MO,0.6,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185565 [19530],MO,2.7,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185365 [19530],MO,2.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185523 [19530],MO,2.3,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185529 [19530],MO,2.3,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185530 [19530],MO,2.9,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185533 [19530],MO,2.2,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185537 [19530],MO,1.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185564 [19530],MO,2.5,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185664 [19530],MO,1.9,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_187177 [19530],MO,1.45,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_189561 [19530],MO,1.2,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185356 [19530],MO,0.8,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185520 [19530],MO,3.4,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185522 [19530],MO,2.5,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185527 [19530],MO,8.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185531 [19530],MO,1.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185556 [19530],MO,2.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_185562 [19530],MO,2.3,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_187176 [19530],MO,2.11,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_189562 [19530],MO,1.0,,VOL | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_174668 [19530],MO,4.7,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_174671 [19530],MO,2.1,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_187062 [19530],MO,2.5,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_187063 [19530],MO,1.1,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_187064 [19530],MO,1.4,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_189564 [19530],MO,2.0,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_189566 [19530],MO,3.1,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_189567 [19530],MO,3.3,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_189568 [19530],MO,1.7,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_189569 [19530],MO,2.5,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_189570 [19530],MO,2.0,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_194461 [19530],MO,3.0,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_194467 [19530],MO,2.0,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_194609 [19530],MO,1.6,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195128 [19530],MO,5.3,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195131 [19530],MO,2.9,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195132 [19530],MO,1.2,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195134 [19530],MO,2.9,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_195213 [19530],MO,3.8,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205117 [19530],MO,7.0,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205118 [19530],MO,7.0,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205142 [19530],MO,2.0,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
s_205144 [19530],MO,2.0,,PLU | CONTINENTAL FLOOD BASALT,ppm,georoc_trapps_continentaux,[19530]
