sample_id,tracer,final_value,uncertainty,candidate_source,unit,compilation,reference
s_LEM-18 609.1-609.25 [23574],W,0.5,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-18-623 [23574],W,3.8,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-24  645 - 645.27 [23574],W,0.7,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-33-072 [23574],W,1.0,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-33-139 [23574],W,0.6,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-33-208 [23574],W,0.5,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-33-497 [23574],W,0.6,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-34 492-492.2 [23574],W,0.7,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-34 575.85-576 [23574],W,0.7,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-44-480 [23574],W,2.4,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-44-614 [23574],W,1.6,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-44-692 [23574],W,2.3,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-45 69.55-69.77  [23574],W,1.3,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-45-125 [23574],W,0.6,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-45 212-212.30 [23574],W,10.7,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-45 408.4-408.64  [23574],W,2.1,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-45-829 [23574],W,1.2,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-45-877 [23574],W,8.5,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-45 887.42-887.63  [23574],W,0.7,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-60  68.71 - 69 [23574],W,0.8,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-60  414.63 - 414.93 [23574],W,0.8,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-60  448.16 - 448.44 [23574],W,1.2,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-61-123 [23574],W,1.4,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-25  357.1 - 357.35 [23574],W,0.6,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-34 695.18-695.31 [23574],W,1.0,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-44 264.8-265.05 [23574],W,8.0,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_LEM-60  272.76 - 273 [23574],W,0.7,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_13-ARB-054A  [23574],W,1.8,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_13-ARB-013B  [23574],W,1.6,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_13-ARB-018A  [23574],W,2.4,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_13-ARB-070A  [23574],W,0.6,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_13-ARB-028C [23574],W,1.1,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_13-ARB-076A [23574],W,0.8,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_13-ARB-079A [23574],W,1.0,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_13-ARB-045A  [23574],W,1.4,,VEIN | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_13-ARB-053A  [23574],W,1.7,,VEIN | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[23574]
s_CS99-2193A [7163],W,0.16,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[7163]
s_CS99-2487A [7163],W,0.11,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[7163]
s_CS98-001 [7163],W,0.02,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[7163]
s_CS997-240 [7163],W,0.01,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[7163]
s_CS98-115 [7163],W,0.05,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[7163]
s_CS98-020C [7163],W,0.11,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[7163]
s_CS99-2051 [7163],W,0.04,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[7163]
s_CS99-2212A [7163],W,0.05,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[7163]
s_CS98-288C [7163],W,0.01,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[7163]
s_CS99SL-3366 [7163],W,0.02,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[7163]
s_CS98-283C [7163],W,0.08,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[7163]
s_CS98-263B [7163],W,0.01,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[7163]
s_CS99-2153B [7163],W,0.07,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[7163]
s_CS97-220 [7163],W,0.01,,SED | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[7163]
s_CS98-270 [7163],W,0.11,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[7163]
s_CLD-S02 [25968],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[25968]
s_CLD-S03 [25968],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[25968]
s_CLD-S05 [25968],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[25968]
s_CLD-S07 [25968],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[25968]
s_CLD-S08 [25968],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[25968]
s_CLD-S09 [25968],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[25968]
s_CLD-S10 [25968],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[25968]
s_CLD-S12 [25968],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[25968]
s_CLD-S14 [25968],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[25968]
s_CLD-S17 [25968],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[25968]
s_CLD-S21 [25968],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[25968]
s_CLD-S22 [25968],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[25968]
s_CLD-S23 [25968],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[25968]
s_CLD-S24 [25968],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[25968]
s_CLD-S25 [25968],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[25968]
s_CLD-S26 [25968],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[25968]
s_CLD-S27 [25968],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[25968]
s_CLD-S28 [25968],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[25968]
s_CLD-S29 [25968],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[25968]
s_CLD-S30 [25968],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[25968]
s_CLD-S31AC [25968],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[25968]
s_CLD-S34 [25968],W,1.0,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[25968]
s_PC 092 [29068],W,0.643,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC 092 [29068],W,0.63,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-094 [29068],W,0.632,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-095 [29068],W,0.108,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-095 [29068],W,0.114,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-227 [29068],W,0.024,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-227 [29068],W,0.00879,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-410 [29068],W,0.16,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-437 [29068],W,0.175,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-437 [29068],W,0.166,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-437 [29068],W,0.161,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-213 [29068],W,0.0976,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-213 [29068],W,0.0986,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-213 [29068],W,0.098,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-218 [29068],W,0.121,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-218 [29068],W,0.122,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-504 [29068],W,1.331,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-504 [29068],W,1.347,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-504 [29068],W,1.35,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-162 [29068],W,0.0896,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-162 [29068],W,0.0935,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-275 [29068],W,0.0414,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-275 [29068],W,0.0443,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-282 [29068],W,0.451,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-282 [29068],W,0.446,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-282 [29068],W,0.421,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-018 [29068],W,1.439,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-128 [29068],W,0.451,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-128 [29068],W,0.43,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-220 [29068],W,0.228,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-220 [29068],W,0.227,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-129 [29068],W,0.244,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-129 [29068],W,0.218,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-132 [29068],W,0.324,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-132 [29068],W,0.325,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-425 [29068],W,2.215,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-425 [29068],W,2.235,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_PC-286 [29068],W,2.405,,PLU | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[29068]
s_R-1 [12939],W,0.73,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-2 [12939],W,0.48,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-3 [12939],W,0.18,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-4 [12939],W,0.21,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-5 [12939],W,0.42,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-6 [12939],W,1.8,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-8 [12939],W,0.8,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-9 [12939],W,0.86,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-10 [12939],W,0.54,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-11 [12939],W,0.5,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-12 [12939],W,0.79,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-13 [12939],W,0.48,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-14 [12939],W,0.72,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-15 [12939],W,0.69,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-16 [12939],W,0.56,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-17 [12939],W,0.18,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-18 [12939],W,1.07,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-19 [12939],W,0.56,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-20 [12939],W,0.25,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-21 [12939],W,0.66,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-22 [12939],W,0.55,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-27 [12939],W,0.68,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-51 [12939],W,0.72,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-52 [12939],W,0.37,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-53 [12939],W,0.71,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-54 [12939],W,0.23,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-106 [12939],W,0.36,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-107 [12939],W,0.61,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-108 [12939],W,0.3,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-109 [12939],W,0.18,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-110 [12939],W,0.24,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-111 [12939],W,0.23,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-112 [12939],W,0.16,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-113 [12939],W,0.99,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-114 [12939],W,0.98,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-115 [12939],W,0.35,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-116 [12939],W,0.42,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-23 [12939],W,0.58,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-25 [12939],W,0.42,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-26 [12939],W,1.0,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-28 [12939],W,0.22,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-29 [12939],W,0.66,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-30 [12939],W,0.18,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-31 [12939],W,0.34,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-32 [12939],W,0.57,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-34 [12939],W,0.79,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-35 [12939],W,0.81,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-36 [12939],W,3.79,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-37 [12939],W,0.29,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-38 [12939],W,0.45,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-41 [12939],W,0.42,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-42 [12939],W,0.18,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-43 [12939],W,0.93,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-44 [12939],W,0.27,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-45 [12939],W,0.27,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-46 [12939],W,0.32,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-47 [12939],W,0.27,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-48 [12939],W,0.25,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-50 [12939],W,1.77,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-55 [12939],W,0.68,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-56 [12939],W,0.29,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-57 [12939],W,0.23,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-58 [12939],W,0.26,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-59 [12939],W,0.3,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-60 [12939],W,0.25,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-61 [12939],W,0.24,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-62 [12939],W,0.58,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-63 [12939],W,0.52,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-64 [12939],W,0.22,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-65 [12939],W,0.38,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-66 [12939],W,0.21,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-67 [12939],W,0.38,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-68 [12939],W,0.42,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-69 [12939],W,0.29,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-70 [12939],W,0.41,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-71 [12939],W,0.73,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
s_R-73 [12939],W,0.3,,VOL | ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),ppm,georoc_cratons_archeens,[12939]
