lineage_id,parent_id,generation,condition_id,yield,polymer_length,compartment_stability,copy_fidelity,condition,arm,replicate,well,source_file,generation_duration_h,fed,resuspended,mapping_mode
FR-30min_log:drift:g0:A1,,0,FR-30min_log:drift,0.094,,,,FR,drift,1,A1,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:A10,,0,FR-30min_log:drift,0.119,,,,FR,drift,1,A10,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:A2,,0,FR-30min_log:drift,0.093,,,,FR,drift,1,A2,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:A3,,0,FR-30min_log:drift,0.096,,,,FR,drift,1,A3,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:A4,,0,FR-30min_log:drift,0.085,,,,FR,drift,1,A4,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:A5,,0,FR-30min_log:drift,0.087,,,,FR,drift,1,A5,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:A6,,0,FR-30min_log:drift,0.1,,,,FR,drift,1,A6,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:A7,,0,FR-30min_log:drift,0.085,,,,FR,drift,1,A7,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:B10,,0,FR-30min_log:drift,0.069,,,,FR,drift,1,B10,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:B11,,0,FR-30min_log:drift,0.066,,,,FR,drift,1,B11,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:B4,,0,FR-30min_log:drift,0.103,,,,FR,drift,1,B4,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:B6,,0,FR-30min_log:drift,0.108,,,,FR,drift,1,B6,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:B7,,0,FR-30min_log:drift,0.181,,,,FR,drift,1,B7,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:B8,,0,FR-30min_log:drift,0.066,,,,FR,drift,1,B8,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:C1,,0,FR-30min_log:drift,0.07,,,,FR,drift,1,C1,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:C11,,0,FR-30min_log:drift,0.109,,,,FR,drift,1,C11,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:C3,,0,FR-30min_log:drift,0.073,,,,FR,drift,1,C3,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:C4,,0,FR-30min_log:drift,0.078,,,,FR,drift,1,C4,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:C6,,0,FR-30min_log:drift,0.107,,,,FR,drift,1,C6,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:C9,,0,FR-30min_log:drift,0.075,,,,FR,drift,1,C9,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:D1,,0,FR-30min_log:drift,0.146,,,,FR,drift,1,D1,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:D12,,0,FR-30min_log:drift,0.14,,,,FR,drift,1,D12,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:D7,,0,FR-30min_log:drift,0.09,,,,FR,drift,1,D7,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:D8,,0,FR-30min_log:drift,0.085,,,,FR,drift,1,D8,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:E11,,0,FR-30min_log:drift,0.113,,,,FR,drift,1,E11,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:E3,,0,FR-30min_log:drift,0.078,,,,FR,drift,1,E3,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:E8,,0,FR-30min_log:drift,0.093,,,,FR,drift,1,E8,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:E9,,0,FR-30min_log:drift,0.162,,,,FR,drift,1,E9,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:F10,,0,FR-30min_log:drift,0.11,,,,FR,drift,1,F10,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:F11,,0,FR-30min_log:drift,0.148,,,,FR,drift,1,F11,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:F3,,0,FR-30min_log:drift,0.085,,,,FR,drift,1,F3,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:F4,,0,FR-30min_log:drift,0.063,,,,FR,drift,1,F4,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:F5,,0,FR-30min_log:drift,0.101,,,,FR,drift,1,F5,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:F9,,0,FR-30min_log:drift,0.099,,,,FR,drift,1,F9,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:G1,,0,FR-30min_log:drift,0.084,,,,FR,drift,1,G1,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:G12,,0,FR-30min_log:drift,0.087,,,,FR,drift,1,G12,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:G2,,0,FR-30min_log:drift,0.096,,,,FR,drift,1,G2,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:G4,,0,FR-30min_log:drift,0.067,,,,FR,drift,1,G4,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:G9,,0,FR-30min_log:drift,0.12,,,,FR,drift,1,G9,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:H12,,0,FR-30min_log:drift,0.086,,,,FR,drift,1,H12,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:H2,,0,FR-30min_log:drift,0.093,,,,FR,drift,1,H2,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:H3,,0,FR-30min_log:drift,0.154,,,,FR,drift,1,H3,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:H4,,0,FR-30min_log:drift,0.067,,,,FR,drift,1,H4,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:H5,,0,FR-30min_log:drift,0.081,,,,FR,drift,1,H5,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:H6,,0,FR-30min_log:drift,0.083,,,,FR,drift,1,H6,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:H7,,0,FR-30min_log:drift,0.066,,,,FR,drift,1,H7,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:H8,,0,FR-30min_log:drift,0.143,,,,FR,drift,1,H8,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g0:H9,,0,FR-30min_log:drift,0.066,,,,FR,drift,1,H9,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:A1,,1,FR-30min_log:drift,0.794,,,,FR,drift,1,A1,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:A11,FR-30min_log:drift:g0:C9,1,FR-30min_log:drift,0.763,,,,FR,drift,1,A11,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:A12,FR-30min_log:drift:g0:B6,1,FR-30min_log:drift,0.849,,,,FR,drift,1,A12,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:A2,,1,FR-30min_log:drift,0.676,,,,FR,drift,1,A2,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:A3,,1,FR-30min_log:drift,0.729,,,,FR,drift,1,A3,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:A4,,1,FR-30min_log:drift,0.688,,,,FR,drift,1,A4,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:A8,FR-30min_log:drift:g0:E3,1,FR-30min_log:drift,0.62,,,,FR,drift,1,A8,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:A9,FR-30min_log:drift:g0:D8,1,FR-30min_log:drift,0.806,,,,FR,drift,1,A9,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:B1,FR-30min_log:drift:g0:G12,1,FR-30min_log:drift,0.596,,,,FR,drift,1,B1,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:B12,FR-30min_log:drift:g0:E11,1,FR-30min_log:drift,0.492,,,,FR,drift,1,B12,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:B2,FR-30min_log:drift:g0:C11,1,FR-30min_log:drift,0.428,,,,FR,drift,1,B2,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:B3,FR-30min_log:drift:g0:C6,1,FR-30min_log:drift,0.891,,,,FR,drift,1,B3,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:B5,FR-30min_log:drift:g0:G2,1,FR-30min_log:drift,0.781,,,,FR,drift,1,B5,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:B6,,1,FR-30min_log:drift,0.793,,,,FR,drift,1,B6,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:B7,,1,FR-30min_log:drift,0.755,,,,FR,drift,1,B7,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:B8,,1,FR-30min_log:drift,0.583,,,,FR,drift,1,B8,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:B9,FR-30min_log:drift:g0:H6,1,FR-30min_log:drift,0.406,,,,FR,drift,1,B9,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:C1,,1,FR-30min_log:drift,0.79,,,,FR,drift,1,C1,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:C10,FR-30min_log:drift:g0:B4,1,FR-30min_log:drift,0.533,,,,FR,drift,1,C10,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:C12,FR-30min_log:drift:g0:A7,1,FR-30min_log:drift,0.671,,,,FR,drift,1,C12,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:C2,FR-30min_log:drift:g0:B11,1,FR-30min_log:drift,0.693,,,,FR,drift,1,C2,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:C4,,1,FR-30min_log:drift,0.846,,,,FR,drift,1,C4,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:C5,FR-30min_log:drift:g0:F10,1,FR-30min_log:drift,0.448,,,,FR,drift,1,C5,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:C7,FR-30min_log:drift:g0:C1,1,FR-30min_log:drift,0.793,,,,FR,drift,1,C7,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:C8,FR-30min_log:drift:g0:A2,1,FR-30min_log:drift,0.583,,,,FR,drift,1,C8,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:D10,FR-30min_log:drift:g0:B8,1,FR-30min_log:drift,0.69,,,,FR,drift,1,D10,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:D11,FR-30min_log:drift:g0:D12,1,FR-30min_log:drift,0.878,,,,FR,drift,1,D11,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:D2,FR-30min_log:drift:g0:F4,1,FR-30min_log:drift,0.666,,,,FR,drift,1,D2,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:D3,FR-30min_log:drift:g0:A6,1,FR-30min_log:drift,0.249,,,,FR,drift,1,D3,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:D4,FR-30min_log:drift:g0:H7,1,FR-30min_log:drift,0.672,,,,FR,drift,1,D4,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:D5,FR-30min_log:drift:g0:G4,1,FR-30min_log:drift,0.482,,,,FR,drift,1,D5,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:D6,FR-30min_log:drift:g0:F9,1,FR-30min_log:drift,0.68,,,,FR,drift,1,D6,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:D7,,1,FR-30min_log:drift,0.785,,,,FR,drift,1,D7,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:D8,,1,FR-30min_log:drift,0.855,,,,FR,drift,1,D8,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:D9,FR-30min_log:drift:g0:H5,1,FR-30min_log:drift,0.72,,,,FR,drift,1,D9,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:E1,FR-30min_log:drift:g0:E8,1,FR-30min_log:drift,0.767,,,,FR,drift,1,E1,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:E10,FR-30min_log:drift:g0:D7,1,FR-30min_log:drift,0.698,,,,FR,drift,1,E10,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:E11,,1,FR-30min_log:drift,0.611,,,,FR,drift,1,E11,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:E12,FR-30min_log:drift:g0:A1,1,FR-30min_log:drift,0.737,,,,FR,drift,1,E12,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:E2,FR-30min_log:drift:g0:E9,1,FR-30min_log:drift,0.785,,,,FR,drift,1,E2,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:E3,,1,FR-30min_log:drift,0.667,,,,FR,drift,1,E3,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:E4,FR-30min_log:drift:g0:H4,1,FR-30min_log:drift,0.629,,,,FR,drift,1,E4,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:E5,FR-30min_log:drift:g0:H8,1,FR-30min_log:drift,0.755,,,,FR,drift,1,E5,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:E6,FR-30min_log:drift:g0:F5,1,FR-30min_log:drift,0.909,,,,FR,drift,1,E6,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:E7,FR-30min_log:drift:g0:H2,1,FR-30min_log:drift,0.979,,,,FR,drift,1,E7,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:F1,FR-30min_log:drift:g0:B7,1,FR-30min_log:drift,0.812,,,,FR,drift,1,F1,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:F12,FR-30min_log:drift:g0:A5,1,FR-30min_log:drift,0.847,,,,FR,drift,1,F12,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:F2,FR-30min_log:drift:g0:H9,1,FR-30min_log:drift,0.461,,,,FR,drift,1,F2,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:F3,,1,FR-30min_log:drift,0.545,,,,FR,drift,1,F3,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:F4,,1,FR-30min_log:drift,0.803,,,,FR,drift,1,F4,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:F6,FR-30min_log:drift:g0:F11,1,FR-30min_log:drift,0.604,,,,FR,drift,1,F6,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:F7,FR-30min_log:drift:g0:G1,1,FR-30min_log:drift,0.579,,,,FR,drift,1,F7,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:F8,FR-30min_log:drift:g0:A10,1,FR-30min_log:drift,0.834,,,,FR,drift,1,F8,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:F9,,1,FR-30min_log:drift,0.811,,,,FR,drift,1,F9,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:G10,FR-30min_log:drift:g0:G9,1,FR-30min_log:drift,0.727,,,,FR,drift,1,G10,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:G11,FR-30min_log:drift:g0:D1,1,FR-30min_log:drift,0.465,,,,FR,drift,1,G11,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:G12,,1,FR-30min_log:drift,0.746,,,,FR,drift,1,G12,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:G2,,1,FR-30min_log:drift,0.84,,,,FR,drift,1,G2,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:G3,FR-30min_log:drift:g0:A4,1,FR-30min_log:drift,0.713,,,,FR,drift,1,G3,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:G4,,1,FR-30min_log:drift,0.538,,,,FR,drift,1,G4,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:G5,FR-30min_log:drift:g0:C4,1,FR-30min_log:drift,0.558,,,,FR,drift,1,G5,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:G6,FR-30min_log:drift:g0:C3,1,FR-30min_log:drift,0.846,,,,FR,drift,1,G6,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:G7,FR-30min_log:drift:g0:A3,1,FR-30min_log:drift,0.648,,,,FR,drift,1,G7,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:G8,FR-30min_log:drift:g0:B10,1,FR-30min_log:drift,0.812,,,,FR,drift,1,G8,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:G9,,1,FR-30min_log:drift,0.829,,,,FR,drift,1,G9,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:H1,FR-30min_log:drift:g0:H3,1,FR-30min_log:drift,0.392,,,,FR,drift,1,H1,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:H10,FR-30min_log:drift:g0:H12,1,FR-30min_log:drift,0.637,,,,FR,drift,1,H10,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:H11,FR-30min_log:drift:g0:F3,1,FR-30min_log:drift,0.273,,,,FR,drift,1,H11,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:H12,,1,FR-30min_log:drift,0.65,,,,FR,drift,1,H12,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:H2,,1,FR-30min_log:drift,0.864,,,,FR,drift,1,H2,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g1:H5,,1,FR-30min_log:drift,0.821,,,,FR,drift,1,H5,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:A10,FR-30min_log:drift:g1:A4,2,FR-30min_log:drift,0.325,,,,FR,drift,1,A10,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:A11,FR-30min_log:drift:g1:D11,2,FR-30min_log:drift,0.41,,,,FR,drift,1,A11,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:A2,,2,FR-30min_log:drift,0.361,,,,FR,drift,1,A2,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:A3,,2,FR-30min_log:drift,0.391,,,,FR,drift,1,A3,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:A4,,2,FR-30min_log:drift,0.35,,,,FR,drift,1,A4,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:A5,FR-30min_log:drift:g1:G5,2,FR-30min_log:drift,0.626,,,,FR,drift,1,A5,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:A6,FR-30min_log:drift:g1:B7,2,FR-30min_log:drift,0.364,,,,FR,drift,1,A6,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:A7,FR-30min_log:drift:g1:D4,2,FR-30min_log:drift,0.434,,,,FR,drift,1,A7,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:A8,FR-30min_log:drift:g1:B3,2,FR-30min_log:drift,0.464,,,,FR,drift,1,A8,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:A9,FR-30min_log:drift:g1:F1,2,FR-30min_log:drift,0.306,,,,FR,drift,1,A9,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:B10,FR-30min_log:drift:g1:H5,2,FR-30min_log:drift,0.442,,,,FR,drift,1,B10,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:B11,FR-30min_log:drift:g1:H12,2,FR-30min_log:drift,0.39,,,,FR,drift,1,B11,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:B2,,2,FR-30min_log:drift,0.38,,,,FR,drift,1,B2,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:B4,FR-30min_log:drift:g1:G10,2,FR-30min_log:drift,0.402,,,,FR,drift,1,B4,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:B7,,2,FR-30min_log:drift,0.345,,,,FR,drift,1,B7,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:B8,,2,FR-30min_log:drift,0.465,,,,FR,drift,1,B8,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:C1,,2,FR-30min_log:drift,0.427,,,,FR,drift,1,C1,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:C10,FR-30min_log:drift:g1:D6,2,FR-30min_log:drift,0.488,,,,FR,drift,1,C10,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:C11,FR-30min_log:drift:g1:B1,2,FR-30min_log:drift,0.439,,,,FR,drift,1,C11,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:C12,FR-30min_log:drift:g1:C1,2,FR-30min_log:drift,0.431,,,,FR,drift,1,C12,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:C2,FR-30min_log:drift:g1:D7,2,FR-30min_log:drift,0.414,,,,FR,drift,1,C2,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:C3,FR-30min_log:drift:g1:D2,2,FR-30min_log:drift,0.368,,,,FR,drift,1,C3,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:C4,,2,FR-30min_log:drift,0.345,,,,FR,drift,1,C4,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:C5,FR-30min_log:drift:g1:G7,2,FR-30min_log:drift,0.417,,,,FR,drift,1,C5,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:C6,FR-30min_log:drift:g1:B9,2,FR-30min_log:drift,0.537,,,,FR,drift,1,C6,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:C7,FR-30min_log:drift:g1:B5,2,FR-30min_log:drift,0.446,,,,FR,drift,1,C7,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:C8,FR-30min_log:drift:g1:F4,2,FR-30min_log:drift,0.353,,,,FR,drift,1,C8,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:C9,FR-30min_log:drift:g1:G3,2,FR-30min_log:drift,0.382,,,,FR,drift,1,C9,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:D1,FR-30min_log:drift:g1:B6,2,FR-30min_log:drift,0.327,,,,FR,drift,1,D1,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:D12,FR-30min_log:drift:g1:F9,2,FR-30min_log:drift,0.367,,,,FR,drift,1,D12,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:D2,,2,FR-30min_log:drift,0.407,,,,FR,drift,1,D2,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:D3,,2,FR-30min_log:drift,0.42,,,,FR,drift,1,D3,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:D5,FR-30min_log:drift:g1:B2,2,FR-30min_log:drift,0.378,,,,FR,drift,1,D5,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:D6,,2,FR-30min_log:drift,0.432,,,,FR,drift,1,D6,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:D7,,2,FR-30min_log:drift,0.396,,,,FR,drift,1,D7,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:E1,,2,FR-30min_log:drift,0.247,,,,FR,drift,1,E1,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:E10,FR-30min_log:drift:g1:E11,2,FR-30min_log:drift,0.368,,,,FR,drift,1,E10,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:E11,,2,FR-30min_log:drift,0.375,,,,FR,drift,1,E11,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:E12,FR-30min_log:drift:g1:G9,2,FR-30min_log:drift,0.442,,,,FR,drift,1,E12,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:E2,FR-30min_log:drift:g1:B12,2,FR-30min_log:drift,0.447,,,,FR,drift,1,E2,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:E4,FR-30min_log:drift:g1:G6,2,FR-30min_log:drift,0.401,,,,FR,drift,1,E4,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:E5,,2,FR-30min_log:drift,0.366,,,,FR,drift,1,E5,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:E6,FR-30min_log:drift:g1:G2,2,FR-30min_log:drift,0.714,,,,FR,drift,1,E6,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:E7,FR-30min_log:drift:g1:B8,2,FR-30min_log:drift,0.323,,,,FR,drift,1,E7,FR-30min_log.xlsx,0.5,True,True,coded_lineage
FR-30min_log:drift:g2:E8,FR-30min_log:drift:g1:F2,2,FR-30min_log:drift,0.324,,,,FR,drift,1,E8,FR-30min_log.xlsx,0.5,True,True,coded_lineage
