horizon_years,samples,correlation,rmse,mae,bias,max_abs_error,candidate_std,reference_std
50000.0,51,0.999950459751944,7.966537341952911e-05,5.5963720515123536e-05,5.594710047575482e-05,0.00016328978870230014,0.00212480441607643,0.0021773221205434977
100000.0,101,0.999971224841701,0.00011431257679352886,9.766091205913852e-05,9.765251976203154e-05,0.00017417137965240054,0.007500917804082306,0.007483573054845359
250000.0,251,0.9998816226224284,0.0003873817002779676,0.00031421413040344493,0.0003142107534233341,0.0009078551853726052,0.011629747272504529,0.011489385837177572
500000.0,501,0.9987600581192526,0.0006775603140419984,0.0005620004856226199,0.0002087567104026064,0.0015296697570674998,0.01238752287667898,0.012184534225776639
1000000.0,1001,0.997269675397316,0.0009472261732928609,0.0007493614949716043,-5.0083601765135966e-05,0.0027589525838282005,0.012807348426138501,0.012788239466482089
2000000.0,2001,0.99142365216861,0.0017766228539014938,0.0013244487013962388,0.00018273606784599696,0.0062998223231855,0.013518391802870762,0.013445299196277068
5000000.0,5001,0.9423329705800475,0.004405678581283186,0.00330707605226774,0.0001939366795018655,0.0133272521616959,0.012929428498954475,0.01298875263999882
10000000.0,10001,0.8267402709588388,0.007725309414623284,0.005959922844960485,0.00016134522133692066,0.022256061088212,0.013161200243788907,0.013078857225739971
20000000.0,20001,0.49500620682612256,0.013243648172099486,0.010272199244894217,0.00020996238973143704,0.0433504886910244,0.013239080892703066,0.013112716663447165
