job,samples,correlation,rmse,mae,bias,max_abs_error,candidate_std,reference_std,effect_to_ensemble_floor_ratio,mean_eccentricity_delta,std_ratio_vs_baseline
jupiter_a_minus_0p5pct_2myr,2001,0.8097183991356375,0.00858871934743876,0.0065259485936223225,0.0014180549554367462,0.0262192567062677,0.01391681472237076,0.013518391802870762,6274389.677402444,0.0014180549554367455,1.0294726566081174
jupiter_a_plus_0p5pct_2myr,2001,0.752096825104781,0.009571109591753888,0.00730754495598382,0.0006039075543799515,0.023937126680797297,0.013611735945089045,0.013518391802870762,6992063.518957162,0.000603907554379949,1.0069049738740714
jupiter_mass_minus_5pct_2myr,2001,0.0662651372435859,0.018703420842196932,0.014163596605199485,0.0008897552071182134,0.057446737267904405,0.013821811555185533,0.013518391802870762,13663567.97994451,0.0008897552071182105,1.0224449591888833
jupiter_mass_plus_5pct_2myr,2001,-0.011229717644112326,0.018928950135853776,0.013822091273025089,-0.002639537391942665,0.0543256679320136,0.01283334242061907,0.013518391802870762,13828325.799455093,-0.0026395373919426666,0.9493246391848019
saturn_mass_minus_5pct_2myr,2001,0.7599303621265296,0.009242500160022621,0.006893366181993457,-0.0010235425557441917,0.026594834536029198,0.012949700222339681,0.013518391802870762,6752001.695657906,-0.0010235425557441925,0.9579320093082142
saturn_mass_plus_5pct_2myr,2001,0.7433506121060598,0.009895843241730954,0.007359004089667117,0.0011789245566859073,0.028285394396424402,0.013892265528762316,0.013518391802870762,7229293.934680192,0.001178924556685907,1.027656671839631
