frequency_per_year,period_years,power
2.1989005497251372e-05,45477.272727272735,0.05905807297504605
2.2488755622188903e-05,44466.66666666667,0.04146676119486852
2.2988505747126437e-05,43500.0,0.03026640908062769
2.3488255872063967e-05,42574.46808510638,0.030644637120175594
2.3988005997001498e-05,41687.5,0.030392311444243075
2.4487756121939028e-05,40836.73469387755,0.035462825579784946
2.498750624687656e-05,40020.00000000001,0.03848387170911389
2.5487256371814093e-05,39235.294117647056,0.037216132801777047
2.5987006496751623e-05,38480.769230769234,0.035851093167432006
2.6486756621689154e-05,37754.71698113208,0.034159280897721606
2.6986506746626685e-05,37055.55555555556,0.04981310319808275
2.7486256871564215e-05,36381.818181818184,0.05199212815738976
2.7986006996501746e-05,35732.14285714286,0.04268051871118135
2.848575712143928e-05,35105.26315789474,0.03964573800141131
2.898550724637681e-05,34500.0,0.03348603343289867
2.948525737131434e-05,33915.254237288136,0.0292038343209965
2.998500749625187e-05,33350.0,0.024431270702549978
3.0484757621189402e-05,32803.278688524595,0.014580183439167352
3.0984507746126936e-05,32274.1935483871,0.011336133042139696
3.1484257871064466e-05,31761.904761904763,0.00690684928325635
3.1984007996002e-05,31265.625000000004,0.005569713963538153
3.248375812093953e-05,30784.615384615387,0.005600030782152191
3.298350824587706e-05,30318.18181818182,0.006074392409468303
3.348325837081459e-05,29865.671641791047,0.005031830909324464
3.398300849575212e-05,29426.470588235297,0.005870341569094173
3.448275862068965e-05,29000.000000000004,0.0057511727670610515
3.498250874562719e-05,28585.714285714286,0.006929524867360259
3.548225887056472e-05,28183.098591549297,0.009664023081174958
3.598200899550225e-05,27791.666666666668,0.012080079013572892
3.648175912043978e-05,27410.95890410959,0.011635600622953823
3.698150924537731e-05,27040.540540540544,0.009684660412884441
3.748125937031484e-05,26680.000000000004,0.010145777640909223
3.798100949525237e-05,26328.947368421053,0.009319893830697363
3.84807596201899e-05,25987.01298701299,0.006395668775043853
3.898050974512743e-05,25653.846153846156,0.004344636809365048
3.948025987006496e-05,25329.113924050635,0.002968085983340462
3.99800099950025e-05,25012.5,0.0023759270791814543
4.047976011994003e-05,24703.703703703704,0.0023242058993636653
4.097951024487756e-05,24402.439024390245,0.0025893218966764157
4.147926036981509e-05,24108.43373493976,0.0026063799404253975
4.197901049475262e-05,23821.428571428572,0.0022724435916696767
4.247876061969015e-05,23541.176470588238,0.0025159423504541637
4.297851074462768e-05,23267.44186046512,0.002417698909056097
4.3478260869565214e-05,23000.000000000004,0.0029535783566892694
4.3978010994502744e-05,22738.636363636368,0.0026809491796601923
4.4477761119440275e-05,22483.14606741573,0.002695624776674686
4.4977511244377805e-05,22233.333333333336,0.0023439272928086514
4.547726136931534e-05,21989.01098901099,0.002588770471081538
4.597701149425287e-05,21750.0,0.003234353985405163
4.6476761619190404e-05,21516.129032258064,0.0032844898747457557
4.6976511744127934e-05,21287.23404255319,0.0026457407296553966
4.7476261869065465e-05,21063.157894736843,0.0016155625864751005
4.7976011994002995e-05,20843.75,0.0020207294454029474
4.8475762118940526e-05,20628.865979381444,0.0016044426823973337
4.8975512243878057e-05,20418.367346938776,0.0017480432695254956
4.947526236881559e-05,20212.121212121216,0.0008005818833115788
4.997501249375312e-05,20010.000000000004,0.000872648940347062
5.047476261869065e-05,19811.881188118816,0.0009247947140737434
5.0974512743628186e-05,19617.647058823528,0.0009051418992364119
5.1474262868565716e-05,19427.18446601942,0.0011078300775720004
5.197401299350325e-05,19240.384615384617,0.0007582166666382443
5.247376311844078e-05,19057.14285714286,0.0006914856305263178
5.297351324337831e-05,18877.35849056604,0.000693634405788219
5.347326336831584e-05,18700.934579439254,0.0013534646698987087
5.397301349325337e-05,18527.77777777778,0.0014527882183776265
5.44727636181909e-05,18357.798165137618,0.0014352781816808539
5.497251374312843e-05,18190.909090909092,0.0016155583787800484
5.547226386806596e-05,18027.02702702703,0.0014019168579422006
