frequency_per_year,period_years,power
9.995002498750624e-07,1000500.0000000001,10.823109237532062
1.4992503748125936e-06,667000.0,10.159590448134747
1.999000499750125e-06,500250.00000000006,10.24790693557372
2.4987506246876562e-06,400200.0,10.278689005440496
2.9985007496251872e-06,333500.0,9.326426239463759
3.498250874562718e-06,285857.1428571429,8.506726454080084
3.99800099950025e-06,250125.00000000003,8.729393328857764
4.497751124437781e-06,222333.33333333334,4.758064981819051
4.9975012493753125e-06,200100.0,0.6070827209659164
5.497251374312843e-06,181909.09090909094,0.5581505636247647
5.9970014992503744e-06,166750.0,1.5302457794393582
6.496751624187906e-06,153923.07692307694,4.834168193715557
6.996501749125436e-06,142928.57142857145,5.3238921533906165
7.496251874062968e-06,133400.0,5.413109832269612
7.9960019990005e-06,125062.50000000001,5.484582524566763
8.49575212393803e-06,117705.88235294119,6.610499973408332
8.995502248875562e-06,111166.66666666667,9.502094640031839
9.495252373813093e-06,105315.78947368421,10.474219339317822
9.995002498750625e-06,100050.0,9.612313608523067
1.0494752623688155e-05,95285.71428571429,6.423577846753483
1.0994502748625686e-05,90954.54545454547,6.01632459373391
1.1494252873563218e-05,87000.0,5.850702979084391
1.1994002998500749e-05,83375.0,5.850387294943503
1.249375312343828e-05,80040.00000000001,4.389545754446341
1.2993503248375812e-05,76961.53846153847,0.3235169719295022
1.3493253373313342e-05,74111.11111111112,0.30856555144617553
1.3993003498250873e-05,71464.28571428572,0.28593726323443047
1.4492753623188405e-05,69000.0,0.3236592367896543
1.4992503748125936e-05,66700.0,0.2682940540842845
1.5492253873063468e-05,64548.3870967742,0.09223304634692928
1.5992003998001e-05,62531.25000000001,0.07723866229332464
1.649175412293853e-05,60636.36363636364,0.11070277117003458
1.699150424787606e-05,58852.941176470595,0.15554958321226467
1.7491254372813594e-05,57171.42857142857,0.22785883567424947
1.7991004497751124e-05,55583.333333333336,0.26852906722356834
1.8490754622688655e-05,54081.08108108109,0.2506718066231373
1.8990504747626185e-05,52657.89473684211,0.24846418960490227
1.9490254872563716e-05,51307.69230769231,0.24381994469510962
1.999000499750125e-05,50025.0,0.2404258736827474
2.048975512243878e-05,48804.87804878049,0.1700316587972601
2.098950524737631e-05,47642.857142857145,0.06474353089020647
