frequency_per_year,period_years,power
2.4998750062496877e-07,4000199.9999999995,6.3342356579307335
2.999850007499625e-07,3333500.0,7.290705924304012
3.499825008749562e-07,2857285.7142857146,7.509991031457715
3.9998000099995e-07,2500125.0,7.464110225774884
4.4997750112494376e-07,2222333.3333333335,7.556004611173747
4.999750012499375e-07,2000099.9999999998,7.448327175554852
5.499725013749312e-07,1818272.7272727275,7.091739321671753
5.99970001499925e-07,1666750.0,6.283676470786375
6.499675016249188e-07,1538538.4615384615,0.7549394084363501
6.999650017499124e-07,1428642.8571428573,0.739713118067237
7.499625018749062e-07,1333400.0,0.7048256247164018
7.999600019999e-07,1250062.5,0.8337965947642374
8.499575021248938e-07,1176529.4117647058,4.604364960216354
8.999550022498875e-07,1111166.6666666667,5.943386731456691
9.499525023748812e-07,1052684.210526316,5.860490948806678
9.99950002499875e-07,1000049.9999999999,6.058894259331688
1.0499475026248687e-06,952428.5714285715,6.186137095472918
1.0999450027498624e-06,909136.3636363638,5.940255347554876
1.1499425028748563e-06,869608.6956521738,4.855795177993663
1.19994000299985e-06,833375.0,4.629426891208603
1.2499375031248436e-06,800040.0000000001,1.0305640968276333
1.2999350032498375e-06,769269.2307692308,2.95188023237435
1.3499325033748312e-06,740777.7777777779,3.435048840320115
1.3999300034998249e-06,714321.4285714286,3.508963921586538
1.4499275036248187e-06,689689.6551724138,3.551806640261799
1.4999250037498124e-06,666700.0,3.4787566581356972
1.5499225038748063e-06,645193.5483870967,2.7286427311085766
1.5999200039998e-06,625031.25,2.849348408805246
1.6499175041247936e-06,606090.9090909092,0.9910874047580869
1.6999150042497875e-06,588264.7058823529,0.8049834366083681
1.7499125043747812e-06,571457.1428571428,0.2106210794004703
1.799910004499775e-06,555583.3333333334,0.26818292546547967
1.8499075046247687e-06,540567.5675675676,0.45054076283195854
1.8999050047497624e-06,526342.105263158,2.821973186209985
1.9499025048747563e-06,512846.1538461539,3.476184278352716
1.99990000499975e-06,500024.99999999994,3.350306618552748
2.0498975051247436e-06,487829.26829268294,3.326646623365367
2.0998950052497375e-06,476214.28571428574,3.1758833336199843
2.1498925053747314e-06,465139.5348837209,2.969762898703219
2.199890005499725e-06,454568.1818181819,3.423358608529535
2.2498875056247187e-06,444466.6666666667,2.0335730065435036
2.2998850057497126e-06,434804.3478260869,66.49150440777964
2.349882505874706e-06,425553.19148936175,73.53129643523698
2.3998800059997e-06,416687.5,75.47751220952613
2.449877506124694e-06,408183.67346938775,76.01983189647225
2.4998750062496873e-06,400020.00000000006,75.68871209107749
2.549872506374681e-06,392176.4705882353,73.29307207386213
2.599870006499675e-06,384634.6153846154,71.74629157017864
2.6498675066246685e-06,377377.3584905661,46.04682489375533
2.6998650067496624e-06,370388.88888888893,2.014221400725749
2.7498625068746562e-06,363654.54545454547,1.0501726132993832
2.7998600069996497e-06,357160.7142857143,1.3197795612027006
2.8498575071246436e-06,350894.7368421053,1.3221014808644487
2.8998550072496375e-06,344844.8275862069,1.5799901075822784
2.9498525073746313e-06,339000.0,1.4703989388123297
2.999850007499625e-06,333350.0,1.3060281001192717
3.0498475076246187e-06,327885.24590163934,1.3643836179633817
3.0998450077496126e-06,322596.77419354836,0.22820130637221434
3.149842507874606e-06,317476.1904761905,0.24447455770540744
3.1998400079996e-06,312515.625,0.2779521898248176
3.2498375081245938e-06,307707.6923076923,0.21368417500722928
3.2998350082495872e-06,303045.4545454546,0.2380211333145247
3.349832508374581e-06,298522.3880597015,0.25350322134568576
3.399830008499575e-06,294132.35294117645,0.2506767715530826
3.4498275086245685e-06,289869.56521739135,0.23756857608729268
3.4998250087495623e-06,285728.5714285714,0.2306185206227292
3.5498225088745562e-06,281704.22535211267,0.23113543673176556
3.59982000899955e-06,277791.6666666667,0.19619879475405638
3.6498175091245436e-06,273986.30136986304,0.18023758719540448
3.6998150092495374e-06,270283.7837837838,0.13318982426518186
3.7498125093745313e-06,266680.0,0.04997582363137872
3.7998100094995248e-06,263171.052631579,0.09237153942499184
3.849807509624518e-06,259753.24675324679,0.1193410004560114
3.8998050097495125e-06,256423.07692307694,0.1100942192282431
3.949802509874506e-06,253177.21518987344,0.11056308910001501
3.9998000099995e-06,250012.49999999997,0.12877866955132572
4.049797510124494e-06,246925.92592592593,0.12138107242135236
4.099795010249487e-06,243914.63414634147,0.12030431485067497
4.1497925103744815e-06,240975.9036144578,0.04791311028434179
4.199790010499475e-06,238107.14285714287,0.06585882273518245
4.2497875106244684e-06,235305.8823529412,0.06978752201147521
4.299785010749463e-06,232569.76744186046,0.06781593437391373
4.349782510874456e-06,229896.55172413794,0.17784977968863408
4.39978001099945e-06,227284.09090909094,0.1820840548928496
4.449777511124444e-06,224730.33707865168,0.1994366294872202
4.499775011249437e-06,222233.33333333334,0.18820258006385202
4.549772511374431e-06,219791.2087912088,0.18768520787732193
4.599770011499425e-06,217402.17391304346,0.18370904694994006
4.649767511624419e-06,215064.51612903227,0.19068892602155746
4.699765011749412e-06,212776.59574468088,0.15374335618289672
4.749762511874406e-06,210536.84210526315,0.2083583948121655
4.7997600119994e-06,208343.75,0.36298145939409926
4.849757512124393e-06,206195.8762886598,0.5484846759349812
4.899755012249388e-06,204091.83673469388,0.5594334057272282
4.949752512374381e-06,202030.30303030304,0.6230857345374802
4.9997500124993745e-06,200010.00000000003,0.7170148793192769
5.049747512624369e-06,198029.70297029702,0.9176227721713351
5.099745012749362e-06,196088.23529411765,0.953650163902224
5.149742512874356e-06,194184.4660194175,0.5516419673818115
5.19974001299935e-06,192317.3076923077,0.6489787016694045
5.2497375131243435e-06,190485.7142857143,0.7512065933715336
5.299735013249337e-06,188688.67924528304,0.7774058737022226
5.349732513374331e-06,186925.2336448598,0.7863640387752909
5.399730013499325e-06,185194.44444444447,0.3205222305773843
5.449727513624318e-06,183495.4128440367,1.1260376024632621
5.4997250137493125e-06,181827.27272727274,1.1436440180540441
5.549722513874306e-06,180189.1891891892,1.052123494857494
5.599720013999299e-06,178580.35714285716,0.9358704486815432
5.649717514124294e-06,177000.0,0.8993340483935613
5.699715014249287e-06,175447.36842105264,0.8155296689892728
5.7497125143742815e-06,173921.73913043478,0.8683627442347976
5.799710014499275e-06,172422.41379310345,0.30921119217550824
5.849707514624268e-06,170948.71794871797,0.2108952551435809
5.899705014749263e-06,169500.0,0.2344692634017227
5.949702514874256e-06,168075.63025210085,0.26149169451090765
5.99970001499925e-06,166675.0,0.27880637603130837
6.049697515124244e-06,165297.52066115703,0.3037596845441857
6.099695015249237e-06,163942.62295081967,0.3019298772877664
6.149692515374231e-06,162609.75609756098,0.20476214429410522
6.199690015499225e-06,161298.38709677418,0.11999667992037752
6.249687515624219e-06,160008.0,0.11290724412973845
6.299685015749212e-06,158738.09523809524,0.10542961524583148
6.349682515874206e-06,157488.18897637795,0.06637909991422082
6.3996800159992e-06,156257.8125,0.05977859700237736
6.449677516124193e-06,155046.511627907,0.15137975148161995
6.4996750162491876e-06,153853.84615384616,0.14049754125493774
6.549672516374181e-06,152679.38931297712,0.15970649638421094
6.5996700164991745e-06,151522.7272727273,0.15488097262591077
6.649667516624169e-06,150383.45864661655,0.19686807243352608
6.699665016749162e-06,149261.19402985074,0.19885977601902874
6.749662516874156e-06,148155.55555555556,0.1932765811722339
6.79966001699915e-06,147066.17647058822,0.21243693074943687
6.8496575171241435e-06,145992.70072992702,0.1219078360612145
6.899655017249137e-06,144934.78260869568,0.15635248717307146
6.949652517374131e-06,143892.08633093524,0.15885932818567644
6.999650017499125e-06,142864.2857142857,0.13330644925547847
7.049647517624118e-06,141851.06382978725,0.4414783022119288
7.0996450177491124e-06,140852.11267605633,0.5132732143648647
7.149642517874106e-06,139867.13286713287,0.5610987566519087
7.1996400179991e-06,138895.83333333334,0.5589644637613335
7.249637518124094e-06,137937.93103448275,0.588928835961928
7.299635018249087e-06,136993.15068493152,1.6625229723032209
7.3496325183740814e-06,136061.22448979592,1.5653563771532892
7.399630018499075e-06,135141.8918918919,1.615982082976787
7.449627518624068e-06,134234.89932885906,3.187724183982804
7.499625018749063e-06,133340.0,14.975100621218294
7.549622518874056e-06,132456.95364238412,15.431619365755054
7.5996200189990496e-06,131585.5263157895,15.321078452931403
7.649617519124044e-06,130725.49019607843,14.76167810942628
7.699615019249036e-06,129876.62337662339,15.595215949410859
7.74961251937403e-06,129038.70967741936,15.87017751512482
7.799610019499025e-06,128211.53846153847,16.26576424825162
7.849607519624018e-06,127394.90445859874,4.08612320501816
7.899605019749012e-06,126588.60759493672,24.398624329820148
7.949602519874006e-06,125792.45283018867,27.210637292738802
7.999600019999e-06,125006.24999999999,27.9153133509915
8.049597520123993e-06,124229.81366459628,27.51641878854436
8.099595020248988e-06,123462.96296296296,26.741365952773126
8.149592520373982e-06,122705.52147239263,26.219012216194066
8.199590020498974e-06,121957.31707317074,26.612634952379146
8.249587520623969e-06,121218.18181818182,21.12724328578314
8.299585020748963e-06,120487.9518072289,1.8433164615154058
8.349582520873956e-06,119766.46706586827,1.8722601456629417
8.39958002099895e-06,119053.57142857143,1.9424096450907715
8.449577521123944e-06,118349.1124260355,1.8751819825604892
8.499575021248937e-06,117652.9411764706,1.9437027176265222
8.549572521373931e-06,116964.91228070176,1.9112238596777058
8.599570021498925e-06,116284.88372093023,1.578129444955225
8.649567521623918e-06,115612.7167630058,1.335945110034125
8.699565021748912e-06,114948.27586206897,0.2508046035760016
8.749562521873907e-06,114291.42857142857,0.3631177284794917
8.7995600219989e-06,113642.04545454547,0.4452322266216865
8.849557522123894e-06,113000.0,0.4797558700084199
8.899555022248888e-06,112365.16853932584,0.413595754623222
8.94955252237388e-06,111737.43016759778,1.4640783316647819
8.999550022498875e-06,111116.66666666667,1.6606337638380526
9.049547522623869e-06,110502.76243093923,1.715420024534905
9.099545022748862e-06,109895.6043956044,1.9677475109017766
9.149542522873856e-06,109295.08196721312,1.9391675510971953
9.19954002299885e-06,108701.08695652173,1.717084156486121
9.249537523123843e-06,108113.51351351352,1.9663074936675884
