time_years,elapsed_years,baseline,r00,r01,r02,r03,r04,r05,r06,r07,ensemble_mean,ensemble_std,rms_difference_vs_baseline,median_abs_difference_vs_baseline
-8667000,8667000,0.0454253208998435,0.0454253686476917,0.0454253114546163,0.0454253172606367,0.0454253470076998,0.0454253516115906,0.0454253318957577,0.0454253686999092,0.0454253353221199,0.04542534148750274,2.009380963429932e-08,2.8768261996597873e-08,2.0265066343755356e-08
-8666000,8666000,0.0454696230140515,0.0454695737691392,0.0454696376080283,0.0454696304560437,0.0454696005957157,0.0454695897244,0.0454696091801375,0.0454695729508592,0.0454696139932775,0.045469603534700136,2.2493680219878616e-08,2.9755852855897267e-08,1.8506156301834054e-08
-8665000,8665000,0.0453333515421464,0.0453334609067525,0.0453333183871341,0.0453333342733444,0.0453333986101597,0.0453334258699961,0.0453333834153639,0.0453334569656622,0.0453333727986762,0.04533339390338614,4.9147956756827826e-08,6.488448416632415e-08,4.011151279875724e-08
-8664000,8664000,0.045250610226946,0.045250618189249,0.0452506120462457,0.0452506133909891,0.0452506184450128,0.0452506136529404,0.0452506087641622,0.0452506213439314,0.0452506169762378,0.04525061535109605,3.827827051497688e-09,6.3960279594418e-09,5.08764309847809e-09
-8663000,8663000,0.0451527878405204,0.045152779794031,0.0451527890187165,0.0451527866536486,0.0451527845079151,0.0451527827183336,0.0451527878152481,0.0451527775669801,0.045152786677514,0.045152784344048374,3.774622132764945e-09,5.145200568662379e-09,2.2597385525291447e-09
-8662000,8662000,0.0449131081458308,0.044913116712884,0.0449131056685752,0.0449131097325968,0.0449131113649404,0.0449131146679877,0.0449131110808202,0.0449131172368099,0.044913110101313,0.0449131120707409,3.6536769061826548e-09,5.362301207045449e-09,3.077049504085494e-09
-8661000,8661000,0.0447131744706663,0.0447131530976622,0.0447131864239063,0.0447131828986548,0.0447131725380799,0.0447131574606659,0.0447131644634337,0.0447131582506754,0.0447131772166679,0.04471316904371826,1.1720443989987688e-08,1.2915903851726812e-08,1.0980236300056623e-08
-8660000,8660000,0.0444510024662997,0.0444510254285931,0.0444509895907905,0.0444509916547672,0.0444510077033089,0.0444510191293297,0.0444510126014166,0.0444510214198676,0.0444510030915115,0.044451008827448145,1.2518253018988799e-08,1.4041754453770888e-08,1.1843520844601052e-08
-8659000,8659000,0.0441453359273846,0.0441453182166852,0.0441453457253535,0.0441453459828357,0.0441453329100219,0.0441453233819469,0.0441453290884321,0.0441453221010307,0.0441453370943447,0.04414533181258134,9.88130767931497e-09,1.0703823959344129e-08,9.926709999136252e-09
-8658000,8658000,0.0438030324328564,0.0438029329274245,0.0438030610605254,0.0438030454536169,0.0438029891664317,0.0438029647705604,0.0438030051615764,0.0438029339234332,0.0438030139242369,0.04380299329847568,4.4551914310863626e-08,5.929901199576127e-08,3.594704684958816e-08
-8657000,8657000,0.0433840236084994,0.0433840726045078,0.0433840072602849,0.0433840146384804,0.0433840437243865,0.0433840573937691,0.0433840391528493,0.0433840703856422,0.0433840322105021,0.04338404217130278,2.2476455892800743e-08,2.915079311430398e-08,1.823205079964918e-08
-8656000,8656000,0.0430091219299174,0.0430090593903836,0.0430091422131983,0.0430091342056622,0.0430090966146673,0.0430090796224392,0.0430091044948065,0.0430090609319045,0.0430091120594038,0.04300909869155817,2.8952720671411625e-08,3.712521210140537e-08,2.2799265499834354e-08
-8655000,8655000,0.0425361384474925,0.0425360821927881,0.0425361510585971,0.0425361408937356,0.0425361108895691,0.042536100569249,0.0425361244969688,0.042536080485966,0.0425361256132837,0.04253611452501967,2.4146457393116832e-08,3.3990235520960706e-08,2.07542235515501e-08
-8654000,8654000,0.0419889964315821,0.0419889432369073,0.0419890139864333,0.0419890090548695,0.0419889742965882,0.0419889618431034,0.0419889837110477,0.0419889432017797,0.0419889872413162,0.041988977071505666,2.516122710513819e-08,3.1747439408777337e-08,1.9844922552469946e-08
-8653000,8653000,0.0415368041422778,0.0415367436521092,0.0415368219934571,0.0415368119452388,0.041536778733139,0.0415367631653697,0.041536788593255,0.0415367431804458,0.041536793419974,0.04153678058537358,2.7379293289844633e-08,3.6118602376004714e-08,2.1630159052765663e-08
-8652000,8652000,0.0409271237479059,0.0409271741968916,0.0409271036185584,0.0409271097866314,0.0409271410544528,0.0409271576116377,0.0409271379015951,0.0409271724790834,0.0409271304241501,0.04092714088412506,2.4652341747497673e-08,3.0023123768482374e-08,1.8717947199153873e-08
-8651000,8651000,0.0403463568195553,0.0403462910603781,0.0403463814298565,0.0403463753721453,0.0403463327589212,0.0403463133314834,0.0403463395176795,0.0403462928525738,0.0403463479618055,0.04034633428560541,3.192103459549192e-08,3.9073409719892895e-08,2.433546764796235e-08
-8650000,8650000,0.0397623591012902,0.0397624156573323,0.0397623376264964,0.039762343606671,0.0397623800587568,0.0397623970851176,0.0397623757563898,0.0397624128608178,0.0397623673523818,0.039762378750495445,2.722281206363711e-08,3.3573393676984395e-08,2.1216130199896988e-08
-8649000,8649000,0.0390863621822846,0.0390863764860784,0.0390863613487873,0.0390863645213091,0.0390863720567826,0.039086370812854,0.039086363916577,0.0390863790791597,0.0390863684816598,0.03908636958790098,5.833156980692494e-09,9.42702893166897e-09,7.464972303500295e-09
-8648000,8648000,0.0384753623140784,0.0384754383375086,0.0384753432917738,0.0384753565642006,0.0384753992119587,0.0384754132734789,0.0384753818030693,0.0384754400673053,0.0384753802803285,0.03847539410370296,3.3159302125855566e-08,4.59360375654738e-08,2.8193435600010197e-08
-8647000,8647000,0.0377204101676194,0.0377204692019927,0.0377203880439554,0.0377203944420848,0.0377204324293912,0.0377204494598055,0.0377204265602082,0.0377204675186174,0.0377204190621471,0.03772043083977529,2.8459468723873312e-08,3.5174982431723366e-08,2.2192717899494063e-08
-8646000,8646000,0.0370516480183773,0.0370516214590748,0.0370516641017645,0.037051662230076,0.0370516456909872,0.0370516292233622,0.0370516389774824,0.0370516257259943,0.0370516501289204,0.037051642192207725,1.515050373593623e-08,1.623212910786167e-08,1.5147542949123238e-08
-8645000,8645000,0.0362933708853985,0.0362934751759004,0.0362933388198795,0.0362933548606538,0.0362934157764954,0.0362934411284425,0.036293399084939,0.0362934754813598,0.0362933905055078,0.03629341135414727,4.760451058408638e-08,6.24812696333656e-08,3.8478307949618706e-08
-8644000,8644000,0.0354720161239738,0.0354720272104638,0.035472010496986,0.0354720102565294,0.035472020344826,0.0354720226047274,0.0354720184859462,0.035472028084073,0.0354720177463064,0.03547201940373228,6.2651440617084006e-09,7.0716932753852865e-09,5.7472160988614185e-09
-8643000,8643000,0.0346969414394586,0.0346969524169693,0.034696943260882,0.0346969465653146,0.0346969528167889,0.0346969488409484,0.0346969447014237,0.0346969548030948,0.0346969480274227,0.03469694892910555,3.843718714797951e-09,8.418371869594598e-09,6.9947269469572415e-09
-8642000,8642000,0.0338731208882719,0.0338731544656321,0.0338731053168734,0.033873109335224,0.03387313088457,0.0338731444604438,0.033873132810502,0.03387315215575,0.0338731230022503,0.03387313155390571,1.722342683559504e-08,2.0258385333734987e-08,1.3746814297999066e-08
-8641000,8641000,0.0329532038868408,0.0329531859442158,0.0329532091279804,0.0329532056843557,0.0329531974344395,0.0329531905520993,0.032953197274877,0.0329531886639032,0.0329532015524521,0.03295319702929038,7.719978076621456e-09,1.032589266706332e-08,6.532182551810539e-09
-8640000,8640000,0.0321184827147089,0.0321185051316146,0.0321184772147232,0.0321184818251621,0.0321184945768892,0.0321184986018633,0.0321184904155982,0.0321185054005709,0.0321184878458659,0.032118492626535926,9.624175788577649e-09,1.3815537433695188e-08,9.781534800884506e-09
-8639000,8639000,0.0311945235259422,0.0311944538301497,0.0311945370153359,0.031194526266112,0.0311944861740527,0.0311944780284697,0.0311945078396176,0.0311944514176291,0.0311945040932787,0.031194493083080678,2.9413676419454127e-08,4.233121990234883e-08,2.83922765020872e-08
-8638000,8638000,0.0302744398542403,0.0302743622541395,0.0302744673132744,0.0302744573914435,0.0302744108204079,0.0302743860748925,0.0302744151952704,0.0302743677332601,0.0302744291156728,0.030274411987295136,3.6281527186047655e-08,4.574839721441414e-08,2.824643324968179e-08
-8637000,8637000,0.0293334157182013,0.0293333621872508,0.0293334217356109,0.0293334159582373,0.0293333806884144,0.0293333830505546,0.0293334065712867,0.0293333576639137,0.0293333956289778,0.029333390435530775,2.2192133835998573e-08,3.3640812014540845e-08,2.637843509942228e-08
-8636000,8636000,0.0284038544410523,0.0284037843075328,0.0284038792239875,0.0284038684236317,0.0284038291166129,0.0284038057202768,0.0284038331176997,0.0284037878306035,0.0284038450255209,0.028403829095733222,3.275794951693686e-08,4.141821405697406e-08,2.50536873001167e-08
-8635000,8635000,0.0274922874968026,0.0274922475719317,0.027492295466383,0.0274922914781052,0.0274922648189914,0.027492261119519,0.0274922761306612,0.0274922486111308,0.0274922760357155,0.02749227015405473,1.677005678978298e-08,2.4124794477289324e-08,1.7069449149281768e-08
-8634000,8634000,0.0265073079657741,0.0265072665178387,0.0265073217181366,0.0265073170848022,0.0265072914194802,0.02650728134364,0.0265072992564389,0.0265072658813317,0.0265073002038241,0.02650729292818655,1.9592414754919677e-08,2.4698011160230825e-08,1.51493281998899e-08
-8633000,8633000,0.0256130314202456,0.0256130933292508,0.0256130149700404,0.0256130225425653,0.0256130616733184,0.0256130708135278,0.025613044146935,0.0256130969968696,0.0256130460183339,0.025613056311355145,2.8213592076909863e-08,3.7624116102612685e-08,2.3351639000940283e-08
-8632000,8632000,0.0247015548261269,0.0247015921014148,0.024701540751235,0.024701545034982,0.024701569171283,0.0247015805779571,0.0247015671022317,0.0247015903607203,0.024701559403469,0.024701568062911614,1.797574349137347e-08,2.2323526235425234e-08,1.4210024001232169e-08
-8631000,8631000,0.023772358416891,0.0237723622864521,0.023772359547228,0.0237723621526042,0.0237723629233567,0.0237723616344503,0.0237723600949632,0.0237723641086556,0.0237723603971826,0.02377236164311159,1.4462585377040111e-09,3.5355569608575086e-09,3.4766362479871082e-09
-8630000,8630000,0.0228765799146313,0.0228766428607149,0.0228765622715513,0.0228765698958381,0.0228766103131343,0.0228766202684181,0.0228765937210341,0.0228766466992966,0.0228765939108612,0.022876604992606072,2.902978040296565e-08,3.836186868651575e-08,2.402079149997627e-08
-8629000,8629000,0.0220002101082551,0.0220002410242742,0.0220001959424208,0.0220002001144255,0.0220002197330564,0.0220002327079302,0.0220002227274344,0.0220002384641089,0.0220002112754091,0.02200022024863244,1.5818391993310738e-08,1.8789592274469992e-08,1.3392506799728143e-08
-8628000,8628000,0.021135072658259,0.0211351152551157,0.0211350648433148,0.0211350738489598,0.0211350968890861,0.0211351003497374,0.0211350809515084,0.0211351213459403,0.021135084836531,0.02113509229002419,1.8490751910878198e-08,2.696876175417826e-08,1.8204549548372917e-08
-8627000,8627000,0.0202908243437885,0.0202908488412677,0.0202908130299037,0.020290815503209,0.0202908323536821,0.0202908405920264,0.0202908311005087,0.0202908497876607,0.0202908261161701,0.020290832165553552,1.294794926699826e-08,1.5127108075122477e-08,1.0077232151170512e-08
-8626000,8626000,0.0194209213248319,0.0194209273346802,0.0194209190691723,0.019420921834134,0.0194209240403333,0.0194209268268105,0.019420925522248,0.0194209275226662,0.0194209211373891,0.019420924160929203,2.9755332584805945e-09,4.110625993495495e-09,3.4564587476915154e-09
-8625000,8625000,0.0186980716179868,0.0186981168925254,0.0186980594520022,0.0186980668034677,0.0186980936119983,0.0186981012808384,0.0186980818484835,0.0186981203636692,0.0186980815997507,0.018698090231591927,2.0595223317176588e-08,2.7760214682559025e-08,1.707999805131144e-08
-8624000,8624000,0.0178539205024815,0.0178539250916764,0.0178539133789869,0.0178539128217156,0.0178539175424723,0.0178539242317955,0.0178539235528758,0.0178539237804313,0.0178539165467344,0.017853919618336024,4.781639061643786e-09,4.862693218323585e-09,3.842530548955891e-09
-8623000,8623000,0.0171112273823348,0.0171111681933051,0.017111247438582,0.0171112425997069,0.017111203532041,0.017111189080961,0.0171112129733252,0.0171111698657485,0.017111216557409,0.01711120628013484,2.7936374096555896e-08,3.5010624685560755e-08,2.1953270500085775e-08
-8622000,8622000,0.0164403612531543,0.0164404102513874,0.0164403436688555,0.0164403484076606,0.016440381004012,0.0164403940415023,0.0164403752563878,0.0164404093657213,0.0164403682899473,0.016440378785684273,2.3562476824993493e-08,2.9369710952391598e-08,1.8667578250558536e-08
-8621000,8621000,0.0157325386795163,0.0157324781689549,0.015732554088553,0.0157325452374158,0.0157325100532765,0.0157324980989525,0.015732522471913,0.0157324792197562,0.0157325247186209,0.015732514007180353,2.629514938329652e-08,3.605771820843862e-08,2.2416921551665636e-08
-8620000,8620000,0.0151534349929766,0.0151533947380824,0.0151534491707237,0.015153447111613,0.0151534190881222,0.0151534093329081,0.0151534251740494,0.0151533967191023,0.0151534275766539,0.015153421113906876,1.9219143754645036e-08,2.3706624878033593e-08,1.5041300750057163e-08
-8619000,8619000,0.0145663347525348,0.0145662673162017,0.0145663524614166,0.0145663412738026,0.0145663041299457,0.0145662894849659,0.014566317771226,0.0145662673927942,0.0145663198007851,0.014566307453892226,2.9534330527142386e-08,4.0218062684991114e-08,2.4165735450047687e-08
-8618000,8618000,0.0141198994638747,0.0141198263445961,0.0141199244214565,0.01411991544861,0.0141198711826162,0.0141198491364054,0.014119876634284,0.0141198320095501,0.0141198879985081,0.0141198728970033,3.375249399225065e-08,4.295380666142537e-08,2.661942014991342e-08
-8617000,8617000,0.0137067602924076,0.0137067986533869,0.0137067488103523,0.0137067564481008,0.0137067772518311,0.0137067870839991,0.0137067716155391,0.0137068001859,0.0137067665261494,0.013706775821907336,1.7510115379780787e-08,2.3404476125438137e-08,1.422073939941898e-08
-8616000,8616000,0.0133445920848313,0.0133445114613891,0.0133446133179851,0.0133446015453809,0.0133445554466261,0.0133445378556687,0.0133445707454733,0.0133445136719404,0.0133445745080708,0.0133445598190668,3.519215840643723e-08,4.774481722786167e-08,2.8988781600874924e-08
-8615000,8615000,0.0131515367962023,0.0131515873620767,0.0131515252349062,0.0131515318411648,0.0131515647299588,0.0131515691162722,0.0131515478245956,0.0131515923158854,0.0131515499872515,0.0131515585515139,2.272586927736596e-08,3.146043097597911e-08,2.0562402848998962e-08
-8614000,8614000,0.0129622893181074,0.012962324029994,0.0129622710344973,0.0129622765794298,0.0129622968929482,0.0129623147702615,0.0129623026091254,0.0129623222011633,0.0129622883422507,0.012962299557458775,1.8797652867110565e-08,2.140551494099868e-08,1.578731404980327e-08
-8613000,8613000,0.0128676263423154,0.0128676841953078,0.0128676103672631,0.0128676175366137,0.0128676552216854,0.0128676634299841,0.0128676388558431,0.012867689025858,0.0128676394067269,0.012867649754910263,2.683403049285041e-08,3.5612003463463685e-08,2.2427211149832205e-08
-8612000,8612000,0.0128381858548666,0.0128382376628532,0.0128381657614982,0.0128381718334323,0.0128382052886191,0.0128382213150111,0.0128382017248875,0.0128382370792507,0.0128381916628432,0.012838204041049413,2.5453717442000155e-08,3.128304615773669e-08,1.9763560449650996e-08
-8611000,8611000,0.0128914277506406,0.012891414885771,0.0128914285459936,0.0128914267357789,0.012891419977444,0.012891420641899,0.0128914276862627,0.0128914137259327,0.0128914217817108,0.012891421747599087,5.269687288376113e-09,7.987872778322456e-09,6.53883570032876e-09
-8610000,8610000,0.012971386272393,0.0129714689629218,0.0129713606592473,0.0129713714326827,0.0129714222474757,0.0129714402735832,0.0129714050015619,0.0129714725468123,0.0129714016863111,0.0129714178513245,3.8694514554502364e-08,4.994491336733657e-08,3.0794114199567124e-08
-8609000,8609000,0.0130805971164807,0.0130806104792274,0.0130805915622792,0.0130805929642281,0.0130806022435273,0.0130806069904686,0.0130806027913704,0.0130806097355072,0.0130805975836061,0.013080601793776788,6.7738580102506275e-09,8.231782980479086e-09,5.614545600142462e-09
-8608000,8608000,0.0132694832448436,0.013269442877491,0.0132694973119194,0.0132694930766126,0.0132694679855433,0.0132694566296587,0.0132694728075256,0.0132694448397807,0.0132694763063451,0.013269468979359551,1.8938323300516756e-08,2.37100005194278e-08,1.4663188050052789e-08
-8607000,8607000,0.0134867095090247,0.0134867397481587,0.0134867000906492,0.0134867030914002,0.0134867231470656,0.0134867284416372,0.0134867149403704,0.0134867427519014,0.0134867151847435,0.013486720924490775,1.463316493264228e-08,1.8559158969384473e-08,1.152820819968342e-08
-8606000,8606000,0.013659184698713,0.0136591727743897,0.013659187134725,0.0136591873069574,0.0136591782114665,0.0136591782715086,0.0136591837334671,0.0136591728884159,0.0136591800367897,0.013659180044714989,5.329055604695864e-09,7.075205377954894e-09,5.544563850580497e-09
-8605000,8605000,0.0139384471607261,0.0139384031539811,0.0139384659224958,0.0139384617345878,0.0139384345482786,0.0139384169489868,0.0139384332892765,0.0139384084944605,0.0139384430483119,0.013938433392547377,2.168157418434199e-08,2.5683718666323176e-08,1.6667815699693278e-08
-8604000,8604000,0.0142073393579485,0.0142072966264783,0.0142073444970883,0.0142073368611864,0.0142073138861705,0.0142073113200116,0.0142073297709365,0.0142072958874541,0.0142073246958385,0.014207319193145527,1.672265837246239e-08,2.6196690288471258e-08,2.0066943999703934e-08
-8603000,8603000,0.0144238870190156,0.0144238112900413,0.0144239138839305,0.0144239073218529,0.0144238581355897,0.01442383720201,0.0144238672937635,0.0144238153966934,0.0144238744576548,0.014423860622692013,3.5859615069641644e-08,4.452727132739355e-08,2.7874170399795617e-08
-8602000,8602000,0.0147572426090786,0.01475724504809,0.0147572340400775,0.0147572350809048,0.0147572358204073,0.0147572459511764,0.0147572457290813,0.0147572444955325,0.0147572355579095,0.014757240215397413,5.1293282546537284e-09,5.660363766887383e-09,5.065384550174967e-09
-8601000,8601000,0.0149919371302825,0.0149918819792149,0.0149919474937443,0.0149919378144026,0.0149919086327274,0.0149919009876382,0.0149919253271719,0.0149918809784656,0.0149919213786406,0.014991913074000687,2.2854779664919908e-08,3.318200789893788e-08,2.212459850048365e-08
-8600000,8600000,0.0153257886842384,0.0153256702280773,0.0153258231431639,0.0153258115710138,0.0153257347057276,0.0153257114390184,0.0153257590660326,0.0153256727586596,0.0153257630480711,0.015325743244970538,5.371098848943789e-08,7.03533748187762e-08,4.421871814975359e-08
-8599000,8599000,0.0155799755536111,0.01558000011689,0.0155799598790519,0.0155799617051923,0.0155799783291431,0.015579993445716,0.015579985283167,0.0155799976793239,0.0155799723724194,0.015579981101362949,1.4649092020056667e-08,1.566440064568049e-08,1.4761489000765515e-08
-8598000,8598000,0.0158723970095595,0.0158724922752126,0.0158723712702339,0.0158723824318331,0.0158724432470978,0.0158724597456577,0.0158724211295429,0.0158724944134859,0.015872417350093,0.015872435232894614,4.30394363035616e-08,5.7562283003287736e-08,3.598843194979606e-08
-8597000,8597000,0.0162205404112026,0.0162205997606033,0.0162205236529935,0.0162205336339279,0.016220567210111,0.0162205811431637,0.0162205568532296,0.0162206009170973,0.0162205511454106,0.016220564289567113,2.6719634557419068e-08,3.583455263770106e-08,2.1778558749810384e-08
-8596000,8596000,0.016483583506425,0.0164836014496819,0.0164835810935135,0.0164835815201415,0.0164835960837933,0.0164835942123481,0.0164835866290335,0.0164836038363315,0.0164835895901268,0.016483591801871263,8.016285729516736e-09,1.1535825311397088e-08,8.394812452822142e-09
-8595000,8595000,0.0167414810114268,0.0167415547855792,0.0167414586640758,0.0167414684903637,0.0167415127248713,0.0167415295673499,0.0167414979668812,0.0167415572966776,0.0167414943011418,0.016741509224617562,3.423794914795002e-08,4.436464014166986e-08,2.7030397749955304e-08
-8594000,8594000,0.017060377130225,0.0170604452898234,0.0170603598611976,0.0170603687179919,0.0170604107660779,0.0170604229841189,0.0170603957076137,0.0170604456331633,0.017060391661671,0.017060405077707213,3.010213191441816e-08,4.1075541479863043e-08,2.610662080092252e-08
-8593000,8593000,0.0172922930360541,0.0172923029400584,0.0172922873830931,0.0172922879808072,0.0172922945527577,0.0172922990968264,0.0172922937384125,0.0172923045648438,0.0172922924498904,0.017292295338336188,5.9789213690997566e-09,6.406871588139071e-09,5.35410395186009e-09
-8592000,8592000,0.01750729536911,0.0175073053482855,0.0175072959671624,0.0175072983664644,0.0175073031471607,0.017507301353991,0.0175072955424583,0.017507308911431,0.0175072994572262,0.017507301011772437,4.339681780696493e-09,7.1184603217090424e-09,5.0364986001194545e-09
-8591000,8591000,0.0177130117809372,0.0177129790264467,0.0177130177035285,0.0177130126034364,0.0177129936370262,0.0177129912904098,0.0177130061706222,0.0177129768727626,0.0177130010977715,0.01771299730025049,1.3893962161609861e-08,2.006819554060917e-08,1.4413538352436861e-08
-8590000,8590000,0.0179108619835539,0.0179108987463608,0.0179108527459545,0.0179108565433729,0.0179108809679139,0.0179108846875938,0.0179108678921454,0.0179109031471117,0.0179108708872476,0.017910876952212575,1.7169929750204632e-08,2.2778657337866853e-08,1.4110979698958581e-08
-8589000,8589000,0.0180546154243549,0.0180546138549996,0.0180546113989686,0.0180546128551051,0.0180546097018811,0.0180546164571256,0.0180546180167906,0.0180546127551026,0.0180546098509459,0.018054613111364887,2.7656399209401094e-09,3.605369187314159e-09,2.6308440009836787e-09
-8588000,8588000,0.0181524664586963,0.018152365940115,0.0181524960292336,0.0181524819764035,0.0181524232915045,0.0181523994895524,0.0181524412631919,0.0181523668946013,0.0181524466603581,0.018152427693120036,4.539426066297365e-08,5.969429456824125e-08,3.636886455014865e-08
-8587000,8587000,0.0182987516383164,0.0182987690758599,0.0182987460918683,0.0182987470737247,0.0182987600648049,0.0182987618480527,0.0182987536571329,0.0182987724944251,0.0182987550712589,0.018298758172140925,8.945823131344535e-09,1.107784340029776e-08,6.98646829971894e-09
-8586000,8586000,0.0183469361458101,0.0183469018237052,0.0183469420852332,0.0183469392125251,0.0183469164605431,0.0183469157978252,0.0183469316140162,0.0183468997073442,0.0183469243503891,0.018346921381447664,1.4865136742415307e-08,2.095134097336239e-08,1.5740344000425566e-08
-8585000,8585000,0.0184079132203985,0.0184078680469216,0.0184079272114428,0.0184079221608322,0.0184078944416468,0.018407882857298,0.0184079003743884,0.018407870977566,0.0184079047822881,0.018407896356547986,2.0421942932777127e-08,2.648481087808085e-08,1.6384897999141557e-08
-8584000,8584000,0.0184388469498834,0.0184387753117995,0.0184388696900323,0.0184388587334402,0.0184388182748873,0.0184387978379093,0.0184388265992653,0.0184387780771882,0.018438834788587,0.018438819914138635,3.255814802245366e-08,4.231978848604291e-08,2.5707572499575337e-08
-8583000,8583000,0.0184774702488754,0.0184773952510822,0.0184774880970631,0.0184774800998395,0.0184774318308684,0.0184774227867387,0.0184774549578398,0.0184773928370139,0.0184774503205965,0.018477439522630264,3.3240782957679276e-08,4.526645327161081e-08,2.9173142948243913e-08
-8582000,8582000,0.0184524971940828,0.0184525603466207,0.0184524828208121,0.018452492159731,0.0184525294842169,0.0184525379486799,0.0184525098889656,0.0184525651339343,0.0184525127920334,0.01845252382187424,2.7999406056042507e-08,3.8639436025311964e-08,2.394404235127323e-08
-8581000,8581000,0.0184646499200721,0.0184646077345326,0.0184646583888993,0.0184646519206513,0.0184646275270587,0.0184646226935086,0.0184646410216058,0.0184646059523016,0.0184646379450537,0.01846463164795145,1.796824062724499e-08,2.5626706076461324e-08,1.7184015901200445e-08
-8580000,8580000,0.0184432231956452,0.0184432627551408,0.0184432124513292,0.018443218872705,0.0184432412774779,0.0184432507092046,0.0184432350075295,0.0184432622938856,0.0184432303849057,0.018443239219022287,1.7496142532975288e-08,2.3724746928461292e-08,1.4946858500897164e-08
-8579000,8579000,0.0184184595090095,0.0184184513124911,0.0184184631846098,0.0184184618195885,0.018418456809561,0.0184184528733489,0.0184184546134751,0.0184184538426627,0.0184184588408444,0.018418456662072685,4.01606982206005e-09,4.922790471434163e-09,4.285567348910613e-09
-8578000,8578000,0.0183652119805496,0.0183653291974361,0.0183651738931276,0.0183651886821278,0.0183652601345374,0.0183652918123863,0.0183652455818058,0.0183653258023783,0.018365230673834,0.01836525572220416,5.42591335432647e-08,6.969494900487652e-08,4.31207048991189e-08
-8577000,8577000,0.0183085227111338,0.0183085963139323,0.0183085034900911,0.0183085143024749,0.0183085574565599,0.0183085721255059,0.0183085415588745,0.0183085971649021,0.0183085382299559,0.018308552580287074,3.2612603052169915e-08,4.4223841932830025e-08,2.6983234400340672e-08
-8576000,8576000,0.0182961910811548,0.0182961452256091,0.0182962039894962,0.0182961961218288,0.0182961709329804,0.0182961594342439,0.0182961776922015,0.018296146164356,0.018296182322758,0.018296172735434237,2.0258360436087406e-08,2.73306902686897e-08,1.676856385170178e-08
-8575000,8575000,0.0181376272816024,0.0181376979792751,0.0181376070039005,0.0181376178330832,0.018137658549191,0.0181376752935111,0.0181376463623164,0.0181376981554972,0.0181376404605968,0.018137655204671414,3.1829059732795006e-08,4.234131347154717e-08,2.5772645248847703e-08
-8574000,8574000,0.0180796481344744,0.018079651013482,0.0180796502966014,0.0180796518785143,0.0180796525073274,0.0180796497018783,0.0180796476631377,0.0180796534745319,0.0180796509452951,0.018079650935096014,1.6752292800173047e-09,3.26341455427525e-09,2.8449141480091367e-09
-8573000,8573000,0.0179940589707356,0.0179941020470407,0.0179940416228292,0.0179940443691912,0.017994074922044,0.0179940872193376,0.0179940704181495,0.017994101329304,0.0179940644632049,0.017994073298887636,2.160799060936249e-08,2.5926843212467578e-08,1.6649607399374378e-08
-8572000,8572000,0.0178220786923026,0.0178220655618008,0.0178220856390192,0.017822086769613,0.0178220755947859,0.017822069827369,0.0178220736615221,0.0178220691952463,0.0178220783198933,0.0178220755711562,7.174613495601538e-09,7.824105933307612e-09,7.512013500826642e-09
-8571000,8571000,0.0177111470404307,0.0177111015686689,0.0177111581043063,0.0177111518695703,0.017711125054503,0.0177111170524791,0.0177111363044008,0.0177111013145617,0.0177111364102549,0.017711128459843125,1.9853467915102734e-08,2.7191881562741424e-08,1.652490165017506e-08
-8570000,8570000,0.0175223631327673,0.0175224009887214,0.0175223470602944,0.01752234930853,0.0175223761213144,0.0175223880914642,0.0175223735701178,0.017522399737149,0.0175223672301215,0.017522375263464087,1.9243580130210807e-08,2.2747948935551235e-08,1.4948355100616317e-08
-8569000,8569000,0.0173904945720199,0.0173904820410248,0.0173905015675912,0.0173905025528809,0.0173904918877915,0.0173904865649717,0.0173904908874312,0.0173904839904642,0.0173904944098895,0.017390491737755625,7.091220545534969e-09,7.636652591552045e-09,7.488216149584281e-09
-8568000,8568000,0.0171813017719074,0.0171812222826795,0.0171813170178584,0.0171813044929563,0.017181258690378,0.0171812499555353,0.0171812846389421,0.0171812178397721,0.0171812799581117,0.017181266859529174,3.384214341267881e-08,4.862267808363657e-08,3.244766254989484e-08
-8567000,8567000,0.0169781054003181,0.0169781048612981,0.0169781060032078,0.0169781047450533,0.0169781061038251,0.0169781041691746,0.0169781041560941,0.0169781054574746,0.0169781063203772,0.016978105227063098,8.102281732350641e-10,8.285451026912493e-10,6.793858999681879e-10
-8566000,8566000,0.0168357033331101,0.0168356529473268,0.0168357183657418,0.0168357134015659,0.0168356806688839,0.0168356709713801,0.0168356923690942,0.0168356516583487,0.016835693151418,0.016835684191719925,2.34255325889377e-08,3.02514197170329e-08,1.8848428951293017e-08
-8565000,8565000,0.0166327354970277,0.0166327193973579,0.0166327349698291,0.016632731505191,0.0166327231661851,0.0166327247705086,0.0166327315937468,0.0166327179969588,0.0166327287497889,0.016632726518695774,5.751626389386259e-09,1.066262867558503e-08,8.736878949477944e-09
-8564000,8564000,0.0164196040942793,0.0164195333922463,0.0164196288055658,0.0164196208378177,0.01641957640527,0.0164195560684182,0.0164195835968488,0.0164195359291029,0.0164195940002481,0.016419578629439727,3.343612709166348e-08,4.2028950135300976e-08,2.6200147900182214e-08
