obliquity_deg,mode,max_ice_gap,loop_area,hysteresis_material,forward_transition_eccentricity,reverse_transition_eccentricity,transition_separation,same_low_endpoint_gap,irreversible_after_full_return,basin_count,basin_centers
30.0,classic,0.8534610005308542,0.017059461635546645,True,0.06463692144338794,0.04534366712330007,0.01929325432008787,0.0,False,1,[0.007687937142143742]
30.0,M2,0.9267992476971011,0.027456795594456684,True,0.11446095865665183,0.08511425576425734,0.029346702892394494,1.0348623038503035e-06,False,2,"[0.022015398318880493, 0.946124532218876]"
30.0,M2P_corrige,0.8585733477938278,0.016788543184645566,True,0.11432260808735224,0.09528986285690338,0.019032745230448858,8.910068418632733e-07,False,2,"[0.08362486136607647, 0.9421982091599082]"
40.0,classic,9.80118763926896e-17,2.381011599965308e-18,False,,,,9.80118763926896e-17,False,1,[0.004704167759529566]
40.0,M2,0.0021504317201443066,2.2956845218378253e-05,False,,,,0.0021504317201443066,False,2,"[0.010870635216183987, 0.8798208544649626]"
40.0,M2P_corrige,4.474707378313014e-05,2.238613138576508e-07,False,,,,4.474707378313014e-05,False,2,"[0.04229457081379209, 0.8614296585322296]"
