obliquity_deg,eccentricity,temperature,ice,co2,regolith,memory,direction,mode
30.0,0.11,0.1709826137964437,0.004719193212211776,275.7242212807305,0.8,0.4,reverse,classic
30.0,0.12,0.22230907497001834,0.002852131398797843,274.4534831839816,0.8,0.4,reverse,classic
30.0,0.13,0.27538881439466556,0.0016925753236648393,273.1454971681052,0.8,0.4,reverse,classic
30.0,0.14,0.3311192225030603,0.0009842757143270037,271.77890137277745,0.8,0.4,reverse,classic
30.0,0.15,0.3901063603610428,0.0005599675682790072,270.3398931295016,0.8,0.4,reverse,classic
30.0,0.16,0.45276521480358883,0.00031122893969274087,268.8196567692088,0.8,0.4,reverse,classic
30.0,0.17,0.51938528396296,0.00016878114482900985,267.21268854712514,0.8,0.4,reverse,classic
30.0,0.18,0.5901748697995952,8.920356787871491e-05,265.5156713889952,0.8,0.4,reverse,classic
30.0,0.19,0.6652912846871649,4.5893638621621354e-05,263.7267126303119,0.8,0.4,reverse,classic
30.0,0.2,0.7448613388754838,2.2957641213519944e-05,261.8448316412955,0.8,0.4,reverse,classic
30.0,0.0,-3.164188938721837,0.9989146718665364,430.10681490129673,0.1320550912329391,0.25921772608633376,forward,M2
30.0,0.01,-3.1613296312022015,0.9985446946108537,429.90605911445925,0.13174560417815392,0.25957092782038166,forward,M2
30.0,0.02,-3.1545229119593787,0.9980150301949154,429.42041026419605,0.13180612208165732,0.2604337660569593,forward,M2
30.0,0.03,-3.1435045934144283,0.9972466102074892,428.6394654623141,0.13189427472394893,0.26181479146363235,forward,M2
30.0,0.04,-3.12790279208303,0.9961120612567792,427.53222023275697,0.1320246445373422,0.2637853733486065,forward,M2
30.0,0.05,-3.1071134888378036,0.9944036979031267,426.0481862244,0.1322214361795138,0.26646232718536284,forward,M2
30.0,0.06,-3.0801256007975124,0.9917720262826119,424.1025112386626,0.13252573412953467,0.2700429195002106,forward,M2
30.0,0.07,-3.0451741086052166,0.9876034921094154,421.5464801416359,0.13301060843586407,0.27487547302161736,forward,M2
30.0,0.08,-2.9989831037499277,0.9807529178796154,418.1031868243278,0.1338151879385413,0.2816164932194513,forward,M2
30.0,0.09,-2.934847971681167,0.9688632716966473,413.2047649702937,0.13523489237682776,0.2916379232669475,forward,M2
30.0,0.1,-2.8363421421225694,0.9461245969345085,405.45964135702513,0.13803546723959556,0.30839868244002205,forward,M2
30.0,0.11,-2.6400302681023686,0.8899332377711638,389.5146485617037,0.14547856524331187,0.34581873507165295,forward,M2
30.0,0.12,-0.1725325020991182,0.015831351196343938,221.15215178546612,0.6315216183097383,0.919330723896941,forward,M2
30.0,0.13,-0.09530408390183874,0.005065748459841848,218.40157621499296,0.8444149729299127,0.9284111112540486,forward,M2
30.0,0.14,-0.03591416970851713,0.0022989365387613933,216.74375693892486,0.9333402364258823,0.9321813293646216,forward,M2
30.0,0.15,0.02311809326238152,0.0011819482563496905,215.24774600444886,0.9705847827370186,0.9348664857239065,forward,M2
30.0,0.16,0.08495702894472462,0.000629977496506828,213.7736335819252,0.9865603343604328,0.9370432510993684,forward,M2
30.0,0.17,0.15060394152571008,0.0003357207163595578,212.2899596933869,0.9936574607876308,0.9388037037312693,forward,M2
30.0,0.18,0.22055244973388927,0.00017613617463435244,210.79083062663196,0.996932167466114,0.9401226444412882,forward,M2
30.0,0.19,0.29513354333964426,9.032458469772589e-05,209.2794253642965,0.9984944528516829,0.9409287870429731,forward,M2
30.0,0.2,0.3746141461946013,4.509778436839861e-05,207.76344942097143,0.9992578448908387,0.9411236015316107,forward,M2
30.0,0.0,-3.1641587019095816,0.9989157067288402,430.1159424583946,0.1317029841232508,0.2591817923570462,reverse,M2
30.0,0.01,-3.1613298491731916,0.9985446957381434,429.906002117123,0.1317454810126855,0.2595711561893423,reverse,M2
30.0,0.02,-3.1545233099301866,0.9980150312806745,429.4203053247016,0.13180619889079884,0.2604341864752338,reverse,M2
30.0,0.03,-3.143505184834853,0.997246612458431,428.63931044651065,0.13189438706034953,0.26181541394308183,reverse,M2
30.0,0.04,-3.1279036077603934,0.9961120654926889,427.5320081410752,0.13202481233322377,0.26378622777549054,reverse,M2
30.0,0.05,-3.107114579105617,0.9944037055110795,426.0479056919282,0.13222169352917748,0.26646346221581035,reverse,M2
30.0,0.06,-3.0801270513661243,0.9917720392979854,424.10214262676556,0.13252615458337025,0.2700444191511483,reverse,M2
30.0,0.07,-3.045180895441453,0.987602809655979,421.54402164120745,0.133034552185212,0.27488514386044893,reverse,M2
30.0,0.08,-3.0246694137801855,0.9793541356069636,410.1277311926272,0.17603233868135415,0.31398991852203373,reverse,M2
30.0,0.09,-0.36601028509761757,0.04206402399954618,227.76322150037234,0.8289472520003671,0.8989278906624975,reverse,M2
30.0,0.1,-0.26705679130516,0.01974279381950723,223.7805053372306,0.9076797227077794,0.9135772986737879,reverse,M2
30.0,0.11,-0.2019766786784919,0.010675323408087708,221.5053635448204,0.9470823622994459,0.9208619800669019,reverse,M2
30.0,0.12,-0.14548658718180352,0.006034111416754713,219.7447196482216,0.969233663164254,0.9256929547089626,reverse,M2
