time_years,elapsed_years,eccentricity,obliquity_deg,long_peri_moving_rad,insolation_65n_solstice_w_m2,spin_x,spin_y,spin_z
-79000,79000,0.0283392103568921,35.774959449652115,5.900714936004096,707.0615464536634,-0.1720535499628583,0.5529067858512148,0.8152862455020673
-80000,80000,0.028930177162865,35.89884618876461,5.793527393567493,704.8924683515094,-0.21512312034158082,0.5365764365815441,0.8159704472589396
-81000,81000,0.0295297143388092,36.02153714667106,5.685061953770626,702.7010096707374,-0.25681192520438795,0.5168295712263602,0.8166607798705607
-82000,82000,0.0301162647515222,36.142851973076425,5.573649417127824,700.5124195601109,-0.29684895095968367,0.49378514345492186,0.8173474979574709
-83000,83000,0.0307051400504622,36.263077833294936,5.466158649374998,698.6130706610048,-0.3349737015720322,0.46758371015447664,0.8180208391314402
-84000,84000,0.0312888538781384,36.38223191369135,5.354832462567781,696.8303998052996,-0.37093784856696926,0.4383862274567599,0.8186712576344293
-85000,85000,0.0319241432229028,36.50005537489808,5.243477380402769,695.2851660157951,-0.40450694401654025,0.40637321917889707,0.8192892889429104
-86000,86000,0.0324751136404006,36.61710337200892,5.132187522512958,694.203832831589,-0.4354617587524533,0.37174355956144156,0.8198657100945308
-87000,87000,0.0330649169625917,36.732853166361565,5.020234266622837,693.484197173909,-0.46359976584205076,0.3347131251958199,0.8203916021832763
-88000,88000,0.0337250407221471,36.847696071317564,4.907103991047242,693.1436238667802,-0.48873663822161967,0.29551308958496236,0.8208583996913108
-89000,89000,0.0342344960336983,36.96163444656888,4.793803449714193,693.5449624600124,-0.5107071285798376,0.2543889900311883,0.8212578587560969
-90000,90000,0.0348737609688254,37.07445442382945,4.679759389491803,694.3632533965541,-0.5293661495204968,0.21159865129068503,0.8215823090316674
-91000,91000,0.0354478589347522,37.18660351723096,4.566451327541376,695.9055813954362,-0.5445899895662156,0.1674104491374551,0.8218244853883734
-92000,92000,0.0360068099552786,37.29776843586453,4.449860107815801,698.1707083382512,-0.556276732913563,0.12210205059266553,0.8219776673730733
-93000,93000,0.0365807411175348,37.40825593842392,4.335429183360941,701.0991328032337,-0.5643470189015545,0.07595809521703376,0.8220357717447146
-94000,94000,0.0371309989625496,37.51792278294048,4.219937437607202,704.793129026491,-0.5687447142201476,0.029268584446211127,0.8219931873264873
-95000,95000,0.0376817917477772,37.627201685171855,4.101849568861866,709.298703163619,-0.5694368629667993,-0.017673082955120656,0.8218450713080855
-96000,96000,0.0382274006914238,37.73548688168197,3.9860947301105725,714.4655585051398,-0.5664142220652817,-0.06457195509633074,0.8215871175092871
-97000,97000,0.0387053298183608,37.843726568389584,3.868284361787384,720.4915600045005,-0.5596911397257448,-0.11113332858538685,0.8212156911494259
-98000,98000,0.0393037600887451,37.95107278613827,3.7506637470731423,727.0923723056733,-0.5493052537969673,-0.1570651048684843,0.8207279031345902
-99000,99000,0.0397472001350811,38.05817113008583,3.6326079379767533,734.4794171391088,-0.5353175297362313,-0.2020790686958402,0.8201214497573645
-100000,100000,0.0402340523796524,38.16485080838707,3.5142955339159507,742.4345043148126,-0.5178117389938364,-0.24589290873034464,0.8193947036662548
-101000,101000,0.0407333317280988,38.27102633792389,3.3967875293668675,750.8572371554189,-0.49689343335899,-0.28823242632848745,0.8185468736104903
-102000,102000,0.0411397610815345,38.37695432085842,3.2774559593926376,759.8469291440761,-0.4726898817598584,-0.32883272612966874,0.8175777112348289
-103000,103000,0.0415510543506087,38.48246886634905,3.158232095363317,769.1596433056849,-0.44534878970666075,-0.3674400750169691,0.8164877505378366
-104000,104000,0.0419471878861118,38.58766611468358,3.0409925365192283,778.571772605565,-0.41503715897176324,-0.40381366685564385,0.8152782832464301
-105000,105000,0.0422994199230756,38.692600610476774,2.9196575951056296,788.3477070733019,-0.3819405495168733,-0.4377269771751597,0.8139511718081411
-106000,106000,0.0426310258828481,38.797358513405676,2.8012033530883365,797.91579217444,-0.34626148930839795,-0.4689690489691493,0.8125090843374626
-107000,107000,0.0429045657041566,38.90156927800084,2.681722477218996,807.360622419602,-0.3082184361431389,-0.4973459112035098,0.8109552640131441
-108000,108000,0.0432099673373438,39.006109425759654,2.5616264635286763,816.6078714909717,-0.26804391937666605,-0.5226818038534597,0.809293635960205
-109000,109000,0.0434371337836882,39.10990001247342,2.44167657696842,825.3576903786968,-0.2259833361366544,-0.5448200639120495,0.8075287175992059
-110000,110000,0.0436003544818486,39.2140091078556,2.3221750972642665,833.4820842677049,-0.1822935746247401,-0.5636240128929693,0.8056655787241754
-111000,111000,0.043838606635038,39.3179106679024,2.202202993911306,841.0860246110475,-0.1372405101489191,-0.5789780156690033,0.8037098355414396
-112000,112000,0.0439224344766325,39.42161332755506,2.0824592422331767,847.7022964736352,-0.09109815719270975,-0.5907877087314604,0.8016676424603425
-113000,113000,0.0440328595223851,39.52550058513905,1.9623071470182618,853.5254185401068,-0.04414672840539118,-0.5989808881259677,0.7995454721470991
-114000,114000,0.0440935256638409,39.62934913369724,1.8431591868169697,858.3155663173291,0.003329670552764752,-0.6035075902277416,0.797350300577804
-115000,115000,0.0441236597647481,39.73307259663179,1.7238664237976153,862.0767493657424,0.051044234191458454,-0.6043403815461922,0.7950894222591636
-116000,116000,0.044102756518571,39.83714353979642,1.6033620628221492,864.737053921159,0.09870952714095227,-0.6014745009605306,0.7927703664655297
-117000,117000,0.0440296001131718,39.941101333870655,1.4859139811274125,866.2593640723678,0.14603917613782094,-0.5949274968374076,0.7904010580330487
-118000,118000,0.0439597745938471,40.04514319417088,1.3665417184994464,866.753949539209,0.19274983855671954,-0.5847393475231033,0.7879894638855358
-119000,119000,0.0438134304169807,40.14959381799831,1.247765624222368,866.1159646858329,0.23856278663093472,-0.5709717717097555,0.7855437815586767
-120000,120000,0.0436162138592122,40.25378830801883,1.1307595423493182,864.4783067390887,0.283205408720357,-0.5537079260665413,0.7830723013123535
-121000,121000,0.0434023328274816,40.35842414544419,1.0127295275777828,861.9079831937759,0.32641327212295546,-0.5330517101697513,0.7805832755491813
-122000,122000,0.0431723398917886,40.463112924825104,0.8960024402333324,858.5566605226155,0.3679315760150913,-0.5091267818693522,0.7780850052239846
-123000,123000,0.0428090849499131,40.567710710573,0.7791949702853552,854.3100372073188,0.40751616809606983,-0.4820760555884225,0.7755857459808064
-124000,124000,0.0425079075149073,40.6727429748142,0.6636357639412461,849.6268462663622,0.44493565670597335,-0.4520604289662398,0.7730935454099223
-125000,125000,0.0421320008973608,40.777476125474465,0.5485167467102694,844.3977526540298,0.47997240588007783,-0.41925746186360824,0.770616422265562
