sheet,context,landing_solution,condition,concentration_mM_if_encoded,replicate,elution_fraction,fluorescence
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,n,31,69843.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,n,32,46774.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,n,33,37089.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,n,34,31807.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,n,35,33405.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,n,36,24646.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,n,37,19275.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,n,38,23306.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,n,39,20544.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,n,40,19568.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,n,41,23429.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,n,42,14229.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,n,43,19060.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,n,44,13573.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,n,45,10251.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,n,46,18884.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,1,3274.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,2,5888.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,3,8307.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,4,15459.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,5,115267.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,6,280132.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,7,194222.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,8,103592.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,9,57139.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,10,34700.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,11,33812.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,12,13411.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,13,25144.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,14,12178.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,15,22710.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,16,35856.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,17,74505.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,18,122924.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,19,163732.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,20,181343.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,21,174089.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,22,151552.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,23,112457.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,24,78127.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,25,48369.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,26,29837.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,27,16158.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,28,29276.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,29,7935.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,30,3661.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,31,2745.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,32,2566.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,33,872.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,34,5053.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,35,1912.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,36,2386.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,37,5647.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,38,2562.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,39,1733.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,40,2029.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,41,2591.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,42,2086.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,43,721.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,44,486.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,45,2296.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,o,46,930.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,1,13153.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,2,12256.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,3,15860.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,4,105448.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,5,747951.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,6,1213815.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,7,904449.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,8,478660.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,9,291824.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,10,167586.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,11,130170.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,12,76440.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,13,95949.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,14,79424.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,15,131146.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,16,239427.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,17,385050.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,18,539061.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,19,656106.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,20,695735.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,21,649428.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,22,549114.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,23,438391.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,24,325557.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,25,243729.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,26,171477.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,27,120876.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,28,83019.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,29,62770.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,30,43255.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,31,33736.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,32,22760.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,33,18289.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,34,11904.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,35,9584.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,36,9909.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,37,9993.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,38,7845.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,39,5611.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,40,9317.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,41,6641.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,42,4642.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,43,8318.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,44,9230.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,45,1966.0
Fig1B,2:1 decanoic acid:decanol (C10:0),2:1 decanoic acid:decanol,20,20.0,p,46,8906.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,1,39179.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,2,45845.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,3,68077.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,4,134079.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,5,338952.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,6,670512.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,7,596004.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,8,336038.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,9,191372.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,10,189882.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,11,98347.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,12,51512.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,13,38704.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,14,94253.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,15,117506.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,16,220229.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,17,406078.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,18,663387.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,19,893612.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,20,981909.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,21,934486.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,22,773704.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,23,566349.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,24,376455.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,25,223715.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,26,120070.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,27,71097.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,28,40180.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,29,38996.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,30,23798.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,31,15832.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,32,18606.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,33,22645.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,34,16951.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,35,10900.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,36,7417.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,37,12994.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,38,6147.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,39,11014.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,40,8153.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,41,10987.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,42,10251.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,43,6529.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,44,4699.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,45,4759.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,a,46,4704.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,1,1746.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,2,401.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,3,52.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,4,6010.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,5,564516.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,6,2238234.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,7,2410636.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,8,1324329.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,9,562273.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,10,242277.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,11,143810.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,12,70141.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,13,93272.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,14,138434.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,15,339269.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,16,769376.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,17,1487923.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,18,2270007.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,19,2894317.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,20,3039108.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,21,2694142.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,22,2076132.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,23,1338158.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,24,846210.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,25,456435.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,26,234187.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,27,132260.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,28,73553.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,29,44187.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,30,32064.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,31,23725.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,32,18718.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,33,17673.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,34,20175.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,35,13266.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,36,11716.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,37,11598.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,38,10370.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,39,9808.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,40,15290.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,41,9154.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,42,10852.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,43,9273.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,44,8828.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,45,8558.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,b,46,10524.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,c,1,976.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,c,2,1179.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,c,3,1821.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,c,4,4595.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,c,5,110281.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,c,6,532237.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,c,7,752114.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,c,8,532797.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,c,9,270639.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,c,10,119382.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,c,11,49344.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,c,12,20852.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,c,13,24965.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,c,14,43043.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,c,15,100582.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,c,16,238780.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,c,17,469439.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,c,18,731713.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,c,19,973168.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,NoLipids,,c,20,1100349.5
