sheet,context,landing_solution,condition,concentration_mM_if_encoded,replicate,elution_fraction,fluorescence
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,9,1008291.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,10,417792.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,11,357343.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,12,345344.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,13,754186.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,14,1720823.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,15,3147280.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,16,4806861.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,17,5990347.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,18,6220066.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,19,5499606.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,20,4229422.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,21,2844066.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,22,1715873.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,23,930326.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,24,451706.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,25,205633.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,26,129351.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,27,70709.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,28,58361.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,29,46705.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,30,45391.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,31,40565.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,32,32733.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,33,31904.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,34,25546.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,35,29837.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,36,28532.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,37,24488.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,38,26013.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,39,61935.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,40,19900.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,41,26246.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,42,19210.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,43,27011.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,44,-1221.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,45,-11851.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,d,46,-10605.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,1,151798.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,2,174586.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,3,190235.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,4,711691.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,5,1857524.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,6,1850723.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,7,1413976.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,8,636940.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,9,265678.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,10,123542.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,11,86802.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,12,76459.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,13,118569.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,14,207331.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,15,332437.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,16,496276.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,17,550032.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,18,570641.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,19,502365.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,20,412317.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,21,285131.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,22,180338.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,23,109518.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,24,65551.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,25,38441.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,26,28510.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,27,25546.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,28,16385.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,29,14149.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,30,14090.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,31,12040.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,32,11903.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,33,11621.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,34,11056.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,35,10455.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,36,13096.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,37,11619.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,38,11336.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,39,13015.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,40,10666.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,41,20338.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,42,14841.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,43,11839.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,44,7476.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,45,-11950.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,e,46,-11430.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,1,7923.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,2,13160.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,3,65372.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,4,787616.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,5,1666209.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,6,1357752.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,7,701205.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,8,345780.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,9,261724.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,10,182038.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,11,156817.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,12,132340.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,13,174293.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,14,182096.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,15,245403.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,16,422988.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,17,554362.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,18,608286.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,19,610630.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,20,549579.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,21,417744.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,22,282337.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,23,182044.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,24,114598.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,25,70069.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,26,39819.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,27,28474.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,28,17236.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,29,12873.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,30,9923.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,31,7615.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,32,9411.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,33,7221.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,34,9945.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,35,7195.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,36,9052.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,37,9866.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,38,6857.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,39,7479.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,40,5568.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,41,7906.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,42,9451.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,43,11174.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,44,7066.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,45,5610.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,f,46,5959.5
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,1,4794.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,2,4597.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,3,12297.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,4,101865.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,5,660821.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,6,915454.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,7,686269.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,8,383081.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,9,177680.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,10,115238.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,11,90739.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,12,85805.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,13,100973.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,14,82739.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,15,169439.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,16,310759.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,17,462722.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,18,597392.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,19,665417.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,20,652997.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,21,540827.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,22,444358.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,23,317211.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,24,221999.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,25,146170.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,26,93170.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,27,56136.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,28,35455.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,29,26729.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,30,22930.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,31,16010.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,32,13648.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,33,11908.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,34,11653.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,35,7243.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,36,14579.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,37,8222.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,38,6930.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,39,6147.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,40,11236.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,41,9941.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,42,9858.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,43,7471.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,44,6071.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,45,8178.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,g,46,6700.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,1,5703.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,2,10188.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,3,19006.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,4,95576.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,5,498478.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,6,618451.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,7,465081.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,8,245951.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,9,147925.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,10,112814.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,11,77853.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,12,99299.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,13,169131.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,14,204883.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,15,367514.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,16,600996.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,17,879968.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,18,1053256.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,19,1061463.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,20,966492.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,21,795238.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,22,623568.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,23,474383.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,24,354058.0
Fig1C,Effect of aerosol lipid composition when landing in 2:1 decanoic acid:decanol,2:1 decanoic acid:decanol,C10:0,,h,25,237327.0
